iso3;role;other_qid;other_label;from_year;to_year;detail_item_qid;detail_item_label;other_label_en;detail_item_label_en
SWE;as_colonizer;Q504619;Hörby;1863;1968;Q10572528;Q10572528;Hörby Municipality;
SWE;as_colonizer;Q509452;Emmaboda;1863;1951;Q10572532;Q10572532;Emmaboda Municipality;
SWE;as_colonizer;Q338752;Orust;1863;1951;Q10572566;Q10572566;Orust Municipality;
SWE;as_colonizer;Q510233;Högsby;1863;1951;Q10572571;Q10572571;Högsby Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;;1971;Q10572615;Långhundra hundred;Norrtälje Municipality;Långhundra hundred
SWE;as_colonizer;Q501526;comuna da Vallentuna;;1971;Q10572615;Långhundra hundred;Vallentuna Municipality;Långhundra hundred
SWE;as_colonizer;Q504465;Knivsta;;1971;Q10572615;Långhundra hundred;Knivsta Municipality;Långhundra hundred
SWE;as_colonizer;Q509546;Borgholm;1863;1951;Q10572622;Q10572622;Borgholm Municipality;
SWE;as_colonizer;Q221990;Sollefteå;1863;1970;Q10572642;Långsele landskommun;Sollefteå Municipality;Långsele landskommun
SWE;as_colonizer;Q511326;Säffle;1863;1951;Q10572646;Q10572646;Säffle Municipality;
SWE;as_colonizer;Q509568;Enköping;1863;1951;Q10572690;Långtora country municipality;Enköping Municipality;Långtora country municipality
SWE;as_colonizer;Q427422;Mariestad;1863;1951;Q10572727;Q10572727;Mariestad Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1952;1970;Q10572784;Q10572784;Eslöv Municipality;
SWE;as_colonizer;Q513370;Kävlinge;1863;1973;Q10572788;Löddeköpinge municipality;Kävlinge Municipality;Löddeköpinge municipality
SWE;as_colonizer;Q505102;Ystad;1863;1970;Q10572792;Q10572792;Ystad Municipality;
SWE;as_colonizer;Q511241;Lilla Edet;1952;1970;Q10572800;Q10572800;Lilla Edet Municipality;
SWE;as_colonizer;Q499380;Kungsbacka;1952;1973;Q10572812;Q10572812;Kungsbacka Municipality;
SWE;as_colonizer;Q512002;Hultsfred;1863;1968;Q10572853;Q10572853;Hultsfred Municipality;
SWE;as_colonizer;Q508108;Motala;1863;1951;Q10572868;Q10572868;Motala Municipality;
SWE;as_colonizer;Q1128384;comuna da Karlskrona;1863;1951;Q10572903;Q10572903;Karlskrona Municipality;
SWE;as_colonizer;Q504676;Q504676;http;1802;Q10572927;Q10572927;Norrköping Municipality;
SWE;as_colonizer;Q509568;Enköping;1863;1951;Q10572932;Löts country municipality;Enköping Municipality;Löts country municipality
SWE;as_colonizer;Q509546;Borgholm;1863;1951;Q10572933;Q10572933;Borgholm Municipality;
SWE;as_colonizer;Q504676;Q504676;http;1803;Q10572937;Löts socken;Norrköping Municipality;Löts socken
SWE;as_colonizer;Q504601;Sjöbo;1863;1951;Q10572956;Q10572956;Sjöbo Municipality;
SWE;as_colonizer;Q430780;Skellefteå;1863;1973;Q10573008;Q10573008;Skellefteå Municipality;
SWE;as_colonizer;Q515318;Nybro;1863;1968;Q10575133;Q10575133;Nybro Municipality;
SWE;as_colonizer;Q504219;comuna da Trelleborg;1863;1951;Q10575267;Q10575267;Trelleborg Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10575271;Q10575271;Kristianstad Municipality;
SWE;as_colonizer;Q503162;comuna da Alingsås;1863;1951;Q10575369;Q10575369;Alingsås Municipality;
SWE;as_colonizer;Q509514;Boxholm;1863;1951;Q10575864;Q10575864;Boxholm Municipality;
SWE;as_colonizer;Q505046;Smedjebacken;1708;1970;Q10575927;Q10575927;Smedjebacken Municipality;
SWE;as_colonizer;Q505046;Smedjebacken;1863;1951;Q10575928;Q10575928;Smedjebacken Municipality;
SWE;as_colonizer;Q42009;Köping;1863;1938;Q10576056;Q10576056;Köping Municipality;
SWE;as_colonizer;Q503127;Essunga;1863;1951;Q10576057;Q10576057;Essunga Municipality;
SWE;as_colonizer;Q42009;Köping;http;1939;Q10576059;Q10576059;Köping Municipality;
SWE;as_colonizer;Q505096;Nässjö;1863;1970;Q10576072;Q10576072;Nässjö Municipality;
SWE;as_colonizer;Q27982;Flen;1785;1970;Q10576085;Q10576085;Flen Municipality;
SWE;as_colonizer;Q503361;Malmö;1683;1948;Q10576115;Malmö Karoli church parish;Malmö Municipality;Malmö Karoli church parish
SWE;as_colonizer;Q503361;Malmö;1250;1970;Q10576166;Malmö City;Malmö Municipality;Malmö City
SWE;as_colonizer;Q501420;Sotenäs;1909;1951;Q10576181;Q10576181;Sotenäs Municipality;
SWE;as_colonizer;Q501420;Sotenäs;1909;1951;Q10576182;Q10576182;Sotenäs Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1951;Q10576206;Q10576206;Norrtälje Municipality;
SWE;as_colonizer;Q504266;Malung;1863;1970;Q10576234;Q10576234;Malung-Sälen Municipality;
SWE;as_colonizer;Q501540;Q501540;1875;1970;Q10576245;Q10576245;Malå Municipality;
SWE;as_colonizer;Q511365;comuna da Arvika;1863;1951;Q10576410;Q10576410;Arvika Municipality;
SWE;as_colonizer;Q271153;comuna da Åre;1863;1951;Q10576930;Q10576930;Åre Municipality;
SWE;as_colonizer;Q503167;comuna da Aneby;1863;1951;Q10576945;Q10576945;Aneby Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q10576946;Q10576946;Ulricehamn Municipality;
SWE;as_colonizer;Q512035;Eksjö;1928;1970;Q10577258;Q10577258;Eksjö Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1786;1823;Q10577289;Mariebergs församling;Gothenburg Municipality;Mariebergs församling
SWE;as_colonizer;Q306789;comuna da Östersund;1863;1951;Q10577304;Q10577304;Östersund Municipality;
SWE;as_colonizer;Q499460;comuna da Nykvarn;1605;1970;Q10577317;Q10577317;Nykvarn Municipality;
SWE;as_colonizer;Q501532;comuna da Strängnäs;1605;1970;Q10577317;Q10577317;Strängnäs Municipality;
SWE;as_colonizer;Q504227;Svalöv;1952;1970;Q10577336;Q10577336;Svalöv Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1952;1970;Q10577336;Q10577336;Eslöv Municipality;
SWE;as_colonizer;Q427422;Mariestad;1583;1970;Q10577364;Q10577364;Mariestad Municipality;
SWE;as_colonizer;Q499380;Kungsbacka;1863;1973;Q10610170;Q10610170;Kungsbacka Municipality;
SWE;as_colonizer;Q515519;Tomelilla;1863;1968;Q10610182;Q10610182;Tomelilla Municipality;
SWE;as_colonizer;Q515299;Kinda;1863;1951;Q10610910;Q10610910;Kinda Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1952;1973;Q10610918;Oppmanna och Vånga municipality;Kristianstad Municipality;Oppmanna och Vånga municipality
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10610919;Q10610919;Kristianstad Municipality;
SWE;as_colonizer;Q504244;Rättvik;1863;1973;Q10611284;Ore Municipality;Rättvik Municipality;Ore Municipality
SWE;as_colonizer;Q501526;comuna da Vallentuna;1863;1951;Q10611576;Q10611576;Vallentuna Municipality;
SWE;as_colonizer;Q508108;Motala;1863;1951;Q10611589;Q10611589;Motala Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1951;Q10611664;Q10611664;Växjö Municipality;
SWE;as_colonizer;Q511297;Vårgårda;1863;1951;Q10611866;Q10611866;Vårgårda Municipality;
SWE;as_colonizer;Q113692;comuna da Haninge;1863;1951;Q10611873;Q10611873;Haninge Municipality;
SWE;as_colonizer;Q504630;Orsa;1863;1970;Q10612117;Orsa landskommun;Orsa Municipality;Orsa landskommun
SWE;as_colonizer;Q10612946;Q10612946;1937;1970;Q10612946;Q10612946;;
SWE;as_colonizer;Q504594;Osby;1863;1961;Q10612947;Q10612947;Osby Municipality;
SWE;as_colonizer;Q515318;Nybro;1863;1951;Q10613009;Q10613009;Nybro Municipality;
SWE;as_colonizer;Q505006;comuna da Oskarshamn;1856;1970;Q10613022;Q10613022;Oskarshamn Municipality;
SWE;as_colonizer;Q504692;Halmstad;1947;1970;Q10613031;Q10613031;Halmstad Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1935;Q10613231;Q10613231;Region Gotland;
SWE;as_colonizer;Q487648;Helsingborg;1863;1951;Q10613418;Q10613418;Helsingborg Municipality;
SWE;as_colonizer;Q514756;Mörbylånga;1952;1966;Q10613427;Q10613427;Mörbylånga Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q10613437;Q10613437;Lidköping Municipality;
SWE;as_colonizer;Q501459;Tidaholm;1863;1951;Q10613465;Q10613465;Tidaholm Municipality;
SWE;as_colonizer;Q511281;Götene;1863;1951;Q10613534;Q10613534;Götene Municipality;
SWE;as_colonizer;Q149539;Sandviken;1863;1970;Q10613559;Q10613559;Sandviken Municipality;
SWE;as_colonizer;Q505085;Ovanåker;1863;1970;Q10613563;Q10613563;Ovanåker Municipality;
SWE;as_colonizer;Q845930;comuna da Berg;1863;1970;Q10613617;Q10613617;Berg Municipality;
SWE;as_colonizer;Q505246;Oxelösund;1950;1970;Q10613659;Q10613659;Oxelösund Municipality;
SWE;as_colonizer;Q503361;Malmö;1863;1966;Q10613686;Q10613686;Malmö Municipality;
SWE;as_colonizer;Q504994;Sundsvall;1963;1973;Q10578317;Matfors Municipality;Sundsvall Municipality;Matfors Municipality
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10578512;Q10578512;Hässleholm Municipality;
SWE;as_colonizer;Q271153;comuna da Åre;1863;1951;Q10578544;Q10578544;Åre Municipality;
SWE;as_colonizer;Q511281;Götene;1863;1951;Q10579143;Q10579143;Götene Municipality;
SWE;as_colonizer;Q42009;Köping;1863;1970;Q10579302;Q10579302;Köping Municipality;
SWE;as_colonizer;Q431271;comuna da Arboga;1863;1970;Q10579302;Q10579302;Arboga Municipality;
SWE;as_colonizer;Q511338;Vellinge;1863;1951;Q10581180;Q10581180;Vellinge Municipality;
SWE;as_colonizer;Q512035;Eksjö;1863;1951;Q10581245;Q10581245;Eksjö Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q10581246;Q10581246;Lidköping Municipality;
SWE;as_colonizer;Q500217;Växjö;1952;1970;Q10581253;Q10581253;Växjö Municipality;
SWE;as_colonizer;Q501438;Mellerud;1908;1970;Q10581266;Q10581266;Mellerud Municipality;
SWE;as_colonizer;Q27982;Flen;1863;1970;Q10581306;Q10581306;Flen Municipality;
SWE;as_colonizer;Q511326;Säffle;1863;1951;Q10585457;Q10585457;Säffle Municipality;
SWE;as_colonizer;Q182007;comuna da Alvesta;1863;1951;Q10586394;Q10586394;Alvesta Municipality;
SWE;as_colonizer;Q505006;comuna da Oskarshamn;1863;1966;Q10586399;Q10586399;Oskarshamn Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1863;1951;Q10586832;Q10586832;Herrljunga Municipality;
SWE;as_colonizer;Q515409;Sölvesborg;1863;1970;Q10586836;Q10586836;Sölvesborg Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10586842;Q10586842;Svenljunga Municipality;
SWE;as_colonizer;Q267030;Mjölby;1863;1919;Q10586849;Mjölby Rural Municipality;Mjölby Municipality;Mjölby Rural Municipality
SWE;as_colonizer;Q267030;Mjölby;http;1920;Q10586850;Mjölby socken;Mjölby Municipality;Mjölby socken
SWE;as_colonizer;Q267030;Mjölby;1920;1970;Q10586851;Town of Mjölby;Mjölby Municipality;Town of Mjölby
SWE;as_colonizer;Q511228;Tanum;1863;1951;Q10587119;Q10587119;Tanum Municipality;
SWE;as_colonizer;Q271079;Åmål;1863;1951;Q10587120;Q10587120;Åmål Municipality;
SWE;as_colonizer;Q145835;Söderhamn;1863;1951;Q10587121;Q10587121;Söderhamn Municipality;
SWE;as_colonizer;Q501470;Töreboda;1863;1951;Q10587122;Q10587122;Töreboda Municipality;
SWE;as_colonizer;Q298003;Örnsköldsvik;1863;1962;Q10587123;Q10587123;Örnsköldsvik Municipality;
SWE;as_colonizer;Q428749;Hjo;1863;1951;Q10587441;Q10587441;Hjo Municipality;
SWE;as_colonizer;Q515680;comuna da Söderköping;1863;1951;Q10587459;Q10587459;Söderköping Municipality;
SWE;as_colonizer;Q182007;comuna da Alvesta;1863;1970;Q10587483;Q10587483;Alvesta Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1970;Q10587483;Q10587483;Växjö Municipality;
SWE;as_colonizer;Q501470;Töreboda;1952;1970;Q10587494;Q10587494;Töreboda Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1863;1951;Q10587578;Q10587578;Herrljunga Municipality;
SWE;as_colonizer;Q338752;Orust;1863;1951;Q10587715;Q10587715;Orust Municipality;
SWE;as_colonizer;Q504239;Mora;1863;1958;Q10588910;Q10588910;Mora Municipality;
SWE;as_colonizer;Q59093;Östhammar;1863;1951;Q10589149;Q10589149;Östhammar Municipality;
SWE;as_colonizer;Q338752;Orust;1863;1970;Q10589153;Q10589153;Orust Municipality;
SWE;as_colonizer;Q508153;comuna da Kalmar;1863;1970;Q10589454;Q10589454;Kalmar Municipality;
SWE;as_colonizer;Q508168;Falkenberg;1863;1970;Q10589478;Q10589478;Falkenberg Municipality;
SWE;as_colonizer;Q297718;Örebro;1863;1966;Q10589524;Q10589524;Örebro Municipality;
SWE;as_colonizer;Q501479;Tranemo;1863;1951;Q10589552;Q10589552;Tranemo Municipality;
SWE;as_colonizer;Q508108;Motala;1823;1881;Q10589636;Q10589636;Motala Municipality;
SWE;as_colonizer;Q508108;Motala;1863;1947;Q10589638;Q10589638;Motala Municipality;
SWE;as_colonizer;Q508108;Motala;http;1948;Q10589640;Motala socken;Motala Municipality;Motala socken
SWE;as_colonizer;Q508108;Motala;1881;1970;Q10589641;Q10589641;Motala Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10590045;Q10590045;Falköping Municipality;
SWE;as_colonizer;Q505076;Mullsjö;1952;1970;Q10590067;Mullsjö Rural Municipality;Mullsjö Municipality;Mullsjö Rural Municipality
SWE;as_colonizer;Q504689;Jönköping;1863;1951;Q10590086;Q10590086;Jönköping Municipality;
SWE;as_colonizer;Q221990;Sollefteå;1863;1951;Q10590144;Q10590144;Sollefteå Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1863;1970;Q10590265;Q10590265;Ängelholm Municipality;
SWE;as_colonizer;Q266401;Höör;1863;1951;Q10590278;Q10590278;Höör Municipality;
SWE;as_colonizer;Q389040;Munkedal;1952;1970;Q10590291;Q10590291;Munkedal Municipality;
SWE;as_colonizer;Q501494;Munkfors;1949;1970;Q10590304;Q10590304;Munkfors Municipality;
SWE;as_colonizer;Q42009;Köping;1863;1970;Q10590336;Q10590336;Köping Municipality;
SWE;as_colonizer;Q492614;comuna da Ekerö;1863;1951;Q10590354;Q10590354;Ekerö Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q10590459;Q10590459;Ulricehamn Municipality;
SWE;as_colonizer;Q113692;comuna da Haninge;1863;1951;Q10590736;Q10590736;Haninge Municipality;
SWE;as_colonizer;Q503214;Falköping;http;1540;Q10590790;Q10590790;Falköping Municipality;
SWE;as_colonizer;Q338752;Orust;1863;1961;Q10591036;Q10591036;Orust Municipality;
SWE;as_colonizer;Q505052;Vetlanda;1863;1951;Q10592051;Q10592051;Vetlanda Municipality;
SWE;as_colonizer;Q845930;comuna da Berg;1863;1951;Q10592831;Q10592831;Berg Municipality;
SWE;as_colonizer;Q216915;comuna da Sigtuna;1952;1970;Q10593232;Q10593232;Sigtuna Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10593272;Q10593272;Region Gotland;
SWE;as_colonizer;Q512002;Hultsfred;1863;1968;Q10593317;Målilla rural municipality;Hultsfred Municipality;Målilla rural municipality
SWE;as_colonizer;Q504689;Jönköping;1863;1970;Q10593399;Q10593399;Jönköping Municipality;
SWE;as_colonizer;Q501479;Tranemo;1863;1951;Q10593412;Q10593412;Tranemo Municipality;
SWE;as_colonizer;Q511338;Vellinge;1952;1973;Q10593416;Månstorp municipality;Vellinge Municipality;Månstorp municipality
SWE;as_colonizer;Q515706;Svedala;1952;1973;Q10593416;Månstorp municipality;Svedala Municipality;Månstorp municipality
SWE;as_colonizer;Q503214;Falköping;http;1892;Q10593425;Q10593425;Falköping Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10593428;Q10593428;Svenljunga Municipality;
SWE;as_colonizer;Q389040;Munkedal;1863;1951;Q10661557;Q10661557;Munkedal Municipality;
SWE;as_colonizer;Q515266;Skurup;http;1543;Q10661891;Q10661891;Skurup Municipality;
SWE;as_colonizer;Q502298;Landskrona;1863;1951;Q10662269;Q10662269;Landskrona Municipality;
SWE;as_colonizer;Q62469;Bollnäs;1863;1951;Q10665073;Q10665073;Bollnäs Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10665088;Q10665088;Falköping Municipality;
SWE;as_colonizer;Q498453;Karlstad;1863;1951;Q10665089;Q10665089;Karlstad Municipality;
SWE;as_colonizer;Q514756;Mörbylånga;1863;1951;Q10665090;Q10665090;Mörbylånga Municipality;
SWE;as_colonizer;Q894327;Borås;1863;1960;Q10665138;Q10665138;Borås Municipality;
SWE;as_colonizer;Q493841;comuna da Värmdö;1863;1951;Q10593489;Möja landskommun;Värmdö Municipality;Möja landskommun
SWE;as_colonizer;Q37399;Sala;1863;1970;Q10593497;Q10593497;Sala Municipality;
SWE;as_colonizer;Q504609;comuna da Staffanstorp;1863;1951;Q10593511;Q10593511;Staffanstorp Municipality;
SWE;as_colonizer;Q499435;Karlsborg;1863;1970;Q10593525;Q10593525;Karlsborg Municipality;
SWE;as_colonizer;Q501432;Tibro;1863;1970;Q10593525;Q10593525;Tibro Municipality;
SWE;as_colonizer;Q511270;Mölndal;1922;1970;Q10593544;Mölndal town;Mölndal Municipality;Mölndal town
SWE;as_colonizer;Q382808;Ulricehamn;1863;1951;Q10593560;Q10593560;Ulricehamn Municipality;
SWE;as_colonizer;Q515250;comuna da Mönsterås;1620;1970;Q10593576;Q10593576;Mönsterås Municipality;
SWE;as_colonizer;Q515250;comuna da Mönsterås;1863;1951;Q10593577;Q10593577;Mönsterås Municipality;
SWE;as_colonizer;Q487648;Helsingborg;1863;1970;Q10593584;Q10593584;Helsingborg Municipality;
SWE;as_colonizer;Q514756;Mörbylånga;1881;1951;Q10593600;Q10593600;Mörbylånga Municipality;
SWE;as_colonizer;Q514756;Mörbylånga;1863;1970;Q10593601;Q10593601;Mörbylånga Municipality;
SWE;as_colonizer;Q516336;comuna da Södertälje;1863;1951;Q10593665;Q10593665;Södertälje Municipality;
SWE;as_colonizer;Q512002;Hultsfred;1863;1970;Q10593670;Q10593670;Hultsfred Municipality;
SWE;as_colonizer;Q510223;comuna da Karlshamn;1863;1966;Q10593681;Q10593681;Karlshamn Municipality;
SWE;as_colonizer;Q271153;comuna da Åre;1863;1973;Q10593685;Q10593685;Åre Municipality;
SWE;as_colonizer;Q946647;comuna de Nacka;1640;1844;Q10593927;Q10593927;Nacka Municipality;
SWE;as_colonizer;Q946647;comuna de Nacka;1888;1948;Q10593928;Nacka Rural Municipality;Nacka Municipality;Nacka Rural Municipality
SWE;as_colonizer;Q946647;comuna de Nacka;1887;1949;Q10593930;Nacka socken;Nacka Municipality;Nacka socken
SWE;as_colonizer;Q946647;comuna de Nacka;1949;1970;Q10593931;Nacka city;Nacka Municipality;Nacka city
SWE;as_colonizer;Q28532;Trollhättan;http;1888;Q10594063;Q10594063;Trollhättan Municipality;
SWE;as_colonizer;Q511426;Vänersborg;http;1888;Q10594063;Q10594063;Vänersborg;
SWE;as_colonizer;Q501428;Vara;1863;1951;Q10595051;Q10595051;Vara Municipality;
SWE;as_colonizer;Q511228;Tanum;1863;1951;Q10595111;Q10595111;Tanum Municipality;
SWE;as_colonizer;Q117091;Kalix (comuna);1863;1966;Q10595632;Q10595632;Kalix Municipality;
SWE;as_colonizer;Q177019;Luleå;1863;1968;Q10595638;Nederluleå Rural Municipality;Luleå Municipality;Nederluleå Rural Municipality
SWE;as_colonizer;Q499385;Forshaga;1863;1951;Q10595674;Q10595674;Forshaga Municipality;
SWE;as_colonizer;Q504609;comuna da Staffanstorp;http;1963;Q10600213;Q10600213;Staffanstorp Municipality;
SWE;as_colonizer;Q504609;comuna da Staffanstorp;1863;1951;Q10600215;Q10600215;Staffanstorp Municipality;
SWE;as_colonizer;Q29963;Hudiksvall;1869;1951;Q10600411;Q10600411;Hudiksvall Municipality;
SWE;as_colonizer;Q500267;Nyköping;1863;1949;Q10600759;Q10600759;Nyköping Municipality;
SWE;as_colonizer;Q501479;Tranemo;1863;1951;Q10601359;Q10601359;Tranemo Municipality;
SWE;as_colonizer;Q504994;Sundsvall;1863;1973;Q10601459;Njurunda Municipality;Sundsvall Municipality;Njurunda Municipality
SWE;as_colonizer;Q29963;Hudiksvall;1863;1962;Q10601465;Q10601465;Hudiksvall Municipality;
SWE;as_colonizer;Q516308;Heby;1863;1970;Q10601908;Q10601908;Heby Municipality;
SWE;as_colonizer;Q514815;Kramfors;1863;1951;Q10601910;Q10601910;Kramfors Municipality;
SWE;as_colonizer;Q285894;Nora;http;1965;Q10601916;Nora parish;Nora Municipality;Nora parish
SWE;as_colonizer;Q220881;Hällefors;1952;1964;Q10601926;Q10601926;Hällefors Municipality;
SWE;as_colonizer;Q285894;Nora;1952;1964;Q10601926;Q10601926;Nora Municipality;
SWE;as_colonizer;Q514815;Kramfors;1952;1973;Q10601927;Noraström Municipality;Kramfors Municipality;Noraström Municipality
SWE;as_colonizer;Q37404;Norberg;1952;1970;Q10601938;Q10601938;Norberg Municipality;
SWE;as_colonizer;Q37404;Norberg;1863;1951;Q10601939;Q10601939;Norberg Municipality;
SWE;as_colonizer;Q306789;comuna da Östersund;1863;1951;Q10602006;Q10602006;Östersund Municipality;
SWE;as_colonizer;Q514722;Nordmaling;1863;1970;Q10602188;Q10602188;Nordmaling Municipality;
SWE;as_colonizer;Q2777887;Årjäng;;;Q10602201;Nordmark hundred;Årjäng Municipality;Nordmark hundred
SWE;as_colonizer;Q503204;Filipstad;1863;1951;Q10602204;Q10602204;Filipstad Municipality;
SWE;as_colonizer;Q267030;Mjölby;1863;1951;Q10602384;Q10602384;Mjölby Municipality;
SWE;as_colonizer;Q507684;Hedemora;1640;1911;Q10602388;Norns bruksförsamling;Hedemora Municipality;Norns bruksförsamling
SWE;as_colonizer;Q28532;Trollhättan;1863;1951;Q10602411;Q10602411;Trollhättan Municipality;
SWE;as_colonizer;Q510135;Torsby;1863;1951;Q10602432;Q10602432;Torsby Municipality;
SWE;as_colonizer;Q266401;Höör;1952;1968;Q10602436;Q10602436;Höör Municipality;
SWE;as_colonizer;Q428749;Hjo;1863;1951;Q10602439;Q10602439;Hjo Municipality;
SWE;as_colonizer;Q59091;Uppsala;1952;1970;Q10602445;Q10602445;Uppsala Municipality;
SWE;as_colonizer;Q505259;Gislaved;1863;1951;Q10602454;Q10602454;Gislaved Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q10602465;Q10602465;Lidköping Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q10602476;Q10602476;Lidköping Municipality;
SWE;as_colonizer;Q515299;Kinda;1952;1973;Q10602477;Norra Kinda Municipality;Kinda Municipality;Norra Kinda Municipality
SWE;as_colonizer;Q501452;Skövde;1863;1951;Q10602485;Q10602485;Skövde Municipality;
SWE;as_colonizer;Q515358;Lidköping;1952;1968;Q10602487;Q10602487;Lidköping Municipality;
SWE;as_colonizer;Q505239;Sävsjö;http;1946;Q10602490;Q10602490;Sävsjö Municipality;
SWE;as_colonizer;Q505239;Sävsjö;http;1947;Q10602493;Norra Ljunga socken;Sävsjö Municipality;Norra Ljunga socken
SWE;as_colonizer;Q505239;Sävsjö;1863;1946;Q10602494;Q10602494;Sävsjö Municipality;
SWE;as_colonizer;Q499421;comuna da Skara;1863;1951;Q10602497;Q10602497;Skara Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10602502;Q10602502;Hässleholm Municipality;
SWE;as_colonizer;Q504689;Jönköping;1952;1970;Q10602506;Q10602506;Jönköping Municipality;
SWE;as_colonizer;Q514756;Mörbylånga;1863;1951;Q10602513;Q10602513;Mörbylånga Municipality;
SWE;as_colonizer;Q510135;Torsby;1863;1973;Q10602525;Q10602525;Torsby Municipality;
SWE;as_colonizer;Q505018;comuna da Lund;1863;1951;Q10602531;Q10602531;Lund Municipality;
SWE;as_colonizer;Q511407;Hagfors;1863;1973;Q10602543;Q10602543;Hagfors Municipality;
SWE;as_colonizer;Q266401;Höör;1863;1951;Q10602547;Q10602547;Höör Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10602552;Q10602552;Hässleholm Municipality;
SWE;as_colonizer;Q505096;Nässjö;1863;1970;Q10602558;Q10602558;Nässjö Municipality;
SWE;as_colonizer;Q504227;Svalöv;1863;1951;Q10602568;Q10602568;Svalöv Municipality;
SWE;as_colonizer;Q505096;Nässjö;1863;1951;Q10602576;Q10602576;Nässjö Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10602586;Q10602586;Kristianstad Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1863;1951;Q10602589;Q10602589;Herrljunga Municipality;
SWE;as_colonizer;Q509568;Enköping;1952;1970;Q10602594;Norra Trögd county municipality;Enköping Municipality;Norra Trögd county municipality
SWE;as_colonizer;Q504689;Jönköping;1863;1951;Q10602598;Q10602598;Jönköping Municipality;
SWE;as_colonizer;Q499410;Linköping;1952;1970;Q10602603;Q10602603;Linköping Municipality;
SWE;as_colonizer;Q515699;Ydre;1863;1951;Q10602608;Q10602608;Ydre Municipality;
SWE;as_colonizer;Q499421;comuna da Skara;1863;1888;Q10602610;Q10602610;Skara Municipality;
SWE;as_colonizer;Q499421;comuna da Skara;1889;1951;Q10602613;Q10602613;Skara Municipality;
SWE;as_colonizer;Q511310;Bjuv;1863;1951;Q10602618;Q10602618;Bjuv Municipality;
SWE;as_colonizer;Q501428;Vara;1863;1951;Q10602623;Q10602623;Vara Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10602660;Q10602660;Hässleholm Municipality;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10602666;Q10602666;Falköping Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;http;1941;Q10602672;Q10602672;Kristianstad Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1940;Q10602673;Q10602673;Kristianstad Municipality;
SWE;as_colonizer;Q504689;Jönköping;1943;1970;Q10602685;Q10602685;Jönköping Municipality;
SWE;as_colonizer;Q145835;Söderhamn;1863;1970;Q10602692;Q10602692;Söderhamn Municipality;
SWE;as_colonizer;Q29963;Hudiksvall;1863;1951;Q10602706;Q10602706;Hudiksvall Municipality;
SWE;as_colonizer;Q37399;Sala;1863;1951;Q10602742;Q10602742;Sala Municipality;
SWE;as_colonizer;Q297718;Örebro;1863;1951;Q10602751;Q10602751;Örebro Municipality;
SWE;as_colonizer;Q505046;Smedjebacken;1863;1966;Q10602758;Q10602758;Smedjebacken Municipality;
SWE;as_colonizer;Q507656;Piteå;1916;1966;Q10602772;Norrfjärdens Rural Municipality;Piteå Municipality;Norrfjärdens Rural Municipality
SWE;as_colonizer;Q504676;Q504676;1384;1970;Q10602823;Norrköping Town;Norrköping Municipality;Norrköping Town
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10602841;Q10602841;Region Gotland;
SWE;as_colonizer;Q216915;comuna da Sigtuna;1863;1951;Q10602946;Q10602946;Sigtuna Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1622;1970;Q10602968;Norrtälje stad;Norrtälje Municipality;
