iso3;role;other_qid;other_label;from_year;to_year;detail_item_qid;detail_item_label;other_label_en;detail_item_label_en
SWE;as_colonizer;Q504227;Svalöv;1863;1951;Q10602979;Q10602979;Svalöv Municipality;
SWE;as_colonizer;Q498453;Karlstad;1863;1970;Q10603000;Q10603000;Karlstad Municipality;
SWE;as_colonizer;Q504676;Q504676;1952;1962;Q10603012;Q10603012;Norrköping Municipality;
SWE;as_colonizer;Q507644;Norsjö;1863;1970;Q10603018;Q10603018;Norsjö Municipality;
SWE;as_colonizer;Q511438;Stenungsund;1863;1951;Q10603091;Q10603091;Stenungsund Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1966;Q10603155;Q10603155;Kristianstad Municipality;
SWE;as_colonizer;Q515505;Uppvidinge;1863;1970;Q10603791;Q10603791;Uppvidinge Municipality;
SWE;as_colonizer;Q511365;comuna da Arvika;1863;1951;Q10604241;Q10604241;Arvika Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1827;1931;Q10604292;Nya Varvets parish;Gothenburg Municipality;Nya Varvets parish
SWE;as_colonizer;Q52502;Gotemburgo;1876;1930;Q10604295;Q10604295;Gothenburg Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1876;1931;Q10604296;Q10604296;Gothenburg Municipality;
SWE;as_colonizer;Q515318;Nybro;1865;1931;Q10604370;Q10604370;Nybro Municipality;
SWE;as_colonizer;Q515318;Nybro;1932;1970;Q10604372;Q10604372;Nybro Municipality;
SWE;as_colonizer;Q280562;Värnamo;1863;1951;Q10604631;Q10604631;Värnamo Municipality;
SWE;as_colonizer;Q505052;Vetlanda;1863;1970;Q10604640;Q10604640;Vetlanda Municipality;
SWE;as_colonizer;Q498453;Karlstad;1863;1970;Q10604648;Q10604648;Karlstad Municipality;
SWE;as_colonizer;Q504261;Bräcke;1891;1951;Q10604686;Q10604686;Bräcke Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q10604722;Q10604722;Linköping Municipality;
SWE;as_colonizer;Q505076;Mullsjö;1863;1951;Q10604738;Nykyrka country municipality;Mullsjö Municipality;Nykyrka country municipality
SWE;as_colonizer;Q500267;Nyköping;1863;1951;Q10604739;Q10604739;Nyköping Municipality;
SWE;as_colonizer;Q500267;Nyköping;1260;1970;Q10604762;Nyköping Town;Nyköping Municipality;Nyköping Town
SWE;as_colonizer;Q500267;Nyköping;http;1952;Q10604764;Nyköping west church parish;Nyköping Municipality;Nyköping west church parish
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10604853;Q10604853;Kristianstad Municipality;
SWE;as_colonizer;Q505090;comuna da Nynäshamn;1946;1970;Q10604876;Nynäshamn City;Nynäshamn Municipality;Nynäshamn City
SWE;as_colonizer;Q510135;Torsby;1873;1951;Q10604942;Q10604942;Torsby Municipality;
SWE;as_colonizer;Q509469;Degerfors;1863;1951;Q10604972;Q10604972;Degerfors Municipality;
SWE;as_colonizer;Q509568;Enköping;1863;1951;Q10604983;Nysätra country municipality;Enköping Municipality;Nysätra country municipality
SWE;as_colonizer;Q507670;Robertsfors;1863;1973;Q10604984;Q10604984;Robertsfors Municipality;
SWE;as_colonizer;Q493841;comuna da Värmdö;1863;1951;Q10605051;Q10605051;Värmdö Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10605257;Q10605257;Region Gotland;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1951;Q10605267;Q10605267;Norrtälje Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10605288;Q10605288;Region Gotland;
SWE;as_colonizer;Q503214;Falköping;1863;1951;Q10605290;Q10605290;Falköping Municipality;
SWE;as_colonizer;Q306789;comuna da Östersund;1863;1951;Q10605291;Q10605291;Östersund Municipality;
SWE;as_colonizer;Q499410;Linköping;http;1784;Q10605305;Q10605305;Linköping Municipality;
SWE;as_colonizer;Q505052;Vetlanda;1863;1951;Q10605314;Q10605314;Vetlanda Municipality;
SWE;as_colonizer;Q514858;Lindesberg;1863;1954;Q10605315;Näsby rural municipality;Lindesberg Municipality;Näsby rural municipality
SWE;as_colonizer;Q514858;Lindesberg;http;1955;Q10605318;Näsby socken, Västmanland;Lindesberg Municipality;Näsby socken, Västmanland
SWE;as_colonizer;Q499410;Linköping;http;1889;Q10605319;Q10605319;Linköping Municipality;
SWE;as_colonizer;Q503144;Eskilstuna;1863;1951;Q10605337;Q10605337;Eskilstuna Municipality;
SWE;as_colonizer;Q505052;Vetlanda;1863;1951;Q10605342;Q10605342;Vetlanda Municipality;
SWE;as_colonizer;Q501424;comuna da Strömstad;1863;1951;Q10605345;Q10605345;Strömstad Municipality;
SWE;as_colonizer;Q514707;comuna da Krokom;1863;1951;Q10605350;Q10605350;Krokom Municipality;
SWE;as_colonizer;Q515969;Vadstena;1863;1951;Q10605361;Q10605361;Vadstena Municipality;
SWE;as_colonizer;Q505096;Nässjö;1890;1913;Q10605369;Q10605369;Nässjö Municipality;
SWE;as_colonizer;Q505096;Nässjö;1863;1947;Q10605370;Q10605370;Nässjö Municipality;
SWE;as_colonizer;Q505096;Nässjö;http;1948;Q10605371;Q10605371;Nässjö Municipality;
SWE;as_colonizer;Q505096;Nässjö;1914;1970;Q10605372;Q10605372;Nässjö Municipality;
SWE;as_colonizer;Q514830;Bromölla;1863;1973;Q10605395;Näsum municipality;Bromölla Municipality;Näsum municipality
SWE;as_colonizer;Q298003;Örnsköldsvik;1863;1970;Q10605409;Q10605409;Örnsköldsvik Municipality;
SWE;as_colonizer;Q1128384;comuna da Karlskrona;1863;1973;Q10605424;Nättraby municipality;Karlskrona Municipality;Nättraby municipality
SWE;as_colonizer;Q505052;Vetlanda;1863;1951;Q10605444;Q10605444;Vetlanda Municipality;
SWE;as_colonizer;Q508125;Hässleholm;1863;1951;Q10605458;Q10605458;Hässleholm Municipality;
SWE;as_colonizer;Q511297;Vårgårda;1863;1951;Q10605500;Q10605500;Vårgårda Municipality;
SWE;as_colonizer;Q501551;Vansbro;1863;1970;Q10605505;Q10605505;Vansbro Municipality;
SWE;as_colonizer;Q500217;Växjö;1863;1951;Q10605518;Q10605518;Växjö Municipality;
SWE;as_colonizer;Q498470;comuna da Ale;1863;1973;Q10605531;Q10605531;Ale Municipality;
SWE;as_colonizer;Q503132;Dals-Ed;1863;1951;Q10605559;Q10605559;Dals-Ed Municipality;
SWE;as_colonizer;Q179180;Varberg;1863;1951;Q10605565;Q10605565;Varberg Municipality;
SWE;as_colonizer;Q504235;Ljungby;1863;1951;Q10605578;Q10605578;Ljungby Municipality;
SWE;as_colonizer;Q505109;Ockelbo;1863;1970;Q10606606;Q10606606;Ockelbo Municipality;
SWE;as_colonizer;Q216915;comuna da Sigtuna;1863;1951;Q10606809;Q10606809;Sigtuna Municipality;
SWE;as_colonizer;Q504235;Ljungby;1863;1951;Q10606817;Q10606817;Ljungby Municipality;
SWE;as_colonizer;Q515477;Västervik;1863;1951;Q10606831;Q10606831;Västervik Municipality;
SWE;as_colonizer;Q42009;Köping;1863;1951;Q10606832;Q10606832;Köping Municipality;
SWE;as_colonizer;Q427422;Mariestad;1863;1951;Q10606839;Q10606839;Mariestad Municipality;
SWE;as_colonizer;Q504249;Perstorp;http;1970;Q10606843;Q10606843;Perstorp Municipality;
SWE;as_colonizer;Q504249;Perstorp;1863;1951;Q10606845;Q10606845;Perstorp Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1863;1951;Q10607154;Q10607154;Herrljunga Municipality;
SWE;as_colonizer;Q514707;comuna da Krokom;1863;1973;Q10607884;Offerdals rural municipality;Krokom Municipality;Offerdals rural municipality
SWE;as_colonizer;Q508168;Falkenberg;1863;1951;Q10608120;Q10608120;Falkenberg Municipality;
SWE;as_colonizer;Q59091;Uppsala;1952;1973;Q10608158;Oland Rural Municipality;Uppsala Municipality;Oland Rural Municipality
SWE;as_colonizer;Q59093;Östhammar;1952;1973;Q10608158;Oland Rural Municipality;Östhammar Municipality;Oland Rural Municipality
SWE;as_colonizer;Q504257;Olofström;1941;1970;Q10609280;Q10609280;Olofström Municipality;
SWE;as_colonizer;Q509546;Borgholm;1863;1951;Q10658486;Q10658486;Borgholm Municipality;
SWE;as_colonizer;Q845930;comuna da Berg;1863;1970;Q10658492;Q10658492;Berg Municipality;
SWE;as_colonizer;Q504244;Rättvik;1863;1970;Q10658556;Q10658556;Rättvik Municipality;
SWE;as_colonizer;Q504692;Halmstad;1863;1951;Q10658577;Q10658577;Halmstad Municipality;
SWE;as_colonizer;Q503144;Eskilstuna;1863;1951;Q10658614;Q10658614;Eskilstuna Municipality;
SWE;as_colonizer;Q500267;Nyköping;1863;1951;Q10658619;Q10658619;Nyköping Municipality;
SWE;as_colonizer;Q500125;Härryda;1863;1970;Q10658642;Q10658642;Härryda Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q10658643;Q10658643;Lidköping Municipality;
SWE;as_colonizer;Q501452;Skövde;1863;1951;Q10658654;Q10658654;Skövde Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1951;Q10658686;Q10658686;Norrtälje Municipality;
SWE;as_colonizer;Q499441;Q499441;1863;1951;Q10658705;Q10658705;Färgelanda Municipality;
SWE;as_colonizer;Q177019;Luleå;1863;1968;Q10658733;Råneå Rural Municipality;Luleå Municipality;Råneå Rural Municipality
SWE;as_colonizer;Q509476;Boden;1863;1968;Q10658733;Råneå Rural Municipality;Boden Municipality;Råneå Rural Municipality
SWE;as_colonizer;Q894327;Borås;1863;1951;Q10658738;Q10658738;Borås Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1951;Q10658796;Q10658796;Norrtälje Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;1863;1951;Q10658885;Q10658885;Gothenburg Municipality;
SWE;as_colonizer;Q52502;Gotemburgo;http;1952;Q10658886;Q10658886;Gothenburg Municipality;
SWE;as_colonizer;Q504601;Sjöbo;1863;1951;Q10658903;Q10658903;Sjöbo Municipality;
SWE;as_colonizer;Q1128384;comuna da Karlskrona;1863;1973;Q10658909;Rödeby municipality;Karlskrona Municipality;Rödeby municipality
SWE;as_colonizer;Q503162;comuna da Alingsås;http;1966;Q10658915;Q10658915;Alingsås Municipality;
SWE;as_colonizer;Q503162;comuna da Alingsås;http;1952;Q10658916;Q10658916;Alingsås Municipality;
SWE;as_colonizer;Q514707;comuna da Krokom;1863;1973;Q10658966;Rödön;Krokom Municipality;Rödön
SWE;as_colonizer;Q293970;Ödeshög;1863;1951;Q10659006;Q10659006;Ödeshög Municipality;
SWE;as_colonizer;Q503132;Dals-Ed;1863;1951;Q10659015;Q10659015;Dals-Ed Municipality;
SWE;as_colonizer;Q502298;Landskrona;1952;1968;Q10659033;Q10659033;Landskrona Municipality;
SWE;as_colonizer;Q501448;Tjörn;1918;1951;Q10659058;Q10659058;Tjörn Municipality;
SWE;as_colonizer;Q500267;Nyköping;1952;1970;Q10659076;Q10659076;Nyköping Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1951;Q10659077;Q10659077;Norrköping Municipality;
SWE;as_colonizer;Q338752;Orust;1863;1951;Q10659083;Q10659083;Orust Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1951;Q10659130;Q10659130;Simrishamn Municipality;
SWE;as_colonizer;Q504227;Svalöv;1863;1968;Q10659170;Q10659170;Svalöv Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1968;Q10659170;Q10659170;Eslöv Municipality;
SWE;as_colonizer;Q506250;Município de Estocolmo;1752;1888;Q10659762;Q10659762;Stockholm;
SWE;as_colonizer;Q37399;Sala;1863;1951;Q10660322;Q10660322;Sala Municipality;
SWE;as_colonizer;Q37399;Sala;http;1952;Q10660324;Sala socken;Sala Municipality;Sala socken
SWE;as_colonizer;Q37399;Sala;1624;1970;Q10660327;Q10660327;Sala Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1968;Q10660407;Q10660407;Lidköping Municipality;
SWE;as_colonizer;Q503214;Falköping;http;1545;Q10660408;Q10660408;Falköping Municipality;
SWE;as_colonizer;Q516080;comuna da Salem;1863;1973;Q10660418;Salem Municipality (1971-73);Salem Municipality;Salem Municipality (1971-73)
SWE;as_colonizer;Q503148;Grästorp;1863;1951;Q10660702;Q10660702;Grästorp Municipality;
SWE;as_colonizer;Q946647;comuna de Nacka;1909;1970;Q10660768;Saltsjöbaden borough;Nacka Municipality;Saltsjöbaden borough
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10661113;Q10661113;Region Gotland;
SWE;as_colonizer;Q514756;Mörbylånga;1863;1951;Q10661141;Q10661141;Mörbylånga Municipality;
SWE;as_colonizer;Q505076;Mullsjö;1863;1951;Q10661179;Sandhems rural municipality;Mullsjö Municipality;Sandhems rural municipality
SWE;as_colonizer;Q894327;Borås;1863;1973;Q10661185;Q10661185;Borås Municipality;
SWE;as_colonizer;Q504689;Jönköping;1863;1942;Q10661226;Q10661226;Jönköping Municipality;
SWE;as_colonizer;Q504689;Jönköping;http;1943;Q10661228;Q10661228;Jönköping Municipality;
SWE;as_colonizer;Q149539;Sandviken;1927;1942;Q10661259;Q10661259;Sandviken Municipality;
SWE;as_colonizer;Q149539;Sandviken;1943;1970;Q10661261;Q10661261;Sandviken Municipality;
SWE;as_colonizer;Q505259;Gislaved;1863;1951;Q10661268;Q10661268;Gislaved Municipality;
SWE;as_colonizer;Q515680;comuna da Söderköping;1863;1951;Q10661325;Q10661325;Söderköping Municipality;
SWE;as_colonizer;Q502298;Landskrona;1863;1958;Q10661365;Q10661365;Landskrona Municipality;
SWE;as_colonizer;Q34550;Västerås;http;1945;Q10661368;Q10661368;Västerås Municipality;
SWE;as_colonizer;Q34550;Västerås;1863;1917;Q10661369;Q10661369;Västerås Municipality;
SWE;as_colonizer;Q34550;Västerås;http;1918;Q10661370;Q10661370;Västerås Municipality;
SWE;as_colonizer;Q504676;Q504676;1863;1917;Q10661378;Q10661378;Norrköping Municipality;
SWE;as_colonizer;Q504676;Q504676;http;1918;Q10661379;Q10661379;Norrköping Municipality;
SWE;as_colonizer;Q499410;Linköping;1863;1910;Q10661399;Q10661399;Linköping Municipality;
SWE;as_colonizer;Q499410;Linköping;http;1911;Q10661402;Saint Lars parish;Linköping Municipality;Saint Lars parish
SWE;as_colonizer;Q500267;Nyköping;http;;Q10661432;Sankt Nicolai;Nyköping Municipality;Sankt Nicolai
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1951;Q10661451;Q10661451;Simrishamn Municipality;
SWE;as_colonizer;Q216915;comuna da Sigtuna;1863;1947;Q10661452;Q10661452;Sigtuna Municipality;
SWE;as_colonizer;Q216915;comuna da Sigtuna;http;1948;Q10661456;Q10661456;Sigtuna Municipality;
SWE;as_colonizer;Q511241;Lilla Edet;1863;1951;Q10661463;Q10661463;Lilla Edet Municipality;
SWE;as_colonizer;Q515969;Vadstena;1390;1966;Q10661465;Sankt Pers parish, Linköpings stift;Vadstena Municipality;Sankt Pers parish, Linköpings stift
SWE;as_colonizer;Q515969;Vadstena;1863;1951;Q10661470;Q10661470;Vadstena Municipality;
SWE;as_colonizer;Q216915;comuna da Sigtuna;http;1948;Q10661471;Q10661471;Sigtuna Municipality;
SWE;as_colonizer;Q515969;Vadstena;http;1952;Q10661472;Q10661472;Vadstena Municipality;
SWE;as_colonizer;Q505018;comuna da Lund;1863;1913;Q10661473;Q10661473;Lund Municipality;
SWE;as_colonizer;Q505018;comuna da Lund;http;1914;Q10661475;Q10661475;Lund Municipality;
SWE;as_colonizer;Q515318;Nybro;1863;1951;Q10661493;Q10661493;Nybro Municipality;
SWE;as_colonizer;Q186230;Pajala;1863;1970;Q10615167;Q10615167;Pajala Municipality;
SWE;as_colonizer;Q125222;Partille;1863;1970;Q10621390;Q10621390;Partille Municipality;
SWE;as_colonizer;Q505057;Vimmerby;1863;1951;Q10622304;Q10622304;Vimmerby Municipality;
SWE;as_colonizer;Q509546;Borgholm;1863;1951;Q10624495;Q10624495;Borgholm Municipality;
SWE;as_colonizer;Q504249;Perstorp;1947;1970;Q10624544;Q10624544;Perstorp Municipality;
SWE;as_colonizer;Q504249;Perstorp;1863;1946;Q10624545;Q10624545;Perstorp Municipality;
SWE;as_colonizer;Q507656;Piteå;1863;1966;Q10632415;Q10632415;Piteå Municipality;
SWE;as_colonizer;Q507656;Piteå;1621;1970;Q10632419;Piteå Town;Piteå Municipality;Piteå Town
SWE;as_colonizer;Q254799;Älmhult;1863;1951;Q10632511;Q10632511;Älmhult Municipality;
SWE;as_colonizer;Q515358;Lidköping;1863;1951;Q10648322;Q10648322;Lidköping Municipality;
SWE;as_colonizer;Q515342;comuna da Ragunda;1863;1970;Q10648580;Q10648580;Ragunda Municipality;
SWE;as_colonizer;Q499410;Linköping;http;1786;Q10648652;Q10648652;Linköping Municipality;
SWE;as_colonizer;Q499410;Linköping;http;1892;Q10648653;Q10648653;Linköping Municipality;
SWE;as_colonizer;Q1128384;comuna da Karlskrona;1863;1962;Q10649050;Q10649050;Karlskrona Municipality;
SWE;as_colonizer;Q505052;Vetlanda;1863;1951;Q10649082;Q10649082;Vetlanda Municipality;
SWE;as_colonizer;Q34078;Surahammar;1863;1962;Q10649105;Q10649105;Surahammar Municipality;
SWE;as_colonizer;Q47018;Fagersta;1863;1962;Q10649105;Q10649105;Fagersta Municipality;
SWE;as_colonizer;Q514858;Lindesberg;1863;1970;Q10649161;Q10649161;Lindesberg Municipality;
SWE;as_colonizer;Q221990;Sollefteå;1863;1973;Q10649169;Ramsele Municipality;Sollefteå Municipality;Ramsele Municipality
SWE;as_colonizer;Q515235;Ljusdal;1863;1970;Q10649182;Q10649182;Ljusdal Municipality;
SWE;as_colonizer;Q59091;Uppsala;1863;1951;Q10649194;Q10649194;Uppsala Municipality;
SWE;as_colonizer;Q515519;Tomelilla;1863;1951;Q10649198;Q10649198;Tomelilla Municipality;
SWE;as_colonizer;Q515326;Laxå;1863;1945;Q10649547;Q10649547;Laxå Municipality;
SWE;as_colonizer;Q501432;Tibro;1863;1951;Q10649644;Q10649644;Tibro Municipality;
SWE;as_colonizer;Q501494;Munkfors;1863;1948;Q10649654;Q10649654;Munkfors Municipality;
SWE;as_colonizer;Q501494;Munkfors;1670;1949;Q10649656;Ransäter parish;Munkfors Municipality;Ransäter parish
SWE;as_colonizer;Q499410;Linköping;1863;1951;Q10649764;Q10649764;Linköping Municipality;
SWE;as_colonizer;Q59091;Uppsala;1863;1966;Q10649793;Q10649793;Uppsala Municipality;
SWE;as_colonizer;Q59091;Uppsala;1863;1951;Q10649797;Q10649797;Uppsala Municipality;
SWE;as_colonizer;Q487648;Helsingborg;1863;1917;Q10649966;Q10649966;Helsingborg Municipality;
SWE;as_colonizer;Q487648;Helsingborg;http;1918;Q10649967;Q10649967;Helsingborg Municipality;
SWE;as_colonizer;Q504626;comuna da Simrishamn;1863;1951;Q10650000;Q10650000;Simrishamn Municipality;
SWE;as_colonizer;Q255206;Ängelholm;1863;1951;Q10650062;Q10650062;Ängelholm Municipality;
SWE;as_colonizer;Q255206;Ängelholm;http;1952;Q10650064;Rebbelberga socken;Ängelholm Municipality;Rebbelberga socken
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10650273;Q10650273;Svenljunga Municipality;
SWE;as_colonizer;Q382808;Ulricehamn;1952;1973;Q10650298;Q10650298;Ulricehamn Municipality;
SWE;as_colonizer;Q503214;Falköping;1952;1973;Q10650298;Q10650298;Falköping Municipality;
SWE;as_colonizer;Q505259;Gislaved;1863;1973;Q10650354;Reftele municipality;Gislaved Municipality;Reftele municipality
SWE;as_colonizer;Q503180;comuna da Finspång;1863;1951;Q10650562;Q10650562;Finspång Municipality;
SWE;as_colonizer;Q1130264;Eslöv;http;1970;Q10650853;Q10650853;Eslöv Municipality;
SWE;as_colonizer;Q1130264;Eslöv;1863;1951;Q10650855;Q10650855;Eslöv Municipality;
SWE;as_colonizer;Q503111;Herrljunga;1863;1951;Q10650860;Q10650860;Herrljunga Municipality;
SWE;as_colonizer;Q221990;Sollefteå;1863;1970;Q10651182;Q10651182;Sollefteå Municipality;
SWE;as_colonizer;Q514756;Mörbylånga;1863;1951;Q10651242;Q10651242;Mörbylånga Municipality;
SWE;as_colonizer;Q501442;Uddevalla;1863;1951;Q10651282;Resteröds landskommun;Uddevalla Municipality;Resteröds landskommun
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10651540;Q10651540;Svenljunga Municipality;
SWE;as_colonizer;Q505018;comuna da Lund;1863;1951;Q10651547;Q10651547;Lund Municipality;
SWE;as_colonizer;Q504261;Bräcke;1863;1973;Q10651577;Q10651577;Bräcke Municipality;
SWE;as_colonizer;Q214048;comuna da Norrtälje;1863;1951;Q10654618;Q10654618;Norrtälje Municipality;
SWE;as_colonizer;Q506250;Município de Estocolmo;1600;1807;Q10654946;Riddarholmens parish;Stockholm;Riddarholmens parish
SWE;as_colonizer;Q214048;comuna da Norrtälje;1967;1970;Q10655398;Q10655398;Norrtälje Municipality;
SWE;as_colonizer;Q510223;comuna da Karlshamn;1881;1951;Q10655468;Q10655468;Karlshamn Municipality;
SWE;as_colonizer;Q509997;comuna da Valdemarsvik;1863;1970;Q10655474;Q10655474;Valdemarsvik Municipality;
SWE;as_colonizer;Q297718;Örebro;1863;1951;Q10655533;Q10655533;Örebro Municipality;
SWE;as_colonizer;Q498857;comuna da Kristianstad;1863;1951;Q10655534;Q10655534;Kristianstad Municipality;
SWE;as_colonizer;Q509514;Boxholm;1863;1951;Q10655551;Q10655551;Boxholm Municipality;
SWE;as_colonizer;Q500267;Nyköping;1863;1951;Q10655711;Q10655711;Nyköping Municipality;
SWE;as_colonizer;Q504614;Klippan;1863;1973;Q10655736;Riseberga Municipality;Klippan Municipality;Riseberga Municipality
SWE;as_colonizer;Q511310;Bjuv;1863;1951;Q10655742;Q10655742;Bjuv Municipality;
SWE;as_colonizer;Q503180;comuna da Finspång;1863;1941;Q10655761;Q10655761;Finspång Municipality;
SWE;as_colonizer;Q501487;Svenljunga;1863;1951;Q10656113;Q10656113;Svenljunga Municipality;
SWE;as_colonizer;Q504689;Jönköping;1863;1951;Q10656367;Q10656367;Jönköping Municipality;
SWE;as_colonizer;Q515969;Vadstena;1863;1951;Q10656391;Q10656391;Vadstena Municipality;
SWE;as_colonizer;Q29963;Hudiksvall;1863;1951;Q10656397;Q10656397;Hudiksvall Municipality;
SWE;as_colonizer;Q179180;Varberg;1863;1951;Q10656471;Q10656471;Varberg Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10656500;Q10656500;Region Gotland;
SWE;as_colonizer;Q374794;Gotland;1952;1970;Q10656505;Q10656505;Region Gotland;
SWE;as_colonizer;Q511394;comuna da Kungälv;1863;1970;Q10656543;Q10656543;Kungälv Municipality;
SWE;as_colonizer;Q34550;Västerås;1863;1951;Q10656558;Q10656558;Västerås Municipality;
SWE;as_colonizer;Q28532;Trollhättan;1863;1951;Q10656568;Q10656568;Trollhättan Municipality;
SWE;as_colonizer;Q374794;Gotland;1863;1951;Q10656759;Q10656759;Region Gotland;
SWE;as_colonizer;Q515373;comuna da Ronneby;1686;1882;Q10656782;Q10656782;Ronneby Municipality;
SWE;as_colonizer;Q515373;comuna da Ronneby;1863;1962;Q10656783;Q10656783;Ronneby Municipality;
