iso3,country,city,city_qid,admin,is_capital,population,year,lat,lon
AGO,Angola,Cubal,Q1142891,,0,357618,,-13.033333333333,14.233333333333
AGO,Angola,Luena,Q618643,,0,357413,,-11.783,19.913
AGO,Angola,Ombadja,Q942273,,0,304964,,-16.700555555556,14.888055555556
AIA,Anguila,The Valley,Q30994,,1,1067,,18.220833333333,-63.051666666667
ALA,Ilhas Aland,Mariehamn,Q48329,,0,11812,2023,60.09861111,19.94444444
ALA,Ilhas Aland,Jomala,Q176178,,0,5697,2023,60.152777777778,19.948611111111
ALA,Ilhas Aland,Finström,Q51914,,0,2610,2023,60.229166666667,19.988888888889
ALA,Ilhas Aland,Lemland,Q176186,,0,2127,2023,60.069444444444,20.086111111111
ALA,Ilhas Aland,Saltvik,Q176196,,0,1791,2023,60.275,20.058333333333
ALA,Ilhas Aland,Hammarland,Q134685,,0,1646,2023,60.216666666667,19.740277777778
ALA,Ilhas Aland,Sund,Q176201,,0,995,2023,60.223611111111,20.169444444444
ALA,Ilhas Aland,Eckerö,Q51909,,0,942,2023,60.22294,19.55498
ALA,Ilhas Aland,Föglö,Q179722,,0,509,2023,60.030555555556,20.3875
ALA,Ilhas Aland,Geta,Q134675,,0,509,2023,60.375,19.85
ALA,Ilhas Aland,Vårdö,Q179749,,0,471,2023,60.241666666667,20.375
ALA,Ilhas Aland,Brändö,Q179706,,0,436,2023,60.411666666667,21.045
ALA,Ilhas Aland,Lumparland,Q176191,,0,366,2023,60.116666666667,20.258333333333
ALA,Ilhas Aland,Kumlinge,Q179726,,0,290,2023,60.258333333333,20.778333333333
ALA,Ilhas Aland,Kokar,Q179730,,0,225,2023,59.920833333333,20.909722222222
ALA,Ilhas Aland,Sottunga,Q179739,,0,115,2023,60.133333333333,20.666666666667
ALA,Ilhas Aland,Isaksö,Q21976903,,0,,,60.36667,19.75
ALB,Albânia,Tirana municipality,Q13037436,,0,557422,,41.32744,19.8194
ALB,Albânia,Tirana,Q19689,,1,418495,,41.328888888889,19.817777777778
ALB,Albânia,Durrës Municipality,Q16350067,,0,175110,,41.31667,19.43333
ALB,Albânia,Shkodër municipality,Q16350146,,0,142513,,42.1115,19.5819
ALB,Albânia,Elbasan municipality,Q16350072,,0,141714,,41.1,20.083333333333
ALB,Albânia,Vlorë,Q159610,,0,130827,,40.45,19.483333333333
ALB,Albânia,Kamëz,Q605160,,0,126777,,41.383333333333,19.766666666667
ALB,Albânia,Durrës,Q83285,,0,113249,,41.313333333333,19.445833333333
ALB,Albânia,Vlorë municipality,Q16350151,,0,104827,,40.46667,19.48333
ALB,Albânia,Kamëz municipality,Q13037410,,0,104190,,41.38333,19.75
ALB,Albânia,Elbasan,Q114257,,0,87797,,41.113059,20.08178
ALB,Albânia,Lushnjë municipality,Q13037420,,0,83659,,40.91667,19.68333
ALB,Albânia,Shkodër,Q131638,,0,82455,,42.068132,19.512138
ALB,Albânia,Korçë municipality,Q13037414,,0,75994,,40.63333,20.76667
ALB,Albânia,Korçë,Q116341,,0,63623,,40.616666666667,20.766666666667
ALB,Albânia,Dibër Municipality,Q13037427,,0,61619,,41.683333333333,20.416666666667
ALB,Albânia,Bashkia e Pogradecit,Q22005546,,0,61530,,40.9,20.65
ALB,Albânia,Fier-cifci,Q22012402,,0,60995,,40.71667,19.56667
ALB,Albânia,Berat Municipality,Q16350054,,0,60031,,40.7,19.93333
ALB,Albânia,Fier,Q190897,,0,56297,,40.716666666667,19.55
AND,Andorra,Andorra-a-Velha,Q1863,,1,24042,,42.507222222222,1.5222222222222
AND,Andorra,Andorra-a-Velha,Q2522163,,0,22615,,42.5045,1.49414
AND,Andorra,Escaldes-Engordany,Q24286,,0,15506,,42.508889,1.540833
AND,Andorra,Encamp,Q24269,,0,13521,,42.536111,1.582778
AND,Andorra,La Massana,Q24276,,0,11591,,42.544166666667,1.5163888888889
AND,Andorra,Sant Julià de Lòria,Q24282,,0,9915,,42.47,1.49
AND,Andorra,Canillo,Q24260,,0,5781,,42.566378,1.60094
AND,Andorra,Ordino,Q24272,,0,5440,,42.555,1.5330555555556
AND,Andorra,Santa Coloma de Andorra,Q24597,,0,3002,,42.493897222222,1.4976833333333
AND,Andorra,Pas de la Casa,Q24456,,0,1927,,42.543736111111,1.7337361111111
AND,Andorra,Vila (Andorra),Q24459,,0,1143,,42.5319,1.5656
AND,Andorra,Aixirivall,Q24668,,0,1025,,42.461208333333,1.4986111111111
AND,Andorra,La Cortinada,Q24486,,0,845,,42.57667,1.51773
AND,Andorra,El Tarter,Q24413,,0,747,,42.58333333,1.65
AND,Andorra,Soldeu,Q24398,,0,622,,42.576944444444,1.6672222222222
AND,Andorra,Incles,Q24388,,0,510,,42.583,1.662
AND,Andorra,L'Aldosa de Canillo,Q24371,,0,289,,42.57777778,1.61944444
AND,Andorra,Fontaneda,Q24629,,0,110,,42.4539,1.4575
AND,Andorra,El Forn,Q24379,,0,99,,42.53333333,1.56666667
AND,Andorra,Aixovall,Q24656,,0,69,,42.47635833,1.48949167
ARE,Emirados Árabes Unidos,Dubai,Q612,,0,3944751,,25.269722222222,55.309444444444
ARE,Emirados Árabes Unidos,Abu Dhabi,Q1519,,1,1570000,,24.451111111111,54.396944444444
ARE,Emirados Árabes Unidos,Xarja,Q289693,,0,1247749,,25.3375,55.411944444444
ARE,Emirados Árabes Unidos,Al Ain,Q234600,,0,766936,,24.2075,55.744722222222
ARE,Emirados Árabes Unidos,Ajman (cidade),Q530171,,0,490035,,25.399444444444,55.479722222222
ARE,Emirados Árabes Unidos,Ras al-Khaimah,Q2126436,,0,115949,,25.898611111111,56.128333333333
ARE,Emirados Árabes Unidos,Fujeira (cidade),Q4045,,0,93673,,25.122222222222,56.334444444444
ARE,Emirados Árabes Unidos,Quelba,Q2204078,,0,54876,,25.0513,56.35422
ARE,Emirados Árabes Unidos,Umm Al Quwain,Q2788830,,0,44411,,25.5598,55.5572
ARE,Emirados Árabes Unidos,Doba (Fujeira),Q3696182,,0,41017,,25.591,56.26
ARE,Emirados Árabes Unidos,Corfação,Q764279,,0,39151,,25.339166666667,56.356111111111
ARE,Emirados Árabes Unidos,Jebel Ali,Q665502,,0,31634,,25.011261111111,55.061161111111
ARE,Emirados Árabes Unidos,Madinat Zayed,Q12241857,,0,29095,,23.65222222,53.65361111
ARE,Emirados Árabes Unidos,Dhaid,Q3492826,,0,20165,,25.283333333333,55.883333333333
ARE,Emirados Árabes Unidos,Hatta,Q770233,,0,15324,,24.80073,56.12726
ARE,Emirados Árabes Unidos,Al Madam,Q55603483,,0,11120,,24.96138889,55.79027778
ARE,Emirados Árabes Unidos,Q133029988,Q133029988,,0,2086,,25.196252,55.359882
ARE,Emirados Árabes Unidos,Habhab,Q5636743,,0,400,,25.609142383621,56.007220238802
ARE,Emirados Árabes Unidos,Al Shindagha,Q746705,,0,16,,25.268019444444,55.290011111111
ARG,Argentina,Grande Buenos Aires,Q998798,,0,13985794,,-34.6083,-58.3719
ARG,Argentina,Buenos Aires,Q1486,,1,3121707,,-34.599722222222,-58.381944444444
ARG,Argentina,La Matanza,Q1308616,,0,1841247,,-34.716666666667,-58.633333333333
ARG,Argentina,Córdova,Q44210,,0,1329604,,-31.416666666667,-64.183333333333
ARG,Argentina,Rosário,Q52535,,0,1193605,,-32.9575,-60.639444444444
ARG,Argentina,La Plata,Q260600,,0,768470,,-34.916666666667,-57.95
ARG,Argentina,Lomas de Zamora,Q14638682,,0,690323,,-34.76666667,-58.4
ARG,Argentina,General Pueyrredón,Q671742,,0,667082,,-38.003333333333,-57.552777777778
ARG,Argentina,Quilmes,Q1855418,,0,633391,,-34.716666666667,-58.266666666667
ARG,Argentina,São Miguel de Tucumã,Q44255,,0,605767,,-26.816666666667,-65.216666666667
ARG,Argentina,Mar del Plata,Q52607,,0,593337,,-38.0,-57.55
ARG,Argentina,Almirante Brown,Q1399432,,0,584827,,-34.783333333333,-58.4
ARG,Argentina,Merlo (partido),Q1239732,,0,582486,,-34.666666666667,-58.716666666667
ARG,Argentina,Moreno,Q2037611,,0,576632,,-34.65,-58.783333333333
ARG,Argentina,Salta,Q36307,,0,535303,,-24.788333333333,-65.410555555556
ARG,Argentina,Florencio Varela,Q2621603,,0,496433,,-34.816666666667,-58.283333333333
ARG,Argentina,San Juan,Q44241,,0,471389,,-31.5375,-68.536388888889
ARG,Argentina,Lanús,Q730109,,0,461267,,-34.7,-58.4
ARG,Argentina,Lanús,Q1622565,,0,459263,,-34.7,-58.4
ARG,Argentina,General San Martín,Q2157253,,0,450575,,-34.566666666667,-58.516666666667
ARM,Armênia,Erevã,Q1953,,1,1106300,,40.181388888889,44.514444444444
ARM,Armênia,Guiumri,Q199500,,0,238000,,40.783333333333,43.833333333333
ARM,Armênia,Vanadzor,Q62337,,0,148876,,40.812777777778,44.488333333333
ARM,Armênia,Abovyan,Q31493,,0,58671,,40.26741,44.62656
ARM,Armênia,Vagharshapat,Q183394,,0,57500,,40.172777777778,44.2925
ARM,Armênia,Hrazdan,Q31610,,0,52808,,40.5,44.766666666667
ARM,Armênia,Kapan,Q31583,,0,43190,,39.201111111111,46.415
ARM,Armênia,Armavir,Q15771,,0,38635,,40.154444444444,44.038055555556
ARM,Armênia,Dilijan,Q39569,,0,30433,,40.740833333333,44.863055555556
ARM,Armênia,Artaxata,Q39560,,0,25400,,39.953925,44.550556
ARM,Armênia,Charentsavan,Q1451780,,0,25039,,40.409722222222,44.643055555556
ARM,Armênia,Stepanavan,Q39678,,0,23782,,41.0075,44.386666666667
ARM,Armênia,Alaverdi,Q39545,,0,23311,,41.095,44.655833333333
ARM,Armênia,Sevan,Q39625,,0,23200,,40.555,44.953611111111
ARM,Armênia,Achtarak,Q39510,,0,21600,,40.3,44.4
ARM,Armênia,Masis,Q2001643,,0,21376,,40.067,44.438
ARM,Armênia,Ararat,Q39504,,0,20800,,39.809444444444,44.714444444444
ARM,Armênia,Gavar,Q39565,,0,20765,,40.366666666667,45.133333333333
ARM,Armênia,Goris,Q319735,,0,20591,,39.511111111111,46.341666666667
ARM,Armênia,Ijevan,Q62367,,0,20509,,40.875555555556,45.149166666667
ASM,Samoa Americana,Leone,Q1773774,,0,2902,,-14.34388889,-170.785
ASM,Samoa Americana,Vaitogi,Q1773816,,0,936,,-14.35,-170.733
ATA,Antártida,Base San Martín,Q923120,,0,,,-68.133333333333,-67.1
ATA,Antártida,Orford Cliff,Q7101722,,0,,,-66.9167,-66.4833
ATA,Antártida,WAIS Divide,Q5477552,,0,,,-79.471286,-112.072154
ATA,Antártida,South Beaches,Q2814812,,0,,,-62.6583,-61.0568
ATA,Antártida,Upton Rock,Q15690168,,0,,,-62.2,-59.1333
ATA,Antártida,Refuge Abrazo de Maipú,Q12201063,,0,,,-63.34583333,-57.55333333
ATA,Antártida,Cape Roberts Project,Q1034485,,0,,,-77.0,163.71666667
ATF,Territórios Franceses do Sul,Port-aux-Français,Q839559,,1,,,,
ATF,Territórios Franceses do Sul,Martin-de-Viviès,Q1118318,,0,,,-37.8,77.566666666667
ATG,Antígua e Barbuda,São João,Q36262,,1,24451,,17.121111111111,-61.844722222222
ATG,Antígua e Barbuda,All Saints,Q1771715,,0,5306,,17.05,-61.78333333
ATG,Antígua e Barbuda,Potters Village,Q1771587,,0,3471,,17.103055555556,-61.806944444444
ATG,Antígua e Barbuda,Liberta,Q1771710,,0,3408,,17.033333333333,-61.783333333333
ATG,Antígua e Barbuda,Codrington,Q1024679,,0,1252,,17.633333333333,-61.833333333333
ATG,Antígua e Barbuda,Cedar Grove,Q5056691,,0,934,,17.166666666667,-61.816666666667
ATG,Antígua e Barbuda,Redonda,Q457261,,0,0,,16.938333333333,-62.345
AUS,Austrália,Sydney,Q3130,,0,5450496,,-33.867777777778,151.21
AUS,Austrália,Melbourne,Q3141,,0,5350705,,-37.814166666667,144.96305555556
AUS,Austrália,Brisbane,Q34932,,0,2706966,,-27.467777777778,153.02777777778
AUS,Austrália,Perth,Q3183,,0,2141834,,-31.955833333333,115.85972222222
AUS,Austrália,Adelaide,Q5112,,0,1387290,,-34.9275,138.6
AUS,Austrália,Gold Coast,Q140075,,0,638090,,-28.016666666667,153.4
AUS,Austrália,City of Gold Coast,Q1069385,,0,625087,,-28.001111111111,153.42833333333
AUS,Austrália,Newcastle,Q57278,,0,481183,,-32.916666666667,151.75
AUS,Austrália,Camberra,Q3114,,1,452670,,-35.293055555556,149.12694444444
AUS,Austrália,Sunshine Coast,Q828357,,0,353281,,-26.654166666667,153.09333333333
AUS,Austrália,Central Coast,Q2944411,,0,325255,,-33.299166666667,151.19222222222
AUS,Austrália,Wollongong,Q187861,,0,289236,,-34.433055555556,150.88305555556
AUS,Austrália,Ipswich,Q1009253,,0,232930,,-27.616666666667,152.76666666667
AUS,Austrália,Hobart,Q40191,,0,222356,,-42.883333333333,147.31666666667
AUS,Austrália,Geelong,Q231765,,0,191440,,-38.15,144.35
AUS,Austrália,Townsville,Q190021,,0,178649,,-19.262222222222,146.81583333333
AUS,Austrália,Cairns,Q189133,,0,158653,,-16.925555555556,145.77527777778
AUS,Austrália,Darwin,Q11568,,0,146982,,-12.438055555556,130.84111111111
AUS,Austrália,Toowoomba,Q478302,,0,135631,,-27.55,151.95
AUS,Austrália,Ballarat,Q17856,,0,116201,,-37.560833333333,143.8475
AUT,Áustria,Viena,Q1741,,1,2083630,,48.208333333333,16.3725
AUT,Áustria,Graz,Q13298,,0,292630,,47.070833333333,15.438611111111
AUT,Áustria,Donaustadt,Q258333,,0,220794,,48.2181,16.4831
AUT,Áustria,Favoriten,Q697548,,0,220324,,48.1578,16.3592
AUT,Áustria,Linz,Q41329,,0,211944,,48.305833333333,14.286388888889
AUT,Áustria,Floridsdorf,Q264645,,0,186233,,48.283333,16.412222
AUT,Áustria,Salzburgo,Q34713,,0,155021,,47.8,13.045
AUT,Áustria,Innsbruck,Q1735,,0,132493,,47.268333333333,11.393333333333
AUT,Áustria,Liesing,Q278900,,0,121303,,48.137777777778,16.284444444444
AUT,Áustria,Simmering,Q279028,,0,110559,,48.17,16.45
AUT,Áustria,Leopoldstadt,Q259120,,0,110100,,48.210277777778,16.412222222222
AUT,Áustria,Ottakring,Q265945,,0,103117,,48.2125,16.3106
AUT,Áustria,Meidling,Q697557,,0,101714,,48.161666666667,16.321666666667
AUT,Áustria,Klagenfurt,Q41753,,0,101403,,46.616666666667,14.3
AUT,Áustria,Landstraße,Q519552,,0,98398,,48.196388888889,16.395833333333
AUT,Áustria,Brigittenau,Q265655,,0,86930,,48.236667,16.369444
AUT,Áustria,Rudolfsheim-Fünfhaus,Q653289,,0,76813,,48.200833333333,16.32
AUT,Áustria,Döbling,Q267360,,0,75400,,48.2664,16.3228
AUT,Áustria,Wels,Q178582,,0,65303,,48.15,14.016666666667
AUT,Áustria,Villach,Q483522,,0,65127,,46.616666666667,13.833333333333
AZE,Azerbaijão,Baku,Q9248,,1,2300500,,40.366655555556,49.835183333333
AZE,Azerbaijão,Sumqayit,Q179833,,0,341200,,40.596111111111,49.67
AZE,Azerbaijão,Ganja,Q131290,,0,331400,,40.682777777778,46.360555555556
AZE,Azerbaijão,Binagadi raion,Q864153,,0,307855,,40.475833333333,49.822222222222
AZE,Azerbaijão,Xətai raion,Q2076557,,0,276135,,40.383333333333,49.866666666667
AZE,Azerbaijão,Khazar,Q526313,,0,205514,,40.456388888889,50.115555555556
AZE,Azerbaijão,Yasamal raion,Q4539151,,0,193757,,40.379722222222,49.807222222222
AZE,Azerbaijão,Nizami raion,Q3912215,,0,185313,,40.409722222222,49.919166666667
AZE,Azerbaijão,Nərimanov raion,Q4313166,,0,180717,,40.416666666667,49.883333333333
AZE,Azerbaijão,Karki,Q201557,,0,154986,,39.785555555556,44.943611111111
AZE,Azerbaijão,Garadagh region,Q4818249,,0,116952,,40.264444444444,49.6075
AZE,Azerbaijão,Mingachevir,Q230932,,0,106100,,40.77,47.048888888889
AZE,Azerbaijão,Xirdalan,Q642109,,0,100900,,40.448611111111,49.756388888889
AZE,Azerbaijão,Naquichevão,Q230104,,0,95100,,39.208888888889,45.412222222222
AZE,Azerbaijão,Shirvan,Q241116,,0,86500,,39.931944444444,48.920277777778
AZE,Azerbaijão,Qaraçuxur,Q685398,,0,85900,,40.396944444444,49.973333333333
AZE,Azerbaijão,Hövsan,Q3294097,,0,85300,,40.375277777778,50.083888888889
AZE,Azerbaijão,Bakıxanov,Q3299602,,0,71600,,40.421666666667,49.964444444444
AZE,Azerbaijão,Shaki,Q234783,,0,68360,,41.191944444444,47.170555555556
AZE,Azerbaijão,Samkir,Q390783,,0,67700,,40.856388888889,46.017222222222
BDI,Burundi,Bujumbura,Q3854,,0,658859,,-3.3825,29.361111111111
BDI,Burundi,Guitega,Q167551,,1,135467,,-3.4283333333333,29.925
BDI,Burundi,Mutimbuzi,Q14823669,,0,69525,,-3.293,29.325
BDI,Burundi,Bwambarangwe,Q4453823,,0,66816,,-2.5525,30.34083333
BDI,Burundi,Ngozi,Q929689,,0,39884,,-2.9,29.81666667
BDI,Burundi,Butezi,Q5154000,,0,39178,,-3.30638889,30.21416667
BDI,Burundi,Rumonge,Q3110231,,0,35931,,-3.966667,29.433333
BDI,Burundi,Cibitoke,Q746329,,0,23885,,-2.888333,29.119722
BDI,Burundi,Kayanza,Q2305839,,0,21767,,-2.9221,29.6293
BDI,Burundi,Bubanza,Q2020432,,0,20031,,-3.083333,29.4
BDI,Burundi,Gatumba,Q5527537,,0,11700,,-3.33333333,29.25
BDI,Burundi,Karuzi,Q684152,,0,10317,,-3.1,30.166666666667
BDI,Burundi,Kirundo,Q2640808,,0,10024,,-2.58333333,30.1
BDI,Burundi,Muyinga,Q2006076,,0,9609,,-2.85,30.333333
BDI,Burundi,Makamba,Q1286083,,0,9396,,-4.1333333333333,29.8
BDI,Burundi,Ruyigi,Q1018116,,0,7139,,-3.4666666666667,30.25
BDI,Burundi,Rutana,Q246069,,0,5865,,-3.9236111111111,30.006111111111
BDI,Burundi,Muramvya,Q557529,,0,5458,,-3.25,29.6
BDI,Burundi,Bururi,Q992247,,0,4478,,-3.9333333333333,29.616666666667
BDI,Burundi,Cankuzo,Q2669640,,0,3624,,-3.219444,30.552778
BEL,Bélgica,Bruxelas,Q9005,,0,3350969,,50.846666666667,4.3525
BEL,Bélgica,Região de Bruxelas-Capital,Q240,,0,1255795,,50.846666666667,4.3525
BEL,Bélgica,Antwerp metropolitan area,Q126325394,,0,1157068,,,
BEL,Bélgica,Antuérpia,Q12892,,0,536079,,51.221111111111,4.3997222222222
BEL,Bélgica,Gante,Q1296,,0,272657,,51.053611111111,3.7252777777778
BEL,Bélgica,Charleroi,Q81046,,0,204322,,50.416666666667,4.4441666666667
BEL,Bélgica,Liège,Q3992,,0,197885,,50.639722222222,5.5705555555556
BEL,Bélgica,Bruxelas,Q239,,1,195546,,50.846666666667,4.3516666666667
BEL,Bélgica,Schaerbeek,Q12887,,0,133010,,50.8675,4.3736111111111
BEL,Bélgica,Anderlecht,Q12886,,0,120887,,50.839166666667,4.3297222222222
BEL,Bélgica,Bruges,Q12994,,0,118509,,51.208888888889,3.2241666666667
BEL,Bélgica,Namur,Q134121,,0,114007,,50.466666666667,4.8666666666667
BEL,Bélgica,Lovaina,Q118958,,0,102126,,50.8775,4.704444
BEL,Bélgica,Molenbeek-Saint-Jean,Q180775,,0,97979,,50.854722222222,4.3386111111111
BEL,Bélgica,Mons,Q83407,,0,95299,,50.454722222222,3.9525
BEL,Bélgica,Hasselt,Q58780,,0,90249,,50.930480555556,5.3384972222222
BEL,Bélgica,Aalst,Q13121,,0,88854,,50.938333333333,4.0391666666667
BEL,Bélgica,Ixelles,Q208713,,0,87632,,50.833055555556,4.3669444444444
BEL,Bélgica,Mechelen,Q162022,,0,86921,,51.028055555556,4.4802777777778
BEL,Bélgica,Uccle,Q203312,,0,83980,,50.803611111111,4.3338888888889
BEN,Benin,Banikoara,Q2200458,,0,867463,,11.3,2.4333333333333
BEN,Benin,Cotonu,Q43595,,0,780000,,6.3666666666667,2.4166666666667
BEN,Benin,Abomei-Calavi,Q2473939,,0,656358,,6.4486111111111,2.3555555555556
BEN,Benin,Porto Novo,Q3799,,1,267191,,6.4833333333333,2.6166666666667
BEN,Benin,Godomey,Q2757920,,0,253262,,6.366667,2.35
BEN,Benin,Djougou,Q868198,,0,237040,,9.7,1.6666666666667
BEN,Benin,Kandi,Q845666,,0,179290,,11.128611111111,2.9369444444444
BEN,Benin,Aplahoué,Q2336677,,0,170069,,6.933333,1.683333
BEN,Benin,Malanville,Q2337446,,0,168641,,11.66636,3.26373
BEN,Benin,Uidá,Q850031,,0,162034,,6.3666666666667,2.0833333333333
BEN,Benin,Gogounou,Q583110,,0,117523,,10.83861,2.83611
BEN,Benin,N’Dali,Q1115202,,0,113604,,9.8608333333333,2.7180555555556
BEN,Benin,Dassa-Zoumé,Q2609335,,0,112118,,7.75,2.1833333333333
BEN,Benin,Dogbo-Tota,Q2566827,,0,101870,,6.8,1.783333
BEN,Benin,Savé,Q2609291,,0,97309,,8.0333333333333,2.4833333333333
BEN,Benin,Segbana,Q2202003,,0,89081,,10.92778,3.69444
BEN,Benin,Q109038217,Q109038217,,0,77510,,6.3753533,2.3278203
BEN,Benin,Lokossa,Q219058,,0,77065,,6.6333333333333,1.7166666666667
BEN,Benin,Karimama,Q1860831,,0,66353,,12.066667,3.183333
BEN,Benin,Q31891843,Q31891843,,0,64639,,11.866667,3.383333
BFA,Burquina Faso,Uagadugu,Q3777,,1,2453496,,12.368611111111,-1.5275
BFA,Burquina Faso,Bobo Dioulasso,Q223761,,0,903887,,11.183333333333,-4.2833333333333
BFA,Burquina Faso,Koudougou,Q460697,,0,160207,,12.25,-2.3666666666667
BFA,Burquina Faso,Ouahigouya,Q569904,,0,124580,,13.583333333333,-2.4166666666667
BFA,Burquina Faso,Kaya,Q766464,,0,122949,,13.083333333333,-1.0833333333333
BFA,Burquina Faso,Banfora,Q639674,,0,117200,,10.630833333333,-4.7588888888889
BFA,Burquina Faso,Barsalogho Department,Q809135,,0,113691,,13.418611111111,-1.0558333333333
BFA,Burquina Faso,Pouytenga,Q3400815,,0,99950,,12.25,-0.43333333333333
BFA,Burquina Faso,Houndé,Q999435,,0,87154,,11.5,-3.51666667
BFA,Burquina Faso,Fada N'Gourma,Q990122,,0,73200,,12.05,0.36666666666667
BFA,Burquina Faso,Dédougou,Q934436,,0,63617,,12.466666666667,-3.4666666666667
BFA,Burquina Faso,Djibo,Q16629473,,0,61456,,14.101111111111,-1.6305555555556
BFA,Burquina Faso,Tenkodogo,Q621925,,0,58600,,11.783333333333,-0.36666666666667
BFA,Burquina Faso,Kongoussi,Q163352,,0,53641,,13.333333333333,-1.5333333333333
BFA,Burquina Faso,Léo,Q650951,,0,51746,,11.1,-2.1
BFA,Burquina Faso,Saponé,Q371596,,0,50541,,12.1,-1.56666667
BFA,Burquina Faso,Titao,Q1861898,,0,48242,,13.7667353,-2.0736431
BFA,Burquina Faso,Dori,Q999493,,0,46521,,14.03277,-0.03483
BFA,Burquina Faso,Koupéla,Q116524,,0,45900,,12.179444444444,-0.35166666666667
BFA,Burquina Faso,Gaoua,Q1011882,,0,45189,,10.316666666667,-3.1666666666667
BGD,Bangladesh,Daca,Q1354,,1,16800000,,23.728888888889,90.394444444444
BGD,Bangladesh,Greater Kushtia District,Q124726895,,0,4088123,,,
BGD,Bangladesh,Gazipur Sadar Upazila,Q3345331,,0,3023516,,24.02,90.4
BGD,Bangladesh,Chatigão,Q376749,,0,2581643,,22.335,91.8325
BGD,Bangladesh,Savar Upazila,Q1027100,,0,2311796,,23.88,90.28
BGD,Bangladesh,Narayanganj Sadar Upazila,Q4313079,,0,1770734,,23.6,90.5
BGD,Bangladesh,Khulna,Q243325,,0,1400689,,22.816666666667,89.55
BGD,Bangladesh,Keraniganj Upazila,Q3345695,,0,1011063,,23.683333333333,90.333333333333
BGD,Bangladesh,Mymensingh Sadar Upazila,Q4293913,,0,998422,,24.75,90.4167
BGD,Bangladesh,Sylhet Sadar Upazila,Q7660566,,0,936237,,24.8917,91.8833
BGD,Bangladesh,Rangpur Sadar Upazila,Q7292912,,0,887245,,25.75014,89.23333
BGD,Bangladesh,Sreepur Upazila,Q4526629,,0,855263,,24.2,90.4667
BGD,Bangladesh,Narsingdi Sadar Upazila,Q4313456,,0,852330,,23.87,90.71
