iso3;country;indicator;indicator_name;year;value
FCS;Fragile and conflict affected situations;ST.INT.ARVL;Arrivals (inbound tourists, number);2013;33260753.9404232
CAN;Canada;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;32430000.0
HUN;Hungary;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;31641000.0
CHN;China;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;30402000.0
HPC;Heavily indebted poor countries (HIPC);ST.INT.ARVL;Arrivals (inbound tourists, number);2019;29134874.0028677
SAS;South Asia;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;27102764.1528023
TSA;South Asia (IDA & IBRD);ST.INT.ARVL;Arrivals (inbound tourists, number);2019;26260132.181425
PRE;Pre-demographic dividend;ST.INT.ARVL;Arrivals (inbound tourists, number);2016;24362726.9411335
HRV;Croatia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;21608000.0
SAU;Saudi Arabia;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;20292000.0
CSS;Caribbean small states;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;19819087.2645395
IND;India;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;17914000.0
TUR;Turkiye;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;15971000.0
DNK;Denmark;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;15595000.0
SVK;Slovak Republic;ST.INT.ARVL;Arrivals (inbound tourists, number);2018;15299000.0
AUT;Austria;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;15091000.0
AFW;Africa Western and Central;ST.INT.ARVL;Arrivals (inbound tourists, number);2016;13150775.3380124
EGY;Egypt, Arab Rep.;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;13026000.0
DEU;Germany;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;12449000.0
CHE;Switzerland;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;11818000.0
GBR;United Kingdom;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;11101000.0
IRL;Ireland;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;10951000.0
VIR;Virgin Islands (U.S.);ST.INT.ARVL;Arrivals (inbound tourists, number);2020;8612000.0
KGZ;Kyrgyz Republic;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;8508000.0
ARE;United Arab Emirates;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;8084000.0
GRC;Greece;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;7406000.0
ARG;Argentina;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;7399000.0
NLD;Netherlands;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;7265000.0
UZB;Uzbekistan;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;6749000.0
RUS;Russian Federation;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;6359000.0
BRA;Brazil;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;6353000.0
MAC;Macao SAR, China;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;5897000.0
CHL;Chile;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;5431000.0
NGA;Nigeria;ST.INT.ARVL;Arrivals (inbound tourists, number);2016;5265000.0
AND;Andorra;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;5207000.0
ROU;Romania;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;5023000.0
BGR;Bulgaria;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;4973000.0
ISR;Israel;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;4905000.0
MYS;Malaysia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;4333000.0
PRT;Portugal;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;4208000.0
CYP;Cyprus;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;4117000.0
JPN;Japan;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;4115799.8046875
IDN;Indonesia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;4053000.0
ZAF;South Africa;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;3886600.09765625
PRI;Puerto Rico (US);ST.INT.ARVL;Arrivals (inbound tourists, number);2020;3882000.0
VNM;Viet Nam;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;3837000.0
BLR;Belarus;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;3598000.0
HKG;Hong Kong SAR, China;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;3569000.0
URY;Uruguay;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;3480000.0
UKR;Ukraine;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;3382000.0
LVA;Latvia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;3204000.0
MAR;Morocco;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2802000.0
DOM;Dominican Republic;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2748000.0
SGP;Singapore;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2742000.0
ALB;Albania;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2658000.0
BEL;Belgium;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2584000.0
KOR;Korea, Rep.;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2519000.0
SYR;Syrian Arab Republic;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;2424000.0
LTU;Lithuania;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2284000.0
KWT;Kuwait;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2161000.0
ECU;Ecuador;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;2108000.0
KEN;Kenya;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;2049000.0
KAZ;Kazakhstan;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2035000.0
MOZ;Mozambique;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;2033000.0
TUN;Tunisia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;2012000.0
SWE;Sweden;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1957000.0
SXM;Sint Maarten (Dutch part);ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1952000.0
ABW;Aruba;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1951000.0
LBN;Lebanon;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1936000.0
BHR;Bahrain;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1909000.0
SMR;San Marino;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1904000.0
BWA;Botswana;ST.INT.ARVL;Arrivals (inbound tourists, number);2018;1830000.0
AUS;Australia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1828000.0
BHS;Bahamas, The;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1794500.0
PSS;Pacific island small states;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1752269.77187474
EST;Estonia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1695000.0
RWA;Rwanda;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1634000.0
IRN;Iran, Islamic Rep.;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1550000.0
TZA;Tanzania;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1527000.0
GEO;Georgia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1513000.0
PHL;Philippines;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1483000.0
NOR;Norway;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1397000.0
COL;Colombia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1396000.0
SEN;Senegal;ST.INT.ARVL;Arrivals (inbound tourists, number);2017;1376000.0
JAM;Jamaica;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1329699.95117188
KHM;Cambodia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1306000.0
CUW;Curacao;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1293000.0
JOR;Jordan;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1240000.0
SVN;Slovenia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1216000.0
CRI;Costa Rica;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1146500.0
LSO;Lesotho;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1142000.0
PER;Peru;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1119000.0
CUB;Cuba;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1086000.0
PRY;Paraguay;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1077000.0
BRN;Brunei Darussalam;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;1071000.0
TJK;Tajikistan;ST.INT.ARVL;Arrivals (inbound tourists, number);2018;1035000.0
CMR;Cameroon;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;1021000.0
NZL;New Zealand;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;996000.0
BRB;Barbados;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;966000.0
PAK;Pakistan;ST.INT.ARVL;Arrivals (inbound tourists, number);2012;966000.0
HTI;Haiti;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;938000.0
MMR;Myanmar;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;903000.0
GHA;Ghana;ST.INT.ARVL;Arrivals (inbound tourists, number);2015;897000.0
FIN;Finland;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;896000.0
IRQ;Iraq;ST.INT.ARVL;Arrivals (inbound tourists, number);2013;892000.0
LAO;Lao PDR;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;886400.024414063
MWI;Malawi;ST.INT.ARVL;Arrivals (inbound tourists, number);2018;871000.0
OMN;Oman;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;869000.0
SDN;Sudan;ST.INT.ARVL;Arrivals (inbound tourists, number);2018;836000.0
AZE;Azerbaijan;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;796000.0
LBY;Libya;ST.INT.ARVL;Arrivals (inbound tourists, number);2008;760000.0
MLT;Malta;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;718000.0
SLV;El Salvador;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;707000.0
HND;Honduras;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;669000.0
CIV;Cote d'Ivoire;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;668000.0
CYM;Cayman Islands;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;660000.0
PAN;Panama;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;647000.0
ZWE;Zimbabwe;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;639000.0
GTM;Guatemala;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;594000.0
DZA;Algeria;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;591000.0
QAT;Qatar;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;582000.0
MDV;Maldives;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;555000.0
LKA;Sri Lanka;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;540000.0
GAB;Gabon;ST.INT.ARVL;Arrivals (inbound tourists, number);2005;526000.0
LUX;Luxembourg;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;525000.0
ETH;Ethiopia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;518000.0
ZMB;Zambia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;502000.0
ISL;Iceland;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;488000.0
BLZ;Belize;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;487000.0
MNP;Northern Mariana Islands;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;487000.0
TGO;Togo;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;482000.0
NIC;Nicaragua;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;474000.0
UGA;Uganda;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;473000.0
SRB;Serbia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;446000.0
LCA;St. Lucia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;432500.0
VEN;Venezuela, RB;ST.INT.ARVL;Arrivals (inbound tourists, number);2017;429000.0
YEM;Yemen, Rep.;ST.INT.ARVL;Arrivals (inbound tourists, number);2015;398000.0
VCT;St. Vincent and the Grenadines;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;392000.0
ATG;Antigua and Barbuda;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;384500.0
TKM;Turkmenistan;ST.INT.ARVL;Arrivals (inbound tourists, number);1998;380000.0
ARM;Armenia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;375000.0
TCA;Turks and Caicos Islands;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;370399.993896484
COD;Congo, Dem. Rep.;ST.INT.ARVL;Arrivals (inbound tourists, number);2016;351000.0
MNE;Montenegro;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;351000.0
SWZ;Eswatini;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;345299.987792969
BEN;Benin;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;337000.0
GUM;Guam;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;328000.0
BOL;Bolivia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;323299.987792969
BGD;Bangladesh;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;323000.0
MUS;Mauritius;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;316000.0
KNA;St. Kitts and Nevis;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;301399.993896484
BDI;Burundi;ST.INT.ARVL;Arrivals (inbound tourists, number);2017;299000.0
SUR;Suriname;ST.INT.ARVL;Arrivals (inbound tourists, number);2017;279000.0
GMB;Gambia, The;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;246000.0
NPL;Nepal;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;230000.0
AGO;Angola;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;218000.0
GRD;Grenada;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;217000.0
MLI;Mali;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;217000.0
BIH;Bosnia and Herzegovina;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;197000.0
NAM;Namibia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;187100.006103516
CPV;Cabo Verde;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;180000.0
FJI;Fiji;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;168000.0
MCO;Monaco;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;159000.0
COG;Congo, Rep.;ST.INT.ARVL;Arrivals (inbound tourists, number);2018;158000.0
ERI;Eritrea;ST.INT.ARVL;Arrivals (inbound tourists, number);2016;142000.0
TTO;Trinidad and Tobago;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;141000.0
DMA;Dominica;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;140000.0
SYC;Seychelles;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;124500.0
MKD;North Macedonia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;118000.0
GIN;Guinea;ST.INT.ARVL;Arrivals (inbound tourists, number);2017;99000.0
TON;Tonga;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;94000.0
PSE;West Bank and Gaza;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;93000.0
PYF;French Polynesia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;89400.0015258789
MDG;Madagascar;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;87099.9984741211
CAF;Central African Republic;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;87000.0
GUY;Guyana;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;86400.0015258789
NER;Niger;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;85000.0
VGB;British Virgin Islands;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;83000.0
VUT;Vanuatu;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;82400.0015258789
TLS;Timor-Leste;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;74800.0030517578
SLE;Sierra Leone;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;71000.0
BFA;Burkina Faso;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;67000.0
MNG;Mongolia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;66900.0015258789
DJI;Djibouti;ST.INT.ARVL;Arrivals (inbound tourists, number);2013;63000.0
LIE;Liechtenstein;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;58400.0015258789
GNB;Guinea-Bissau;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;52400.0015258789
BMU;Bermuda;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;51400.0015258789
PNG;Papua New Guinea;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;39000.0
STP;Sao Tome and Principe;ST.INT.ARVL;Arrivals (inbound tourists, number);2018;33400.0015258789
NCL;New Caledonia;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;31000.0
MRT;Mauritania;ST.INT.ARVL;Arrivals (inbound tourists, number);2000;30000.0
BTN;Bhutan;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;29799.9992370605
MDA;Moldova;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;29000.0
WSM;Samoa;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;23899.9996185303
PLW;Palau;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;18399.9996185303
FSM;Micronesia, Fed. Sts.;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;18000.0
KIR;Kiribati;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;12000.0
TCD;Chad;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;10399.9996185303
COM;Comoros;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;7000.0
MHL;Marshall Islands;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;6099.99990463257
SLB;Solomon Islands;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;4400.00009536743
TUV;Tuvalu;ST.INT.ARVL;Arrivals (inbound tourists, number);2019;3599.99990463257
ASM;American Samoa;ST.INT.ARVL;Arrivals (inbound tourists, number);2020;899.999976158142
WLD;World;ST.INT.DPRT;Departures (outbound tourists, number);2019;2034431899.10226
OED;OECD members;ST.INT.DPRT;Departures (outbound tourists, number);2019;936358201.308735
PST;Post-demographic dividend;ST.INT.DPRT;Departures (outbound tourists, number);2019;928930206.150099
IBT;IDA & IBRD total;ST.INT.DPRT;Departures (outbound tourists, number);2019;819595044.687584
LMY;Low & middle income;ST.INT.DPRT;Departures (outbound tourists, number);2019;743168143.155884
ECS;Europe & Central Asia;ST.INT.DPRT;Departures (outbound tourists, number);2019;740715759.48271
MIC;Middle income;ST.INT.DPRT;Departures (outbound tourists, number);2019;692705030.060628
IBD;IBRD only;ST.INT.DPRT;Departures (outbound tourists, number);2019;624278730.485044
EUU;European Union;ST.INT.DPRT;Departures (outbound tourists, number);2019;468662306.320796
EAS;East Asia & Pacific;ST.INT.DPRT;Departures (outbound tourists, number);2019;415489956.286309
LTE;Late-demographic dividend;ST.INT.DPRT;Departures (outbound tourists, number);2019;409178637.306052
EMU;Euro area;ST.INT.DPRT;Departures (outbound tourists, number);2019;337838000.0
EAR;Early-demographic dividend;ST.INT.DPRT;Departures (outbound tourists, number);2019;309162984.624182
TEC;Europe & Central Asia (IDA & IBRD countries);ST.INT.DPRT;Departures (outbound tourists, number);2019;230131574.320451
EAP;East Asia & Pacific (excluding high income);ST.INT.DPRT;Departures (outbound tourists, number);2019;210530956.276378
NAC;North America;ST.INT.DPRT;Departures (outbound tourists, number);2019;208814202.957126
TEA;East Asia & Pacific (IDA & IBRD countries);ST.INT.DPRT;Departures (outbound tourists, number);2019;207926772.179593
ECA;Europe & Central Asia (excluding high income);ST.INT.DPRT;Departures (outbound tourists, number);2019;174307497.882602
LCN;Latin America & Caribbean;ST.INT.DPRT;Departures (outbound tourists, number);2019;140808231.253266
TLA;Latin America & the Caribbean (IDA & IBRD countries);ST.INT.DPRT;Departures (outbound tourists, number);2019;139218767.452109
CEB;Central Europe and the Baltics;ST.INT.DPRT;Departures (outbound tourists, number);2019;136609000.0
LAC;Latin America & Caribbean (excluding high income);ST.INT.DPRT;Departures (outbound tourists, number);2019;132353710.982741
DEU;Germany;ST.INT.DPRT;Departures (outbound tourists, number);2019;99533000.0
USA;United States;ST.INT.DPRT;Departures (outbound tourists, number);2020;60549898.4375
POL;Poland;ST.INT.DPRT;Departures (outbound tourists, number);2019;50600000.0
CAN;Canada;ST.INT.DPRT;Departures (outbound tourists, number);2019;37845898.4375
SAS;South Asia;ST.INT.DPRT;Departures (outbound tourists, number);2019;37266648.5441047
TSA;South Asia (IDA & IBRD);ST.INT.DPRT;Departures (outbound tourists, number);2019;36715295.5993054
MEX;Mexico;ST.INT.DPRT;Departures (outbound tourists, number);2020;36056000.0
MYS;Malaysia;ST.INT.DPRT;Departures (outbound tourists, number);2004;30761000.0
SAU;Saudi Arabia;ST.INT.DPRT;Departures (outbound tourists, number);2019;27196000.0
IND;India;ST.INT.DPRT;Departures (outbound tourists, number);2019;26915000.0
GBR;United Kingdom;ST.INT.DPRT;Departures (outbound tourists, number);2020;23827000.0
NLD;Netherlands;ST.INT.DPRT;Departures (outbound tourists, number);2019;22045000.0
ITA;Italy;ST.INT.DPRT;Departures (outbound tourists, number);2020;21448000.0
FRA;France;ST.INT.DPRT;Departures (outbound tourists, number);2020;21287000.0
CHN;China;ST.INT.DPRT;Departures (outbound tourists, number);2020;20334000.0
CHE;Switzerland;ST.INT.DPRT;Departures (outbound tourists, number);2019;19797000.0
ARG;Argentina;ST.INT.DPRT;Departures (outbound tourists, number);2019;15352000.0
HUN;Hungary;ST.INT.DPRT;Departures (outbound tourists, number);2020;12727000.0
RUS;Russian Federation;ST.INT.DPRT;Departures (outbound tourists, number);2020;12361000.0
UKR;Ukraine;ST.INT.DPRT;Departures (outbound tourists, number);2020;11251000.0
BRA;Brazil;ST.INT.DPRT;Departures (outbound tourists, number);2018;10628000.0
THA;Thailand;ST.INT.DPRT;Departures (outbound tourists, number);2019;10446000.0
ROU;Romania;ST.INT.DPRT;Departures (outbound tourists, number);2020;9510000.0
ISR;Israel;ST.INT.DPRT;Departures (outbound tourists, number);2019;9179000.0
UZB;Uzbekistan;ST.INT.DPRT;Departures (outbound tourists, number);2019;8437000.0
HKG;Hong Kong SAR, China;ST.INT.DPRT;Departures (outbound tourists, number);2020;8261000.0
ARE;United Arab Emirates;ST.INT.DPRT;Departures (outbound tourists, number);2020;6458000.0
SYR;Syrian Arab Republic;ST.INT.DPRT;Departures (outbound tourists, number);2010;6259000.0
ESP;Spain;ST.INT.DPRT;Departures (outbound tourists, number);2020;6236000.0
EGY;Egypt, Arab Rep.;ST.INT.DPRT;Departures (outbound tourists, number);2014;6180000.0
SWE;Sweden;ST.INT.DPRT;Departures (outbound tourists, number);2020;6081000.0
BEL;Belgium;ST.INT.DPRT;Departures (outbound tourists, number);2020;5850000.0
KGZ;Kyrgyz Republic;ST.INT.DPRT;Departures (outbound tourists, number);2019;5314000.0
SVK;Slovak Republic;ST.INT.DPRT;Departures (outbound tourists, number);2019;5214000.0
