iso3;country_qid;country_label;conflict_qid;conflict_label;kind_qid;kind_label;source;start_year;end_year;point_year;part_of_qid;part_of_label;place_qid;place_label;result_qid;result_label;deaths
GBR;Q145;Reino Unido;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;;;from_battle;1943;1943;1943;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;;;;;
GBR;Q145;Reino Unido;Q471156;Bombardeio de Colônia na Segunda Guerra Mundial;Q4688003;bombardeamento aéreo de uma cidade;participant;;;1942;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q365;Colónia;;;
GBR;Q145;Reino Unido;Q696839;Batalha de Arras (1940);Q178561;batalha;participant;;;1940;Q362;Segunda Guerra Mundial;Q131329;Arras;;;
GBR;Q145;Reino Unido;Q696844;Operação Shingle;Q178561;batalha;participant;1944;1944;;Q162333;Campanha da Itália;Q241717;Anzio;;;
GBR;Q145;Reino Unido;Q696848;Guerra Anglo-Iraquiana;Q198;guerra;participant;1941;1941;1941;Q696817;Frente do Mediterrâneo;Q149805;Reino do Iraque;;;
GBR;Q145;Reino Unido;Q697022;Batalha do rio Escalda;Q178561;batalha;participant;1944;1944;;Q362;Segunda Guerra Mundial;Q37620;Rio Escalda;;;
GBR;Q145;Reino Unido;Q697059;Batalha de Hong Kong;Q178561;batalha;participant;1941;1941;;Q184425;Guerra do Pacífico;Q1054923;Hong Kong britânico;;;
GBR;Q145;Reino Unido;Q697059;Batalha de Hong Kong;Q178561;batalha;location;1941;1941;;Q184425;Guerra do Pacífico;Q1054923;Hong Kong britânico;;;
GBR;Q145;Reino Unido;Q697625;Batalha da Bélgica;Q178561;batalha;participant;1940;1940;;Q1899063;Plano Manstein;Q31;Bélgica;;;
GBR;Q145;Reino Unido;Q1899063;Plano Manstein;;;from_battle;1940;1940;;Q1899063;Plano Manstein;;;;;
GBR;Q145;Reino Unido;Q699093;Ruhr Pocket;Q178561;batalha;participant;;;1945;Q216184;Frente Ocidental;Q151993;Vale do Ruhr;;;
GBR;Q145;Reino Unido;Q700710;Battle of Villers-Bocage;Q178561;batalha;participant;;;1944;Q362;Segunda Guerra Mundial;Q840487;Villers-Bocage;;;
GBR;Q145;Reino Unido;Q704248;Battle of Thermopylae;Q178561;batalha;participant;1941;1941;1941;Q2888837;Batalha da Grécia;Q194450;Termópilas;;;
GBR;Q145;Reino Unido;Q2888837;Batalha da Grécia;;;from_battle;1941;1941;1941;Q2888837;Batalha da Grécia;;;;;
GBR;Q145;Reino Unido;Q707238;Batalha de Imphal;Q178561;batalha;participant;1944;1944;;Q2404723;Operação U-Go;Q208097;Imphal;;;
GBR;Q145;Reino Unido;Q2057725;Adlertag;Q178561;batalha;participant;;;1940;Q154720;Batalha da Grã-Bretanha;Q21;Inglaterra;;;
GBR;Q145;Reino Unido;Q2057725;Adlertag;Q178561;batalha;location;;;1940;Q154720;Batalha da Grã-Bretanha;Q21;Inglaterra;;;
GBR;Q145;Reino Unido;Q154720;Batalha da Grã-Bretanha;;;from_battle;;;1940;Q154720;Batalha da Grã-Bretanha;;;;;
GBR;Q145;Reino Unido;Q2237268;Batalha de Umm Qasr;Q178561;batalha;participant;2003;2003;;Q107802;Invasão do Iraque em 2003;Q842407;Umm Qasr;;;
GBR;Q145;Reino Unido;Q107802;Invasão do Iraque em 2003;;;from_battle;2003;2003;;Q107802;Invasão do Iraque em 2003;;;;;
GBR;Q145;Reino Unido;Q2237269;Battle of Abbeville;Q178561;batalha;participant;;;1940;Q362;Segunda Guerra Mundial;Q28520;Abbeville;;;
GBR;Q145;Reino Unido;Q2237280;Batalha de Tora Bora;Q178561;batalha;participant;2001;2001;;Q182865;Guerra do Afeganistão;Q2217598;Pachir Aw Agam;;;
GBR;Q145;Reino Unido;Q182865;Guerra do Afeganistão;;;from_battle;2001;2001;;Q182865;Guerra do Afeganistão;;;;;
GBR;Q145;Reino Unido;Q2237517;Battle of Gemmano;Q178561;batalha;participant;1944;1944;;Q162333;Campanha da Itália;Q111807;Gemmano;;;
GBR;Q145;Reino Unido;Q2280517;Batalha de San Marino;Q178561;batalha;participant;1944;1944;1944;Q162333;Campanha da Itália;Q238;San Marino;;;
GBR;Q145;Reino Unido;Q2344279;Battle of Leros;Q178561;batalha;participant;1943;1943;;Q708173;Dodecanese Campaign;Q426893;Leros;;;
GBR;Q145;Reino Unido;Q708173;Dodecanese Campaign;;;from_battle;1943;1943;;Q708173;Dodecanese Campaign;;;;;
GBR;Q145;Reino Unido;Q2371769;Batalha de El Agheila;Q178561;batalha;participant;1942;1942;;Q396619;LUL;Q41339;Al-Uqaylah;;;
GBR;Q145;Reino Unido;Q396619;LUL;;;from_battle;1942;1942;;Q396619;LUL;;;;;
GBR;Q145;Reino Unido;Q2585300;Batalha de Basra;Q178561;batalha;participant;2003;2003;;Q107802;Invasão do Iraque em 2003;Q48195;Baçorá;;;
GBR;Q145;Reino Unido;Q2638382;Batalha de Musa Qala;Q178561;batalha;participant;2007;2007;;Q182865;Guerra do Afeganistão;Q1953989;Musa Qala;;;
GBR;Q145;Reino Unido;Q2641750;Batalha de Goose Green;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q1537762;Goose Green;;;
GBR;Q145;Reino Unido;Q2641750;Batalha de Goose Green;Q178561;batalha;location;1982;1982;;Q48249;Guerra das Malvinas;Q1537762;Goose Green;;;
GBR;Q145;Reino Unido;Q48249;Guerra das Malvinas;;;from_battle;1982;1982;;Q48249;Guerra das Malvinas;;;;;
GBR;Q145;Reino Unido;Q2748375;Black Friday;Q178561;batalha;participant;;;1945;Q362;Segunda Guerra Mundial;Q3355800;Førde Fjord;;;
GBR;Q145;Reino Unido;Q2888122;Batalha de Baçorá;Q178561;batalha;participant;2008;2008;;Q545449;Guerra do Iraque;Q48195;Baçorá;;;
GBR;Q145;Reino Unido;Q2888379;Battle of Dahaneh;Q178561;batalha;participant;2009;2009;;Q182865;Guerra do Afeganistão;Q5208758;Dahaneh;;;
GBR;Q145;Reino Unido;Q2889283;First Battle of Maryang-san;Q178561;batalha;participant;;;1951;Q8663;Guerra da Coreia;Q495534;Rio Imjin;;;
GBR;Q145;Reino Unido;Q2889338;Battle of Mirbat;Q178561;batalha;participant;;;1972;Q2363565;Rebelião Dhofar;Q1938064;Mirbat;;;
GBR;Q145;Reino Unido;Q2363565;Rebelião Dhofar;;;from_battle;;;1972;Q2363565;Rebelião Dhofar;;;;;
GBR;Q145;Reino Unido;Q2889419;Battle of Muar;Q178561;batalha;participant;1942;1942;;Q362;Segunda Guerra Mundial;Q1941846;Muar District;;;
GBR;Q145;Reino Unido;Q2889635;Batalha de Poljana;Q178561;batalha;participant;1945;1945;1945;Q362;Segunda Guerra Mundial;Q650009;Prevalje;;;
GBR;Q145;Reino Unido;Q2889890;Battle of St Matthew's;Q178561;batalha;participant;1970;1970;;Q815436;Conflito na Irlanda do Norte;Q5294654;Short Strand;;;
GBR;Q145;Reino Unido;Q2889890;Battle of St Matthew's;Q178561;batalha;location;1970;1970;;Q815436;Conflito na Irlanda do Norte;Q5294654;Short Strand;;;
GBR;Q145;Reino Unido;Q815436;Conflito na Irlanda do Norte;;;from_battle;1970;1970;;Q815436;Conflito na Irlanda do Norte;;;;;
GBR;Q145;Reino Unido;Q3365438;Guerra no Vietnã (1945–1946);Q198;guerra;participant;1945;1946;;Q2342102;Guerras na Indochina;Q2289221;Sul do Vietnã;;;
GBR;Q145;Reino Unido;Q2342102;Guerras na Indochina;;;from_battle;1945;1946;;Q2342102;Guerras na Indochina;;;;;
GBR;Q145;Reino Unido;Q3403811;Batalha de Bolonha;Q178561;batalha;participant;1945;1945;;Q714196;Ofensiva da primavera de 1945 na Itália;Q1891;Bolonha;;;
GBR;Q145;Reino Unido;Q714196;Ofensiva da primavera de 1945 na Itália;;;from_battle;1945;1945;;Q714196;Ofensiva da primavera de 1945 na Itália;;;;;
GBR;Q145;Reino Unido;Q3532325;Batalha de Roterdã;Q178561;batalha;participant;1940;1940;;Q732626;liberation of the Netherlands from German occupation;Q34370;Roterdão;;;
GBR;Q145;Reino Unido;Q732626;liberation of the Netherlands from German occupation;;;from_battle;1940;1940;;Q732626;liberation of the Netherlands from German occupation;;;;;
GBR;Q145;Reino Unido;Q3535001;Åndalsnes landings;Q178561;batalha;participant;1940;1940;;Q5084679;Campanha da Noruega;Q271083;Åndalsnes;;;
GBR;Q145;Reino Unido;Q3636251;Battle of Wadi Al-Batin;Q178561;batalha;participant;1991;1991;;Q37643;Guerra do Golfo;Q796;Iraque;;;
GBR;Q145;Reino Unido;Q37643;Guerra do Golfo;;;from_battle;1991;1991;;Q37643;Guerra do Golfo;;;;;
GBR;Q145;Reino Unido;Q3636255;Battle of the Duisburg Convoy;Q178561;batalha;participant;;;1941;Q702176;Batalha do Mediterrâneo;Q4918;Mar Mediterrâneo;;;
GBR;Q145;Reino Unido;Q3636253;Battle of the Cigno Convoy;Q178561;batalha;participant;;;1943;Q702176;Batalha do Mediterrâneo;Q4918;Mar Mediterrâneo;;;
GBR;Q145;Reino Unido;Q3636314;Battle of Agordat;Q178561;batalha;participant;1941;1941;;Q1052120;East African Campaign;Q395433;Agordat;;;
GBR;Q145;Reino Unido;Q1052120;East African Campaign;;;from_battle;1941;1941;;Q1052120;East African Campaign;;;;;
GBR;Q145;Reino Unido;Q3636532;Battle of Monte la Difensa;Q178561;batalha;participant;1943;1943;;Q162333;Campanha da Itália;Q3861292;Monte Camino;;;
GBR;Q145;Reino Unido;Q3636553;Batalha de Norfolk;Q178561;batalha;participant;;;1991;Q37643;Guerra do Golfo;Q212761;Al-Muthanna;;;
GBR;Q145;Reino Unido;Q3636616;Operation Fustian;Q178561;batalha;participant;1943;1943;;Q217981;Invasão Aliada da Sicília;Q16154;Catânia;;;
GBR;Q145;Reino Unido;Q217981;Invasão Aliada da Sicília;;;from_battle;1943;1943;;Q217981;Invasão Aliada da Sicília;;;;;
GBR;Q145;Reino Unido;Q3687151;Capture of Kassala;Q178561;batalha;participant;1940;1941;;Q1052120;East African Campaign;Q1049;Sudão;;;
GBR;Q145;Reino Unido;Q3884025;Batalha de Garfagnana;Q178561;batalha;participant;1944;1944;;Q162333;Campanha da Itália;Q176925;Garfagnana;;;
GBR;Q145;Reino Unido;Q4582489;Battle of Mount Tumbledown;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;9
GBR;Q145;Reino Unido;Q4582489;Battle of Mount Tumbledown;Q178561;batalha;location;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;9
GBR;Q145;Reino Unido;Q4741033;Battle of Sariwon;Q178561;batalha;participant;;;1950;Q8663;Guerra da Coreia;Q505807;Sariwon;;;
GBR;Q145;Reino Unido;Q4870137;Battle at Springmartin;Q178561;batalha;participant;1972;1972;;Q815436;Conflito na Irlanda do Norte;Q10686;Belfast;;;
GBR;Q145;Reino Unido;Q4870357;Battle of Athens;Q178561;batalha;participant;;;1941;Q2888837;Batalha da Grécia;Q1524;Atenas;;;
GBR;Q145;Reino Unido;Q4870428;Battle of Bau;Q178561;batalha;participant;;;1965;Q1361929;confronto Indonésia-Malásia;Q3268524;Bau;;;
GBR;Q145;Reino Unido;Q1361929;confronto Indonésia-Malásia;;;from_battle;;;1965;Q1361929;confronto Indonésia-Malásia;;;;;
GBR;Q145;Reino Unido;Q4870555;Dia da Batalha de Inglaterra;Q178561;batalha;participant;;;1940;Q154720;Batalha da Grã-Bretanha;Q84;Londres;;;
GBR;Q145;Reino Unido;Q4870580;Battle of Bréville;Q178561;batalha;participant;;;1944;Q8641370;Operação Overlord;Q779019;Bréville;;;
GBR;Q145;Reino Unido;Q4870587;Battle of Bukit Timah;Q178561;batalha;participant;1942;1942;;Q296754;Batalha de Singapura;Q720209;Bukit Timah;;;
GBR;Q145;Reino Unido;Q4870741;Battle of Chuam-ni;Q178561;batalha;participant;1951;1951;;Q8663;Guerra da Coreia;;;;;
GBR;Q145;Reino Unido;Q4870844;Battle of Danny Boy;Q178561;batalha;participant;;;2004;Q545449;Guerra do Iraque;Q366010;Amara;;;
GBR;Q145;Reino Unido;Q4871080;Battle of Garmsir;Q178561;batalha;participant;;;2008;Q182865;Guerra do Afeganistão;Q173821;Helmand;;;
GBR;Q145;Reino Unido;Q4871136;Battle of Graveney Marsh;Q178561;batalha;participant;;;1940;Q362;Segunda Guerra Mundial;Q23298;Kent;;;
GBR;Q145;Reino Unido;Q4871136;Battle of Graveney Marsh;Q178561;batalha;location;;;1940;Q362;Segunda Guerra Mundial;Q23298;Kent;;;
GBR;Q145;Reino Unido;Q4871165;Battle of Gurun;Q178561;batalha;participant;1941;1941;;Q362;Segunda Guerra Mundial;Q2185791;Gurun;;;
GBR;Q145;Reino Unido;Q4871210;Battle of Heraklion;Q178561;batalha;participant;;;1941;Q362;Segunda Guerra Mundial;Q182299;Chania;;;
GBR;Q145;Reino Unido;Q4871375;Battle of Kampar;Q178561;batalha;participant;1941;1942;;Q696664;Campanha da Malásia;Q22694790;Kampar;;;
GBR;Q145;Reino Unido;Q696664;Campanha da Malásia;;;from_battle;1941;1942;;Q696664;Campanha da Malásia;;;;;
GBR;Q145;Reino Unido;Q4871459;Battle of Kleisoura Pass;Q178561;batalha;participant;1941;1941;;Q2888837;Batalha da Grécia;Q2603372;Kleisoura;;;
GBR;Q145;Reino Unido;Q4871496;Batalha de Kuala Lumpur;Q178561;batalha;participant;;;1942;Q184425;Guerra do Pacífico;Q1865;Kuala Lumpur;;;
GBR;Q145;Reino Unido;Q4871500;Battle of Kujin;Q178561;batalha;participant;1950;1950;;Q8663;Guerra da Coreia;;;;;
GBR;Q145;Reino Unido;Q4871593;Battle of Long Jawai;Q178561;batalha;participant;;;1963;Q1361929;confronto Indonésia-Malásia;;;;;
GBR;Q145;Reino Unido;Q4871627;Battle of Maehwa-san;Q178561;batalha;participant;1951;1951;;Q8663;Guerra da Coreia;Q6729140;Maehwasan;;;
GBR;Q145;Reino Unido;Q4871715;Battle of Merville Gun Battery;Q178561;batalha;participant;;;1944;Q1756029;Operation Tonga;Q366398;Merville-Franceville-Plage;;;
GBR;Q145;Reino Unido;Q1756029;Operation Tonga;;;from_battle;;;1944;Q1756029;Operation Tonga;;;;;
GBR;Q145;Reino Unido;Q4871724;Batalha da Linha Metaxás;Q178561;batalha;participant;1941;1941;;Q2888837;Batalha da Grécia;;;;;
GBR;Q145;Reino Unido;Q4871802;Battle of Mount Longdon;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q6921882;Mount Longdon;;;
GBR;Q145;Reino Unido;Q4871801;Battle of Mount Harriet;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4871801;Battle of Mount Harriet;Q178561;batalha;location;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q699411;Batalha do Mar de Barents;Q1261499;batalha naval;participant;;;1942;Q362;Segunda Guerra Mundial;Q45823;Mar de Barents;;;
GBR;Q145;Reino Unido;Q700569;Sinking of Prince of Wales and Repulse;Q1261499;batalha naval;participant;;;1941;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;Q37660;Mar da China Meridional;;;
GBR;Q145;Reino Unido;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;;;from_battle;;;1941;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;;;;;
GBR;Q145;Reino Unido;Q708173;Dodecanese Campaign;Q831663;campanha militar;participant;1943;1943;;Q696817;Frente do Mediterrâneo;Q131555;Dodecaneso;;;
GBR;Q145;Reino Unido;Q2117492;Battle of Badung Strait;Q1261499;batalha naval;participant;1942;1942;;Q184425;Guerra do Pacífico;Q2455801;Estreito de Badung;;;
GBR;Q145;Reino Unido;Q2156895;Campanha de Bornéu;Q831663;campanha militar;participant;1945;1945;1945;Q2423295;Frente do Sudoeste do Pacífico na Segunda Guerra Mundial;Q36117;Bornéu;;;
GBR;Q145;Reino Unido;Q2423295;Frente do Sudoeste do Pacífico na Segunda Guerra Mundial;;;from_battle;1945;1945;1945;Q2423295;Frente do Sudoeste do Pacífico na Segunda Guerra Mundial;;;;;
GBR;Q145;Reino Unido;Q2200263;Battle of the Strait of Otranto;Q1261499;batalha naval;participant;;;1940;Q702176;Batalha do Mediterrâneo;Q164070;Estreito de Otranto;;;
GBR;Q145;Reino Unido;Q2553656;Battle of the Tarigo Convoy;Q1261499;batalha naval;participant;;;1941;Q362;Segunda Guerra Mundial;Q4918;Mar Mediterrâneo;;;
GBR;Q145;Reino Unido;Q2606324;Raid on Alexandria;Q1261499;batalha naval;participant;;;1941;Q696817;Frente do Mediterrâneo;Q87;Alexandria;;;
GBR;Q145;Reino Unido;Q2822875;Israeli-British clash of January 7, 1949;Q997267;escaramuça;participant;;;1949;Q49092;Guerra árabe-israelense de 1948;;;;;
GBR;Q145;Reino Unido;Q49092;Guerra árabe-israelense de 1948;;;from_battle;;;1949;Q49092;Guerra árabe-israelense de 1948;;;;;
GBR;Q145;Reino Unido;Q2888837;Batalha da Grécia;Q467011;invasão;participant;1941;1941;1941;Q162362;Campanha dos Balcãs;Q209065;Reino da Grécia;;;
GBR;Q145;Reino Unido;Q4677439;Actions of 7/8 May 1945;Q1261499;batalha naval;participant;;;;Q157627;Batalha do Atlântico;;;;;
GBR;Q145;Reino Unido;Q4685618;Campanha do Adriático (Segunda Guerra Mundial);Q831663;campanha militar;participant;1939;1945;1939;Q696817;Frente do Mediterrâneo;Q13924;Mar Adriático;;;
GBR;Q145;Reino Unido;Q4870215;Battle of Ad-Dawrah;Q1261499;batalha naval;participant;1991;1991;;Q37643;Guerra do Golfo;;;;;
GBR;Q145;Reino Unido;Q4870581;Battle of Bubiyan;Q1261499;batalha naval;participant;1991;1991;;Q37643;Guerra do Golfo;Q34675;Golfo Pérsico;;;
GBR;Q145;Reino Unido;Q708217;Batalha de Narvik;Q178561;batalha;participant;1940;1940;;Q5084679;Campanha da Noruega;Q59101;Narvik;;;
GBR;Q145;Reino Unido;Q713018;Battle of Kapyong;Q178561;batalha;participant;1951;1951;;Q8663;Guerra da Coreia;Q50203;Gapyeong County;;;
GBR;Q145;Reino Unido;Q713529;Batalha do Rio da Prata;Q1261499;batalha naval;participant;;;1939;Q2632857;Frente Americana na Segunda Guerra Mundial;;;;;108
GBR;Q145;Reino Unido;Q2632857;Frente Americana na Segunda Guerra Mundial;;;from_battle;;;1939;Q2632857;Frente Americana na Segunda Guerra Mundial;;;;;
GBR;Q145;Reino Unido;Q714196;Ofensiva da primavera de 1945 na Itália;Q831663;campanha militar;participant;1945;1945;;Q162333;Campanha da Itália;Q1263;Emília-Romanha;;;
GBR;Q145;Reino Unido;Q714223;Battle for Brest;Q178561;batalha;participant;1944;1944;;Q8641370;Operação Overlord;Q327;Bretanha;;;
GBR;Q145;Reino Unido;Q714777;Invasão Aliada da Itália;Q178561;batalha;participant;1943;1943;1943;Q362;Segunda Guerra Mundial;Q1083;Salerno;;;
GBR;Q145;Reino Unido;Q715886;Battle of the North Cape;Q1261499;batalha naval;participant;;;1943;Q362;Segunda Guerra Mundial;Q4069;Cabo Norte;;;
GBR;Q145;Reino Unido;Q757871;Indian Ocean raid;Q1261499;batalha naval;participant;1942;1942;;Q184425;Guerra do Pacífico;Q1239;Oceano Índico;;;
GBR;Q145;Reino Unido;Q796498;Terceira Guerra da Indochina;Q198;guerra;participant;1975;1991;;Q2342102;Guerras na Indochina;Q881;Vietname;;;
GBR;Q145;Reino Unido;Q815420;Belfast Blitz;Q2380335;bombardeamento aéreo;participant;;;1941;Q6900329;Blitz;Q189592;Condado de Antrim;;;
GBR;Q145;Reino Unido;Q815420;Belfast Blitz;Q2380335;bombardeamento aéreo;location;;;1941;Q6900329;Blitz;Q189592;Condado de Antrim;;;
GBR;Q145;Reino Unido;Q6900329;Blitz;;;from_battle;;;1941;Q6900329;Blitz;;;;;
GBR;Q145;Reino Unido;Q835881;Operação Bodenplatte;Q178561;batalha;participant;;;1945;Q216184;Frente Ocidental;Q31;Bélgica;;;
GBR;Q145;Reino Unido;Q836128;Battle of Bir Hakeim;Q178561;batalha;participant;1942;1942;;Q362;Segunda Guerra Mundial;Q864959;Bir Hakeim;;;
GBR;Q145;Reino Unido;Q843588;Operação Moshtarak;Q645883;operação militar;participant;2010;2010;;Q182865;Guerra do Afeganistão;Q1894503;Marjah;;;
GBR;Q145;Reino Unido;Q911972;Operação Dínamo;Q30129955;maritime evacuation;participant;1940;1940;;Q151340;Batalha de França;Q45797;Dunquerque;;;
GBR;Q145;Reino Unido;Q980853;Battle of Gela;Q178561;batalha;participant;1943;1943;;Q362;Segunda Guerra Mundial;Q39971;Gela;;;
GBR;Q145;Reino Unido;Q2890604;Battle of Walcheren Causeway;Q178561;batalha;participant;1944;1944;;Q362;Segunda Guerra Mundial;Q738237;Walcheren;;;
GBR;Q145;Reino Unido;Q2890741;Battle of the Bogside;Q178561;batalha;participant;1969;1969;;Q815436;Conflito na Irlanda do Norte;Q163584;Derry;;;
GBR;Q145;Reino Unido;Q2890741;Battle of the Bogside;Q178561;batalha;location;1969;1969;;Q815436;Conflito na Irlanda do Norte;Q163584;Derry;;;
GBR;Q145;Reino Unido;Q2890905;Battle of the Samichon River;Q178561;batalha;participant;;;1953;Q8663;Guerra da Coreia;Q6146251;Jamestown Line;;;
GBR;Q145;Reino Unido;Q2890955;Battle of the Hook;Q178561;batalha;participant;1953;1953;;Q8663;Guerra da Coreia;;;;;
GBR;Q145;Reino Unido;Q2984901;Skirmish at Top Malo House;Q178561;batalha;participant;;;1982;Q48249;Guerra das Malvinas;Q6923654;Mount Simon;;;
GBR;Q145;Reino Unido;Q2984901;Skirmish at Top Malo House;Q178561;batalha;location;;;1982;Q48249;Guerra das Malvinas;Q6923654;Mount Simon;;;
GBR;Q145;Reino Unido;Q3108630;Operation Chestnut;Q178561;batalha;participant;;;1943;Q362;Segunda Guerra Mundial;Q1460;Sicília;;;
GBR;Q145;Reino Unido;Q3180637;Battle of Qala-i-Jangi;Q178561;batalha;participant;2001;2001;;Q182865;Guerra do Afeganistão;Q7265904;Qala-i-Jangi;;;
GBR;Q145;Reino Unido;Q3238000;Battle of Saint-Malo;Q178561;batalha;participant;1944;1944;;Q697829;Libertação da França;Q163108;Saint-Malo;;;
GBR;Q145;Reino Unido;Q697829;Libertação da França;;;from_battle;1944;1944;;Q697829;Libertação da França;;;;;
GBR;Q145;Reino Unido;Q3270739;Battle of Pakchon;Q178561;batalha;participant;;;1950;Q8663;Guerra da Coreia;Q705768;Pakchon County;;;
GBR;Q145;Reino Unido;Q3270927;Battle of Ushant;Q1261499;batalha naval;participant;;;1944;Q16471;Batalha da Normandia;Q34640;Canal da Mancha;;;
GBR;Q145;Reino Unido;Q3270927;Battle of Ushant;Q1261499;batalha naval;location;;;1944;Q16471;Batalha da Normandia;Q34640;Canal da Mancha;;;
GBR;Q145;Reino Unido;Q3284956;Afundamento do Cruzador General Belgrano;Q1261499;batalha naval;participant;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q3284956;Afundamento do Cruzador General Belgrano;Q1261499;batalha naval;location;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q3285330;Manchester Blitz;Q4688003;bombardeamento aéreo de uma cidade;participant;1940;1944;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q18125;Manchester;;;
GBR;Q145;Reino Unido;Q3285330;Manchester Blitz;Q4688003;bombardeamento aéreo de uma cidade;location;1940;1944;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q18125;Manchester;;;
GBR;Q145;Reino Unido;Q7096986;Operation Diadem;Q645883;operação militar;participant;1944;1944;1944;Q362;Segunda Guerra Mundial;Q71562;Liri;;;
GBR;Q145;Reino Unido;Q7097631;Operation Thunderbolt;Q645883;operação militar;participant;;;1951;Q8663;Guerra da Coreia;Q55500;Rio Han;;;
GBR;Q145;Reino Unido;Q7130016;Psilander Affair;Q1261499;batalha naval;participant;;;1940;Q362;Segunda Guerra Mundial;Q10704;Tórshavn;;;
GBR;Q145;Reino Unido;Q7205768;Plymouth Blitz;Q4688003;bombardeamento aéreo de uma cidade;participant;1940;1941;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q43382;Plymouth;;;
GBR;Q145;Reino Unido;Q7205768;Plymouth Blitz;Q4688003;bombardeamento aéreo de uma cidade;location;1940;1941;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q43382;Plymouth;;;
GBR;Q145;Reino Unido;Q7283801;Raids on Boulogne;Q1261499;batalha naval;participant;;;1801;Q207318;Guerras Revolucionárias Francesas;Q81997;Bolonha-sobre-o-Mar;;;
GBR;Q145;Reino Unido;Q207318;Guerras Revolucionárias Francesas;;;from_battle;;;1801;Q207318;Guerras Revolucionárias Francesas;;;;;
GBR;Q145;Reino Unido;Q7443128;Second Battle of the Odon;Q178561;batalha;participant;1944;1944;;Q696823;Batalha de Caen;Q15878;Normandia;;;
GBR;Q145;Reino Unido;Q696823;Batalha de Caen;;;from_battle;1944;1944;;Q696823;Batalha de Caen;;;;;
GBR;Q145;Reino Unido;Q7508662;Battle of Sidi Barrani;Q178561;batalha;participant;1940;1940;;Q625798;Campanha do Deserto Ocidental;Q1018010;Sidi Barrani;;;
GBR;Q145;Reino Unido;Q7510253;Siege of Musa Qala;Q188055;cerco;participant;2006;2006;;Q182865;Guerra do Afeganistão;Q173821;Helmand;;;
GBR;Q145;Reino Unido;Q7566011;South Armagh sniper campaign;Q831663;campanha militar;participant;1990;1997;;Q815436;Conflito na Irlanda do Norte;Q192761;Condado de Armagh;;;
GBR;Q145;Reino Unido;Q7566011;South Armagh sniper campaign;Q831663;campanha militar;location;1990;1997;;Q815436;Conflito na Irlanda do Norte;Q192761;Condado de Armagh;;;
GBR;Q145;Reino Unido;Q7569100;Southampton Blitz;Q4688003;bombardeamento aéreo de uma cidade;participant;1940;1944;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q79848;Southampton;;;
GBR;Q145;Reino Unido;Q7569100;Southampton Blitz;Q4688003;bombardeamento aéreo de uma cidade;location;1940;1944;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q79848;Southampton;;;
GBR;Q145;Reino Unido;Q124254493;Ataques aéreos no Iêmen de 2024;Q350604;armed conflict;participant;;;2024;Q123912788;Operação Guardião da Prosperidade;;;;;
GBR;Q145;Reino Unido;Q123912788;Operação Guardião da Prosperidade;;;from_battle;;;2024;Q123912788;Operação Guardião da Prosperidade;;;;;
GBR;Q145;Reino Unido;Q880629;Guerra Negra;Q198;guerra;participant;1820;1832;;Q2889339;Australian frontier wars;Q3593416;Tasmania;;;
GBR;Q145;Reino Unido;Q2889339;Australian frontier wars;;;from_battle;1820;1832;;Q2889339;Australian frontier wars;;;;;
GBR;Q145;Reino Unido;Q885253;Battle of Bloody Brook;Q178561;batalha;participant;;;1675;Q862257;King Philip's War;Q2680543;South Deerfield;;;
GBR;Q145;Reino Unido;Q862257;King Philip's War;;;from_battle;;;1675;Q862257;King Philip's War;;;;;
GBR;Q145;Reino Unido;Q911448;Batalha de Amiens;Q178561;batalha;participant;1918;1918;;Q152989;Frente Ocidental;Q41604;Amiens;;;
GBR;Q145;Reino Unido;Q152989;Frente Ocidental;;;from_battle;1918;1918;;Q152989;Frente Ocidental;;;;;
