iso3;country_qid;country_label;conflict_qid;conflict_label;kind_qid;kind_label;source;start_year;end_year;point_year;part_of_qid;part_of_label;place_qid;place_label;result_qid;result_label;deaths
GBR;Q145;Reino Unido;Q1063735;Segunda Batalha do Somme;Q178561;batalha;participant;1918;1918;1918;Q152989;Frente Ocidental;Q37646;Rio Somme;;;
GBR;Q145;Reino Unido;Q1088364;Batalha de La Lys;Q178561;batalha;participant;1918;1918;;Q152989;Frente Ocidental;Q102728;Ypres;;;
GBR;Q145;Reino Unido;Q1096151;Batalha de Delville Wood;Q178561;batalha;participant;1916;1916;1916;Q361;Primeira Guerra Mundial;Q313484;Longueval;;;
GBR;Q145;Reino Unido;Q361;Primeira Guerra Mundial;;;from_battle;1916;1916;1916;Q361;Primeira Guerra Mundial;;;;;
GBR;Q145;Reino Unido;Q1123353;Batalha de Rorke's Drift;Q178561;batalha;participant;1879;1879;;Q228911;Guerra Anglo-Zulu;Q2166343;Rorke's Drift;;;
GBR;Q145;Reino Unido;Q228911;Guerra Anglo-Zulu;;;from_battle;1879;1879;;Q228911;Guerra Anglo-Zulu;;;;;
GBR;Q145;Reino Unido;Q1332160;Revolução Nacional da Indonésia;Q10931;revolução;participant;1945;1949;;Q5249554;decolonisation of Asia;Q252;Indonésia;;;
GBR;Q145;Reino Unido;Q5249554;decolonisation of Asia;;;from_battle;1945;1949;;Q5249554;decolonisation of Asia;;;;;
GBR;Q145;Reino Unido;Q1332237;Battle of Overloon;Q178561;batalha;participant;1944;1944;;Q362;Segunda Guerra Mundial;Q337385;Overloon;;;
GBR;Q145;Reino Unido;Q1402530;Batalha de 73 Easting;Q178561;batalha;participant;1991;1991;;Q37643;Guerra do Golfo;Q796;Iraque;;;
GBR;Q145;Reino Unido;Q1410792;Second Battle of Amba Alagi;Q178561;batalha;participant;1941;1941;;Q362;Segunda Guerra Mundial;Q456557;Amba Alagi;;;
GBR;Q145;Reino Unido;Q1473722;Dekemvriana;Q178561;batalha;participant;1944;1945;;Q362;Segunda Guerra Mundial;Q1524;Atenas;;;
GBR;Q145;Reino Unido;Q1476042;Operação Anaconda;Q645883;operação militar;participant;2002;2002;2002;Q182865;Guerra do Afeganistão;Q16205112;Shah-i-Kot Valley;;;
GBR;Q145;Reino Unido;Q1748629;Battle of Skerki Bank;Q178561;batalha;participant;;;1942;Q702176;Batalha do Mediterrâneo;Q206975;Estreito da Sicília;;;
GBR;Q145;Reino Unido;Q4871922;Battle of Now Zad;Q178561;batalha;participant;2006;;2006;Q182865;Guerra do Afeganistão;Q173821;Helmand;;;
GBR;Q145;Reino Unido;Q4872118;Battle of Ptolemaida;Q178561;batalha;participant;;;1941;Q2888837;Batalha da Grécia;Q573182;Ptolemaida;;;
GBR;Q145;Reino Unido;Q4872128;Battle of Pusan Perimeter logistics;Q178561;batalha;participant;1950;1950;;Q8663;Guerra da Coreia;Q16520;Busan;;;
GBR;Q145;Reino Unido;Q4872148;Battle of Qurna;Q178561;batalha;participant;;;2005;Q545449;Guerra do Iraque;Q2574863;Al-Qurnah;;;
GBR;Q145;Reino Unido;Q4872168;Batalha de Ras Kamboni;Q178561;batalha;participant;2007;2007;2007;Q1072042;Guerra na Somália;;;;;
GBR;Q145;Reino Unido;Q1072042;Guerra na Somália;;;from_battle;2007;2007;2007;Q1072042;Guerra na Somália;;;;;
GBR;Q145;Reino Unido;Q4872265;Battle of San Carlos;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q7413532;San Carlos Water;;;
GBR;Q145;Reino Unido;Q4872265;Battle of San Carlos;Q178561;batalha;location;1982;1982;;Q48249;Guerra das Malvinas;Q7413532;San Carlos Water;;;
GBR;Q145;Reino Unido;Q4872339;Battle of Seal Cove;Q178561;batalha;participant;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4872339;Battle of Seal Cove;Q178561;batalha;location;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4872340;Battle of Sedjenane;Q178561;batalha;participant;1943;1943;;Q852365;Campanha da Tunísia;Q2720033;Sejenane;;;
GBR;Q145;Reino Unido;Q4872395;Battle of Slim River;Q178561;batalha;participant;1942;1942;;Q696664;Campanha da Malásia;Q7540603;Slim River;;;
GBR;Q145;Reino Unido;Q4872531;Battle of Tempe Gorge;Q178561;batalha;participant;;;1941;Q162362;Campanha dos Balcãs;Q258540;Vale of Tempe;;;
GBR;Q145;Reino Unido;Q4872617;Battle of Two Sisters;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4872617;Battle of Two Sisters;Q178561;batalha;location;1982;1982;;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4872743;Battle of Wireless Ridge;Q178561;batalha;participant;1982;1982;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4872743;Battle of Wireless Ridge;Q178561;batalha;location;1982;1982;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4872788;Batalha de Yongju;Q178561;batalha;participant;1950;1950;;Q8663;Guerra da Coreia;;;;;
GBR;Q145;Reino Unido;Q4872830;Battle of the Argenta Gap;Q178561;batalha;participant;1945;1945;1945;Q714196;Ofensiva da primavera de 1945 na Itália;Q4345530;Norte da Itália;;;
GBR;Q145;Reino Unido;Q4930640;Bluff Cove Air Attacks;Q178561;batalha;participant;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q4930640;Bluff Cove Air Attacks;Q178561;batalha;location;;;1982;Q48249;Guerra das Malvinas;Q9648;Ilhas Malvinas;;;
GBR;Q145;Reino Unido;Q9172312;Action of 26 April 1944;Q178561;batalha;participant;;;1944;Q362;Segunda Guerra Mundial;Q34640;Canal da Mancha;;;
GBR;Q145;Reino Unido;Q9172312;Action of 26 April 1944;Q178561;batalha;location;;;1944;Q362;Segunda Guerra Mundial;Q34640;Canal da Mancha;;;
GBR;Q145;Reino Unido;Q12127463;Battle of Anbata;Q178561;batalha;participant;;;1936;Q46057;Revolta árabe de 1936-1939;Q2701952;Anabta;;;
GBR;Q145;Reino Unido;Q46057;Revolta árabe de 1936-1939;;;from_battle;;;1936;Q46057;Revolta árabe de 1936-1939;;;;;
GBR;Q145;Reino Unido;Q13435464;invasão alemã de Luxemburgo;Q467011;invasão;participant;;;1940;Q216184;Frente Ocidental;Q32;Luxemburgo;;;5
GBR;Q145;Reino Unido;Q15197371;Battle of Newry Road;Q178561;batalha;participant;;;1993;Q815436;Conflito na Irlanda do Norte;Q1838543;Crossmaglen;;;
GBR;Q145;Reino Unido;Q15197371;Battle of Newry Road;Q178561;batalha;location;;;1993;Q815436;Conflito na Irlanda do Norte;Q1838543;Crossmaglen;;;
GBR;Q145;Reino Unido;Q15728772;Battle of the Ligurian Sea;Q178561;batalha;participant;;;1945;Q702176;Batalha do Mediterrâneo;Q42820;Mar Lígure;;;
GBR;Q145;Reino Unido;Q15894754;Battle of Centuripe;Q178561;batalha;participant;1943;1943;;Q362;Segunda Guerra Mundial;Q56202;Centuripe;;;
GBR;Q145;Reino Unido;Q722051;Anglo-Ashanti wars;Q104212151;series of wars;participant;1823;1900;;Q179848;Partilha de África;Q722071;Império Axante;;;
GBR;Q145;Reino Unido;Q179848;Partilha de África;;;from_battle;1823;1900;;Q179848;Partilha de África;;;;;
GBR;Q145;Reino Unido;Q727536;Campanha do Sinai e Palestina;Q718893;teatro de operações;participant;1915;1918;;Q1765465;Teatro de operações do Oriente Médio na Primeira Guerra Mundial;Q81483;Levante;;;
GBR;Q145;Reino Unido;Q1765465;Teatro de operações do Oriente Médio na Primeira Guerra Mundial;;;from_battle;1915;1918;;Q1765465;Teatro de operações do Oriente Médio na Primeira Guerra Mundial;;;;;
GBR;Q145;Reino Unido;Q750567;Ofensiva da Primavera;Q2001676;ofensiva militar;participant;1918;1918;;Q152989;Frente Ocidental;Q1113;Flandres Ocidental;;;
GBR;Q145;Reino Unido;Q849680;Guerras indígenas nos Estados Unidos;Q104212151;series of wars;participant;1622;1924;;;;Q49;América do Norte e América Central;;;
GBR;Q145;Reino Unido;Q1541340;Batalha do Cabo Spartivento;Q1261499;batalha naval;participant;;;1940;Q362;Segunda Guerra Mundial;Q4918;Mar Mediterrâneo;;;
GBR;Q145;Reino Unido;Q1636800;Battle of Cape Spada;Q1261499;batalha naval;participant;;;1940;Q702176;Batalha do Mediterrâneo;Q4918;Mar Mediterrâneo;;;
GBR;Q145;Reino Unido;Q4873065;Battle off Endau;Q1261499;batalha naval;participant;1942;1942;;Q696664;Campanha da Malásia;;;;;
GBR;Q145;Reino Unido;Q4916617;Birmingham Blitz;Q4688003;bombardeamento aéreo de uma cidade;participant;1940;1943;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q2256;Birmingham;;;
GBR;Q145;Reino Unido;Q4916617;Birmingham Blitz;Q4688003;bombardeamento aéreo de uma cidade;location;1940;1943;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q2256;Birmingham;;;
GBR;Q145;Reino Unido;Q13441588;Allied bombings of Amsterdam-Noord;Q4688003;bombardeamento aéreo de uma cidade;participant;;;1943;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q478607;Amsterdam-Noord;;;200
GBR;Q145;Reino Unido;Q1209946;Terceira Guerra Anglo-Birmanesa;Q198;guerra;participant;1885;1885;1885;Q2248139;Guerras anglo-birmanesas;Q836;Myanmar;;;
GBR;Q145;Reino Unido;Q2248139;Guerras anglo-birmanesas;;;from_battle;1885;1885;1885;Q2248139;Guerras anglo-birmanesas;;;;;
GBR;Q145;Reino Unido;Q1752889;Battle of Kos;Q178561;batalha;participant;1943;1943;;Q708173;Dodecanese Campaign;Q187027;Cós;;;
GBR;Q145;Reino Unido;Q1756029;Operation Tonga;Q645883;operação militar;participant;1944;1944;;Q16470;Desembarques da Normandia;Q41185;Caen;;;
GBR;Q145;Reino Unido;Q16470;Desembarques da Normandia;;;from_battle;1944;1944;;Q16470;Desembarques da Normandia;;;;;
GBR;Q145;Reino Unido;Q1900678;Battle of Broekhuizen;Q178561;batalha;participant;1944;1944;;Q216184;Frente Ocidental;Q2925965;Broekhuizen;;;
GBR;Q145;Reino Unido;Q1927362;Operação Pedestal;Q178561;batalha;participant;1942;1942;;Q702176;Batalha do Mediterrâneo;Q4918;Mar Mediterrâneo;;;
GBR;Q145;Reino Unido;Q5710379;Sinking of HMS Royal Oak;Q1261499;batalha naval;participant;;;1939;Q362;Segunda Guerra Mundial;Q213965;Scapa Flow;;;
GBR;Q145;Reino Unido;Q5710379;Sinking of HMS Royal Oak;Q1261499;batalha naval;location;;;1939;Q362;Segunda Guerra Mundial;Q213965;Scapa Flow;;;
GBR;Q145;Reino Unido;Q6541032;Libertação de Arnhem;Q178561;batalha;participant;1945;1945;;Q732626;liberation of the Netherlands from German occupation;Q1310;Arnhem;;;
GBR;Q145;Reino Unido;Q6861260;Battle of Burullus;Q1261499;batalha naval;participant;;;1956;Q49101;Guerra do Suez;Q3780547;Lago Burullus;;;
GBR;Q145;Reino Unido;Q49101;Guerra do Suez;;;from_battle;;;1956;Q49101;Guerra do Suez;;;;;
GBR;Q145;Reino Unido;Q6921638;Mount Kent Skirmish;Q178561;batalha;participant;1982;1982;1982;Q48249;Guerra das Malvinas;Q14904380;Mount Kent;;;
GBR;Q145;Reino Unido;Q6921638;Mount Kent Skirmish;Q178561;batalha;location;1982;1982;1982;Q48249;Guerra das Malvinas;Q14904380;Mount Kent;;;
GBR;Q145;Reino Unido;Q16165696;Batalha do Canal Ypres−Comines;Q178561;batalha;participant;1940;1940;;Q151340;Batalha de França;Q102728;Ypres;;;
GBR;Q145;Reino Unido;Q16170016;Battle of the Imjin River;Q178561;batalha;participant;1951;1951;;Q8663;Guerra da Coreia;Q495534;Rio Imjin;;;
GBR;Q145;Reino Unido;Q16208094;Battle of Bure;Q178561;batalha;participant;1945;1945;;Q151018;Batalha das Ardenas;Q497764;Rochefort;;;
GBR;Q145;Reino Unido;Q151018;Batalha das Ardenas;;;from_battle;1945;1945;;Q151018;Batalha das Ardenas;;;;;
GBR;Q145;Reino Unido;Q16208804;Battle of Port-en-Bessin;Q178561;batalha;participant;1944;1944;1944;Q16470;Desembarques da Normandia;Q987304;Port-en-Bessin-Huppain;;;
GBR;Q145;Reino Unido;Q16701434;Battle of 25 April 1944;Q1261499;batalha naval;participant;;;1944;Q362;Segunda Guerra Mundial;;;;;
GBR;Q145;Reino Unido;Q16902263;Battle of Uijeongbu;Q178561;batalha;participant;1951;1951;;Q8663;Guerra da Coreia;Q42135;Uijeongbu;;;
GBR;Q145;Reino Unido;Q18216807;Siege of Giarabub;Q178561;batalha;participant;1940;1941;1940;Q625798;Campanha do Deserto Ocidental;Q284251;Al Jaghbub;;;
GBR;Q145;Reino Unido;Q29122;Primeira Guerra Anglo-Birmanesa;Q198;guerra;participant;1824;1826;;Q2248139;Guerras anglo-birmanesas;Q836;Myanmar;;;
GBR;Q145;Reino Unido;Q1130507;Ofensiva dos Cem Dias;Q2001676;ofensiva militar;participant;1918;1918;1918;Q152989;Frente Ocidental;Q217768;Péronne;;;
GBR;Q145;Reino Unido;Q1861428;Batalha da Baía de Heligoland;Q1897017;air battle;participant;;;1939;Q2704274;Defesa do Reich;Q702691;Heligoland Bight;;;
GBR;Q145;Reino Unido;Q2704274;Defesa do Reich;;;from_battle;;;1939;Q2704274;Defesa do Reich;;;;;
GBR;Q145;Reino Unido;Q1875586;Operação Mondscheinsonate;Q2380335;bombardeamento aéreo;participant;1940;1942;;Q6900329;Blitz;Q6225;Coventry;;;
GBR;Q145;Reino Unido;Q1875586;Operação Mondscheinsonate;Q2380335;bombardeamento aéreo;location;1940;1942;;Q6900329;Blitz;Q6225;Coventry;;;
GBR;Q145;Reino Unido;Q4968807;Bristol Blitz;Q2380335;bombardeamento aéreo;participant;1940;1941;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q23154;Bristol;;;
GBR;Q145;Reino Unido;Q4968807;Bristol Blitz;Q2380335;bombardeamento aéreo;location;1940;1941;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q23154;Bristol;;;
GBR;Q145;Reino Unido;Q5038376;Cardiff Blitz;Q4688003;bombardeamento aéreo de uma cidade;participant;1940;1944;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q10690;Cardiff;;;
GBR;Q145;Reino Unido;Q5038376;Cardiff Blitz;Q4688003;bombardeamento aéreo de uma cidade;location;1940;1944;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q10690;Cardiff;;;
GBR;Q145;Reino Unido;Q6658321;Liverpool Blitz;Q4688003;bombardeamento aéreo de uma cidade;participant;1940;1942;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q24826;Liverpool;;;
GBR;Q145;Reino Unido;Q6658321;Liverpool Blitz;Q4688003;bombardeamento aéreo de uma cidade;location;1940;1942;;Q715695;Bombardeios estratégicos durante a Segunda Guerra Mundial;Q24826;Liverpool;;;
GBR;Q145;Reino Unido;Q6900329;Blitz;Q4688003;bombardeamento aéreo de uma cidade;participant;1940;1941;;Q5889055;home front during World War II;Q145;Reino Unido;;;
GBR;Q145;Reino Unido;Q6900329;Blitz;Q4688003;bombardeamento aéreo de uma cidade;location;1940;1941;;Q5889055;home front during World War II;Q145;Reino Unido;;;
GBR;Q145;Reino Unido;Q5889055;home front during World War II;;;from_battle;1940;1941;;Q5889055;home front during World War II;;;;;
GBR;Q145;Reino Unido;Q16146587;Emergência de Chipre;Q1323212;insurgência;participant;1955;1959;1955;Q230533;descolonização;Q15240466;Chipre britânico;;;
GBR;Q145;Reino Unido;Q230533;descolonização;;;from_battle;1955;1959;1955;Q230533;descolonização;;;;;
GBR;Q145;Reino Unido;Q129864;Revolta dos Sipais;Q198;guerra;participant;1857;1858;1857;;;Q2001966;Governo da Companhia Britânica das Índias Orientais na Índia;;;
GBR;Q145;Reino Unido;Q132568;Batalha do Somme;Q178561;batalha;participant;1916;1916;;Q152989;Frente Ocidental;Q37646;Rio Somme;;;
GBR;Q145;Reino Unido;Q215112;Segunda Guerra dos Bôeres;Q198;guerra;participant;1899;1902;;Q6857636;military history of South Africa;Q258;África do Sul;;;
GBR;Q145;Reino Unido;Q6857636;military history of South Africa;;;from_battle;1899;1902;;Q6857636;military history of South Africa;;;;;
GBR;Q145;Reino Unido;Q228911;Guerra Anglo-Zulu;Q198;guerra;participant;1879;1879;;;;Q258;África do Sul;;;
GBR;Q145;Reino Unido;Q233500;Segunda Guerra Anglo-Birmanesa;Q198;guerra;participant;1852;1852;;Q2248139;Guerras anglo-birmanesas;Q1937196;Baixa Birmânia;;;
GBR;Q145;Reino Unido;Q233507;Segunda Guerra Anglo-Afegã;Q198;guerra;participant;1878;1880;;Q40837;Guerras Anglo-Afegãs;Q1335260;Emirado do Afeganistão;;;
GBR;Q145;Reino Unido;Q40837;Guerras Anglo-Afegãs;;;from_battle;1878;1880;;Q40837;Guerras Anglo-Afegãs;;;;;
GBR;Q145;Reino Unido;Q1362209;Primeira Guerra Anglo-Maratha;Q198;guerra;participant;1775;1782;;Q2776612;Anglo-Maratha Wars;Q1538;Pune;;;
GBR;Q145;Reino Unido;Q2776612;Anglo-Maratha Wars;;;from_battle;1775;1782;;Q2776612;Anglo-Maratha Wars;;;;;
GBR;Q145;Reino Unido;Q1545405;Guerras da Nova Zelândia;Q198;guerra;participant;1845;1872;;;;Q664;Nova Zelândia;;;
GBR;Q145;Reino Unido;Q1676845;Guerra dos Bôeres;Q198;guerra;participant;;;1899;;;Q258;África do Sul;;;
GBR;Q145;Reino Unido;Q1729793;Battle of Hanna;Q178561;batalha;participant;;;1916;Q18937;Campanha da Mesopotâmia;Q5648756;Hanna defile;;;
GBR;Q145;Reino Unido;Q18937;Campanha da Mesopotâmia;;;from_battle;;;1916;Q18937;Campanha da Mesopotâmia;;;;;
GBR;Q145;Reino Unido;Q1780536;Battle of Hill 60;Q178561;batalha;participant;1915;1915;1915;Q152989;Frente Ocidental;Q20036965;Hill 60;;;
GBR;Q145;Reino Unido;Q1930510;Battle of Al Faw;Q178561;batalha;participant;2003;2003;;Q107802;Invasão do Iraque em 2003;Q1164081;Al-Faw;;;
GBR;Q145;Reino Unido;Q1970005;Battle of Keren;Q178561;batalha;participant;1941;1941;;Q362;Segunda Guerra Mundial;Q534409;Keren;;;
GBR;Q145;Reino Unido;Q1970141;Battle of Gondar;Q178561;batalha;participant;1941;1941;;Q1052120;East African Campaign;Q218861;Gondar;;;
GBR;Q145;Reino Unido;Q1983926;Battle of Sidi Bou Zid;Q178561;batalha;participant;1943;1943;;Q852365;Campanha da Tunísia;Q692716;Sidi Bouzid;;;
GBR;Q145;Reino Unido;Q2025992;Operation Blockbuster;Q645883;operação militar;participant;1945;1945;;Q216184;Frente Ocidental;Q445609;Lower Rhine;;;
GBR;Q145;Reino Unido;Q18162687;Battle of Kano;Q178561;batalha;participant;;;1903;;;Q182984;Kano;;;
GBR;Q145;Reino Unido;Q18162693;Battle of Kwatarkwashi;Q178561;batalha;participant;;;1903;;;Q145793;Zamfara (estado);;;
GBR;Q145;Reino Unido;Q18639297;Second Battle of the Hook;Q178561;batalha;participant;1952;1952;;Q8663;Guerra da Coreia;;;;;
GBR;Q145;Reino Unido;Q18920712;guerra do Afeganistão (2015–2021);Q198;guerra;participant;2015;2021;;Q182865;Guerra do Afeganistão;Q889;Afeganistão;;;
GBR;Q145;Reino Unido;Q20203039;Battle of Douvres Radar Station;Q178561;batalha;participant;;;1944;Q16470;Desembarques da Normandia;Q839501;Douvres-la-Délivrande;;;
GBR;Q145;Reino Unido;Q20423796;Battle of Tafilah;Q178561;batalha;participant;;;2018;Q239060;Revolta Árabe;Q2550996;Tafilah;;;
GBR;Q145;Reino Unido;Q239060;Revolta Árabe;;;from_battle;;;2018;Q239060;Revolta Árabe;;;;;
GBR;Q145;Reino Unido;Q20617532;Battle of Silkaatsnek;Q178561;batalha;participant;;;1900;Q215112;Segunda Guerra dos Bôeres;Q32020253;Silkaatsnek;;;
GBR;Q145;Reino Unido;Q215112;Segunda Guerra dos Bôeres;;;from_battle;;;1900;Q215112;Segunda Guerra dos Bôeres;;;;;
GBR;Q145;Reino Unido;Q20617644;Battle of Dwarsvlei;Q178561;batalha;participant;;;1900;Q215112;Segunda Guerra dos Bôeres;Q644506;Krugersdorp;;;
GBR;Q145;Reino Unido;Q20981909;Raid on Santorini;Q178561;batalha;participant;;;1944;Q702176;Batalha do Mediterrâneo;Q129296;Santorini;;;
GBR;Q145;Reino Unido;Q22115505;Batalha do Rio Forth;Q178561;batalha;participant;;;1939;Q362;Segunda Guerra Mundial;Q2956391;Rosyth Dockyard;;;
GBR;Q145;Reino Unido;Q22115505;Batalha do Rio Forth;Q178561;batalha;location;;;1939;Q362;Segunda Guerra Mundial;Q2956391;Rosyth Dockyard;;;
GBR;Q145;Reino Unido;Q23018834;Battle of Famagusta;Q178561;batalha;participant;;;1955;Q16146587;Emergência de Chipre;Q193190;Famagusta;;;
GBR;Q145;Reino Unido;Q16146587;Emergência de Chipre;;;from_battle;;;1955;Q16146587;Emergência de Chipre;;;;;
GBR;Q145;Reino Unido;Q24467647;Batalha de Sirte;Q178561;batalha;participant;2016;;2016;Q16911838;Guerra Civil Líbia (2014-presente);Q26417;Surt;;;
GBR;Q145;Reino Unido;Q16911838;Guerra Civil Líbia (2014-presente);;;from_battle;2016;;2016;Q16911838;Guerra Civil Líbia (2014-presente);;;;;
GBR;Q145;Reino Unido;Q26809259;Anglo-Spanish War;Q198;guerra;participant;1779;1783;;Q40949;Guerra da Independência dos Estados Unidos;Q34640;Canal da Mancha;;;
GBR;Q145;Reino Unido;Q26809259;Anglo-Spanish War;Q198;guerra;location;1779;1783;;Q40949;Guerra da Independência dos Estados Unidos;Q34640;Canal da Mancha;;;
GBR;Q145;Reino Unido;Q40949;Guerra da Independência dos Estados Unidos;;;from_battle;1779;1783;;Q40949;Guerra da Independência dos Estados Unidos;;;;;
GBR;Q145;Reino Unido;Q29026955;Battle of Berea;Q178561;batalha;participant;;;1852;Q20612501;Eighth Xhosa War;Q737086;Berea;;;
GBR;Q145;Reino Unido;Q20612501;Eighth Xhosa War;;;from_battle;;;1852;Q20612501;Eighth Xhosa War;;;;;
GBR;Q145;Reino Unido;Q30120149;Battle of Nijmegen;Q178561;batalha;participant;1944;1944;;Q189930;Operação Market Garden;Q47887;Nimega;;;
GBR;Q145;Reino Unido;Q189930;Operação Market Garden;;;from_battle;1944;1944;;Q189930;Operação Market Garden;;;;;
GBR;Q145;Reino Unido;Q47608983;Anglo-Opobo War;Q198;guerra;participant;1870;1887;;;;Q29412;Delta do Níger;;;
GBR;Q145;Reino Unido;Q54945425;Operation Garlic;Q178561;batalha;participant;;;1943;Q362;Segunda Guerra Mundial;Q2742;Münster;;;
GBR;Q145;Reino Unido;Q56280276;Barra War;Q198;guerra;participant;1831;1832;;;;;;;;
GBR;Q145;Reino Unido;Q85985974;Battle of Chongju;Q178561;batalha;participant;1950;1950;;Q8663;Guerra da Coreia;Q213169;Chongju;;;
GBR;Q145;Reino Unido;Q91168260;Battle of Murrell Bridge;Q178561;batalha;participant;1982;1982;;Q48249;Guerra das Malvinas;Q6939578;Murrell River;;;
GBR;Q145;Reino Unido;Q106673455;Maratha Wars;Q104212151;series of wars;participant;1775;1825;;;;;;;;
GBR;Q145;Reino Unido;Q109561628;Battle of Dul Madoba;Q178561;batalha;participant;;;1913;Q1402902;Campanha da Somalilândia;Q662653;Somalilândia Britânica;;;
GBR;Q145;Reino Unido;Q109561628;Battle of Dul Madoba;Q178561;batalha;location;;;1913;Q1402902;Campanha da Somalilândia;Q662653;Somalilândia Britânica;;;
GBR;Q145;Reino Unido;Q1402902;Campanha da Somalilândia;;;from_battle;;;1913;Q1402902;Campanha da Somalilândia;;;;;
GBR;Q145;Reino Unido;Q123125347;Battle of Agaarweyne;Q178561;batalha;participant;1903;1903;;Q1402902;Campanha da Somalilândia;Q85764834;Gumburka Cagaare;;;
GBR;Q145;Reino Unido;Q123418519;Battle of Erego;Q178561;batalha;participant;;;1902;Q1402902;Campanha da Somalilândia;Q104830752;Magacley;;;
