iso3,country,role,person,person_qid,start,end,party,end_cause
AFG,Afeganistão,head_of_government,Mohammad Hashim Maiwandwal,Q1317228,1965-01-01T00:00:00Z,1967-01-01T00:00:00Z,Progressive Democratic Party of Afghanistan,
AFG,Afeganistão,head_of_government,Hafizullah Amin,Q63831,1979-03-27T00:00:00Z,1979-12-27T00:00:00Z,People’s Democratic Party of Afghanistan,
AFG,Afeganistão,head_of_government,Babrak Karmal,Q63827,1979-12-27T00:00:00Z,1981-06-11T00:00:00Z,People’s Democratic Party of Afghanistan,
AFG,Afeganistão,head_of_government,Fazal khaliq,Q1397687,1990-05-08T00:00:00Z,1992-04-15T00:00:00Z,,
AFG,Afeganistão,head_of_government,Abdul Sabur Farid Kohistani,Q317450,1992-07-06T00:00:00Z,1992-08-15T00:00:00Z,Hezb-e Islami Gulbuddin,
AFG,Afeganistão,head_of_government,Mohammed Omar,Q193968,1996-09-27T00:00:00Z,2001-11-13T00:00:00Z,Islamic and National Revolution Movement of Afghanistan,
AFG,Afeganistão,head_of_government,Mohammad Rabbani,Q2995293,1996-09-27T00:00:00Z,2001-04-13T00:00:00Z,Taliban,
AFG,Afeganistão,head_of_government,Abdul Rahim Ghafoorzai,Q4665621,1997-08-11T00:00:00Z,1997-08-21T00:00:00Z,,
AFG,Afeganistão,head_of_government,Abdul Kabir,Q4665452,2001-04-16T00:00:00Z,2001-11-13T00:00:00Z,Taliban,
AFG,Afeganistão,head_of_government,Mohammad Hasan Akhund,Q108444479,2021-09-07T00:00:00Z,2023-05-17T00:00:00Z,Taliban,
AFG,Afeganistão,head_of_government,Abdul Kabir,Q4665452,2023-05-17T00:00:00Z,2023-07-17T00:00:00Z,Taliban,
AFG,Afeganistão,head_of_state,Amanullah Khan,Q153620,1926-06-09T00:00:00Z,1929-01-14T00:00:00Z,,
AFG,Afeganistão,head_of_state,Inayatullah Khan,Q471037,1929-01-14T00:00:00Z,1929-01-17T00:00:00Z,,
AFG,Afeganistão,head_of_state,Habibullāh Kalakāni,Q473247,1929-01-17T00:00:00Z,1929-10-16T00:00:00Z,,
AFG,Afeganistão,head_of_state,Mohammed Nadir Shah,Q355610,1929-10-16T00:00:00Z,1929-10-16T00:00:00Z,,
AFG,Afeganistão,head_of_state,Mohammed Zahir Xá,Q152265,1933-11-08T00:00:00Z,1973-07-17T00:00:00Z,,
AFG,Afeganistão,head_of_state,Mohammed Daoud Khan,Q310247,1973-07-17T00:00:00Z,1978-04-27T00:00:00Z,National Revolutionary Party of Afghanistan,
AFG,Afeganistão,head_of_state,Mohammad Najibullah,Q207728,1987-11-30T00:00:00Z,1992-04-28T00:00:00Z,People’s Democratic Party of Afghanistan,
AFG,Afeganistão,head_of_state,Burhanuddin Rabbani,Q188667,2001-11-16T00:00:00Z,2001-12-22T00:00:00Z,Jamiat-e Islami,
AFG,Afeganistão,head_of_state,Ashraf Ghani,Q172388,2014-09-29T00:00:00Z,2021-08-15T00:00:00Z,Ind.,
AFG,Afeganistão,head_of_state,Hibatullah Akhundzada,Q24237654,2021-08-15T00:00:00Z,,Taliban,
AGO,Angola,head_of_government,João Lourenço,Q28650390,2017-09-26T00:00:00Z,,MPLA,
AGO,Angola,head_of_government,Agostinho Neto,Q181665,1975-11-11T00:00:00Z,1979-09-10T00:00:00Z,MPLA,
AGO,Angola,head_of_government,Lúcio Lara,Q1479462,1979-09-11T00:00:00Z,1979-09-20T00:00:00Z,MPLA,
AGO,Angola,head_of_government,José Eduardo dos Santos,Q57313,1979-09-21T00:00:00Z,2017-09-26T00:00:00Z,MPLA,
AGO,Angola,head_of_state,João Lourenço,Q28650390,2017-08-23T00:00:00Z,,MPLA,
AGO,Angola,head_of_state,Agostinho Neto,Q181665,1975-11-11T00:00:00Z,1979-09-10T00:00:00Z,MPLA,
AGO,Angola,head_of_state,Lúcio Lara,Q1479462,1979-09-11T00:00:00Z,1979-09-20T00:00:00Z,MPLA,
AGO,Angola,head_of_state,José Eduardo dos Santos,Q57313,1979-09-21T00:00:00Z,2017-09-26T00:00:00Z,MPLA,
AGO,Angola,head_of_state,João Lourenço,Q28650390,2017-09-26T00:00:00Z,,MPLA,
AIA,Anguila,head_of_government,Victor Banks,Q19831099,2019-05-14T00:00:00Z,2020-06-30T00:00:00Z,Anguilla Democratic Party,
AIA,Anguila,head_of_government,Ellis Webster,Q98079363,2020-06-30T00:00:00Z,,Anguilla Progressive Movement,
AIA,Anguila,head_of_government,Ronald Webster,Q3441569,1976-02-10T00:00:00Z,1977-02-01T00:00:00Z,Anguilla Progressive Party,
AIA,Anguila,head_of_government,Emile Gumbs,Q3052273,1977-02-01T00:00:00Z,1980-05-01T00:00:00Z,Anguilla National Alliance,
AIA,Anguila,head_of_government,Ronald Webster,Q3441569,1980-05-28T00:00:00Z,1984-03-12T00:00:00Z,Anguilla Progressive Party,
AIA,Anguila,head_of_government,Emile Gumbs,Q3052273,1984-03-12T00:00:00Z,1994-03-16T00:00:00Z,Anguilla National Alliance,
AIA,Anguila,head_of_government,Cora Richardson-Hodge,Q56235950,2025-02-27T00:00:00Z,,Anguilla United Front,
AIA,Anguila,head_of_state,Charles Godden,Q56822386,1978-01-01T00:00:00Z,1983-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Alastair Turner Baillie,Q2830699,1983-01-01T00:00:00Z,1987-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Geoffrey Owen Whittaker,Q19624436,1987-01-01T00:00:00Z,1989-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Brian George John Canty,Q98146357,1989-01-01T00:00:00Z,1992-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Alan William Shave,Q98146364,1992-01-01T00:00:00Z,1995-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Alan Hoole,Q97066219,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Robert Harris,Q16105640,1996-01-01T00:00:00Z,2000-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Peter Johnston,Q10348943,2000-02-04T00:00:00Z,2004-07-29T00:00:00Z,,
AIA,Anguila,head_of_state,Alan Huckle,Q575354,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Andrew George,Q597765,2006-01-01T00:00:00Z,2009-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Alistair Harrison,Q4727292,2009-01-01T00:00:00Z,2013-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Christina Scott,Q19661213,2013-07-23T00:00:00Z,2017-01-01T00:00:00Z,,
AIA,Anguila,head_of_state,Tim Foy,Q39808026,2017-08-21T00:00:00Z,2020-12-30T00:00:00Z,,
AIA,Anguila,head_of_state,Dileeni Daniel-Selvaratnam,Q105315161,2021-01-18T00:00:00Z,2023-06-01T00:00:00Z,,
AIA,Anguila,head_of_state,Julia Catherine Crouch,Q122762528,2023-09-11T00:00:00Z,,,
ALA,Ilhas Aland,head_of_government,Katrin Sjögren,Q2269243,,,Liberals for Åland,
ALA,Ilhas Aland,head_of_government,Carl Björkman,Q2619665,1922-07-10T00:00:00Z,1938-12-30T00:00:00Z,,
ALA,Ilhas Aland,head_of_government,Viktor Strandfält,Q4443343,1938-12-30T00:00:00Z,1955-01-01T00:00:00Z,,
ALA,Ilhas Aland,head_of_government,Martin Isaksson,Q4203724,1967-03-28T00:00:00Z,1972-07-01T00:00:00Z,,
ALA,Ilhas Aland,head_of_government,Sune Eriksson,Q4532458,1988-04-20T00:00:00Z,1991-11-28T00:00:00Z,,
ALA,Ilhas Aland,head_of_government,Roger Jansson,Q2356536,1995-11-24T00:00:00Z,1999-12-03T00:00:00Z,Moderates of Åland,
ALA,Ilhas Aland,head_of_government,Roger Nordlund,Q713308,1999-12-03T00:00:00Z,2007-11-26T00:00:00Z,Åland Centre,
ALA,Ilhas Aland,head_of_government,Viveka Eriksson,Q451038,2007-11-26T00:00:00Z,2011-11-25T00:00:00Z,Åland Progress Group,
ALA,Ilhas Aland,head_of_government,Camilla Gunell,Q2270164,2011-11-25T00:00:00Z,2015-11-25T00:00:00Z,Åland Social Democrats,
ALA,Ilhas Aland,head_of_government,Katrin Sjögren,Q2269243,2015-11-25T00:00:00Z,2019-11-25T00:00:00Z,Liberals for Åland,
ALA,Ilhas Aland,head_of_government,Veronica Thörnroos,Q4982779,2019-11-25T00:00:00Z,2023-12-11T00:00:00Z,,
ALA,Ilhas Aland,head_of_government,Katrin Sjögren,Q2269243,2023-12-11T00:00:00Z,,Liberals for Åland,
ALB,Albânia,head_of_government,Edi Rama,Q316901,,,SP,
ALB,Albânia,head_of_government,Ismail Qemali,Q46932,1912-12-04T00:00:00Z,1914-01-22T00:00:00Z,,
ALB,Albânia,head_of_government,Fejzi Alizoti,Q997883,1914-01-22T00:00:00Z,1914-03-07T00:00:00Z,,
ALB,Albânia,head_of_government,Turhan Përmeti,Q719389,1914-03-15T00:00:00Z,1914-09-03T00:00:00Z,,
ALB,Albânia,head_of_government,Essad Toptani,Q366796,1914-10-05T00:00:00Z,1916-02-23T00:00:00Z,Young Turks,
ALB,Albânia,head_of_government,Turhan Përmeti,Q719389,1918-12-25T00:00:00Z,1920-01-29T00:00:00Z,,
ALB,Albânia,head_of_government,Ilias Bey Vrioni,Q731356,1920-11-19T00:00:00Z,1921-10-16T00:00:00Z,,
ALB,Albânia,head_of_government,Pandeli Evangjeli,Q897430,1921-10-16T00:00:00Z,1921-12-05T00:00:00Z,Ind.,
ALB,Albânia,head_of_government,Xhafer Ypi,Q520071,1922-01-01T00:00:00Z,1922-12-26T00:00:00Z,,
ALB,Albânia,head_of_government,Zog I da Albânia,Q60699,1922-12-26T00:00:00Z,1924-02-25T00:00:00Z,Ind.,
ALB,Albânia,head_of_government,Shefqet Verlaci,Q463851,1924-03-03T00:00:00Z,1924-05-27T00:00:00Z,Albanian Fascist Party,
ALB,Albânia,head_of_government,Ilias Bey Vrioni,Q731356,1924-05-27T00:00:00Z,1924-06-10T00:00:00Z,,
ALB,Albânia,head_of_government,Fan S. Noli,Q366307,1924-06-16T00:00:00Z,1924-12-23T00:00:00Z,,
ALB,Albânia,head_of_government,Ilias Bey Vrioni,Q731356,1924-12-24T00:00:00Z,1925-01-05T00:00:00Z,,
ALB,Albânia,head_of_government,Zog I da Albânia,Q60699,1925-01-06T00:00:00Z,1928-09-01T00:00:00Z,Ind.,
ALB,Albânia,head_of_government,Kostaq Kota,Q897425,1928-09-05T00:00:00Z,1930-03-05T00:00:00Z,,
ALB,Albânia,head_of_government,Pandeli Evangjeli,Q897430,1930-03-06T00:00:00Z,1935-10-16T00:00:00Z,Ind.,
ALB,Albânia,head_of_government,Mehdi Frashëri,Q223435,1935-10-21T00:00:00Z,1936-11-09T00:00:00Z,Balli Kombëtar,
ALB,Albânia,head_of_government,Kostaq Kota,Q897425,1936-11-09T00:00:00Z,1939-04-08T00:00:00Z,,
ALB,Albânia,head_of_government,Shefqet Verlaci,Q463851,1939-04-12T00:00:00Z,1941-12-04T00:00:00Z,Albanian Fascist Party,
ALB,Albânia,head_of_government,Rexhep Mitrovica,Q836500,1943-11-04T00:00:00Z,1944-06-16T00:00:00Z,Balli Kombëtar,
ALB,Albânia,head_of_government,Enver Hoxha,Q53783,1944-10-23T00:00:00Z,1954-07-19T00:00:00Z,Party of Labour of Albania,
ALB,Albânia,head_of_government,Mehmet Shehu,Q172213,1954-07-20T00:00:00Z,1981-12-17T00:00:00Z,Party of Labour of Albania,
ALB,Albânia,head_of_government,Adil Çarçani,Q357219,1981-12-18T00:00:00Z,1991-02-22T00:00:00Z,Party of Labour of Albania,
ALB,Albânia,head_of_government,Fatos Nano,Q311596,1991-02-28T00:00:00Z,1991-06-05T00:00:00Z,SP,
ALB,Albânia,head_of_government,Ylli Bufi,Q779674,1991-06-05T00:00:00Z,1991-12-10T00:00:00Z,SP,
ALB,Albânia,head_of_government,Bashkim Fino,Q809978,1997-03-11T00:00:00Z,1997-07-25T00:00:00Z,SP,
ALB,Albânia,head_of_government,Fatos Nano,Q311596,1997-07-25T00:00:00Z,1998-09-28T00:00:00Z,SP,
ALB,Albânia,head_of_government,Pandeli Majko,Q381214,1998-10-02T00:00:00Z,1999-10-29T00:00:00Z,SP,
ALB,Albânia,head_of_government,Ilir Meta,Q727132,1999-10-29T00:00:00Z,2002-02-22T00:00:00Z,SP,
ALB,Albânia,head_of_government,Pandeli Majko,Q381214,2002-02-22T00:00:00Z,2002-07-25T00:00:00Z,SP,
ALB,Albânia,head_of_government,Fatos Nano,Q311596,2002-07-31T00:00:00Z,2005-09-10T00:00:00Z,SP,
ALB,Albânia,head_of_government,Sali Berisha,Q57625,2005-09-11T00:00:00Z,2013-09-15T00:00:00Z,Party of Labour of Albania,
ALB,Albânia,head_of_government,Edi Rama,Q316901,2013-09-15T00:00:00Z,,SP,
ALB,Albânia,head_of_state,Ilir Meta,Q727132,2017-07-24T00:00:00Z,,SP,
ALB,Albânia,head_of_state,Bajram Begaj,Q107422711,2022-07-24T00:00:00Z,,Ind.,
ALB,Albânia,head_of_state,Zog I da Albânia,Q60699,1925-02-01T00:00:00Z,1928-09-01T00:00:00Z,Ind.,
ALB,Albânia,head_of_state,Omer Nishani,Q560630,1946-03-16T00:00:00Z,1953-08-01T00:00:00Z,Party of Labour of Albania,
ALB,Albânia,head_of_state,Haxhi Lleshi,Q212666,1953-08-01T00:00:00Z,1982-11-22T00:00:00Z,Party of Labour of Albania,
ALB,Albânia,head_of_state,Ramiz Alia,Q156833,1991-04-30T00:00:00Z,1992-04-09T00:00:00Z,SP,
ALB,Albânia,head_of_state,Sali Berisha,Q57625,1992-04-09T00:00:00Z,1997-07-24T00:00:00Z,Party of Labour of Albania,
ALB,Albânia,head_of_state,Rexhep Meidani,Q294250,1997-07-24T00:00:00Z,2002-07-24T00:00:00Z,SP,
ALB,Albânia,head_of_state,Alfred Moisiu,Q190889,2002-07-24T00:00:00Z,2007-07-24T00:00:00Z,Democratic Party of Albania,
ALB,Albânia,head_of_state,Bamir Topi,Q57300,2007-07-24T00:00:00Z,2012-07-24T00:00:00Z,New Democratic Spirit,
ALB,Albânia,head_of_state,Bujar Nishani,Q57526,2012-07-24T00:00:00Z,2017-07-24T00:00:00Z,Democratic Party of Albania,
ALB,Albânia,head_of_state,Ilir Meta,Q727132,2017-07-24T00:00:00Z,2022-07-24T00:00:00Z,SP,
AND,Andorra,head_of_government,Antoni Martí,Q24801,2011-05-12T00:00:00Z,2019-05-16T00:00:00Z,Liberal Party of Andorra,
AND,Andorra,head_of_government,Xavier Espot Zamora,Q21001195,2019-05-16T00:00:00Z,,Democrats for Andorra,
AND,Andorra,head_of_government,Òscar Ribas Reig,Q292884,1982-01-08T00:00:00Z,1984-05-21T00:00:00Z,Ind.,
AND,Andorra,head_of_government,Josep Pintat-Solans,Q72546,1984-05-21T00:00:00Z,1990-01-12T00:00:00Z,Conservative Party,
AND,Andorra,head_of_government,Òscar Ribas Reig,Q292884,1990-01-12T00:00:00Z,1994-12-07T00:00:00Z,Ind.,
AND,Andorra,head_of_government,Marc Forné Molné,Q365542,1994-12-07T00:00:00Z,2005-05-27T00:00:00Z,Liberal Party of Andorra,
AND,Andorra,head_of_government,Albert Pintat Santolària,Q312785,2005-05-27T00:00:00Z,2009-06-05T00:00:00Z,Liberal Party of Andorra,
AND,Andorra,head_of_government,Jaume Bartumeu Cassany,Q217598,2009-06-05T00:00:00Z,2011-05-12T00:00:00Z,Social Democratic Party,
AND,Andorra,head_of_state,Joan Enric Vives i Sicília,Q57473,2003-01-01T00:00:00Z,2025-01-01T00:00:00Z,,
AND,Andorra,head_of_state,Nicolas Sarkozy,Q329,2005-01-01T00:00:00Z,2012-01-01T00:00:00Z,Rally for the Republic,
AND,Andorra,head_of_state,François Hollande,Q157,2012-01-01T00:00:00Z,2017-01-01T00:00:00Z,Socialist Party,
AND,Andorra,head_of_state,Emmanuel Macron,Q3052772,2017-05-01T00:00:00Z,,Ind.,
AND,Andorra,head_of_state,Josep-Lluís Serrano Pentinat,Q93244592,2025-01-01T00:00:00Z,,,
AND,Andorra,head_of_state,"Roger-Bernard III, Count of Foix",Q633333,1278-01-01T00:00:00Z,1302-03-11T00:00:00Z,,
AND,Andorra,head_of_state,Pedro de Urtx,Q3375281,1278-01-01T00:00:00Z,1293-01-19T00:00:00Z,,
AND,Andorra,head_of_state,Guillem de Montcada,Q11924928,1295-12-26T00:00:00Z,1308-11-11T00:00:00Z,,
AND,Andorra,head_of_state,Gaston Ier de Foix-Béarn,Q726943,1302-01-01T00:00:00Z,1315-12-21T00:00:00Z,,
AND,Andorra,head_of_state,Ramon Trebaylla,Q55631158,1308-08-06T00:00:00Z,1326-05-20T00:00:00Z,,
AND,Andorra,head_of_state,Gaston II de Foix-Béarn,Q612148,1315-01-01T00:00:00Z,1343-10-04T00:00:00Z,,
AND,Andorra,head_of_state,Arnau de Llordà,Q55604220,1326-01-01T00:00:00Z,1341-01-01T00:00:00Z,,
AND,Andorra,head_of_state,Peter of Narbonne,Q69818334,1341-12-25T00:00:00Z,1347-01-01T00:00:00Z,,
AND,Andorra,head_of_state,Gastão III Febus,Q386816,1343-10-04T00:00:00Z,1391-08-09T00:00:00Z,,
AND,Andorra,head_of_state,Nicola Capocci,Q881087,1348-06-21T00:00:00Z,1350-12-25T00:00:00Z,,
AND,Andorra,head_of_state,Hugo Desbach,Q64763202,1351-11-02T00:00:00Z,1361-02-28T00:00:00Z,,
AND,Andorra,head_of_state,Guillem Arnau i Patau,Q61740881,1361-01-01T00:00:00Z,1364-01-01T00:00:00Z,,
AND,Andorra,head_of_state,Pere de Luna,Q108524069,1365-02-18T00:00:00Z,1370-09-28T00:00:00Z,,
AND,Andorra,head_of_state,Berenguer de Eril,Q61442877,1370-09-28T00:00:00Z,1387-05-11T00:00:00Z,,
AND,Andorra,head_of_state,Galcerand de Vilanova,Q16819619,1388-03-19T00:00:00Z,1396-01-01T00:00:00Z,,"Invasion of Matthew, Count of Foix"
AND,Andorra,head_of_state,Mateus I,Q562433,1391-08-09T00:00:00Z,1396-01-01T00:00:00Z,,"Invasion of Matthew, Count of Foix"
AND,Andorra,head_of_state,Mateus I,Q562433,1396-01-01T00:00:00Z,1398-08-01T00:00:00Z,,
AND,Andorra,head_of_state,Galcerand de Vilanova,Q16819619,1396-01-01T00:00:00Z,1415-04-24T00:00:00Z,,
AND,Andorra,head_of_state,Arquibaldo de Grailly,Q632403,1398-01-01T00:00:00Z,1412-01-01T00:00:00Z,,
AND,Andorra,head_of_state,Isabel de Castelbo,Q279418,1398-08-01T00:00:00Z,1413-01-01T00:00:00Z,,
AND,Andorra,head_of_state,"João I, Conde de Foix",Q879187,1413-01-01T00:00:00Z,1436-05-13T00:00:00Z,,
AND,Andorra,head_of_state,Francesc de Tovia,Q16206219,1416-01-01T00:00:00Z,1436-01-01T00:00:00Z,,
AND,Andorra,head_of_state,"Gastão IV, Conde de Foix",Q372977,1436-05-13T00:00:00Z,1472-08-03T00:00:00Z,,
AND,Andorra,head_of_state,Arnau Roger de Pallars,Q15947475,1436-07-28T00:00:00Z,1461-08-25T00:00:00Z,,
AND,Andorra,head_of_state,Jaime Cardona,Q2535785,1461-10-02T00:00:00Z,1466-12-10T00:00:00Z,,
AND,Andorra,head_of_state,Roderic de Borja i Escrivà,Q11835074,1467-12-06T00:00:00Z,1472-12-20T00:00:00Z,,
AND,Andorra,head_of_state,Francisco I de Foix,Q363572,1472-01-01T00:00:00Z,1483-01-01T00:00:00Z,,
AND,Andorra,head_of_state,Pedro Folc de Cardona,Q3904360,1472-12-20T00:00:00Z,1512-01-01T00:00:00Z,,anexação
AND,Andorra,head_of_state,Catarina de Foix,Q236896,1483-02-08T00:00:00Z,1512-01-01T00:00:00Z,,Coroa de Aragão
AND,Andorra,head_of_state,Catarina de Foix,Q236896,1513-01-01T00:00:00Z,1517-02-22T00:00:00Z,,
AND,Andorra,head_of_state,Pedro Folc de Cardona,Q3904360,1513-01-01T00:00:00Z,1515-01-18T00:00:00Z,,
AND,Andorra,head_of_state,Joan d'Espés,Q20003480,1515-04-28T00:00:00Z,1530-11-03T00:00:00Z,,
AND,Andorra,head_of_state,Henrique II de Navarra,Q317506,1517-02-22T00:00:00Z,1555-06-04T00:00:00Z,,
AND,Andorra,head_of_state,Pedro Jordán de Urríes,Q61898689,1532-05-25T00:00:00Z,1533-01-20T00:00:00Z,,
AND,Andorra,head_of_state,Francisco de Urríes,Q23620254,1534-06-18T00:00:00Z,1551-11-05T00:00:00Z,,
AND,Andorra,head_of_state,Miquel Despuig,Q11936956,1552-11-01T00:00:00Z,1556-04-23T00:00:00Z,,
AND,Andorra,head_of_state,Joana III de Navarra,Q229286,1555-06-04T00:00:00Z,1572-06-19T00:00:00Z,,
AND,Andorra,head_of_state,Juan García Pérez y Oliván,Q61897210,1556-05-04T00:00:00Z,1560-10-03T00:00:00Z,,
AND,Andorra,head_of_state,Pere de Castellet d'Icard,Q61748795,1561-08-18T00:00:00Z,1571-02-11T00:00:00Z,,
AND,Andorra,head_of_state,Henrique IV de França,Q936976,1572-06-19T00:00:00Z,1610-05-14T00:00:00Z,,
AND,Andorra,head_of_state,Juan Dimas Lloris,Q5931395,1572-06-19T00:00:00Z,1576-07-14T00:00:00Z,,
AND,Andorra,head_of_state,Miquel Jeroni Morell,Q11936920,1578-03-03T00:00:00Z,1579-09-02T00:00:00Z,,
AND,Andorra,head_of_state,Hug Ambròs de Montcada,Q61982478,1580-05-19T00:00:00Z,1586-12-08T00:00:00Z,,
AND,Andorra,head_of_state,Andrés Capella,Q4212873,1588-01-29T00:00:00Z,1609-09-22T00:00:00Z,,
AND,Andorra,head_of_state,Luís XIII de França,Q737533,1610-05-14T00:00:00Z,1643-05-14T00:00:00Z,,
AND,Andorra,head_of_state,Bernat de Salbà i de Salbà,Q62522762,1610-05-26T00:00:00Z,1620-02-24T00:00:00Z,,
AND,Andorra,head_of_state,Q9025037,Q9025037,1622-08-08T00:00:00Z,1627-01-03T00:00:00Z,,
AND,Andorra,head_of_state,Antonio Pérez,Q27824292,1627-05-17T00:00:00Z,1633-02-21T00:00:00Z,,
AND,Andorra,head_of_state,Pau Duran,Q20101436,1634-01-09T00:00:00Z,1651-02-01T00:00:00Z,,
AND,Andorra,head_of_state,Luís XIV de França,Q7742,1643-05-14T00:00:00Z,1715-09-01T00:00:00Z,,
AND,Andorra,head_of_state,Llorenç Barutell i Puigmarí,Q60582704,1651-02-01T00:00:00Z,1659-01-01T00:00:00Z,,
AND,Andorra,head_of_state,Juan Manuel de Espinosa,Q16027545,1653-05-25T00:00:00Z,1663-11-26T00:00:00Z,,
AND,Andorra,head_of_state,Melcior de Palau i Boscà,Q17301516,1664-04-04T00:00:00Z,1670-04-29T00:00:00Z,,
AND,Andorra,head_of_state,Pedro de Copons i de Teixidor,Q61439140,1670-12-22T00:00:00Z,1681-03-16T00:00:00Z,,
AND,Andorra,head_of_state,Joan Baptista Desbach i Martorell,Q21402392,1682-02-16T00:00:00Z,1688-08-16T00:00:00Z,,
AND,Andorra,head_of_state,Oleguer de Montserrat i Rufet,Q19301354,1689-05-23T00:00:00Z,1694-10-19T00:00:00Z,,
AND,Andorra,head_of_state,Francesc Julià Cano i Thebar,Q36033725,1695-07-04T00:00:00Z,1714-01-17T00:00:00Z,,
AND,Andorra,head_of_state,Simeó de Guinda i Apeztegui,Q35946084,1714-09-17T00:00:00Z,1737-08-27T00:00:00Z,,
AND,Andorra,head_of_state,Jorge Curado y Torreblanca,Q36208465,1738-05-05T00:00:00Z,1747-05-12T00:00:00Z,,
AND,Andorra,head_of_state,Sebastián de Emparan,Q6123037,1747-05-15T00:00:00Z,1756-10-02T00:00:00Z,,
AND,Andorra,head_of_state,Francesc Josep Catalán de Ocón,Q16853861,1757-03-28T00:00:00Z,1762-09-08T00:00:00Z,,
AND,Andorra,head_of_state,Francesc Fernández de Xátiva y Contreras,Q16205948,1763-03-21T00:00:00Z,1771-04-22T00:00:00Z,,
AND,Andorra,head_of_state,Joaquín de Santiyán y Valdivieso,Q16206687,1771-10-03T00:00:00Z,1779-03-01T00:00:00Z,,
AND,Andorra,head_of_state,Luís XVI de França,Q7732,1774-05-10T00:00:00Z,1792-08-10T00:00:00Z,,
AND,Andorra,head_of_state,Juan de García y Montenegro,Q3810936,1780-09-18T00:00:00Z,1783-05-23T00:00:00Z,,
AND,Andorra,head_of_state,Josep de Boltas,Q1149286,1785-02-14T00:00:00Z,1795-12-08T00:00:00Z,,
AND,Andorra,head_of_state,Francesc Antoni de la Dueña y Cisneros,Q559215,1797-07-24T00:00:00Z,1812-01-26T00:00:00Z,,Primeiro Império Francês
AND,Andorra,head_of_state,Napoleão Bonaparte,Q517,1806-01-01T00:00:00Z,1812-01-26T00:00:00Z,,Sègre
AND,Andorra,head_of_state,Francesc Antoni de la Dueña y Cisneros,Q559215,1814-05-30T00:00:00Z,1816-09-23T00:00:00Z,,
AND,Andorra,head_of_state,Luís XVIII de França,Q7750,1814-05-30T00:00:00Z,1815-03-20T00:00:00Z,,
AND,Andorra,head_of_state,Napoleão Bonaparte,Q517,1815-03-20T00:00:00Z,1815-06-22T00:00:00Z,,
AND,Andorra,head_of_state,Napoleão II de França,Q7723,1815-06-22T00:00:00Z,1815-07-07T00:00:00Z,,
AND,Andorra,head_of_state,Luís XVIII de França,Q7750,1815-07-08T00:00:00Z,1824-09-16T00:00:00Z,,
AND,Andorra,head_of_state,Bernardo Francés y Caballero,Q5726757,1817-05-26T00:00:00Z,1824-08-23T00:00:00Z,,
