iso3,country,role,person,person_qid,start,end,party,end_cause
ISL,Islândia,head_of_government,Jóhanna Sigurðardóttir,Q57772,2009-02-01T00:00:00Z,2013-05-23T00:00:00Z,Social Democratic Alliance,
ISL,Islândia,head_of_government,Sigmundur Davíð Gunnlaugsson,Q463588,2013-05-23T00:00:00Z,2016-04-07T00:00:00Z,Progressive Party,
ISL,Islândia,head_of_government,Sigurdur Ingi Jóhannsson,Q201075,2016-04-07T00:00:00Z,2017-01-11T00:00:00Z,Progressive Party,
ISL,Islândia,head_of_state,Ólafur Ragnar Grímsson,Q57284,1996-08-01T00:00:00Z,2016-07-31T00:00:00Z,Progressive Party,
ISL,Islândia,head_of_state,Guðni Jóhannesson,Q24045706,2016-08-01T00:00:00Z,2024-07-31T00:00:00Z,,
ISL,Islândia,head_of_state,Halla Tómasdóttir,Q24494577,2024-08-01T00:00:00Z,,Ind.,
ISL,Islândia,head_of_state,Sveinn Björnsson,Q207206,1944-06-17T00:00:00Z,1952-07-31T00:00:00Z,,
ISL,Islândia,head_of_state,Ásgeir Ásgeirsson,Q217848,1952-08-01T00:00:00Z,1968-07-31T00:00:00Z,Progressive Party,
ISL,Islândia,head_of_state,Kristján Eldjárn,Q310396,1968-08-01T00:00:00Z,1980-07-31T00:00:00Z,Ind.,
ISL,Islândia,head_of_state,Vigdís Finnbogadóttir,Q189797,1980-08-01T00:00:00Z,1996-07-31T00:00:00Z,Independence Party,
ISR,Israel,head_of_government,David Ben-Gurion,Q37610,1948-05-17T00:00:00Z,1954-01-26T00:00:00Z,Mapai,
ISR,Israel,head_of_government,Moshe Sharett,Q208477,1954-01-26T00:00:00Z,1955-11-03T00:00:00Z,Mapai,
ISR,Israel,head_of_government,David Ben-Gurion,Q37610,1955-11-03T00:00:00Z,1963-06-26T00:00:00Z,Mapai,
ISR,Israel,head_of_government,Levi Eshkol,Q191123,1963-06-26T00:00:00Z,1969-02-26T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_government,Golda Meir,Q42992,1969-03-17T00:00:00Z,1974-06-03T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_government,Yitzhak Rabin,Q34060,1974-06-03T00:00:00Z,1977-06-20T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_government,Menachem Begin,Q130873,1977-06-20T00:00:00Z,1983-10-10T00:00:00Z,Likud,
ISR,Israel,head_of_government,Shimon Peres,Q57410,1984-09-13T00:00:00Z,1986-10-20T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_government,Yitzhak Shamir,Q184351,1986-10-20T00:00:00Z,1992-07-13T00:00:00Z,Likud,
ISR,Israel,head_of_government,Yitzhak Rabin,Q34060,1992-07-13T00:00:00Z,1995-11-04T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_government,Shimon Peres,Q57410,1995-11-04T00:00:00Z,1996-06-18T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_government,Benjamin Netanyahu,Q43723,1996-06-18T00:00:00Z,1999-07-06T00:00:00Z,Likud,
ISR,Israel,head_of_government,Ehud Barak,Q125731,1999-07-06T00:00:00Z,2001-03-07T00:00:00Z,Democratic Israel,
ISR,Israel,head_of_government,Ariel Sharon,Q60206,2001-03-07T00:00:00Z,2006-04-14T00:00:00Z,Likud,
ISR,Israel,head_of_government,Ehud Olmert,Q93181,2006-04-14T00:00:00Z,2009-03-31T00:00:00Z,Likud,
ISR,Israel,head_of_government,Benjamin Netanyahu,Q43723,2009-03-31T00:00:00Z,2021-06-13T00:00:00Z,Likud,
ISR,Israel,head_of_government,Naftali Bennett,Q39318,2021-06-13T00:00:00Z,2022-07-01T00:00:00Z,New Right,
ISR,Israel,head_of_government,Yair Lapid,Q1396120,2022-07-01T00:00:00Z,2022-12-29T00:00:00Z,There Is A Future,
ISR,Israel,head_of_government,Benjamin Netanyahu,Q43723,2022-12-29T00:00:00Z,,Likud,
ISR,Israel,head_of_state,David Ben-Gurion,Q37610,1948-05-14T00:00:00Z,1948-05-16T00:00:00Z,Rafi,
ISR,Israel,head_of_state,Chaim Weizmann,Q172183,1948-05-16T00:00:00Z,1949-02-17T00:00:00Z,General Zionists,
ISR,Israel,head_of_state,Chaim Weizmann,Q172183,1949-02-17T00:00:00Z,1952-11-09T00:00:00Z,General Zionists,morte em funções
ISR,Israel,head_of_state,Yosef Sprinzak,Q974766,1952-11-09T00:00:00Z,1952-12-10T00:00:00Z,The Young Worker,
ISR,Israel,head_of_state,Yitzhak Ben-Zvi,Q128894,1952-12-16T00:00:00Z,1963-04-23T00:00:00Z,Mapai,morte em funções
ISR,Israel,head_of_state,Kadish Luz,Q1720966,1963-04-24T00:00:00Z,1963-05-21T00:00:00Z,Alignment,
ISR,Israel,head_of_state,Zalman Shazar,Q299100,1963-05-21T00:00:00Z,1973-05-24T00:00:00Z,Mapai,
ISR,Israel,head_of_state,Ephraim Katzir,Q110330,1973-05-24T00:00:00Z,1978-05-29T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_state,Isaac Navón,Q311583,1978-05-29T00:00:00Z,1983-05-05T00:00:00Z,Rafi,
ISR,Israel,head_of_state,Chaim Herzog,Q295141,1983-05-05T00:00:00Z,1993-05-13T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_state,Ezer Weizman,Q128911,1993-05-13T00:00:00Z,2000-07-13T00:00:00Z,Likud,renúncia
ISR,Israel,head_of_state,Avraham Burg,Q736237,2000-07-12T00:00:00Z,2000-08-01T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_state,Moshe Katsav,Q181832,2000-08-01T00:00:00Z,2007-07-01T00:00:00Z,Likud,renúncia
ISR,Israel,head_of_state,Dalia Itzik,Q234190,2007-01-07T00:00:00Z,2007-07-18T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_state,Shimon Peres,Q57410,2007-07-15T00:00:00Z,2014-07-24T00:00:00Z,Partido Trabalhista,
ISR,Israel,head_of_state,Reuven Rivlin,Q455854,2014-07-24T00:00:00Z,2021-07-07T00:00:00Z,Likud,
ISR,Israel,head_of_state,Isaac Herzog,Q983258,2021-07-07T00:00:00Z,,Partido Trabalhista,
ITA,Itália,head_of_government,Alcide De Gasperi,Q153832,1946-07-14T00:00:00Z,1947-02-02T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Alcide De Gasperi,Q153832,1947-02-02T00:00:00Z,1947-06-01T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Alcide De Gasperi,Q153832,1947-06-01T00:00:00Z,1948-05-24T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Alcide De Gasperi,Q153832,1948-05-24T00:00:00Z,1950-01-27T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Alcide De Gasperi,Q153832,1950-01-27T00:00:00Z,1951-07-26T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Alcide De Gasperi,Q153832,1951-07-26T00:00:00Z,1953-07-16T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Alcide De Gasperi,Q153832,1953-07-16T00:00:00Z,1953-08-17T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giuseppe Pella,Q320963,1953-08-17T00:00:00Z,1954-01-18T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Amintore Fanfani,Q273228,1954-01-18T00:00:00Z,1954-02-10T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Mario Scelba,Q367342,1954-02-10T00:00:00Z,1955-07-06T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Antonio Segni,Q1240,1955-07-06T00:00:00Z,1957-05-19T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Adone Zoli,Q366104,1957-05-19T00:00:00Z,1958-07-01T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Amintore Fanfani,Q273228,1958-07-01T00:00:00Z,1959-02-15T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Antonio Segni,Q1240,1959-02-15T00:00:00Z,1960-03-25T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Fernando Tambroni,Q314004,1960-03-25T00:00:00Z,1960-07-26T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Amintore Fanfani,Q273228,1960-07-26T00:00:00Z,1962-02-21T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Amintore Fanfani,Q273228,1962-02-21T00:00:00Z,1963-06-21T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giovanni Leone,Q1235,1963-06-21T00:00:00Z,1963-12-04T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Aldo Moro,Q171834,1963-12-04T00:00:00Z,1964-07-22T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Aldo Moro,Q171834,1964-07-22T00:00:00Z,1966-02-23T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Aldo Moro,Q171834,1966-02-23T00:00:00Z,1968-06-24T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giovanni Leone,Q1235,1968-06-24T00:00:00Z,1968-12-12T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Mariano Rumor,Q316288,1968-12-12T00:00:00Z,1969-08-05T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Mariano Rumor,Q316288,1969-08-05T00:00:00Z,1970-03-27T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Mariano Rumor,Q316288,1970-03-27T00:00:00Z,1970-08-06T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Emilio Colombo,Q312058,1970-08-06T00:00:00Z,1972-02-17T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giulio Andreotti,Q50005,1972-02-17T00:00:00Z,1972-06-26T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giulio Andreotti,Q50005,1972-06-26T00:00:00Z,1973-07-07T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Mariano Rumor,Q316288,1973-07-07T00:00:00Z,1974-03-14T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Mariano Rumor,Q316288,1974-03-14T00:00:00Z,1974-11-23T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Aldo Moro,Q171834,1974-11-23T00:00:00Z,1976-02-12T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Aldo Moro,Q171834,1976-02-12T00:00:00Z,1976-07-29T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giulio Andreotti,Q50005,1976-07-29T00:00:00Z,1978-03-01T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giulio Andreotti,Q50005,1978-03-11T00:00:00Z,1979-03-20T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giulio Andreotti,Q50005,1979-03-20T00:00:00Z,1979-08-04T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Francesco Cossiga,Q1230,1979-08-04T00:00:00Z,1980-04-04T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Francesco Cossiga,Q1230,1980-04-04T00:00:00Z,1980-10-18T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Arnaldo Forlani,Q434786,1980-10-18T00:00:00Z,1981-06-28T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giovanni Spadolini,Q332709,1981-06-28T00:00:00Z,1982-08-23T00:00:00Z,Italian Republican Party,
ITA,Itália,head_of_government,Giovanni Spadolini,Q332709,1982-08-23T00:00:00Z,1982-12-01T00:00:00Z,Italian Republican Party,
ITA,Itália,head_of_government,Amintore Fanfani,Q273228,1982-12-01T00:00:00Z,1983-08-04T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Bettino Craxi,Q192818,1983-08-04T00:00:00Z,1986-08-01T00:00:00Z,Italian Socialist Party,
ITA,Itália,head_of_government,Bettino Craxi,Q192818,1986-08-01T00:00:00Z,1987-04-17T00:00:00Z,Italian Socialist Party,
ITA,Itália,head_of_government,Amintore Fanfani,Q273228,1987-04-17T00:00:00Z,1987-07-28T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giovanni Goria,Q336259,1987-07-28T00:00:00Z,1988-04-13T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Ciriaco de Mita,Q316226,1988-04-13T00:00:00Z,1989-07-22T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giulio Andreotti,Q50005,1989-07-22T00:00:00Z,1991-04-12T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giulio Andreotti,Q50005,1991-04-12T00:00:00Z,1992-06-28T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Giuliano Amato,Q202209,1992-06-28T00:00:00Z,1993-04-28T00:00:00Z,Democratic Party,
ITA,Itália,head_of_government,Carlo Azeglio Ciampi,Q1224,1993-04-28T00:00:00Z,1994-05-10T00:00:00Z,Action Party,
ITA,Itália,head_of_government,Silvio Berlusconi,Q11860,1994-05-10T00:00:00Z,1995-01-17T00:00:00Z,Forza Italia,
ITA,Itália,head_of_government,Lamberto Dini,Q208100,1995-01-17T00:00:00Z,1996-05-17T00:00:00Z,The People of Freedom,
ITA,Itália,head_of_government,Romano Prodi,Q38484,1996-05-17T00:00:00Z,1998-10-21T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Massimo d'Alema,Q47602,1998-10-21T00:00:00Z,1999-12-22T00:00:00Z,Democratic Party,
ITA,Itália,head_of_government,Massimo d'Alema,Q47602,1999-12-22T00:00:00Z,2000-04-25T00:00:00Z,Democratic Party,
ITA,Itália,head_of_government,Giuliano Amato,Q202209,2000-04-25T00:00:00Z,2001-06-11T00:00:00Z,Democratic Party,
ITA,Itália,head_of_government,Silvio Berlusconi,Q11860,2001-06-11T00:00:00Z,2005-04-23T00:00:00Z,Forza Italia,
ITA,Itália,head_of_government,Silvio Berlusconi,Q11860,2005-04-23T00:00:00Z,2006-05-17T00:00:00Z,Forza Italia,
ITA,Itália,head_of_government,Romano Prodi,Q38484,2006-05-17T00:00:00Z,2008-05-08T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_government,Silvio Berlusconi,Q11860,2008-05-08T00:00:00Z,2011-11-16T00:00:00Z,Forza Italia,
ITA,Itália,head_of_government,Mario Monti,Q47904,2011-11-16T00:00:00Z,2013-04-28T00:00:00Z,Civic Choice,
ITA,Itália,head_of_government,Enrico Letta,Q674957,2013-04-28T00:00:00Z,2014-02-22T00:00:00Z,Democratic Party,
ITA,Itália,head_of_government,Matteo Renzi,Q47563,2014-02-22T00:00:00Z,2016-12-12T00:00:00Z,Italy Alive,
ITA,Itália,head_of_government,Paolo Gentiloni,Q1071031,2016-12-12T00:00:00Z,2018-06-01T00:00:00Z,Democratic Party,
ITA,Itália,head_of_government,Giuseppe Conte,Q53844829,2018-06-01T00:00:00Z,2021-02-13T00:00:00Z,Five Star Movement,
ITA,Itália,head_of_government,Mario Draghi,Q294460,2021-02-13T00:00:00Z,2022-10-22T00:00:00Z,Ind.,
ITA,Itália,head_of_government,Giorgia Meloni,Q451791,2022-10-22T00:00:00Z,,Brothers of Italy,
ITA,Itália,head_of_state,Alcide De Gasperi,Q153832,1946-06-13T00:00:00Z,1946-06-30T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_state,Enrico De Nicola,Q1245,1946-07-01T00:00:00Z,1948-05-12T00:00:00Z,Italian Liberal Party,
ITA,Itália,head_of_state,Luigi Einaudi,Q1242,1948-05-12T00:00:00Z,1955-05-11T00:00:00Z,Italian Liberal Party,
ITA,Itália,head_of_state,Giovanni Gronchi,Q1241,1955-05-11T00:00:00Z,1962-05-11T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_state,Antonio Segni,Q1240,1962-05-11T00:00:00Z,1964-12-06T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_state,Giuseppe Saragat,Q1238,1964-12-29T00:00:00Z,1971-12-29T00:00:00Z,Italian Democratic Socialist Party,
ITA,Itália,head_of_state,Giovanni Leone,Q1235,1971-12-29T00:00:00Z,1978-06-15T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_state,Sandro Pertini,Q1233,1978-07-09T00:00:00Z,1985-06-29T00:00:00Z,Italian Socialist Party,
ITA,Itália,head_of_state,Francesco Cossiga,Q1230,1985-07-03T00:00:00Z,1992-04-28T00:00:00Z,Christian Democracy,
ITA,Itália,head_of_state,Oscar Luigi Scalfaro,Q1228,1992-05-28T00:00:00Z,1999-05-15T00:00:00Z,Democratic Party,
ITA,Itália,head_of_state,Carlo Azeglio Ciampi,Q1224,1999-05-18T00:00:00Z,2006-05-15T00:00:00Z,Action Party,
ITA,Itália,head_of_state,Giorgio Napolitano,Q1220,2006-05-15T00:00:00Z,2015-01-14T00:00:00Z,Ind.,
ITA,Itália,head_of_state,Sergio Mattarella,Q3956186,2015-02-03T00:00:00Z,,Democratic Party,
JAM,Jamaica,head_of_government,Andrew Holness,Q505200,,,Jamaica Labour Party,
JAM,Jamaica,head_of_government,Alexander Bustamante,Q265034,1962-04-29T00:00:00Z,1967-02-23T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_government,Donald Sangster,Q1240351,1967-02-23T00:00:00Z,1967-04-11T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_government,Hugh Shearer,Q982324,1967-04-11T00:00:00Z,1972-03-02T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_government,Michael Manley,Q365395,1972-03-02T00:00:00Z,1980-11-01T00:00:00Z,People's National Party,
JAM,Jamaica,head_of_government,Edward Seaga,Q470950,1980-11-01T00:00:00Z,1989-02-10T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_government,P. J. Patterson,Q109130,1992-03-30T00:00:00Z,2006-03-30T00:00:00Z,People's National Party,
JAM,Jamaica,head_of_government,Portia Simpson-Miller,Q57597,2006-03-30T00:00:00Z,2007-09-11T00:00:00Z,People's National Party,
JAM,Jamaica,head_of_government,Bruce Golding,Q315662,2007-09-11T00:00:00Z,2011-10-23T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_government,Andrew Holness,Q505200,2011-10-23T00:00:00Z,2012-01-05T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_government,Portia Simpson-Miller,Q57597,2012-01-05T00:00:00Z,2016-03-03T00:00:00Z,People's National Party,
JAM,Jamaica,head_of_government,Andrew Holness,Q505200,2016-03-03T00:00:00Z,,Jamaica Labour Party,
JAM,Jamaica,head_of_state,Isabel II do Reino Unido,Q9682,1952-02-06T00:00:00Z,2022-09-08T00:00:00Z,,
JAM,Jamaica,head_of_state,Carlos III do Reino Unido,Q43274,2022-09-08T00:00:00Z,,,
JAM,Jamaica,head_of_state,Edward Zacca,Q1294179,,,,
JAM,Jamaica,head_of_state,Kenneth Blackburne,Q3366368,,,,
JAM,Jamaica,head_of_state,Kenneth Blackburne,Q3366368,1962-08-06T00:00:00Z,1962-11-30T00:00:00Z,,
JAM,Jamaica,head_of_state,Isabel II do Reino Unido,Q9682,1962-08-06T00:00:00Z,2022-09-08T00:00:00Z,,
JAM,Jamaica,head_of_state,Clifford Campbell,Q339040,1962-12-01T00:00:00Z,1973-03-02T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_state,Herbert Duffus,Q3511502,1973-03-02T00:00:00Z,1973-06-27T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_state,Florizel Glasspole,Q1430193,1973-06-27T00:00:00Z,1991-03-31T00:00:00Z,People's National Party,
JAM,Jamaica,head_of_state,Edward Zacca,Q1294179,1991-03-31T00:00:00Z,1991-08-01T00:00:00Z,,
JAM,Jamaica,head_of_state,Howard Cooke,Q1371514,1991-08-01T00:00:00Z,2006-02-15T00:00:00Z,Jamaica Labour Party,
JAM,Jamaica,head_of_state,Kenneth O. Hall,Q548609,2006-02-15T00:00:00Z,2009-02-26T00:00:00Z,,
JAM,Jamaica,head_of_state,Patrick Allen,Q109147,2009-02-26T00:00:00Z,,,
JEY,Jersey,head_of_government,John Le Fondré,Q16196549,,,Jersey Alliance,
JEY,Jersey,head_of_government,Frank Walker,Q3082431,2005-12-08T00:00:00Z,2008-12-12T00:00:00Z,,
JEY,Jersey,head_of_government,Terry Le Sueur,Q1268367,2008-12-12T00:00:00Z,2011-11-18T00:00:00Z,,
JEY,Jersey,head_of_government,Ian Gorst,Q5015992,2011-11-18T00:00:00Z,2018-06-07T00:00:00Z,Ind.,
JEY,Jersey,head_of_government,John Le Fondré,Q16196549,2018-06-07T00:00:00Z,2022-07-12T00:00:00Z,Jersey Alliance,
JEY,Jersey,head_of_government,Kristina Moore,Q6438257,2022-07-12T00:00:00Z,,,
JEY,Jersey,head_of_state,Carlos III do Reino Unido,Q43274,2022-09-08T00:00:00Z,,,
JEY,Jersey,head_of_state,Jorge V do Reino Unido,Q269412,1927-04-12T00:00:00Z,1936-01-20T00:00:00Z,,
JEY,Jersey,head_of_state,Eduardo VIII do Reino Unido,Q590227,1936-01-20T00:00:00Z,1936-12-11T00:00:00Z,,crise da abdicação de Eduardo VIII
JEY,Jersey,head_of_state,Jorge VI do Reino Unido,Q280856,1936-12-11T00:00:00Z,1952-02-06T00:00:00Z,,
JEY,Jersey,head_of_state,Isabel II do Reino Unido,Q9682,1952-02-06T00:00:00Z,2022-09-08T00:00:00Z,,
JOR,Jordânia,head_of_government,Abdullah Ensour,Q34426,2012-10-10T00:00:00Z,2016-06-01T00:00:00Z,,
JOR,Jordânia,head_of_government,Hani al-Mulki,Q5648173,2016-06-01T00:00:00Z,2018-06-14T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Omar Razzaz,Q29512679,2018-06-14T00:00:00Z,2020-10-07T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Bisher Al-Khasawneh,Q63441935,2020-10-07T00:00:00Z,,,
JOR,Jordânia,head_of_government,Fawzi al-Mulki,Q3432643,,,Ind.,
JOR,Jordânia,head_of_government,Bahjat Talhouni,Q514356,,,,
JOR,Jordânia,head_of_government,Sa`id al-Mufti,Q979812,,,,
JOR,Jordânia,head_of_government,Ibrahim Hashem,Q1655980,,,,
JOR,Jordânia,head_of_government,Ahmad Obeidat,Q2509618,,,,
JOR,Jordânia,head_of_government,Rashid Ṭaliʽa,Q282467,1921-04-11T00:00:00Z,1921-06-23T00:00:00Z,,
JOR,Jordânia,head_of_government,Rashid Ṭaliʽa,Q282467,1921-07-05T00:00:00Z,1921-08-05T00:00:00Z,,
JOR,Jordânia,head_of_government,Tawfik Abu al-Huda,Q2096713,1938-09-28T00:00:00Z,1944-10-15T00:00:00Z,,
JOR,Jordânia,head_of_government,Tawfik Abu al-Huda,Q2096713,1947-12-28T00:00:00Z,1950-04-12T00:00:00Z,,
JOR,Jordânia,head_of_government,Tawfik Abu al-Huda,Q2096713,1951-07-25T00:00:00Z,1953-05-05T00:00:00Z,,
JOR,Jordânia,head_of_government,Tawfik Abu al-Huda,Q2096713,1954-05-04T00:00:00Z,1955-05-30T00:00:00Z,,
JOR,Jordânia,head_of_government,Hazza' Majali,Q4166555,1955-12-15T00:00:00Z,1955-12-21T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Hazza' Majali,Q4166555,1959-05-06T00:00:00Z,1960-08-29T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Wasfi al-Tal,Q1033917,1962-01-28T00:00:00Z,1963-03-27T00:00:00Z,,
JOR,Jordânia,head_of_government,Wasfi al-Tal,Q1033917,1965-02-14T00:00:00Z,1967-03-04T00:00:00Z,,
JOR,Jordânia,head_of_government,Wasfi al-Tal,Q1033917,1970-10-28T00:00:00Z,1971-11-28T00:00:00Z,,
JOR,Jordânia,head_of_government,Zaid al-Rifai,Q144271,1973-05-26T00:00:00Z,1976-07-13T00:00:00Z,,
JOR,Jordânia,head_of_government,Mudar Badran,Q696952,1976-07-13T00:00:00Z,1979-12-19T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Mudar Badran,Q696952,1980-08-28T00:00:00Z,1984-01-10T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Zaid al-Rifai,Q144271,1985-04-04T00:00:00Z,1989-04-27T00:00:00Z,,
JOR,Jordânia,head_of_government,Mudar Badran,Q696952,1989-12-07T00:00:00Z,1991-06-19T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Taher Masri,Q2067182,1991-06-19T00:00:00Z,1991-11-21T00:00:00Z,,
JOR,Jordânia,head_of_government,Abdelsalam al-Majali,Q2663816,1993-05-30T00:00:00Z,1995-01-07T00:00:00Z,,
JOR,Jordânia,head_of_government,Abdelsalam al-Majali,Q2663816,1997-09-09T00:00:00Z,1998-02-20T00:00:00Z,,
JOR,Jordânia,head_of_government,Fayez al-Tarawneh,Q512535,1998-02-20T00:00:00Z,1999-03-04T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Abdelraouf Rawabdeh,Q2067199,1999-03-04T00:00:00Z,2000-06-19T00:00:00Z,,
JOR,Jordânia,head_of_government,Ali Abu al-Ragheb,Q2509606,2000-06-19T00:00:00Z,2002-01-14T00:00:00Z,,
JOR,Jordânia,head_of_government,Ali Abu al-Ragheb,Q2509606,2002-01-14T00:00:00Z,2003-07-20T00:00:00Z,,
JOR,Jordânia,head_of_government,Ali Abu al-Ragheb,Q2509606,2003-07-21T00:00:00Z,2003-10-22T00:00:00Z,,
JOR,Jordânia,head_of_government,Faisal Al-Fayez,Q1393504,2003-10-25T00:00:00Z,2005-04-06T00:00:00Z,,
JOR,Jordânia,head_of_government,Adnan Badran,Q359372,2005-04-06T00:00:00Z,2005-11-27T00:00:00Z,,
JOR,Jordânia,head_of_government,Marouf al-Bakhit,Q299743,2005-11-27T00:00:00Z,2007-11-25T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Nader Dahabi,Q362289,2007-11-25T00:00:00Z,2009-12-14T00:00:00Z,,
JOR,Jordânia,head_of_government,Samir Rifai,Q467852,2009-12-14T00:00:00Z,2011-02-09T00:00:00Z,,
JOR,Jordânia,head_of_government,Marouf al-Bakhit,Q299743,2011-02-09T00:00:00Z,2011-10-24T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Awn Shawkat Al-Khasawneh,Q441349,2011-10-24T00:00:00Z,2012-05-02T00:00:00Z,,
JOR,Jordânia,head_of_government,Fayez al-Tarawneh,Q512535,2012-05-02T00:00:00Z,2012-10-11T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Hani al-Mulki,Q5648173,2016-06-01T00:00:00Z,2018-06-04T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Omar Razzaz,Q29512679,2018-06-14T00:00:00Z,2020-10-12T00:00:00Z,Ind.,
JOR,Jordânia,head_of_government,Bisher Al-Khasawneh,Q63441935,2020-10-07T00:00:00Z,2024-09-15T00:00:00Z,,
JOR,Jordânia,head_of_government,Jafar Hassan,Q97011032,2024-09-18T00:00:00Z,,,
JOR,Jordânia,head_of_state,Abdullah II da Jordânia,Q57464,,,,
JOR,Jordânia,head_of_state,Abdullah I da Jordânia,Q192780,1946-05-25T00:00:00Z,1951-07-20T00:00:00Z,,
JOR,Jordânia,head_of_state,Talal da Jordânia,Q294365,1951-07-20T00:00:00Z,1952-08-11T00:00:00Z,,
JOR,Jordânia,head_of_state,Hussein da Jordânia,Q146906,1952-08-11T00:00:00Z,1999-02-07T00:00:00Z,,
JOR,Jordânia,head_of_state,Abdullah II da Jordânia,Q57464,1999-02-07T00:00:00Z,,,
JPN,Japão,head_of_government,Shinzō Abe,Q132345,2012-12-26T00:00:00Z,2020-09-16T00:00:00Z,LDP,
JPN,Japão,head_of_government,Yoshihide Suga,Q122465,2020-09-16T00:00:00Z,2021-10-04T00:00:00Z,LDP,
