m49;country;year;immigrants;emigrants
901;More developed regions;2024;168248302.0;67653956.0
902;Less developed regions;1990;69339516.0;87886589.0
902;Less developed regions;1995;67173172.0;95824708.0
902;Less developed regions;2000;68295636.0;106846557.0
902;Less developed regions;2005;73624558.0;121964408.0
902;Less developed regions;2010;88504735.0;145569003.0
902;Less developed regions;2015;107869056.0;170304638.0
902;Less developed regions;2020;121243752.0;192800975.0
902;Less developed regions;2024;135773511.0;214302243.0
903;AFRICA;1990;16176915.0;19677870.0
903;AFRICA;1995;16653698.0;21240099.0
903;AFRICA;2000;15413140.0;21162547.0
903;AFRICA;2005;16602802.0;24080357.0
903;AFRICA;2010;17752216.0;27829220.0
903;AFRICA;2015;22683929.0;34659532.0
903;AFRICA;2020;25267356.0;40006733.0
903;AFRICA;2024;29180440.0;45750673.0
904;LATIN AMERICA AND THE CARIBBEAN;1990;7253323.0;14438417.0
904;LATIN AMERICA AND THE CARIBBEAN;1995;6728705.0;18875340.0
904;LATIN AMERICA AND THE CARIBBEAN;2000;6589509.0;23244130.0
904;LATIN AMERICA AND THE CARIBBEAN;2005;7111817.0;28524869.0
904;LATIN AMERICA AND THE CARIBBEAN;2010;8275866.0;32980368.0
904;LATIN AMERICA AND THE CARIBBEAN;2015;9109959.0;34988655.0
904;LATIN AMERICA AND THE CARIBBEAN;2020;14287765.0;42128506.0
904;LATIN AMERICA AND THE CARIBBEAN;2024;17510527.0;48269815.0
905;NORTHERN AMERICA;1990;27543267.0;2850358.0
905;NORTHERN AMERICA;1995;33404578.0;3146192.0
905;NORTHERN AMERICA;2000;40357995.0;3279199.0
905;NORTHERN AMERICA;2005;45658615.0;3590846.0
905;NORTHERN AMERICA;2010;51007867.0;4046448.0
905;NORTHERN AMERICA;2015;56019067.0;4294317.0
905;NORTHERN AMERICA;2020;58830556.0;4411379.0
905;NORTHERN AMERICA;2024;61207877.0;4554127.0
906;Eastern Asia;1990;4118088.0;7580664.0
906;Eastern Asia;1995;4952397.0;8705066.0
906;Eastern Asia;2000;5921878.0;10033956.0
906;Eastern Asia;2005;6662116.0;11485152.0
906;Eastern Asia;2010;7484060.0;13738877.0
906;Eastern Asia;2015;9237513.0;15593781.0
906;Eastern Asia;2020;10919614.0;16436131.0
906;Eastern Asia;2024;11559387.0;17184244.0
908;EUROPE;1990;51464935.0;48816635.0
908;EUROPE;1995;56456601.0;49011046.0
908;EUROPE;2000;59184839.0;47036377.0
908;EUROPE;2005;65793082.0;47859866.0
908;EUROPE;2010;72509226.0;50482631.0
908;EUROPE;2015;75711153.0;51758410.0
908;EUROPE;2020;82971932.0;53490838.0
908;EUROPE;2024;94051503.0;60981166.0
909;OCEANIA;1990;4776548.0;819761.0
909;OCEANIA;1995;5091137.0;929288.0
909;OCEANIA;2000;5372431.0;1071329.0
909;OCEANIA;2005;6041977.0;1195774.0
909;OCEANIA;2010;7134959.0;1353618.0
909;OCEANIA;2015;8168067.0;1492055.0
909;OCEANIA;2020;9261819.0;1549157.0
909;OCEANIA;2024;9901164.0;1602503.0
910;Eastern Africa;1990;6347780.0;7092040.0
910;Eastern Africa;1995;5361041.0;7113173.0
910;Eastern Africa;2000;5239557.0;5613465.0
910;Eastern Africa;2005;5141624.0;5591977.0
910;Eastern Africa;2010;4424112.0;6697584.0
910;Eastern Africa;2015;6304660.0;9034394.0
910;Eastern Africa;2020;7528179.0;11321072.0
910;Eastern Africa;2024;8302733.0;13218873.0
911;Middle Africa;1990;1461155.0;1771850.0
911;Middle Africa;1995;2662490.0;1690429.0
911;Middle Africa;2000;1775284.0;2267420.0
911;Middle Africa;2005;1961951.0;2544029.0
911;Middle Africa;2010;2436802.0;2775253.0
911;Middle Africa;2015;3479911.0;3546465.0
911;Middle Africa;2020;3861568.0;4264915.0
911;Middle Africa;2024;4854994.0;4792635.0
912;Northern Africa;1990;2374205.0;5553208.0
912;Northern Africa;1995;2075487.0;6056357.0
912;Northern Africa;2000;1895038.0;6577634.0
912;Northern Africa;2005;1753656.0;8075940.0
912;Northern Africa;2010;1965200.0;9585925.0
912;Northern Africa;2015;2284569.0;11895930.0
912;Northern Africa;2020;3226461.0;12871776.0
912;Northern Africa;2024;4874040.0;15089063.0
913;Southern Africa;1990;1517089.0;526813.0
913;Southern Africa;1995;1204498.0;562868.0
913;Southern Africa;2000;1248435.0;712756.0
913;Southern Africa;2005;1745545.0;855864.0
913;Southern Africa;2010;2512206.0;969080.0
913;Southern Africa;2015;3408739.0;1064677.0
913;Southern Africa;2020;2903653.0;1201659.0
913;Southern Africa;2024;2911844.0;1321401.0
914;Western Africa;1990;4476686.0;4733959.0
914;Western Africa;1995;5350182.0;5817272.0
914;Western Africa;2000;5254826.0;5991272.0
914;Western Africa;2005;6000026.0;7012547.0
914;Western Africa;2010;6413896.0;7801378.0
914;Western Africa;2015;7206050.0;9118066.0
914;Western Africa;2020;7747495.0;10347311.0
914;Western Africa;2024;8236829.0;11328701.0
915;Caribbean;1990;1098014.0;3701573.0
915;Caribbean;1995;1186981.0;4478041.0
915;Caribbean;2000;1283729.0;5176801.0
915;Caribbean;2005;1321462.0;5740662.0
915;Caribbean;2010;1338511.0;6767416.0
915;Caribbean;2015;1501120.0;7756792.0
915;Caribbean;2020;1605381.0;8763992.0
915;Caribbean;2024;1811926.0;9578534.0
916;Central America;1990;1835750.0;6641926.0
916;Central America;1995;1298418.0;9481989.0
916;Central America;2000;1095698.0;11826660.0
916;Central America;2005;1367196.0;14379127.0
916;Central America;2010;1738911.0;15814764.0
916;Central America;2015;1935255.0;16402048.0
916;Central America;2020;2439531.0;16455194.0
916;Central America;2024;3120680.0;17447447.0
920;South-Eastern Asia;1990;2637040.0;6884845.0
920;South-Eastern Asia;1995;3250697.0;8557750.0
920;South-Eastern Asia;2000;4608647.0;10788055.0
920;South-Eastern Asia;2005;6040145.0;12830697.0
920;South-Eastern Asia;2010;8567047.0;16314789.0
920;South-Eastern Asia;2015;9631549.0;18969075.0
920;South-Eastern Asia;2020;10242239.0;21787389.0
920;South-Eastern Asia;2024;11029593.0;24224991.0
922;Western Asia;1990;14489476.0;9432901.0
922;Western Asia;1995;16497765.0;11159862.0
922;Western Asia;2000;18138496.0;12150630.0
922;Western Asia;2005;21262754.0;13122062.0
922;Western Asia;2010;30063216.0;15843567.0
922;Western Asia;2015;41799209.0;20612157.0
922;Western Asia;2020;45765868.0;24325077.0
922;Western Asia;2024;49211670.0;25440263.0
923;Eastern Europe;1990;22316123.0;25443190.0
923;Eastern Europe;1995;21705675.0;23709242.0
923;Eastern Europe;2000;20853646.0;22290370.0
923;Eastern Europe;2005;20092493.0;23114441.0
923;Eastern Europe;2010;19389898.0;24770817.0
923;Eastern Europe;2015;17559211.0;25213204.0
923;Eastern Europe;2020;16162524.0;26055890.0
923;Eastern Europe;2024;18646093.0;32478382.0
924;Northern Europe;1990;6656282.0;6038511.0
924;Northern Europe;1995;7237021.0;6071127.0
924;Northern Europe;2000;7963939.0;5970733.0
924;Northern Europe;2005;9668148.0;6208956.0
924;Northern Europe;2010;11953254.0;6607639.0
924;Northern Europe;2015;13955273.0;6717848.0
924;Northern Europe;2020;16246850.0;6830070.0
924;Northern Europe;2024;18543047.0;6951612.0
925;Southern Europe;1990;5472616.0;10381163.0
925;Southern Europe;1995;7250345.0;11086187.0
925;Southern Europe;2000;8585552.0;11216178.0
925;Southern Europe;2005;11897749.0;10737085.0
925;Southern Europe;2010;15213351.0;10833950.0
925;Southern Europe;2015;15507903.0;11356238.0
925;Southern Europe;2020;17716268.0;11909456.0
925;Southern Europe;2024;20119984.0;12511512.0
926;Western Europe;1990;17019914.0;6953771.0
926;Western Europe;1995;20263560.0;8144490.0
926;Western Europe;2000;21781702.0;7559096.0
926;Western Europe;2005;24134692.0;7799384.0
926;Western Europe;2010;25952723.0;8270225.0
926;Western Europe;2015;28688766.0;8471120.0
926;Western Europe;2020;32846290.0;8695422.0
926;Western Europe;2024;36742379.0;9039660.0
927;Australia/New Zealand;1990;4517870.0;580043.0
927;Australia/New Zealand;1995;4810557.0;661841.0
927;Australia/New Zealand;2000;5075813.0;765869.0
927;Australia/New Zealand;2005;5735938.0;855565.0
927;Australia/New Zealand;2010;6836784.0;982983.0
927;Australia/New Zealand;2015;7865257.0;1078774.0
927;Australia/New Zealand;2020;8948750.0;1100151.0
927;Australia/New Zealand;2024;9579393.0;1110490.0
928;Melanesia;1990;91200.0;102238.0
928;Melanesia;1995;96828.0;118072.0
928;Melanesia;2000;95281.0;135638.0
928;Melanesia;2005;103881.0;159726.0
928;Melanesia;2010;110691.0;184414.0
928;Melanesia;2015;119343.0;206764.0
928;Melanesia;2020;124073.0;221491.0
928;Melanesia;2024;128055.0;244711.0
931;South America;1990;4319559.0;4094918.0
931;South America;1995;4243306.0;4915310.0
931;South America;2000;4210082.0;6240669.0
931;South America;2005;4423159.0;8405080.0
931;South America;2010;5198444.0;10398188.0
931;South America;2015;5673584.0;10829815.0
931;South America;2020;10242853.0;16909320.0
931;South America;2024;12577921.0;21243834.0
934;Less developed regions, excluding least developed countries;1990;57916813.0;60451580.0
934;Less developed regions, excluding least developed countries;1995;55138431.0;70246040.0
934;Less developed regions, excluding least developed countries;2000;57874013.0;81303341.0
934;Less developed regions, excluding least developed countries;2005;63522651.0;95147134.0
934;Less developed regions, excluding least developed countries;2010;78443815.0;113176827.0
934;Less developed regions, excluding least developed countries;2015;94875495.0;129340408.0
934;Less developed regions, excluding least developed countries;2020;105270518.0;145802680.0
934;Less developed regions, excluding least developed countries;2024;116154050.0;159224430.0
935;ASIA;1990;46701075.0;54241367.0
935;ASIA;1995;44841283.0;56353308.0
935;ASIA;2000;47648238.0;62981200.0
935;ASIA;2005;51580428.0;69883491.0
935;ASIA;2010;64340258.0;85297992.0
935;ASIA;2015;78349845.0;101186906.0
935;ASIA;2020;84664604.0;111143556.0
935;ASIA;2024;92170302.0;120797915.0
941;Least developed countries;1990;11422703.0;27435009.0
941;Least developed countries;1995;12034741.0;25578668.0
941;Least developed countries;2000;10421623.0;25543216.0
941;Least developed countries;2005;10101907.0;26817274.0
941;Least developed countries;2010;10060920.0;32392176.0
941;Least developed countries;2015;12993561.0;40964230.0
941;Least developed countries;2020;15973234.0;46998295.0
941;Least developed countries;2024;19619461.0;55077813.0
948;Less developed regions, excluding China;1990;66331223.0;82863656.0
948;Less developed regions, excluding China;1995;63647155.0;89956610.0
948;Less developed regions, excluding China;2000;64214442.0;99679979.0
948;Less developed regions, excluding China;2005;69222288.0;113483785.0
948;Less developed regions, excluding China;2010;83808625.0;135067900.0
948;Less developed regions, excluding China;2015;102589546.0;157998092.0
948;Less developed regions, excluding China;2020;115407463.0;179535098.0
948;Less developed regions, excluding China;2024;129508188.0;200378620.0
954;Micronesia;1990;108969.0;17262.0
954;Micronesia;1995;118687.0;19869.0
954;Micronesia;2000;130186.0;22524.0
954;Micronesia;2005;128390.0;24407.0
954;Micronesia;2010;114743.0;24603.0
954;Micronesia;2015;113466.0;25218.0
954;Micronesia;2020;118860.0;27219.0
954;Micronesia;2024;123424.0;29390.0
957;Polynesia*;1990;58509.0;120218.0
957;Polynesia*;1995;65065.0;129506.0
957;Polynesia*;2000;71151.0;147298.0
957;Polynesia*;2005;73768.0;156076.0
957;Polynesia*;2010;72741.0;161618.0
957;Polynesia*;2015;70001.0;181299.0
957;Polynesia*;2020;70136.0;200296.0
957;Polynesia*;2024;70292.0;217912.0
1500;Low-income countries;1990;8730266.0;18260226.0
1500;Low-income countries;1995;8238108.0;15940023.0
1500;Low-income countries;2000;6838373.0;15073902.0
1500;Low-income countries;2005;7050629.0;15356761.0
1500;Low-income countries;2010;7985909.0;18849423.0
1500;Low-income countries;2015;9509682.0;28710928.0
1500;Low-income countries;2020;11661069.0;35117582.0
1500;Low-income countries;2024;14383617.0;41112765.0
1501;Lower-middle-income countries;1990;37398168.0;40399373.0
1501;Lower-middle-income countries;1995;34001389.0;43074164.0
1501;Lower-middle-income countries;2000;33041803.0;47390337.0
1501;Lower-middle-income countries;2005;31934231.0;54488171.0
1501;Lower-middle-income countries;2010;34223322.0;65635432.0
1501;Lower-middle-income countries;2015;36763723.0;77230603.0
1501;Lower-middle-income countries;2020;38126801.0;84465042.0
1501;Lower-middle-income countries;2024;42119081.0;98248121.0
1502;Upper-middle-income countries;1990;29709448.0;46231104.0
1502;Upper-middle-income countries;1995;29469488.0;51938081.0
1502;Upper-middle-income countries;2000;29596235.0;57307181.0
1502;Upper-middle-income countries;2005;30996867.0;64222196.0
1502;Upper-middle-income countries;2010;33657677.0;72320683.0
1502;Upper-middle-income countries;2015;36700080.0;74439438.0
1502;Upper-middle-income countries;2020;42171211.0;78523298.0
1502;Upper-middle-income countries;2024;47028685.0;83119977.0
1503;High-income countries;1990;76960458.0;35523301.0
1503;High-income countries;1995;90343963.0;38139372.0
1503;High-income countries;2000;103962143.0;38446678.0
1503;High-income countries;2005;121605675.0;40433979.0
1503;High-income countries;2010;143669847.0;44410942.0
1503;High-income countries;2015;165526009.0;46996032.0
1503;High-income countries;2020;181860213.0;48894061.0
1503;High-income countries;2024;199081732.0;50882892.0
1517;Middle-income countries;1990;67107616.0;86630477.0
1517;Middle-income countries;1995;63470877.0;95012245.0
1517;Middle-income countries;2000;62638038.0;104697518.0
1517;Middle-income countries;2005;62931098.0;118710367.0
1517;Middle-income countries;2010;67880999.0;137956115.0
1517;Middle-income countries;2015;73463803.0;151670041.0
1517;Middle-income countries;2020;80298012.0;162988340.0
1517;Middle-income countries;2024;89147766.0;181368098.0
1518;No income group available;1990;1051779.0;422894.0
1518;No income group available;1995;1048488.0;455265.0
1518;No income group available;2000;1044410.0;547447.0
1518;No income group available;2005;1112254.0;625608.0
1518;No income group available;2010;1388695.0;763515.0
1518;No income group available;2015;1451570.0;991458.0
1518;No income group available;2020;1374532.0;5718277.0
1518;No income group available;2024;1319088.0;8580070.0
1636;Land-locked Developing Countries (LLDC);1990;14076862.0;24230881.0
1636;Land-locked Developing Countries (LLDC);1995;11932094.0;22746786.0
1636;Land-locked Developing Countries (LLDC);2000;10884070.0;22106881.0
1636;Land-locked Developing Countries (LLDC);2005;10682465.0;23055686.0
1636;Land-locked Developing Countries (LLDC);2010;9776704.0;26019291.0
1636;Land-locked Developing Countries (LLDC);2015;11758049.0;28412805.0
1636;Land-locked Developing Countries (LLDC);2020;13062602.0;31499061.0
1636;Land-locked Developing Countries (LLDC);2024;14973951.0;35204570.0
1637;Small Island Developing States (SIDS);1990;2208579.0;4758273.0
1637;Small Island Developing States (SIDS);1995;2621962.0;5678716.0
1637;Small Island Developing States (SIDS);2000;3082560.0;6749895.0
1637;Small Island Developing States (SIDS);2005;3341149.0;7350981.0
1637;Small Island Developing States (SIDS);2010;4039607.0;8502622.0
1637;Small Island Developing States (SIDS);2015;4603415.0;9708235.0
1637;Small Island Developing States (SIDS);2020;4807366.0;10911697.0
1637;Small Island Developing States (SIDS);2024;5308114.0;11966357.0
1829;Europe and Northern America;1990;79008202.0;51666993.0
1829;Europe and Northern America;1995;89861179.0;52157238.0
1829;Europe and Northern America;2000;99542834.0;50315576.0
1829;Europe and Northern America;2005;111451697.0;51450712.0
1829;Europe and Northern America;2010;123517093.0;54529079.0
1829;Europe and Northern America;2015;131730220.0;56052727.0
1829;Europe and Northern America;2020;141802488.0;57902217.0
1829;Europe and Northern America;2024;155259380.0;65535293.0
1830;Latin America and the Caribbean;1990;7253323.0;14438417.0
1830;Latin America and the Caribbean;1995;6728705.0;18875340.0
1830;Latin America and the Caribbean;2000;6589509.0;23244130.0
1830;Latin America and the Caribbean;2005;7111817.0;28524869.0
1830;Latin America and the Caribbean;2010;8275866.0;32980368.0
1830;Latin America and the Caribbean;2015;9109959.0;34988655.0
1830;Latin America and the Caribbean;2020;14287765.0;42128506.0
1830;Latin America and the Caribbean;2024;17510527.0;48269815.0
1831;Central and Southern Asia;1990;25456471.0;30342957.0
1831;Central and Southern Asia;1995;20140424.0;27930630.0
1831;Central and Southern Asia;2000;18979217.0;30008559.0
1831;Central and Southern Asia;2005;17615413.0;32445580.0
1831;Central and Southern Asia;2010;18225935.0;39400759.0
1831;Central and Southern Asia;2015;17681574.0;46011893.0
1831;Central and Southern Asia;2020;17736883.0;48594959.0
1831;Central and Southern Asia;2024;20369652.0;53948417.0
1832;Eastern and South-Eastern Asia;1990;6755128.0;14465509.0
1832;Eastern and South-Eastern Asia;1995;8203094.0;17262816.0
1832;Eastern and South-Eastern Asia;2000;10530525.0;20822011.0
1832;Eastern and South-Eastern Asia;2005;12702261.0;24315849.0
1832;Eastern and South-Eastern Asia;2010;16051107.0;30053666.0
1832;Eastern and South-Eastern Asia;2015;18869062.0;34562856.0
1832;Eastern and South-Eastern Asia;2020;21161853.0;38223520.0
1832;Eastern and South-Eastern Asia;2024;22588980.0;41409235.0
1833;Northern Africa and Western Asia;1990;16863681.0;14986109.0
1833;Northern Africa and Western Asia;1995;18573252.0;17216219.0
1833;Northern Africa and Western Asia;2000;20033534.0;18728264.0
1833;Northern Africa and Western Asia;2005;23016410.0;21198002.0
1833;Northern Africa and Western Asia;2010;32028416.0;25429492.0
1833;Northern Africa and Western Asia;2015;44083778.0;32508087.0
1833;Northern Africa and Western Asia;2020;48992329.0;37196853.0
1833;Northern Africa and Western Asia;2024;54085710.0;40529326.0
1834;Sub-Saharan Africa;1990;13802710.0;14124662.0
1834;Sub-Saharan Africa;1995;14578211.0;15183742.0
1834;Sub-Saharan Africa;2000;13518102.0;14584913.0
1834;Sub-Saharan Africa;2005;14849146.0;16004417.0
1834;Sub-Saharan Africa;2010;15787016.0;18243295.0
1834;Sub-Saharan Africa;2015;20399360.0;22763602.0
1834;Sub-Saharan Africa;2020;22040895.0;27134957.0
1834;Sub-Saharan Africa;2024;24306400.0;30661610.0
1835;Oceania (excluding Australia and New Zealand);1990;258678.0;239718.0
1835;Oceania (excluding Australia and New Zealand);1995;280580.0;267447.0
1835;Oceania (excluding Australia and New Zealand);2000;296618.0;305460.0
1835;Oceania (excluding Australia and New Zealand);2005;306039.0;340209.0
1835;Oceania (excluding Australia and New Zealand);2010;298175.0;370635.0
1835;Oceania (excluding Australia and New Zealand);2015;302810.0;413281.0
1835;Oceania (excluding Australia and New Zealand);2020;313069.0;449006.0
1835;Oceania (excluding Australia and New Zealand);2024;321771.0;492013.0
1836;Australia/New Zealand;1990;4517870.0;580043.0
1836;Australia/New Zealand;1995;4810557.0;661841.0
1836;Australia/New Zealand;2000;5075813.0;765869.0
1836;Australia/New Zealand;2005;5735938.0;855565.0
1836;Australia/New Zealand;2010;6836784.0;982983.0
1836;Australia/New Zealand;2015;7865257.0;1078774.0
1836;Australia/New Zealand;2020;8948750.0;1100151.0
1836;Australia/New Zealand;2024;9579393.0;1110490.0
1859;Low-and-middle-income countries;1990;75837882.0;104890703.0
1859;Low-and-middle-income countries;1995;71708985.0;110952268.0
1859;Low-and-middle-income countries;2000;69476411.0;119771420.0
1859;Low-and-middle-income countries;2005;69981727.0;134067128.0
1859;Low-and-middle-income countries;2010;75866908.0;156805538.0
1859;Low-and-middle-income countries;2015;82973485.0;180380969.0
1859;Low-and-middle-income countries;2020;91959081.0;198105922.0
1859;Low-and-middle-income countries;2024;103531383.0;222480863.0
2003;Others;1990;;13071655.0
2003;Others;1995;;13620729.0
2003;Others;2000;;15791370.0
2003;Others;2005;;17653518.0
2003;Others;2010;;19030115.0
2003;Others;2015;;21662145.0
2003;Others;2020;;22553863.0
2003;Others;2024;;22065614.0
5500;Central Asia;1990;6300541.0;6080895.0
5500;Central Asia;1995;4912782.0;6395294.0
5500;Central Asia;2000;4048262.0;6674793.0
5500;Central Asia;2005;3978487.0;7167297.0
5500;Central Asia;2010;3786871.0;7438419.0
5500;Central Asia;2015;3766652.0;6905656.0
5500;Central Asia;2020;3822237.0;6609180.0
5500;Central Asia;2024;3910116.0;6331890.0
5501;Southern Asia;1990;19155930.0;24262062.0
5501;Southern Asia;1995;15227642.0;21535336.0
5501;Southern Asia;2000;14930955.0;23333766.0
5501;Southern Asia;2005;13636926.0;25278283.0
5501;Southern Asia;2010;14439064.0;31962340.0
5501;Southern Asia;2015;13914922.0;39106237.0
5501;Southern Asia;2020;13914646.0;41985779.0
5501;Southern Asia;2024;16459536.0;47616527.0
5503;High-and-upper-middle-income countries;1990;106669906.0;81754405.0
5503;High-and-upper-middle-income countries;1995;119813451.0;90077453.0
5503;High-and-upper-middle-income countries;2000;133558378.0;95753859.0
5503;High-and-upper-middle-income countries;2005;152602542.0;104656175.0
5503;High-and-upper-middle-income countries;2010;177327524.0;116731625.0
5503;High-and-upper-middle-income countries;2015;202226089.0;121435470.0
5503;High-and-upper-middle-income countries;2020;224031424.0;127417359.0
5503;High-and-upper-middle-income countries;2024;246110417.0;134002869.0
5504;Low-and-Lower-middle-income countries;1990;46128434.0;58659599.0
5504;Low-and-Lower-middle-income countries;1995;42239497.0;59014187.0
5504;Low-and-Lower-middle-income countries;2000;39880176.0;62464239.0
5504;Low-and-Lower-middle-income countries;2005;38984860.0;69844932.0
5504;Low-and-Lower-middle-income countries;2010;42209231.0;84484855.0
5504;Low-and-Lower-middle-income countries;2015;46273405.0;105941531.0
5504;Low-and-Lower-middle-income countries;2020;49787870.0;119582624.0
5504;Low-and-Lower-middle-income countries;2024;56502698.0;139360886.0
