iso3;qid_country;lang_qid;lang_label
MEX;Q96;Q3574818;Quioquitani Zapotec
MEX;Q96;Q3915427;Chichimeca Jonaz
MEX;Q96;Q3915511;língua de sinais mexicana
MEX;Q96;Q3915525;Tepecano
MEX;Q96;Q3915551;Cochimí
MEX;Q96;Q3915999;Língua jalapa mazatec
MEX;Q96;Q4358289;Eastern Huasteca Nahuatl
MEX;Q96;Q4632950;Southeastern Puebla Nahuatl
MEX;Q96;Q4709425;Albarradas Zapotec
MEX;Q96;Q4734726;Língua zapoteca aloapam
MEX;Q96;Q4740613;Amatlán Zapotec
MEX;Q96;Q4800819;Morelos Nahuatl
MEX;Q96;Q4811888;Asunción Mixtepec Zapotec
MEX;Q96;Q4831570;Ayoquesco Zapotec
MEX;Q96;Q5017997;Cajonos Zapotec
MEX;Q96;Q5061727;Central Puebla Nahuatl
MEX;Q96;Q5096050;Chichicapan Zapotec
MEX;Q96;Q5099289;Chimalapa Zoque
MEX;Q96;Q5100110;Chinantec of Ojitlán
MEX;Q96;Q5100111;Chinantec of Ozumacín
MEX;Q96;Q5100112;Língua chinanteca de Palantla
MEX;Q96;Q5100113;Chinantec of Tepetotutla
MEX;Q96;Q5101757;Língua chiquihuitlán mazatec
MEX;Q96;Q5103425;Língua choápan
MEX;Q96;Q5138603;Coatecas Altas Zapotec
MEX;Q96;Q5138605;Coatepec Nahuatl
MEX;Q96;Q5180100;Coyotepec Popoloca
MEX;Q96;Q5350733;El Alto Zapotec
MEX;Q96;Q5367223;Elotepec Zapotec
MEX;Q96;Q5449202;Filomeno Mata Totonac
MEX;Q96;Q5614751;Guelavía Zapotec
MEX;Q96;Q5614980;Guerrero Nahuatl
MEX;Q96;Q5626813;Língua guilá zapoteco
MEX;Q96;Q5758709;Highland Chinantec
MEX;Q96;Q5908687;Língua oluta popoluca
MEX;Q96;Q5908707;Texistepec Popoluca
MEX;Q96;Q5908722;Língua sayula popoluca
MEX;Q96;Q6047309;Central Nahuatl
MEX;Q96;Q6047326;Tabasco Nahuatl
MEX;Q96;Q6088873;Língua mixe do istmo
MEX;Q96;Q6101049;Ixcatlán Mazatec
MEX;Q96;Q6101163;Ixtayutla Mixtec
MEX;Q96;Q6101171;Ixtenco Otomi
MEX;Q96;Q6468403;Lachiguiri Zapotec
MEX;Q96;Q6468420;Lachixío Zapotec
MEX;Q96;Q6488084;Lapaguía Zapotec
MEX;Q96;Q6509365;Lealao Chinantec
MEX;Q96;Q6694268;Loxicha Zapotec
MEX;Q96;Q6798223;Mazaltepec Zapotec
MEX;Q96;Q6881813;Mitlatongo-Yutanduchi Mixtec
MEX;Q96;Q6884125;Mixtepec Mixtec
MEX;Q96;Q7070684;Nuxaá Mixtec
MEX;Q96;Q7070686;Nuyoo Mixtec
MEX;Q96;Q7076643;Ocotlán Zapotec
MEX;Q96;Q7116610;Ozolotepec Zapotec
MEX;Q96;Q7116691;Ozumatlán Totonac
MEX;Q96;Q7171675;Petapa Zapotec
MEX;Q96;Q7179700;Peñasco Mixtec
MEX;Q96;Q7196415;Pinotepa Mixtec
MEX;Q96;Q7271640;Quiatoni Zapotec
MEX;Q96;Q7271642;Quiavicuzas Zapotec
MEX;Q96;Q7271823;Quiegolani Zapotec
MEX;Q96;Q7334628;Língua rincón
MEX;Q96;Q7413220;San Agustín Mixtepec Zapotec
MEX;Q96;Q7413390;San Baltazar Loxicha Zapotec
MEX;Q96;Q7413392;San Bartolo Yautepec Zapotec
MEX;Q96;Q7413841;Central Otomi
MEX;Q96;Q7414598;Mixtepec Zapotec
MEX;Q96;Q7414970;San Miguel Piedras Mixtec
MEX;Q96;Q7419277;Santa Catarina Albarradas Zapotec
MEX;Q96;Q7420514;Santo Domingo Coatlán Zapotec
MEX;Q96;Q7511556;Sierra Popoluca
MEX;Q96;Q7514027;Silacayoapan Mixtec
MEX;Q96;Q7550388;Sochiapam Chinantec
MEX;Q96;Q7570345;Southern Puebla Mixtec
MEX;Q96;Q7572000;Soyaltepec Mazatec
MEX;Q96;Q7572001;Soyaltepec Mixtec
MEX;Q96;Q7672849;Tabaa Zapotec
MEX;Q96;Q7673668;Tacahua Mixtec
MEX;Q96;Q7687853;Tataltepec Chatino
MEX;Q96;Q7692795;Tecpatlán Totonac
MEX;Q96;Q7692927;Tecóatl Mazatec
MEX;Q96;Q7698191;Otomi Temoaya
MEX;Q96;Q7708357;Texmelucan Zapotec
MEX;Q96;Q7800805;Tidaá Mixtec
MEX;Q96;Q7802048;Tilantongo Mixtec
MEX;Q96;Q7802050;Tilapa Otomi
MEX;Q96;Q7802959;Zapoteco tilquiapano
MEX;Q96;Q7810685;Tlacolulita Zapotec
MEX;Q96;Q7810697;Língua tlahuitoltepec mixe
MEX;Q96;Q7828390;Totomachapan Zapotec
MEX;Q96;Q7828400;Totontepec Mixe
MEX;Q96;Q7857069;Tututepec Mixtec
MEX;Q96;Q7901979;Usila Chinantec
MEX;Q96;Q8042823;Xadani Zapotec
MEX;Q96;Q8042887;Xanaguía Zapotec
MEX;Q96;Q8042924;Xanica Zapotec
MEX;Q96;Q8044353;Xicotepec Totonac
MEX;Q96;Q8047534;Yalálag Zapotec
MEX;Q96;Q8050300;Yatzechi Zapotec
MEX;Q96;Q8050301;Yatzachi Zapotec
MEX;Q96;Q8050392;Yavesía Zapotec
MEX;Q96;Q8054817;Yoloxóchitl Mixtec
MEX;Q96;Q8063390;Zaachila Zapotec
MEX;Q96;Q8063754;Zacatepec Chatino
MEX;Q96;Q8063756;Zacatepec Mixtec
MEX;Q96;Q8066220;Zaniza Zapotec
MEX;Q96;Q8074100;Língua zoogocho
MEX;Q96;Q10751739;Tlahuica
MEX;Q96;Q10974017;Língua guarijio
MEX;Q96;Q12182838;Chazumba Mixtec
MEX;Q96;Q12633013;Ipalapa Amuzgo
MEX;Q96;Q12641692;San Marcos Tlacoyalco Popoloca
MEX;Q96;Q12641754;Santa Teresa Cora
MEX;Q96;Q12642078;Eastern Highland Chatino
MEX;Q96;Q12643657;Tlacoatzintepec Chinantec
MEX;Q96;Q12645368;Yareni Zapotec
MEX;Q96;Q12645448;Yutanduchi Mixtec
MEX;Q96;Q12645553;Western Durango Nahuatl
MEX;Q96;Q12953435;Chiltepec Chinantec
MEX;Q96;Q12953437;Lalana Chinantec
MEX;Q96;Q12953442;Valle Nacional Chinantec
MEX;Q96;Q12953443;Tepinapa Chinantec
MEX;Q96;Q12953453;Teutila Cuicatec
MEX;Q96;Q12953454;El Nayar Cora
MEX;Q96;Q12953566;Santa Maria Del Mar Huave
MEX;Q96;Q12953568;San Dionisio del Mar Huave
MEX;Q96;Q12953704;San Francisco Matlatzinca
MEX;Q96;Q12953705;Michoacán Mazahua
MEX;Q96;Q12953706;Mazatlán Mazatec
MEX;Q96;Q12953718;San Juan Colorado Mixtec
MEX;Q96;Q12953719;San Miguel El Grande Mixtec
MEX;Q96;Q12953721;Atatláhuca–San Miguel Mixtec
MEX;Q96;Q12953722;Santa Lucía Monteverde Mixtec
MEX;Q96;Q12953723;Cacaloxtepec Mixtec
MEX;Q96;Q12953724;Chigmecatitlán Mixtec
MEX;Q96;Q12953726;Cuyamecalco Mixtec
MEX;Q96;Q12953727;Itundujia Mixtec
MEX;Q96;Q12953729;Huitepec Mixtec
MEX;Q96;Q12953730;Jamiltepec Mixtec
MEX;Q96;Q12953731;Western Juxtlahuaca Mixtec
MEX;Q96;Q12953733;Sinicahua Mixtec
MEX;Q96;Q12953734;Tamazola Mixtec
MEX;Q96;Q12953738;Tijaltepec Mixtec
MEX;Q96;Q12953739;Northwest Oaxaca Mixtec
MEX;Q96;Q12953740;Tlazoyaltepec Mixtec
MEX;Q96;Q12953741;Yosondúa Mixtec
MEX;Q96;Q12953754;Highland Puebla Nahuatl
MEX;Q96;Q12953756;Isthmus-Mecayapan Nahuatl
MEX;Q96;Q12953757;Isthmus-Cosoleacaque Nahuatl
MEX;Q96;Q12953819;San Juan Atzingo Popoloca
MEX;Q96;Q12953909;Southwestern Tarahumara
MEX;Q96;Q12953917;Southeastern Tepehuán
MEX;Q96;Q12953934;Língua truqui de Itunyoso
MEX;Q96;Q12953935;Língua troque copala
MEX;Q96;Q12953989;Sierra de Juárez Zapotec
MEX;Q96;Q12954000;Southern Rincon Zapotec
MEX;Q96;Q12954011;Francisco León Zoque
MEX;Q96;Q12954015;Rayón Zoque
MEX;Q96;Q12954017;Copainalá Zoque
MEX;Q96;Q12954031;San Mateo Del Mar Huave
MEX;Q96;Q13459953;Guevea Zapotec
MEX;Q96;Q13510225;Tejalapan Zapotec
MEX;Q96;Q13541830;Miahuatlán Zapotec
MEX;Q96;Q13541831;San Vicente Coatlán Zapotec
MEX;Q96;Q13581718;Otomi Sierra
MEX;Q96;Q13583504;Amoltepec Mixtec
MEX;Q96;Q13583505;Apasco-Apoala Mixtec
MEX;Q96;Q13583508;Ayutla Mixtec
MEX;Q96;Q13583510;Chayuco-Jamiltepec Mixtec
MEX;Q96;Q13583581;Sindihui Mixtec
MEX;Q96;Q14697894;Alacatlatzala Mixtec
MEX;Q96;Q14916912;Ayautla Mazatec
MEX;Q96;Q15615591;Coyutla Totonac
MEX;Q96;Q15615651;Northern Tepehuan
MEX;Q96;Q15616302;Nopala Chatino
MEX;Q96;Q15616384;Lowland Tarahumara
MEX;Q96;Q15616395;Northern Tarahumara
MEX;Q96;Q16114351;Western Highland Purepecha
MEX;Q96;Q16115449;Eastern Durango Nahuatl
MEX;Q96;Q16115511;Tlacoapa Me'phaa
MEX;Q96;Q20090009;Central Tarahumara
MEX;Q96;Q20162127;Kickapoo
MEX;Q96;Q20527242;Tepeuxila Cuicatec
MEX;Q96;Q23755688;Querétaro Otomi
MEX;Q96;Q23755711;Mezquital Otomi
MEX;Q96;Q25559575;Ocotepec Mixtec
MEX;Q96;Q25559582;Juxtlahuaca Mixtec
MEX;Q96;Q25559585;Northern Tlaxiaco Mixtec
MEX;Q96;Q25559587;Alcozauca Mixtec
MEX;Q96;Q25559589;Tenango Otomi
MEX;Q96;Q25559590;Texcatepec Otomi
MEX;Q96;Q25559598;San Felipe Otlaltepec Popoloca
MEX;Q96;Q25559602;San Luís Temalacayuca Popoloca
MEX;Q96;Q25559715;San Francisco del Mar Huave
MEX;Q96;Q25559716;Coatlán Mixe
MEX;Q96;Q25559721;Juquila Mixe
MEX;Q96;Q25559728;Mazatlán Mixe
MEX;Q96;Q25559729;North Central Mixe
MEX;Q96;Q25559730;Azoyú Me'phaa
MEX;Q96;Q25559732;Malinaltepec Me'phaa
MEX;Q96;Q25562736;Yucuañe Mixtec
MEX;Q96;Q31157882;Acatepec Me'phaa
MEX;Q96;Q32093046;Atatláhuca Mixtec
MEX;Q96;Q32093049;San Juan Teita Mixtec
MEX;Q96;Q32861734;Western Highland Chatino
MEX;Q96;Q42365276;Santa Inés Ahuatempan Popoloca
MEX;Q96;Q42365630;Mezontla Popoloca
MEX;Q96;Q42411307;Peñoles Mixtec
MEX;Q96;Q53482453;Metlatónoc Mixtec
MEX;Q96;Q56199161;Quetzaltepec Mixe
MEX;Q96;Q57419690;Southeastern Tarahumara
MEX;Q96;Q60611109;San Pedro Amuzgos Amuzgo
MEX;Q96;Q63278779;Huautla Mazatec
MEX;Q96;Q63284326;Sierra Negra Nahuatl
MHL;Q709;Q1860;inglês
MHL;Q709;Q36280;Língua marshalesa
MKD;Q221;Q9296;língua macedônia
MKD;Q221;Q9299;língua sérvia
MKD;Q221;Q13358;língua romena meglesita
MKD;Q221;Q29316;língua arromena
MKD;Q221;Q181037;Gheg
MLI;Q912;Q150;francês
MLI;Q912;Q13955;árabe
MLI;Q912;Q32706;Língua dioula
MLI;Q912;Q33243;Língua bambara
MLI;Q912;Q33600;Língua koyra chiini
MLI;Q912;Q34065;Línguas tuaregues
MLI;Q912;Q35065;Bomu
MLI;Q912;Q35371;Northern Bobo Madaré
MLI;Q912;Q35486;Humburi Senni
MLI;Q912;Q35524;Língua yalunka
MLI;Q912;Q35655;Koyraboro Senni
MLI;Q912;Q35701;Koromfe
MLI;Q912;Q36030;Marka
MLI;Q912;Q36096;Língua more
MLI;Q912;Q36187;Minyanka
MLI;Q912;Q36316;Syenara
MLI;Q912;Q36325;Shempire
MLI;Q912;Q36568;Língua tadaksahak
MLI;Q912;Q36660;Língua soninquê
MLI;Q912;Q36905;Kassonke
MLI;Q912;Q36990;Língua zarma
MLI;Q912;Q56231;Árabe hassani
MLI;Q912;Q56284;Língua supyire
MLI;Q912;Q56390;Língua tawellemmet
MLI;Q912;Q56787;Sucite
MLI;Q912;Q1234776;Dogon
MLI;Q912;Q1420205;Língua pulaar
MLI;Q912;Q1982696;Bangime
MLI;Q912;Q3015523;Kita Maninka
MLI;Q912;Q3438402;Banka
MLI;Q912;Q3912758;Língua bondum
MLI;Q912;Q3912880;Dogul Dogon
MLI;Q912;Q3913290;Jamsai Dogon
MLI;Q912;Q3913301;Bolon
MLI;Q912;Q3913924;Língua dogon toro-tegu
MLI;Q912;Q3914000;Kalamsé
MLI;Q912;Q3914487;Jowulu
MLI;Q912;Q3914880;Duungooma
MLI;Q912;Q3915322;Maasina Fulfulde
MLI;Q912;Q3915357;Pular
MLI;Q912;Q4670066;Tamasheq
MLI;Q912;Q4748057;Ampari Dogon
MLI;Q912;Q4750346;Ana Dogon
MLI;Q912;Q4853284;Língua de Sinais de Bamako
MLI;Q912;Q4856243;Bankan Tey Dogon
MLI;Q912;Q4886561;Ben Tey Dogon
MLI;Q912;Q4985178;Budu Dogon
MLI;Q912;Q5313387;Duleri Dogon
MLI;Q912;Q6897074;Mombo Dogon
MLI;Q912;Q6963443;Nanga Dogon
MLI;Q912;Q7129739;Pana
MLI;Q912;Q7692089;Tebul Dogon
MLI;Q912;Q7692090;Tebul Sign Language
MLI;Q912;Q7820798;Tondi Songway Kiini
MLI;Q912;Q8048316;Yanda Dogon
MLI;Q912;Q10950633;Jenaama Bozo
MLI;Q912;Q10974879;Kisamo-Matya
MLI;Q912;Q11002130;Eastern Maninkaka
MLI;Q912;Q11003311;Toro So Dogon
MLI;Q912;Q11018863;Tene Kan Dogon
MLI;Q912;Q11028033;Western Maninkakan
MLI;Q912;Q11137719;Tomo Kan Dogon
MLI;Q912;Q11159524;Kagoro
MLI;Q912;Q11159536;Hainyaxo Bozo
MLI;Q912;Q12643582;Tiemacewe Bozo
MLI;Q912;Q32860401;Tiéyaxo Bozo
MLI;Q912;Q47012992;Tommo So Dogon
MLT;Q233;Q1860;inglês
MLT;Q233;Q9166;Maltês
MLT;Q233;Q6744816;língua de sinais maltesa
MMR;Q836;Q15616518;Taman
MMR;Q836;Q15895870;Wewaw
MMR;Q836;Q16115455;Eastern Khumi Chin
MMR;Q836;Q16306748;Língua mro
MMR;Q836;Q16910249;Koki Naga
MMR;Q836;Q16912048;Thaiphum
MMR;Q836;Q25559417;Eastern Kayah
MMR;Q836;Q25559420;Paku Karen
MMR;Q836;Q54324451;Kadu
MMR;Q836;Q54548740;Kanan
MMR;Q836;Q63234615;Mobwa Karen
MMR;Q836;Q63283609;Lao Naga
MMR;Q836;Q63283784;Kyan-Karyaw Naga
MMR;Q836;Q9228;birmanês
MMR;Q836;Q13349;mon
MMR;Q836;Q32952;língua chakma
MMR;Q836;Q33332;Língua jingpho
MMR;Q836;Q35780;Língua lahu
MMR;Q836;Q36147;Língua mizo
MMR;Q836;Q36556;Tai nüa
MMR;Q836;Q36948;Tai Lü
MMR;Q836;Q37011;Língua zou
MMR;Q836;Q56308;Khumi
MMR;Q836;Q56350;Tangsa
MMR;Q836;Q56357;Língua tedim
MMR;Q836;Q56406;Língua dulong
MMR;Q836;Q56410;S'gaw Karen
MMR;Q836;Q56413;Língua nusu
MMR;Q836;Q56480;Língua lisu
MMR;Q836;Q56482;língua shan
MMR;Q836;Q56582;Língua achang
MMR;Q836;Q56594;Zaiwa
MMR;Q836;Q56601;Tibetano khams
MMR;Q836;Q56643;Língua akha
MMR;Q836;Q56765;Bawm
MMR;Q836;Q56815;Falam
MMR;Q836;Q56994;Bwe Karen
MMR;Q836;Q57004;Zyphe
MMR;Q836;Q331340;Mün
MMR;Q836;Q542564;Rawang
MMR;Q836;Q860029;Daai
MMR;Q836;Q1951521;Mru
MMR;Q836;Q2044560;Siroto
MMR;Q836;Q2741615;Riang
MMR;Q836;Q2748232;Língua nung
MMR;Q836;Q3217488;Moken
MMR;Q836;Q3241177;Língua rohingya
MMR;Q836;Q3250286;Hakha–Chin
MMR;Q836;Q3363719;Parauk
MMR;Q836;Q3450749;Língua arracanesa
MMR;Q836;Q3545044;Khün
MMR;Q836;Q3915502;Língua khamti
MMR;Q836;Q4175893;Mara
MMR;Q836;Q4702035;Akyaung Ari
MMR;Q836;Q4777679;Anu-Hkongso
MMR;Q836;Q4925096;Blang
MMR;Q836;Q5013745;Danau
MMR;Q836;Q5221251;Danu
MMR;Q836;Q5330390;Língua pwo leste
MMR;Q836;Q5530317;Geko Karen
MMR;Q836;Q5923277;Hpon
MMR;Q836;Q5924455;Htangan
MMR;Q836;Q6057507;Intha
MMR;Q836;Q6343432;Kaang
MMR;Q836;Q6401546;Khiamniungan
MMR;Q836;Q6430448;Konyak
MMR;Q836;Q6474196;Laitu
MMR;Q836;Q6493203;Lashi
MMR;Q836;Q6502107;Lautu
MMR;Q836;Q6583558;Thadou
MMR;Q836;Q6583675;Ngawn
MMR;Q836;Q6673049;Long Phuri
MMR;Q836;Q6740482;Makuri
MMR;Q836;Q6740516;Makyan
MMR;Q836;Q7121294;Língua Pa'O
MMR;Q836;Q7123283;Padaung
MMR;Q836;Q7133667;Para
MMR;Q836;Q7228475;Ponyo
MMR;Q836;Q7262966;Pyen
MMR;Q836;Q7379867;Rungtu
MMR;Q836;Q7402721;Sak
MMR;Q836;Q7451223;Senthang
MMR;Q836;Q7506059;Shö
MMR;Q836;Q7533375;Sizang
MMR;Q836;Q7560536;Somra
MMR;Q836;Q7561280;Songlai
MMR;Q836;Q7638087;Cumtu
MMR;Q836;Q7675773;Língua tai lai
MMR;Q836;Q7675784;Tai Loi
MMR;Q836;Q7689158;Tavoyan
MMR;Q836;Q7689338;Tawr
MMR;Q836;Q7980503;Welaung
MMR;Q836;Q7988202;Língua pwo ocidental
MMR;Q836;Q8074599;Zotung
MMR;Q836;Q9229830;Bualkhaw Chin
MMR;Q836;Q11149315;Lhao Vo
MMR;Q836;Q12952327;Chinbon Chin
MMR;Q836;Q12952577;Kayaw
MMR;Q836;Q12952581;Geba Karen
MMR;Q836;Q12952582;Lahta
MMR;Q836;Q12952592;Manumanaw Karen
MMR;Q836;Q12952596;Western Kayah
MMR;Q836;Q12952942;Matu Chin
MMR;Q836;Q12953186;Taungyo
MMR;Q836;Q12953797;Rumai Palaung
MMR;Q836;Q12953798;Pale Palaung
MMR;Q836;Q12953981;Yinchia
MMR;Q836;Q13018536;Shwe Palaung
MMR;Q836;Q13018575;Lahu Shi
MMR;Q836;Q13018576;Samtao
MMR;Q836;Q14352960;Zayein
MMR;Q836;Q14426328;Yinbaw Karen
MMR;Q836;Q14426329;Yintale
MNE;Q236;Q6654;croata
MNE;Q236;Q8821;língua montenegrina
MNE;Q236;Q9299;língua sérvia
MNE;Q236;Q9303;Língua bósnia
MNE;Q236;Q181037;Gheg
MNG;Q711;Q7737;russo
MNG;Q711;Q9246;Língua mongol
MNG;Q711;Q9252;língua cazaque
MNG;Q711;Q13263;Língua uigur
MNG;Q711;Q34119;Língua tuviniana
MNG;Q711;Q3320659;Southern Mongolian
MNG;Q711;Q3915499;Língua de Sinais da Mongólia
MNG;Q711;Q6399808;khalkha-mongol
MNG;Q711;Q12637238;Mongolia Buriat
MNP;Q16644;Q1860;inglês
MNP;Q16644;Q28427;Língua caroliniana
MNP;Q16644;Q33262;Língua chamorro
MNP;Q16644;Q3397371;Tanapag
MOZ;Q1029;Q5146;português
MOZ;Q1029;Q10179;língua zulu
MOZ;Q1029;Q13311;Língua ndau
MOZ;Q1029;Q29930;Língua koti
MOZ;Q1029;Q33273;língua nianja
MOZ;Q1029;Q33599;Língua manica
MOZ;Q1029;Q33604;Makhuwa-Meetto
MOZ;Q1029;Q33882;Língua macua
MOZ;Q1029;Q34014;língua suázi
MOZ;Q1029;Q34327;língua tsonga
MOZ;Q1029;Q35172;Língua maconde
MOZ;Q1029;Q35824;Língua lomué
MOZ;Q1029;Q36902;Ciyao
MOZ;Q1029;Q2085051;Língua tswa
MOZ;Q1029;Q2520717;Língua ronga
MOZ;Q1029;Q2963909;Makhuwa-Shirima
MOZ;Q1029;Q2964008;XiSena
MOZ;Q1029;Q3042206;Quimuane
MOZ;Q1029;Q3081996;Nsenga
MOZ;Q1029;Q3197533;Swahili
MOZ;Q1029;Q3437616;Língua chope
MOZ;Q1029;Q3553423;Dema
MOZ;Q1029;Q3553459;Tawara
MOZ;Q1029;Q3832970;Tewe
MOZ;Q1029;Q4121130;Kunda
MOZ;Q1029;Q5118412;Língua chuwabo
MOZ;Q1029;Q6740513;Makwe
MOZ;Q1029;Q6900145;Moniga
MOZ;Q1029;Q6927809;Língua de Sinais Moçambicana
MOZ;Q1029;Q7071318;Língua cinyungwe
MOZ;Q1029;Q7820988;Guitonga
MOZ;Q1029;Q8826802;Barwe
MOZ;Q1029;Q11002622;Manyawa
MOZ;Q1029;Q11002891;Maindo
MOZ;Q1029;Q11006056;Lolo
MOZ;Q1029;Q11007144;Phimbi
MOZ;Q1029;Q11008159;Makhuwa-Saka
MOZ;Q1029;Q11030092;Takwane
MOZ;Q1029;Q11030947;Nathembo
MOZ;Q1029;Q11127231;Makhuwa-Marrevone
MOZ;Q1029;Q11128329;Kokola
MOZ;Q1029;Q11128833;Marenje
MRT;Q1025;Q150;francês
MRT;Q1025;Q1860;inglês
MRT;Q1025;Q9237;malaio
MRT;Q1025;Q34257;Língua uolofe
MRT;Q1025;Q36660;Língua soninquê
MRT;Q1025;Q37005;Língua zenaga
MRT;Q1025;Q56231;Árabe hassani
MRT;Q1025;Q56467;árabe moderno padrão
MRT;Q1025;Q1420205;Língua pulaar
MSR;Q13353;Q1860;inglês
MSR;Q13353;Q3244184;Crioulo inglês caribenho de Sotavento
MTQ;Q17054;Q150;francês
MTQ;Q17054;Q3006280;Crioulo de Guadalupe
MUS;Q1027;Q150;francês
MUS;Q1027;Q1860;inglês
MUS;Q1027;Q33268;bhojpuri
MUS;Q1027;Q33661;crioulo de Maurício
MUS;Q1027;Q6793754;Mauritian Sign Language
MWI;Q1020;Q1860;inglês
MWI;Q1020;Q33273;língua nianja
MWI;Q1020;Q34138;Língua tumbuka
MWI;Q1020;Q36902;Ciyao
MWI;Q1020;Q3272620;Nyakyusa
MWI;Q1020;Q3847648;Tonga do Malawi
MWI;Q1020;Q6481626;Língua lâmbia
MWI;Q1020;Q6983678;Ndali
MWI;Q1020;Q10975286;Malawi Lomwe
MWI;Q1020;Q11056292;Malawi Sena
MWI;Q1020;Q11128329;Kokola
MWI;Q1020;Q12636088;Shinyiha
MWI;Q1020;Q13123491;Nyika
MYS;Q833;Q7818692;Tombonuwo
MYS;Q833;Q7842360;Tring
MYS;Q833;Q7842365;Tringgus
MYS;Q833;Q7856961;Tutoh
MYS;Q833;Q7878321;Ukit
MYS;Q833;Q7881227;Uma’ Lasan
MYS;Q833;Q10867404;Sabah Malay
MYS;Q833;Q12636082;colloquial Malay
MYS;Q833;Q12636092;Malaccan Creole Malay
MYS;Q833;Q12953510;Sugut Dusun
MYS;Q833;Q12953512;Dumpas
MYS;Q833;Q12953594;Klias River Kadazan
MYS;Q833;Q12953660;Lahanan
MYS;Q833;Q12953674;Tampias Lobu
MYS;Q833;Q12953676;Lanas Lobu
MYS;Q833;Q12953808;Western Penan
MYS;Q833;Q12953913;Tobilung
MYS;Q833;Q13018541;East Penan
MYS;Q833;Q13479839;Língua lun bawang
MYS;Q833;Q13580777;Kuijau
MYS;Q833;Q16109975;Upper Kinabatangan
MYS;Q833;Q18638319;Central Melanau
MYS;Q833;Q18642293;Minokok
MYS;Q833;Q18642842;Sibu
MYS;Q833;Q18643518;Tatana
MYS;Q833;Q24938325;Sesayap Tidung
MYS;Q833;Q63214959;Southern Tidung
MYS;Q833;Q1860;inglês
MYS;Q833;Q9186;Cantonês
MYS;Q833;Q9192;mandarim
MYS;Q833;Q9237;malaio
MYS;Q833;Q9240;língua indonésia
MYS;Q833;Q13324;Língua minangkabau
MYS;Q833;Q13955;árabe
MYS;Q833;Q15065;Malaio malásio
MYS;Q833;Q33420;Língua de sinais malasiana
MYS;Q833;Q33424;Língua iban
MYS;Q833;Q33549;javanês
MYS;Q833;Q33731;Língua de sinais de Selangor
MYS;Q833;Q34002;Sunda
MYS;Q833;Q56467;árabe moderno padrão
MYS;Q833;Q646718;Cheq Wong
MYS;Q833;Q727694;mandarim padrão
MYS;Q833;Q860315;Batek
MYS;Q833;Q1199751;Kelantan-Pattani Malay
MYS;Q833;Q2669169;Língua cristã
MYS;Q833;Q2742262;Mah Meri
MYS;Q833;Q2742268;Minriq
MYS;Q833;Q2742661;Jah Hut
MYS;Q833;Q2880037;West Coast Bajau
MYS;Q833;Q2883794;Baram Kayan
MYS;Q833;Q2891902;Central Berawan
MYS;Q833;Q2891938;Jagoi
MYS;Q833;Q2900881;Biatah
MYS;Q833;Q2910053;Língua bonggi
MYS;Q833;Q2927799;Bukar Sadong
MYS;Q833;Q3025610;Temuan
MYS;Q833;Q3038653;Língua kiput
MYS;Q833;Q3040468;Duano’
MYS;Q833;Q3041552;Língua ida'an
MYS;Q833;Q3073453;Ten'edn
MYS;Q833;Q3111827;Semelai
MYS;Q833;Q3135426;Língua semai
MYS;Q833;Q3176748;Jahai
MYS;Q833;Q3195442;Kerinci
MYS;Q833;Q3196845;Kimaragang
MYS;Q833;Q3229263;Lelak
MYS;Q833;Q3259058;East Berawan
MYS;Q833;Q3259061;West Berawan
MYS;Q833;Q3328150;Murik Kayan
MYS;Q833;Q3336135;narom
MYS;Q833;Q3419746;Laraʼ
MYS;Q833;Q3423957;Rajakng Kayan
MYS;Q833;Q3446774;Bukitan
MYS;Q833;Q3449510;Orang Kanaq
MYS;Q833;Q3450611;Brunei Bisaya
MYS;Q833;Q3450775;Bintulu
MYS;Q833;Q3474891;Sa'ban
MYS;Q833;Q3914693;Língua temiar
MYS;Q833;Q3915909;Negeri Sembilan Malay
MYS;Q833;Q4208197;Orang Seletar
MYS;Q833;Q4216968;Jakun
MYS;Q833;Q4663287;Abai Sungai
MYS;Q833;Q4842201;Bah-Biau Punan
MYS;Q833;Q4850134;Balau
MYS;Q833;Q4924925;Língua de sinais de Penang
MYS;Q833;Q4925684;Kedah-Perak-Perlis-Penang Malay
MYS;Q833;Q4943150;Bookan
MYS;Q833;Q5224156;Daro-Matu
MYS;Q833;Q5317225;Língua dusun
MYS;Q833;Q5330240;Eastern Kadazan
MYS;Q833;Q5520523;Gana’
MYS;Q833;Q6348863;Kajaman
MYS;Q833;Q6350003;Kalabakan
MYS;Q833;Q6364300;Kanowit
MYS;Q833;Q6385445;Língua kelabit
MYS;Q833;Q6388963;Língua kendayan
MYS;Q833;Q6389308;Keningau Murut
MYS;Q833;Q6391529;Kensiu
MYS;Q833;Q6414335;Kintaq
MYS;Q833;Q6433808;Kota Marudu Talantang
MYS;Q833;Q6487291;Lanoh
MYS;Q833;Q6685078;Lotud
MYS;Q833;Q6736761;Mainstream Kenyah
MYS;Q833;Q6869641;Mintil
MYS;Q833;Q6895718;Língua molbog
MYS;Q833;Q6897407;Momogun
MYS;Q833;Q7033959;Língua yue
MYS;Q833;Q7082487;Okolod
MYS;Q833;Q7132487;Papar
MYS;Q833;Q7259892;Punan Batu
MYS;Q833;Q7312239;Remun
MYS;Q833;Q7395820;Sabah Bisaya
