iso3;river_name;length_km;scalerank;featurecla;source
GAB;Aïna;207;7;River;NaturalEarth_10m_rivers
GAB;Benito;62;7;River;NaturalEarth_10m_rivers
GAB;Ivindo;228;7;River;NaturalEarth_10m_rivers
GAB;Ngounie;360;8;River;NaturalEarth_10m_rivers
GAB;Ogooué;896;8;Lake Centerline;NaturalEarth_10m_rivers
GMB;Gambia;289;7;River;NaturalEarth_10m_rivers
GIN;Bafing;307;4;River;NaturalEarth_10m_rivers
GIN;Gambia;181;7;River;NaturalEarth_10m_rivers
GIN;Geba;244;7;River;NaturalEarth_10m_rivers
GIN;Niger;544;3;River;NaturalEarth_10m_rivers
GIN;Saint Paul;174;8;River;NaturalEarth_10m_rivers
GNB;Geba;223;7;River;NaturalEarth_10m_rivers
CIV;Bandama;467;7;Lake Centerline;NaturalEarth_10m_rivers
CIV;Bandama Blanc;446;7;River;NaturalEarth_10m_rivers
CIV;Baoulé;131;7;River;NaturalEarth_10m_rivers
CIV;Black Volta;100;5;River;NaturalEarth_10m_rivers
CIV;Komoé;997;7;River;NaturalEarth_10m_rivers
CIV;Sassandra;714;6;Lake Centerline;NaturalEarth_10m_rivers
CMR;Aïna;63;7;River;NaturalEarth_10m_rivers
CMR;Benue;336;4;River;NaturalEarth_10m_rivers
CMR;Chari;189;6;River;NaturalEarth_10m_rivers
CMR;Dja;670;8;River;NaturalEarth_10m_rivers
CMR;Kadeï;517;6;River;NaturalEarth_10m_rivers
CMR;Logone;305;7;River;NaturalEarth_10m_rivers
CMR;Lom;396;6;River;NaturalEarth_10m_rivers
CMR;Mbam;457;7;River;NaturalEarth_10m_rivers
CMR;Sanaga;463;6;River;NaturalEarth_10m_rivers
CMR;Vina;225;7;River;NaturalEarth_10m_rivers
LSO;Orange;312;6;River;NaturalEarth_10m_rivers
LBR;Saint Paul;259;8;River;NaturalEarth_10m_rivers
MDG;Betsiboka;502;7;River;NaturalEarth_10m_rivers
MDG;Mananantanana;248;6;River;NaturalEarth_10m_rivers
MDG;Mangoky;287;6;River;NaturalEarth_10m_rivers
MDG;Mania;315;7;River;NaturalEarth_10m_rivers
MDG;Onilahy;357;8;River;NaturalEarth_10m_rivers
MDG;Tsiribihina;137;7;River;NaturalEarth_10m_rivers
MWI;Shire;394;3;Lake Centerline;NaturalEarth_10m_rivers
MRT;Senegal;369;4;River;NaturalEarth_10m_rivers
MAR;Sebou;389;8;River;NaturalEarth_10m_rivers
MOZ;Limpopo;483;6;River;NaturalEarth_10m_rivers
MOZ;Lúrio;549;7;River;NaturalEarth_10m_rivers
MOZ;Maputo;98;8;River;NaturalEarth_10m_rivers
MOZ;Mazowe;112;7;River;NaturalEarth_10m_rivers
MOZ;Ruvuma;141;6;River;NaturalEarth_10m_rivers
MOZ;Save;318;7;River;NaturalEarth_10m_rivers
MOZ;Shire;73;3;River;NaturalEarth_10m_rivers
MOZ;Zambezi;878;3;Lake Centerline;NaturalEarth_10m_rivers
NAM;Auob;504;8;River;NaturalEarth_10m_rivers
NAM;Cuando;245;7;River;NaturalEarth_10m_rivers
NAM;Cunene;122;7;River;NaturalEarth_10m_rivers
NAM;Okavango;221;6;River;NaturalEarth_10m_rivers
NAM;Orange;351;4;River;NaturalEarth_10m_rivers
NAM;Zambezi;73;3;River;NaturalEarth_10m_rivers
NER;Niger;458;3;River;NaturalEarth_10m_rivers
NER;Yobe;164;8;Lake Centerline;NaturalEarth_10m_rivers
NGA;Benue;748;4;River;NaturalEarth_10m_rivers
NGA;Bunga;429;8;River;NaturalEarth_10m_rivers
NGA;Gongola;569;8;River;NaturalEarth_10m_rivers
NGA;Kaduna;234;7;River;NaturalEarth_10m_rivers
NGA;Mariga;175;7;River;NaturalEarth_10m_rivers
NGA;Niger;1553;3;River;NaturalEarth_10m_rivers
NGA;Sokoto;597;7;River;NaturalEarth_10m_rivers
NGA;Yobe;285;8;Lake Centerline;NaturalEarth_10m_rivers
UGA;Kagera;53;1;River;NaturalEarth_10m_rivers
UGA;Semliki;188;6;Lake Centerline;NaturalEarth_10m_rivers
UGA;White Nile;909;1;Lake Centerline;NaturalEarth_10m_rivers
RWA;Kagera;188;1;River;NaturalEarth_10m_rivers
SEN;Gambia;418;7;River;NaturalEarth_10m_rivers
SEN;Senegal;357;4;River;NaturalEarth_10m_rivers
SOM;Jubba;772;6;River;NaturalEarth_10m_rivers
SOM;Shebelle;722;7;River;NaturalEarth_10m_rivers
SOM;nan;251;8;Lake Centerline;NaturalEarth_10m_rivers
SDN;Atbarah;480;6;Lake Centerline;NaturalEarth_10m_rivers
SDN;Blue Nile;749;3;Lake Centerline;NaturalEarth_10m_rivers
SDN;Nile;1578;1;River;NaturalEarth_10m_rivers
SDN;Tekezé;115;6;River;NaturalEarth_10m_rivers
SDN;White Nile;486;1;River;NaturalEarth_10m_rivers
KEN;Tana;774;7;Lake Centerline;NaturalEarth_10m_rivers
KEN;nan;407;7;River;NaturalEarth_10m_rivers
ETH;Akobo;235;7;River;NaturalEarth_10m_rivers
ETH;Awash;861;8;Lake Centerline;NaturalEarth_10m_rivers
ETH;Blue Nile;994;3;River;NaturalEarth_10m_rivers
ETH;Genale;595;6;River;NaturalEarth_10m_rivers
ETH;Lesser Abay;60;3;Lake Centerline;NaturalEarth_10m_rivers
ETH;Omo;920;6;River;NaturalEarth_10m_rivers
ETH;Shebelle;996;7;River;NaturalEarth_10m_rivers
ETH;Tekezé;516;6;River;NaturalEarth_10m_rivers
GHA;Black Volta;321;5;Lake Centerline;NaturalEarth_10m_rivers
GHA;Oti;477;8;Lake Centerline;NaturalEarth_10m_rivers
GHA;Volta;471;5;Lake Centerline;NaturalEarth_10m_rivers
GHA;White Volta;511;6;Lake Centerline;NaturalEarth_10m_rivers
FRA;Ariège;114;6;River;NaturalEarth_10m_rivers
FRA;Dordogne;375;8;River;NaturalEarth_10m_rivers
FRA;Doubs;368;8;River;NaturalEarth_10m_rivers
FRA;Garonne;380;6;River;NaturalEarth_10m_rivers
FRA;Loire;826;5;River;NaturalEarth_10m_rivers
FRA;Meuse;365;8;River;NaturalEarth_10m_rivers
FRA;Moselle;258;7;River;NaturalEarth_10m_rivers
FRA;Rhine;168;4;River;NaturalEarth_10m_rivers
FRA;Rhône;479;6;River;NaturalEarth_10m_rivers
FRA;Sane;130;8;River;NaturalEarth_10m_rivers
FRA;Scheldt;81;8;River;NaturalEarth_10m_rivers
FRA;Seine;640;4;River;NaturalEarth_10m_rivers
FRA;Yonne;218;8;River;NaturalEarth_10m_rivers
GBR;Severn;218;8;River;NaturalEarth_10m_rivers
GBR;Thames;275;6;River;NaturalEarth_10m_rivers
GBR;Trent;194;8;River;NaturalEarth_10m_rivers
CHN;Aksu;139;8;River;NaturalEarth_10m_rivers
CHN;Amur;676;3;River;NaturalEarth_10m_rivers
CHN;Argun;501;3;River;NaturalEarth_10m_rivers
CHN;Bei;383;7;River;NaturalEarth_10m_rivers
CHN;Black;411;8;River;NaturalEarth_10m_rivers
CHN;Brahmaputra;247;2;River;NaturalEarth_10m_rivers
CHN;Buh He;228;7;River;NaturalEarth_10m_rivers
CHN;Chaor;347;8;River;NaturalEarth_10m_rivers
CHN;Chumar;428;8;Lake Centerline;NaturalEarth_10m_rivers
CHN;Dadu;886;6;River;NaturalEarth_10m_rivers
CHN;Dali;208;8;River;NaturalEarth_10m_rivers
CHN;Daling;366;8;River;NaturalEarth_10m_rivers
CHN;Dam;290;8;River;NaturalEarth_10m_rivers
CHN;Derung-Nmai;122;4;River;NaturalEarth_10m_rivers
CHN;Dong;423;7;River;NaturalEarth_10m_rivers
CHN;Duliu;246;8;River;NaturalEarth_10m_rivers
CHN;Erdao;171;8;River;NaturalEarth_10m_rivers
CHN;Fuchun;297;7;Lake Centerline;NaturalEarth_10m_rivers
CHN;Gan;770;6;Lake Centerline;NaturalEarth_10m_rivers
CHN;Ghaghara;75;7;River;NaturalEarth_10m_rivers
CHN;Gongnaisi He;298;7;River;NaturalEarth_10m_rivers
CHN;Hai;98;7;River;NaturalEarth_10m_rivers
CHN;Han;1283;6;Lake Centerline;NaturalEarth_10m_rivers
CHN;Hongshui;524;4;River;NaturalEarth_10m_rivers
CHN;Huai;377;7;River;NaturalEarth_10m_rivers
CHN;Huang;61;3;Lake Centerline;NaturalEarth_10m_rivers
CHN;Hudi;535;7;Lake Centerline;NaturalEarth_10m_rivers
CHN;Ili;131;7;River;NaturalEarth_10m_rivers
CHN;Irtysh;517;2;River;NaturalEarth_10m_rivers
CHN;Jialing;873;7;River;NaturalEarth_10m_rivers
CHN;Jing;342;8;River;NaturalEarth_10m_rivers
CHN;Jinsha;1876;1;River;NaturalEarth_10m_rivers
CHN;Konqi He;321;6;River;NaturalEarth_10m_rivers
CHN;Liao;499;6;River;NaturalEarth_10m_rivers
CHN;Liu;111;8;River;NaturalEarth_10m_rivers
CHN;Luan;576;8;River;NaturalEarth_10m_rivers
CHN;Manas;63;7;River;NaturalEarth_10m_rivers
CHN;Maquan;625;2;River;NaturalEarth_10m_rivers
CHN;Mekong;1632;2;River;NaturalEarth_10m_rivers
CHN;Min;525;6;River;NaturalEarth_10m_rivers
CHN;Nanpan;877;4;River;NaturalEarth_10m_rivers
CHN;Nanweng;155;8;River;NaturalEarth_10m_rivers
CHN;Nen;642;8;River;NaturalEarth_10m_rivers
CHN;Ou;217;8;River;NaturalEarth_10m_rivers
CHN;Qianjiang;108;4;River;NaturalEarth_10m_rivers
CHN;Qin He;307;8;River;NaturalEarth_10m_rivers
CHN;Red;572;6;River;NaturalEarth_10m_rivers
CHN;Rong;216;8;River;NaturalEarth_10m_rivers
CHN;Salween;1696;4;River;NaturalEarth_10m_rivers
CHN;Sanggan;296;7;River;NaturalEarth_10m_rivers
CHN;Sapt;324;7;River;NaturalEarth_10m_rivers
CHN;Sengge Zangbo;308;3;River;NaturalEarth_10m_rivers
CHN;Shandian;219;8;River;NaturalEarth_10m_rivers
CHN;Songacha;89;7;River;NaturalEarth_10m_rivers
CHN;Songhua;1752;6;Lake Centerline;NaturalEarth_10m_rivers
CHN;Sutlej;338;6;Lake Centerline;NaturalEarth_10m_rivers
CHN;Taoer;508;8;Lake Centerline;NaturalEarth_10m_rivers
CHN;Tarim;798;6;River;NaturalEarth_10m_rivers
CHN;Tongtian;883;1;River;NaturalEarth_10m_rivers
CHN;Toxkan He;309;8;River;NaturalEarth_10m_rivers
CHN;Tuotuo He;225;1;River;NaturalEarth_10m_rivers
CHN;Ussuri;360;7;River;NaturalEarth_10m_rivers
CHN;Wei;693;8;River;NaturalEarth_10m_rivers
CHN;Wu;918;7;River;NaturalEarth_10m_rivers
CHN;Wuding;157;8;River;NaturalEarth_10m_rivers
CHN;Wujia;691;7;Lake Centerline;NaturalEarth_10m_rivers
CHN;Xar Moron;344;6;River;NaturalEarth_10m_rivers
CHN;Xi;464;4;River;NaturalEarth_10m_rivers
CHN;Xiang;806;7;River;NaturalEarth_10m_rivers
CHN;Xiliao;271;6;River;NaturalEarth_10m_rivers
CHN;Xunjiang;159;4;River;NaturalEarth_10m_rivers
CHN;Yalong;1496;7;River;NaturalEarth_10m_rivers
CHN;Yalu;506;8;Lake Centerline;NaturalEarth_10m_rivers
CHN;Yangtze;2434;1;River;NaturalEarth_10m_rivers
CHN;Yarkand;1047;6;River;NaturalEarth_10m_rivers
CHN;Yarlung;726;2;River;NaturalEarth_10m_rivers
CHN;Yellow;4838;3;River;NaturalEarth_10m_rivers
CHN;Yong;132;7;River;NaturalEarth_10m_rivers
CHN;Yongding;234;7;River;NaturalEarth_10m_rivers
CHN;You;436;7;River;NaturalEarth_10m_rivers
CHN;Yu;227;7;River;NaturalEarth_10m_rivers
CHN;Yuan;1086;6;Lake Centerline;NaturalEarth_10m_rivers
CHN;Yurungkax He;433;8;River;NaturalEarth_10m_rivers
CHN;Za;383;2;River;NaturalEarth_10m_rivers
CHN;Zayü;152;8;River;NaturalEarth_10m_rivers
CHN;Za’gya;300;8;River;NaturalEarth_10m_rivers
CHN;Zhang;367;8;River;NaturalEarth_10m_rivers
CHN;Zuo;211;8;River;NaturalEarth_10m_rivers
CHN;nan;825;7;River;NaturalEarth_10m_rivers
BRA;Amapari;499;7;River;NaturalEarth_10m_rivers
BRA;Amazon;2464;1;Lake Centerline;NaturalEarth_10m_rivers
BRA;Araguaia;1949;4;River;NaturalEarth_10m_rivers
BRA;Branco;1172;6;River;NaturalEarth_10m_rivers
BRA;Contas;444;8;River;NaturalEarth_10m_rivers
BRA;Corumbá;429;8;Lake Centerline;NaturalEarth_10m_rivers
BRA;Culuene;586;5;River;NaturalEarth_10m_rivers
BRA;Doce;680;7;River;NaturalEarth_10m_rivers
BRA;Grande;1123;5;Lake Centerline;NaturalEarth_10m_rivers
BRA;Guaporé;629;3;River;NaturalEarth_10m_rivers
BRA;Gurupí;638;7;River;NaturalEarth_10m_rivers
BRA;Ibicuí;333;8;River;NaturalEarth_10m_rivers
BRA;Indaiá;284;4;River;NaturalEarth_10m_rivers
BRA;Iriri;1066;7;River;NaturalEarth_10m_rivers
BRA;Itiquira;327;8;River;NaturalEarth_10m_rivers
BRA;Ituxi;506;8;River;NaturalEarth_10m_rivers
BRA;Ivinhema;431;8;River;NaturalEarth_10m_rivers
BRA;Jamanxim;1323;7;River;NaturalEarth_10m_rivers
BRA;Japurá;653;5;River;NaturalEarth_10m_rivers
BRA;Jari;701;7;River;NaturalEarth_10m_rivers
BRA;Javary;124;8;River;NaturalEarth_10m_rivers
BRA;Javaés;477;4;River;NaturalEarth_10m_rivers
BRA;Jequitinhonha;786;6;River;NaturalEarth_10m_rivers
BRA;Jiparaná;814;8;River;NaturalEarth_10m_rivers
BRA;Jurua;1592;7;River;NaturalEarth_10m_rivers
BRA;Juruena;474;5;River;NaturalEarth_10m_rivers
BRA;Madeira;1284;3;River;NaturalEarth_10m_rivers
BRA;Maicuru;510;8;River;NaturalEarth_10m_rivers
BRA;Mearim;603;8;Lake Centerline;NaturalEarth_10m_rivers
BRA;Negro;1187;3;River;NaturalEarth_10m_rivers
BRA;Nhamundá;474;8;River;NaturalEarth_10m_rivers
BRA;Paraiba;744;6;River;NaturalEarth_10m_rivers
BRA;Paranapanema;681;7;Lake Centerline;NaturalEarth_10m_rivers
BRA;Paranaíba;655;4;Lake Centerline;NaturalEarth_10m_rivers
BRA;Paraná;870;4;Lake Centerline;NaturalEarth_10m_rivers
BRA;Paraná River;1038;2;River;NaturalEarth_10m_rivers
BRA;Parnaíba;1299;7;River;NaturalEarth_10m_rivers
BRA;Piauí;515;8;River;NaturalEarth_10m_rivers
BRA;Purus;2137;6;River;NaturalEarth_10m_rivers
BRA;Putumayo;281;7;River;NaturalEarth_10m_rivers
BRA;Ribeira;314;8;River;NaturalEarth_10m_rivers
BRA;São Francisco;2233;4;Lake Centerline;NaturalEarth_10m_rivers
BRA;Tapajós;1359;5;River;NaturalEarth_10m_rivers
BRA;Tietê;828;8;Lake Centerline;NaturalEarth_10m_rivers
BRA;Tocantins;2177;4;River;NaturalEarth_10m_rivers
BRA;Trombetas;692;7;Lake Centerline;NaturalEarth_10m_rivers
BRA;Una;213;8;River;NaturalEarth_10m_rivers
BRA;Uruguay;781;6;River;NaturalEarth_10m_rivers
BRA;Velhas;522;7;River;NaturalEarth_10m_rivers
BRA;Verde;320;8;River;NaturalEarth_10m_rivers
BRA;Xingu;1618;5;River;NaturalEarth_10m_rivers
BRA;nan;536;8;River;NaturalEarth_10m_rivers
RUS;Adycha;825;8;River;NaturalEarth_10m_rivers
RUS;Alazeya;860;8;River;NaturalEarth_10m_rivers
RUS;Aldan;2351;4;River;NaturalEarth_10m_rivers
RUS;Amgun;657;8;River;NaturalEarth_10m_rivers
RUS;Amur;2168;3;Lake Centerline;NaturalEarth_10m_rivers
RUS;Anabar;313;7;River;NaturalEarth_10m_rivers
RUS;Anadyr;1031;6;River;NaturalEarth_10m_rivers
RUS;Angara;2144;2;Lake Centerline;NaturalEarth_10m_rivers
RUS;Argun;549;3;River;NaturalEarth_10m_rivers
RUS;Bikin;452;8;River;NaturalEarth_10m_rivers
RUS;Biya;370;6;Lake Centerline;NaturalEarth_10m_rivers
RUS;Bolshoy Anyuy;802;8;River;NaturalEarth_10m_rivers
RUS;Bolshoy Yenisei;502;8;River;NaturalEarth_10m_rivers
RUS;Bol’shaya Kuonamka;568;7;River;NaturalEarth_10m_rivers
RUS;Bykovskaya Protoka;94;1;River;NaturalEarth_10m_rivers
RUS;Chulym;1560;7;River;NaturalEarth_10m_rivers
RUS;Chulyshman;229;6;River;NaturalEarth_10m_rivers
RUS;Chuna;1252;8;River;NaturalEarth_10m_rivers
RUS;Chusovaya;545;8;Lake Centerline;NaturalEarth_10m_rivers
RUS;Daugava;252;5;River;NaturalEarth_10m_rivers
RUS;Desna;290;7;River;NaturalEarth_10m_rivers
RUS;Dnieper;355;4;River;NaturalEarth_10m_rivers
RUS;Don;1633;6;Lake Centerline;NaturalEarth_10m_rivers
RUS;Donets;301;7;River;NaturalEarth_10m_rivers
RUS;Dulgalakh;377;8;River;NaturalEarth_10m_rivers
RUS;Indigirka;1962;5;River;NaturalEarth_10m_rivers
RUS;Ingoda;566;7;River;NaturalEarth_10m_rivers
RUS;Irtysh;1855;2;River;NaturalEarth_10m_rivers
RUS;Ishim;384;7;River;NaturalEarth_10m_rivers
RUS;Kama;1687;6;Lake Centerline;NaturalEarth_10m_rivers
RUS;Kamchatka;604;6;River;NaturalEarth_10m_rivers
RUS;Katun;624;7;River;NaturalEarth_10m_rivers
RUS;Kem;387;6;River;NaturalEarth_10m_rivers
RUS;Khatanga;169;6;River;NaturalEarth_10m_rivers
RUS;Kheta;971;6;River;NaturalEarth_10m_rivers
RUS;Khopyor;712;7;River;NaturalEarth_10m_rivers
RUS;Kolyma;2590;4;River;NaturalEarth_10m_rivers
RUS;Kondoma;300;8;River;NaturalEarth_10m_rivers
RUS;Kotuy;1540;7;River;NaturalEarth_10m_rivers
RUS;Kuban;685;7;River;NaturalEarth_10m_rivers
RUS;Kukhtuy;385;8;River;NaturalEarth_10m_rivers
RUS;Kureyka;300;8;River;NaturalEarth_10m_rivers
RUS;Lena;4360;1;River;NaturalEarth_10m_rivers
RUS;Little Yenisei;322;4;River;NaturalEarth_10m_rivers
RUS;Lutto;219;7;River;NaturalEarth_10m_rivers
RUS;Luza;460;8;River;NaturalEarth_10m_rivers
RUS;Malaya Ob';397;7;River;NaturalEarth_10m_rivers
RUS;Mana;486;8;River;NaturalEarth_10m_rivers
RUS;Maya;997;8;River;NaturalEarth_10m_rivers
RUS;Mezen;832;7;River;NaturalEarth_10m_rivers
RUS;Moma;494;8;River;NaturalEarth_10m_rivers
RUS;Nadym;439;7;River;NaturalEarth_10m_rivers
RUS;Narva;139;7;Lake Centerline;NaturalEarth_10m_rivers
RUS;Neva;106;5;Lake Centerline;NaturalEarth_10m_rivers
RUS;Nizhnyaya Taymyra;250;7;Lake Centerline;NaturalEarth_10m_rivers
RUS;Nizhnyaya Tunguska;3069;5;River;NaturalEarth_10m_rivers
RUS;Northern Dvina;736;4;River;NaturalEarth_10m_rivers
RUS;Ob;3753;2;River;NaturalEarth_10m_rivers
RUS;Oka;2136;7;Lake Centerline;NaturalEarth_10m_rivers
RUS;Olenekskaya Protoka;301;1;River;NaturalEarth_10m_rivers
RUS;Olenyok;2640;6;River;NaturalEarth_10m_rivers
RUS;Oloy;613;8;River;NaturalEarth_10m_rivers
RUS;Olyokma;1286;7;River;NaturalEarth_10m_rivers
RUS;Omolon;1066;7;River;NaturalEarth_10m_rivers
RUS;Onega;246;7;River;NaturalEarth_10m_rivers
RUS;Onon;444;8;River;NaturalEarth_10m_rivers
RUS;Palyavaam;555;8;River;NaturalEarth_10m_rivers
RUS;Pechora;1774;4;River;NaturalEarth_10m_rivers
RUS;Podkamennaya Tunguska;1799;7;River;NaturalEarth_10m_rivers
RUS;Popigay;640;8;River;NaturalEarth_10m_rivers
RUS;Poronay;212;8;River;NaturalEarth_10m_rivers
RUS;Pur;730;7;River;NaturalEarth_10m_rivers
RUS;Pyasina;792;7;River;NaturalEarth_10m_rivers
RUS;Sartang;786;7;River;NaturalEarth_10m_rivers
RUS;Selenga;387;2;River;NaturalEarth_10m_rivers
RUS;Severnaya Sosva;722;8;River;NaturalEarth_10m_rivers
RUS;Shilka;495;7;River;NaturalEarth_10m_rivers
RUS;Suda;369;7;Lake Centerline;NaturalEarth_10m_rivers
RUS;Sukhona;613;4;Lake Centerline;NaturalEarth_10m_rivers
RUS;Sura;599;8;River;NaturalEarth_10m_rivers
RUS;Svir;539;5;Lake Centerline;NaturalEarth_10m_rivers
RUS;Taimura;629;8;River;NaturalEarth_10m_rivers
RUS;Taz;1260;6;River;NaturalEarth_10m_rivers
RUS;Tobol;676;5;River;NaturalEarth_10m_rivers
RUS;Tom;849;6;River;NaturalEarth_10m_rivers
RUS;Trofimovskaya Protoka;121;5;River;NaturalEarth_10m_rivers
RUS;Tuloma;83;7;River;NaturalEarth_10m_rivers
RUS;Tumatskaya Protoka;117;5;River;NaturalEarth_10m_rivers
RUS;Tumnin;362;8;River;NaturalEarth_10m_rivers
RUS;Tyung;1046;8;River;NaturalEarth_10m_rivers
RUS;Uda;384;8;River;NaturalEarth_10m_rivers
RUS;Udzha;431;8;River;NaturalEarth_10m_rivers
RUS;Ural;988;4;Lake Centerline;NaturalEarth_10m_rivers
RUS;Ussuri;455;7;River;NaturalEarth_10m_rivers
RUS;Vakh;748;8;River;NaturalEarth_10m_rivers
RUS;Velikaya;329;7;River;NaturalEarth_10m_rivers
RUS;Verkhniy Yenisey;280;4;Lake Centerline;NaturalEarth_10m_rivers
RUS;Verkhnyaya Taymyra;529;7;River;NaturalEarth_10m_rivers
RUS;Vilyuy;2691;6;Lake Centerline;NaturalEarth_10m_rivers
RUS;Vishera;386;8;River;NaturalEarth_10m_rivers
RUS;Vitim;1784;7;River;NaturalEarth_10m_rivers
RUS;Volga;3565;3;Lake Centerline;NaturalEarth_10m_rivers
RUS;Volga–Don Canal;106;6;River;NaturalEarth_10m_rivers
RUS;Vuoksa;235;6;Lake Centerline;NaturalEarth_10m_rivers
RUS;Vychegda;945;5;River;NaturalEarth_10m_rivers
RUS;Yana;677;7;River;NaturalEarth_10m_rivers
RUS;Yenisey;3077;4;River;NaturalEarth_10m_rivers
RUS;Zeya;1109;7;Lake Centerline;NaturalEarth_10m_rivers
RUS;nan;1955;7;River;NaturalEarth_10m_rivers
CAN;Albany;1130;6;River;NaturalEarth_10m_rivers
CAN;Alsek;329;6;River;NaturalEarth_10m_rivers
CAN;Anderson;769;8;Lake Centerline;NaturalEarth_10m_rivers
CAN;Arctic Red;454;7;River;NaturalEarth_10m_rivers
CAN;Arnaud;254;8;River;NaturalEarth_10m_rivers
CAN;Assiniboine;686;8;River;NaturalEarth_10m_rivers
CAN;Athabasca;1541;5;Lake Centerline;NaturalEarth_10m_rivers
CAN;Babine;90;8;River;NaturalEarth_10m_rivers
CAN;Back;1159;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Beaver;584;6;River;NaturalEarth_10m_rivers
CAN;Bell;473;7;Lake Centerline;NaturalEarth_10m_rivers
CAN;Burnside;303;8;River;NaturalEarth_10m_rivers
CAN;Caniapiscau;574;7;Lake Centerline;NaturalEarth_10m_rivers
CAN;Churchill;2013;6;River;NaturalEarth_10m_rivers
CAN;Columbia;660;3;Lake Centerline;NaturalEarth_10m_rivers
CAN;Coppermine;686;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Cree;226;8;River;NaturalEarth_10m_rivers
CAN;Donjek;223;7;River;NaturalEarth_10m_rivers
CAN;Eastmain;605;7;River;NaturalEarth_10m_rivers
CAN;Ekwan;508;8;River;NaturalEarth_10m_rivers
CAN;English;629;8;Lake Centerline;NaturalEarth_10m_rivers
CAN;Exploits;117;8;River;NaturalEarth_10m_rivers
CAN;Finlay;304;6;River;NaturalEarth_10m_rivers
CAN;Flathead;52;8;River;NaturalEarth_10m_rivers
CAN;Fraser;1289;5;River;NaturalEarth_10m_rivers
CAN;French;97;8;River;NaturalEarth_10m_rivers
CAN;Gatineau;160;8;River;NaturalEarth_10m_rivers
CAN;George;443;7;River;NaturalEarth_10m_rivers
CAN;Gods;308;8;River;NaturalEarth_10m_rivers
CAN;Grand;200;8;River;NaturalEarth_10m_rivers
CAN;Great Bear;173;6;River;NaturalEarth_10m_rivers
CAN;Great Whale;342;7;River;NaturalEarth_10m_rivers
CAN;Groundhog;146;7;River;NaturalEarth_10m_rivers
CAN;Hayes;93;8;River;NaturalEarth_10m_rivers
CAN;Ivanhoe;148;7;River;NaturalEarth_10m_rivers
CAN;Kazan;175;8;Lake Centerline;NaturalEarth_10m_rivers
CAN;La Grande;792;4;Lake Centerline;NaturalEarth_10m_rivers
CAN;Liard;1191;6;River;NaturalEarth_10m_rivers
CAN;Mackenzie;2038;2;Lake Centerline;NaturalEarth_10m_rivers
CAN;Manicouagan;460;7;Lake Centerline;NaturalEarth_10m_rivers
CAN;Mattagami;159;7;River;NaturalEarth_10m_rivers
CAN;Mlzes;421;7;River;NaturalEarth_10m_rivers
CAN;Moose;61;7;River;NaturalEarth_10m_rivers
CAN;Natashquan;325;7;River;NaturalEarth_10m_rivers
CAN;Nechako;266;7;River;NaturalEarth_10m_rivers
CAN;Nelson;787;4;Lake Centerline;NaturalEarth_10m_rivers
CAN;Nipigon;58;7;River;NaturalEarth_10m_rivers
CAN;North Saskatchewan;1380;4;River;NaturalEarth_10m_rivers
CAN;Nottaway;215;7;Lake Centerline;NaturalEarth_10m_rivers
CAN;Ottawa;544;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Peace;1665;2;Lake Centerline;NaturalEarth_10m_rivers
CAN;Pelly;517;8;River;NaturalEarth_10m_rivers
CAN;Peribonka;515;7;Lake Centerline;NaturalEarth_10m_rivers
CAN;Porcupine;661;6;River;NaturalEarth_10m_rivers
CAN;R. des Outaouais;411;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Rainy;409;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Red of the South;550;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Richelieu;124;8;River;NaturalEarth_10m_rivers
CAN;Rupert;541;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Saguenay;399;8;Lake Centerline;NaturalEarth_10m_rivers
CAN;Saint John;423;6;River;NaturalEarth_10m_rivers
CAN;Saskatchewan;750;4;Lake Centerline;NaturalEarth_10m_rivers
CAN;Severn;952;7;River;NaturalEarth_10m_rivers
CAN;Skeena;553;6;River;NaturalEarth_10m_rivers
CAN;Slave;433;2;River;NaturalEarth_10m_rivers
CAN;South Saskatchewan;1538;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;St. Lawrence;126;2;River;NaturalEarth_10m_rivers
CAN;St. Mary's;83;8;River;NaturalEarth_10m_rivers
CAN;St.-Maurice;330;8;River;NaturalEarth_10m_rivers
CAN;Stewart;756;7;River;NaturalEarth_10m_rivers
CAN;Stikine;594;5;River;NaturalEarth_10m_rivers
CAN;Teslin;297;3;Lake Centerline;NaturalEarth_10m_rivers
CAN;Thelon;1196;5;Lake Centerline;NaturalEarth_10m_rivers
CAN;Thlewiaza;718;8;Lake Centerline;NaturalEarth_10m_rivers
CAN;Thompson;247;8;River;NaturalEarth_10m_rivers
CAN;White;123;7;River;NaturalEarth_10m_rivers
CAN;Winisk;375;7;River;NaturalEarth_10m_rivers
CAN;Winnipeg;398;6;Lake Centerline;NaturalEarth_10m_rivers
CAN;Yukon;682;3;River;NaturalEarth_10m_rivers
CAN;nan;3615;5;Lake Centerline;NaturalEarth_10m_rivers
JPN;Ishikari;211;6;River;NaturalEarth_10m_rivers
JPN;Mogami;199;8;River;NaturalEarth_10m_rivers
