conflict_qid;conflict_label;checked_via
Q112942348;witchcraft investigation of Helen Keir;both
Q112942388;witchcraft investigation of Jeane Gibeson;both
Q112942338;witchcraft investigation of Cristin Crystie;both
Q112942407;witchcraft investigation of Margrat NcWilliam;both
Q112942400;witchcraft investigation of Marion Patersone;both
Q112942376;witchcraft investigation of George Milton;both
Q112942355;witchcraft investigation of Margret Reauch;both
Q112942405;witchcraft investigation of Barbara Scot;both
Q112893369;witchcraft investigation of Helene Deanes;both
Q112893370;witchcraft investigation of Issobell Cairnes;both
Q112893368;witchcraft investigation of Elspeth Baillie;both
Q134311080;100 men versus a gorilla;both
Q112942821;witchcraft investigation of Aleson Woddro;both
Q112942831;witchcraft investigation of Margaret Widdrow;both
Q112942824;witchcraft investigation of Geillis Guill;both
Q112942837;witchcraft investigation of Bessie Jaffray;both
Q112896927;witchcraft investigation of Agnes Nemo;both
Q112896885;witchcraft investigation of Bessie Smythe;both
Q112942829;witchcraft investigation of Katherine Simsoun;both
Q112942844;witchcraft investigation of Anna Tait;both
Q112896976;witchcraft investigation of Gilbert Robisone;both
Q112942832;witchcraft investigation of Agnes Dow Nein Angus;both
Q112896962;witchcraft investigation of Marioun Grig;both
Q112942841;witchcraft investigation of Issobell Durie;both
Q112942833;witchcraft investigation of Masie Fellowsdale;both
Q112942839;witchcraft investigation of Jonet Smith;both
Q112942835;witchcraft investigation of Jeane Crawfurd;both
Q112942822;witchcraft investigation of Issobell Kelso;both
Q112942834;witchcraft investigation of Katherine Tom;both
Q112942836;witchcraft investigation of Jonet Rank;both
Q112942827;witchcraft investigation of William Wat;both
Q112896940;witchcraft investigation of William Coke;both
Q112896942;witchcraft investigation of Alison Dick;both
Q112896960;witchcraft investigation of Issobell Malcolme;both
Q112942823;witchcraft investigation of Effie Lindsey;both
Q112942845;witchcraft investigation of Bessie Johnston;both
Q112942838;witchcraft investigation of Marioun Widdrow;both
Q112942842;witchcraft investigation of Marioun Hill;both
Q112896985;witchcraft investigation of Mali Lithgow;both
Q112942327;witchcraft investigation of Margaret Crawfurd;both
Q112942307;witchcraft investigation of Barbara Bowndie;both
Q112942318;witchcraft investigation of Helen Mitchell;both
Q112942314;witchcraft investigation of Katharin Lunay;both
Q112893982;witchcraft investigation of Alexander Hammiltoun;both
Q112942325;witchcraft investigation of Agnes Lauson;both
Q112942313;witchcraft investigation of Christian Wishart;both
Q112942302;witchcraft investigation of Helen Tailzour;both
Q112942298;witchcraft investigation of Beatrix Robbie;both
Q112942305;witchcraft investigation of Elspeth Culsetter;both
Q112893976;witchcraft investigation of Agnes Nic Ean Vane;both
Q112942295;witchcraft investigation of Margerat Bane;both
Q112942297;witchcraft investigation of Helene Rogie;both
Q112893979;witchcraft investigation of Margaret Guthrie;both
Q112942332;witchcraft investigation of Jonet Lodge;both
Q112942304;witchcraft investigation of Janet Pekok;both
Q112893975;witchcraft investigation of Agnes McGillivorich;both
Q112942301;witchcraft investigation of Margaret Thomesone;both
Q112942328;witchcraft investigation of Isdobell Murray;both
Q112893978;witchcraft investigation of Elizabeth Guthrie;both
Q112942284;witchcraft investigation of Janet Kennedy;both
Q112942285;witchcraft investigation of Janet Wharrie;both
Q112942329;witchcraft investigation of Issoble Garner;both
Q112942303;witchcraft investigation of Barbara Yorston;both
Q112942315;witchcraft investigation of Margaret Cony;both
Q112893983;witchcraft investigation of Malie Jonstoun;both
Q112914883;witchcraft investigation of Jonnet Kempe;both
Q112914858;witchcraft investigation of Christiane Deanes;both
Q112914837;witchcraft investigation of Bessie Paull;both
Q112914879;witchcraft investigation of Issobell Stillie;both
Q112897054;witchcraft investigation of Jonet Thomesone;both
Q112914875;witchcraft investigation of Issobell Cathie;both
Q112914842;witchcraft investigation of Jonnet Wilsone;both
Q112914885;witchcraft investigation of Elspeth Tailyeor;both
Q112897080;witchcraft investigation of Agnes Bischope;both
Q112914825;witchcraft investigation of Meg Dow;both
Q112914877;witchcraft investigation of Patrick Cathie;both
Q112914881;witchcraft investigation of Christian Blaik;both
Q112914882;witchcraft investigation of Nicoll Stillie;both
Q112914878;witchcraft investigation of Susanna Bannytyne;both
Q112914868;witchcraft investigation of Johne McWilliam;both
Q112941219;witchcraft investigation of Jonnet Pedie;both
Q112914889;witchcraft investigation of Issobell Thomsone;both
Q112941207;witchcraft investigation of Katherine Blair;both
Q112941209;witchcraft investigation of Marioun Boyd;both
Q112940911;witchcraft investigation of Katharin Smith;both
Q112941201;witchcraft investigation of Issobell Cootis;both
Q112914933;witchcraft investigation of Barbara Drummond;both
Q112940910;witchcraft investigation of Bessie Ramsay;both
Q112940934;witchcraft investigation of Issobell Douglas;both
Q112941205;witchcraft investigation of Jonnet Dunbar;both
Q112941227;witchcraft investigation of Jonet Straton;both
Q112941223;witchcraft investigation of Patrik Landrok;both
Q112941215;witchcraft investigation of Marjorie Patersone;both
Q112941217;witchcraft investigation of Issobell Mawer;both
Q112940937;witchcraft investigation of Margaret Stewart;both
Q112914886;witchcraft investigation of Anna Pilmure;both
Q112914892;witchcraft investigation of Jonet Robeson;both
Q112914891;witchcraft investigation of Robert Scot;both
Q112941225;witchcraft investigation of Helene Darumpill;both
Q112941218;witchcraft investigation of Jonnet Budge;both
Q112894011;witchcraft investigation of Johne Ramsay;both
Q112894012;witchcraft investigation of Katharine Purdie;both
Q112941303;witchcraft investigation of Katherene Crystie;both
Q112894078;witchcraft investigation of Janet Cockburn;both
Q112941307;witchcraft investigation of Mawsie Stowane;both
Q112941329;witchcraft investigation of Marjorie Forrester;both
Q112894077;witchcraft investigation of Agnes Johnston;both
Q112941237;witchcraft investigation of Helene Wilsoun;both
Q112941310;witchcraft investigation of Agnes Charters;both
Q112941328;witchcraft investigation of Margaret Tullie;both
Q112941332;witchcraft investigation of Catharine Whitlay;both
Q112941242;witchcraft investigation of Marie Lauchtie;both
Q112894076;witchcraft investigation of Christian Syme;both
Q112894075;witchcraft investigation of Janet Gibb;both
Q112941251;witchcraft investigation of Donald Robinson;both
Q112894069;witchcraft investigation of Marioun Lyis;both
Q112894072;witchcraft investigation of Margaret Adinstoun;both
Q112941229;witchcraft investigation of Helene Dryburghe;both
Q112894070;witchcraft investigation of Thomas Wilson;both
Q112941319;witchcraft investigation of Marione Meik;both
Q112941244;witchcraft investigation of Euphame Rid;both
Q112941301;witchcraft investigation of Margaret Hendersoune;both
Q112894071;witchcraft investigation of Agnes Forsyth;both
Q112941311;witchcraft investigation of Agnes Dungalson;both
Q112941312;witchcraft investigation of Helen Blaik;both
Q112894073;witchcraft investigation of Margaret Dick;both
Q112969442;witchcraft investigation of Margaret Whyte;both
Q112969480;witchcraft investigation of Margaret Clerk;both
Q112942444;witchcraft investigation of Gradach McGillicallum;both
Q112942442;witchcraft investigation of Donald Gillevray;both
Q112942409;witchcraft investigation of Jonet Morisone;both
Q112942440;witchcraft investigation of Christian Malcolmson;both
Q112969440;witchcraft investigation of Jonet Mathie;both
Q112969450;witchcraft investigation of Margaret Murray;both
Q112969486;witchcraft investigation of Marion Veitch;both
Q112969468;witchcraft investigation of Jonet Thomson;both
Q112942408;witchcraft investigation of Donald McIllmichall;both
Q112942443;witchcraft investigation of Christian Millar;both
Q112942438;witchcraft investigation of Jonet Garvie;both
Q112969439;witchcraft investigation of Jon Stewart;both
Q112969448;witchcraft investigation of Agnes Wallace;both
Q112942441;witchcraft investigation of John McAne McThomas Cattanach;both
Q112969467;witchcraft investigation of Agnes Thomson;both
Q112894036;witchcraft investigation of Margaret Strachan;both
Q112894038;witchcraft investigation of Andrew Jonston;both
Q112894039;witchcraft investigation of Bessie Johnstone;both
Q112894037;witchcraft investigation of Catherine Craig;both
Q112894026;witchcraft investigation of Janet Fairlie;both
Q112894025;witchcraft investigation of Jeane Craig;both
Q112894027;witchcraft investigation of Libra Watt;both
Q112894034;witchcraft investigation of Agnes Tailzeor;both
Q112894035;witchcraft investigation of Margaret Gibson;both
Q112894024;witchcraft investigation of Jonnet Matheson;both
Q112894031;witchcraft investigation of Margaret Allane;both
Q112894030;witchcraft investigation of Catherine Wilson;both
Q112894040;witchcraft investigation of Marion Lawrie;both
Q112894033;witchcraft investigation of Johnne Colquhoun;both
Q112894028;witchcraft investigation of Agnes Scobie;both
Q112894060;witchcraft investigation of John Forrester;both
Q112894063;witchcraft investigation of Catherine Allan;both
Q112894057;witchcraft investigation of Janet Robertsone;both
Q112894067;witchcraft investigation of Margaret Lyis;both
Q112894061;witchcraft investigation of Janet Small;both
Q112894059;witchcraft investigation of Elspet Douglas;both
Q112894068;witchcraft investigation of Jonet Speid;both
Q112894058;witchcraft investigation of Jeane Walker;both
Q112894065;witchcraft investigation of Marioun Robertsoun;both
Q112894066;witchcraft investigation of Janet Gray;both
Q112894064;witchcraft investigation of Katherine Hendersoun;both
Q112894062;witchcraft investigation of Margaret Blair;both
Q112940943;witchcraft investigation of Bessie Ireland;both
Q112940976;witchcraft investigation of Jonnet Henrie;both
Q112940955;witchcraft investigation of Jonet Drysdaill;both
Q112940977;witchcraft investigation of Agnes Smyth;both
Q112940968;witchcraft investigation of Bessie Hendirson;both
Q112940938;witchcraft investigation of Agnes MaCaw;both
Q112940978;witchcraft investigation of Katheriene Vertie;both
Q112940958;witchcraft investigation of Marioun Tailyeour;both
Q112940957;witchcraft investigation of Gelis Johnston;both
Q112940970;witchcraft investigation of Christian Grintoun;both
Q112940960;witchcraft investigation of Marjorie Mongomerie;both
Q112940950;witchcraft investigation of Issobell Falconner;both
Q112940974;witchcraft investigation of Jonet Listar;both
Q112940966;witchcraft investigation of Katherine Cunynhame;both
Q112894020;witchcraft investigation of Jonnet Nidrie;both
Q112894017;witchcraft investigation of Jonnet Young;both
Q112894021;witchcraft investigation of Gilbert Wynd;both
Q112894023;witchcraft investigation of Alisone Nisbet;both
Q112894019;witchcraft investigation of Sarah Ramage;both
Q112894013;witchcraft investigation of Agnes Hill;both
Q112894014;witchcraft investigation of Jon Neill;both
Q112894022;witchcraft investigation of Margaret Watson;both
Q112894016;witchcraft investigation of Grissel Young;both
Q112894015;witchcraft investigation of Jonnet Cleghorne;both
Q112894043;witchcraft investigation of Patrick Andersone;both
Q112894047;witchcraft investigation of James Dalgleish;both
Q112894049;witchcraft investigation of Bessie Scott;both
Q112894053;witchcraft investigation of Janet Thomesone;both
Q112894051;witchcraft investigation of Elizabeth Wilson;both
Q112894055;witchcraft investigation of Isobel Keith;both
Q112894050;witchcraft investigation of Rachael Horseburgh;both
Q112894041;witchcraft investigation of Janet Patersone;both
Q112894056;witchcraft investigation of Rachael Forrester;both
Q112894054;witchcraft investigation of Elizabeth Bathgate;both
Q112894046;witchcraft investigation of Margaret Murray;both
Q112894045;witchcraft investigation of Margaret Pringle;both
Q112894048;witchcraft investigation of William Scott;both
Q112894052;witchcraft investigation of Geilles Wood;both
Q112894042;witchcraft investigation of Janet Carnecroce;both
Q112894079;witchcraft investigation of Marjorie Hoy (Hoip);both
Q112941102;witchcraft investigation of Katherine Rannald;both
Q112941097;witchcraft investigation of Christian Umpharstoun;both
Q112894082;witchcraft investigation of Mary McFinley Vic Comes;both
Q112941070;witchcraft investigation of Bessie Harlaw;both
Q112941080;witchcraft investigation of John Ewart;both
Q112894080;witchcraft investigation of Margaret Temple;both
Q112941119;witchcraft investigation of Marjorie Aitkyne;both
Q112894081;witchcraft investigation of Kathrin Nyn Owan Vic Omnoch;both
Q112941062;witchcraft investigation of Beatrice Mudie;both
Q112941089;witchcraft investigation of Jonet Maglene;both
Q112941112;witchcraft investigation of Helen Cummyng;both
Q112941068;witchcraft investigation of Bessie Chalmers;both
Q112941087;witchcraft investigation of Thomas Stark;both
Q112941076;witchcraft investigation of Christiane Couper;both
Q112941074;witchcraft investigation of Marioun Chatto;both
Q112941078;witchcraft investigation of Marioun Rutherford;both
Q112941082;witchcraft investigation of Christiane Grahame;both
Q112941123;witchcraft investigation of Johne Young;both
Q112941117;witchcraft investigation of Maig Knox;both
Q112941093;witchcraft investigation of Helene Mwere;both
Q112941095;witchcraft investigation of Janet McIllwhichill;both
Q112941114;witchcraft investigation of Alesoune Hutchesoune;both
Q112941104;witchcraft investigation of Agnes Robertsone;both
Q112941061;witchcraft investigation of Christiane Hammyltoun;both
Q112941107;witchcraft investigation of Agnes Quarrier;both
Q112894090;witchcraft investigation of Mary Dollour;both
Q112894086;witchcraft investigation of Ninian Coell;both
Q112894089;witchcraft investigation of Kathrin Nein Ferquhar McEan;both
Q112894085;witchcraft investigation of Kathrin Ninian Ear Vic Ean Culleam;both
Q112894084;witchcraft investigation of Jonet Ninian Rory Mie;both
Q112894102;witchcraft investigation of Agnes Clerk;both
Q112894091;witchcraft investigation of Margret McClean;both
Q112894101;witchcraft investigation of Marjory Scott;both
Q112894095;witchcraft investigation of Hectour McClean;both
Q112894088;witchcraft investigation of Gormyle Grant;both
Q112894098;witchcraft investigation of Marjorie Richie;both
Q112894087;witchcraft investigation of Mary Nein Goune Baike;both
Q112894093;witchcraft investigation of Donald McClean;both
Q112894099;witchcraft investigation of Cristian Small;both
Q112894100;witchcraft investigation of Elspeth Jonstoun;both
Q112894092;witchcraft investigation of Jonet McClean;both
Q112894103;witchcraft investigation of John McIlvorie;both
Q112969561;witchcraft investigation of Anable Steven;both
Q112969534;witchcraft investigation of Janet Robertsone;both
Q112969522;witchcraft investigation of John Stewart;both
Q112969533;witchcraft investigation of Margaret Kennedy;both
Q112969546;witchcraft investigation of Jenet Pennycuik;both
Q112969518;witchcraft investigation of Jonnett Finlasoun;both
Q112969519;witchcraft investigation of Margaret Hay;both
Q112969544;witchcraft investigation of Anne Pursell;both
Q112969552;witchcraft investigation of Christian Drupes;both
Q112969570;witchcraft investigation of Jonet Scott;both
Q112969550;witchcraft investigation of Katherin Wod;both
Q112969530;witchcraft investigation of Jonnett Gardiner;both
Q112969510;witchcraft investigation of Nicolas Lauson;both
Q112969574;witchcraft investigation of Beatrix Furd;both
Q112969524;witchcraft investigation of Margaret Barclay;both
Q112969571;witchcraft investigation of Elizabeth Moody;both
Q112969505;witchcraft investigation of Geils Harley;both
Q112969506;witchcraft investigation of Marion Robertson;both
Q112969576;witchcraft investigation of More Roy;both
Q112969554;witchcraft investigation of Annabell Hall;both
Q112969536;witchcraft investigation of Janet Scott;both
Q112969539;witchcraft investigation of Margaret Dicksone;both
Q112969559;witchcraft investigation of Jonet Ker;both
Q112969525;witchcraft investigation of William Nicoll;both
Q112969540;witchcraft investigation of Margaret Hamiltoun;both
Q112969547;witchcraft investigation of Jenet Davidson;both
Q112969545;witchcraft investigation of Robert Pratt;both
Q112969514;witchcraft investigation of Betty (Beatrix) Laing;both
Q112969504;witchcraft investigation of Elspeth Chousley;both
Q112969521;witchcraft investigation of Margaret Rid;both
Q112969520;witchcraft investigation of Janet Campbell;both
Q112941058;witchcraft investigation of Margaret Wod;both
Q112941044;witchcraft investigation of Andro Turnbull;both
Q112941028;witchcraft investigation of Jonet Johnstoun;both
Q112940983;witchcraft investigation of unknown Robertson;both
Q112941019;witchcraft investigation of Johnne Kirk;both
Q112940995;witchcraft investigation of Ewphame Young;both
Q112941008;witchcraft investigation of Margaret Reoch;both
Q112940992;witchcraft investigation of Spouse of Alexander Burghie;both
Q112941040;witchcraft investigation of Agnes Knox;both
Q112941035;witchcraft investigation of Bessie Stewinstone;both
Q112941003;witchcraft investigation of Marioun Hendirsoun;both
Q112941009;witchcraft investigation of Helen Erskine;both
Q112941016;witchcraft investigation of Gilbert Campbell;both
Q112940997;witchcraft investigation of Alisoun Denis;both
Q112940985;witchcraft investigation of Robert Allane;both
Q112940999;witchcraft investigation of Marjorie Lyell;both
Q112941021;witchcraft investigation of Watty Bryis;both
Q112941030;witchcraft investigation of Jonet Hammyltoun;both
Q112941042;witchcraft investigation of Patrick Rid;both
Q112940988;witchcraft investigation of Katherine Hammiltoune;both
Q112941018;witchcraft investigation of George Kirk;both
Q112941005;witchcraft investigation of Manie Ellote;both
Q112941026;witchcraft investigation of Katherine Hill;both
Q112941023;witchcraft investigation of Jonnet Murriache;both
Q112894107;witchcraft investigation of Jonet Alexander;both
Q112894348;witchcraft investigation of Grissell Murray;both
Q112894108;witchcraft investigation of Vylet Gray;both
Q112894110;witchcraft investigation of Margret Simson;both
Q112894351;witchcraft investigation of Helen Lauder;both
Q112894377;witchcraft investigation of Elspeth Guild;both
Q112894109;witchcraft investigation of James Bog;both
Q112894375;witchcraft investigation of Jonet Patoun;both
Q112894105;witchcraft investigation of Jonet Holm;both
Q112894346;witchcraft investigation of Bessie Watson;both
Q112894104;witchcraft investigation of Jonet Muir;both
Q112894350;witchcraft investigation of Bessie Morison;both
Q112894106;witchcraft investigation of Agnes Gibson;both
Q112894361;witchcraft investigation of Margaret Lauder;both
Q112969660;witchcraft investigation of Elspeth Durie;both
Q112969585;witchcraft investigation of Jonet Stewart;both
Q112969674;witchcraft investigation of Elspet Gray;both
Q112969579;witchcraft investigation of Issobell Monro;both
Q112969577;witchcraft investigation of Meg Lyell;both
Q112969592;witchcraft investigation of Elspet Smith;both
Q112969601;witchcraft investigation of John Lindsay;both
Q112969583;witchcraft investigation of Bessie Gibson;both
Q112969582;witchcraft investigation of Marion Craufurd;both
Q112969661;witchcraft investigation of Bessie Smith;both
Q112969580;witchcraft investigation of Issobell Smyth;both
Q112969658;witchcraft investigation of Jonet Durie;both
Q112969675;witchcraft investigation of Marion Watsone;both
Q112894405;witchcraft investigation of Margaret Paterson;both
Q112894409;witchcraft investigation of Mary Mitchell;both
Q112894400;witchcraft investigation of Jonet Harlaw;both
Q112894408;witchcraft investigation of Margaret Wright;both
Q112894420;witchcraft investigation of Bessie Bell;both
Q112894423;witchcraft investigation of Margaret Laing;both
Q112894412;witchcraft investigation of Thomas Mitchell;both
Q112894398;witchcraft investigation of Bessie Unknown;both
Q112894404;witchcraft investigation of Jonet Mun;both
Q112894407;witchcraft investigation of Christian Donald;both
Q112894421;witchcraft investigation of Margaret Liddell;both
Q112894402;witchcraft investigation of Margaret Nicolsoun;both
Q112894401;witchcraft investigation of Alesoun Angus;both
Q112894413;witchcraft investigation of Marion Phin;both
Q112894399;witchcraft investigation of Suna Voe;both
Q112894410;witchcraft investigation of John Gray;both
Q112894411;witchcraft investigation of Janet McNair;both
Q112894403;witchcraft investigation of Marjory Craig;both
Q112894417;witchcraft investigation of Katharine Liddell;both
Q112894415;witchcraft investigation of Agnes Kelly;both
Q112894406;witchcraft investigation of Issobell Laing;both
Q112914176;witchcraft investigation of Elspeth Cant;both
Q112914189;witchcraft investigation of Marioun Little;both
Q112914202;witchcraft investigation of Janat Cuj;both
Q112914200;witchcraft investigation of Jonet Mitchells;both
Q112914224;witchcraft investigation of Jonet Loudoun;both
Q112914177;witchcraft investigation of Isobel Young;both
Q112914223;witchcraft investigation of Jeane Scott;both
Q112914180;witchcraft investigation of Janet Lowrie;both
Q112914229;witchcraft investigation of Jonat Couper;both
Q112897116;witchcraft investigation of John Corse;both
Q12411486;Shas v Pines;both
Q112914207;witchcraft investigation of Beatrix Watsone;both
Q112914185;witchcraft investigation of Margaret Dauling;both
Q112914195;witchcraft investigation of Bessie Cuper;both
Q112914226;witchcraft investigation of Jonet Nicolsone;both
Q112914181;witchcraft investigation of Janet Mowbray;both
Q112914214;witchcraft investigation of Margaret Bell;both
Q112914199;witchcraft investigation of Marie Mitchells;both
Q112914178;witchcraft investigation of Helen Hill;both
Q112914221;witchcraft investigation of Jonet Paterson;both
Q112914179;witchcraft investigation of Helen Thomson;both
Q112914205;witchcraft investigation of Helen Small;both
Q112914222;witchcraft investigation of Jonnet Galbraith;both
Q112914204;witchcraft investigation of Helen Young;both
Q112897098;witchcraft investigation of Marion Peebles;both
Q112914215;witchcraft investigation of Marion Inglis;both
Q112969676;witchcraft investigation of Katherine Wilson;both
Q112969722;witchcraft investigation of Margaret Rammage;both
Q112969721;witchcraft investigation of Janet Lyle;both
Q112969719;witchcraft investigation of Agnes Loch;both
Q112969693;witchcraft investigation of Bessie Lamb;both
Q112969688;witchcraft investigation of Agnis Quhytelaw;both
Q112969716;witchcraft investigation of Janet Daill;both
Q112969679;witchcraft investigation of Margaret Ros;both
Q112969684;witchcraft investigation of Margaret Stewart;both
Q112969692;witchcraft investigation of Bessie Ramsay;both
Q112969681;witchcraft investigation of Donald McAndro Moir;both
Q112969717;witchcraft investigation of William McGillievray;both
Q112969691;witchcraft investigation of Geilis Feirour;both
Q112969720;witchcraft investigation of David Johnston;both
Q112969689;witchcraft investigation of Elizabeth Hunter;both
Q112969690;witchcraft investigation of Agnes Peramorris;both
Q112969724;witchcraft investigation of Marion Greinlaw;both
Q112969682;witchcraft investigation of John Crods;both
Q112969723;witchcraft investigation of Janet Paistoun;both
Q112969678;witchcraft investigation of Marie Patersone;both
Q112895601;witchcraft investigation of Jonet Leyis;both
Q112895596;witchcraft investigation of Johnnet Wischert;both
Q112895700;the witchcraft investigation of Margaret Whyte;both
Q112895603;witchcraft investigation of Elspet Leyis;both
Q112895598;witchcraft investigation of Bessie Thom;both
Q112895602;witchcraft investigation of Violat Leyis;both
Q112895699;the witchcraft investigation of Margaret Oliver;both
Q112895600;witchcraft investigation of Johne Leyis;both
Q112895703;the witchcraft investigation of Margaret Andersone;both
Q112895701;the witchcraft investigation of Christian Thomesone;both
Q112895597;witchcraft investigation of Thomas Leyis;both
Q112895698;the witchcraft investigation of Janet Thomesone;both
Q112895702;the witchcraft investigation of Jonet Young;both
Q112895697;the witchcraft investigation of Margaret Pringle;both
Q112895595;witchcraft investigation of Isobel Cockie;both
Q112895599;witchcraft investigation of Issobel Barroun;both
Q112894390;witchcraft investigation of Margaret Dury;both
Q112894394;witchcraft investigation of Mareon Caskie;both
Q112894397;witchcraft investigation of Molphrie Porteous;both
Q112894379;witchcraft investigation of Margret Dobie;both
Q112894388;witchcraft investigation of Robert Shevies;both
Q112894396;witchcraft investigation of Marget Bigland;both
Q112894391;witchcraft investigation of Margaret Neill Vayne;both
Q112894378;witchcraft investigation of Issobell Key;both
Q112894383;witchcraft investigation of Cristian May;both
Q112894384;witchcraft investigation of Agnes Broun;both
Q112894385;witchcraft investigation of Margret Cowie;both
Q112894386;witchcraft investigation of Hendry Wilson;both
Q112894392;witchcraft investigation of More Nain Duy McIvers;both
Q112894389;witchcraft investigation of Issobell Spens;both
Q112894382;witchcraft investigation of Margret Horne;both
Q112894387;witchcraft investigation of Margaret Abernethy;both
Q112894393;witchcraft investigation of Grissell Jaffray;both
Q112894395;witchcraft investigation of Agnes Finnie;both
Q112942886;witchcraft investigation of Margaret Rudge;both
Q112942888;witchcraft investigation of Elspet Lyell;both
Q112942913;witchcraft investigation of Agnes Gordoun;both
Q112942893;witchcraft investigation of Donald McCheaniche;both
Q112942901;witchcraft investigation of Patrick Dyet;both
Q112942916;witchcraft investigation of Gelis Durye;both
Q112942897;witchcraft investigation of Marie Neill Mcconneill;both
Q112942890;witchcraft investigation of Agnes Nein Donnald Kir;both
Q112942918;witchcraft investigation of Bessye Brodye;both
Q112942912;witchcraft investigation of Jonet Barroman;both
Q112942885;witchcraft investigation of Margaret nein dan mhic Coull;both
Q112942892;witchcraft investigation of Annie Bayne;both
Q112942903;witchcraft investigation of Agnes Bathcut;both
Q112942889;witchcraft investigation of Margaret Ferguson;both
Q112942891;witchcraft investigation of Alesoun Ore;both
Q112942887;witchcraft investigation of Jonnet Foulis;both
Q112942895;witchcraft investigation of William Thornar;both
Q112942906;witchcraft investigation of Magdalen Horn;both
Q112942904;witchcraft investigation of John Rae;both
Q112942907;witchcraft investigation of Jonet McCubine;both
Q112942900;witchcraft investigation of Erschin Carfra;both
Q112942899;witchcraft investigation of Margaret Lyell;both
Q112942894;witchcraft investigation of Breadoche Oiseathe;both
Q112942905;witchcraft investigation of Margaret Dow;both
Q112942902;witchcraft investigation of Margaret Duddingston;both
Q112942884;witchcraft investigation of Issobell Brokak;both
Q112942875;witchcraft investigation of Agnes Sutherland;both
Q112942863;witchcraft investigation of spouse to William Thomesone;both
Q112942878;witchcraft investigation of Katherine nein dan Gillechallum;both
Q112942871;witchcraft investigation of Margaret nein Doul Wriack;both
Q112942873;witchcraft investigation of Williams Weems;both
Q112942882;witchcraft investigation of Angus McGillipatrick;both
Q112942881;witchcraft investigation of Henry Hoggart;both
Q112942868;witchcraft investigation of William Baird;both
Q112942872;witchcraft investigation of Helene nein Doul Wriack;both
Q112942880;witchcraft investigation of Agnes Alinschaw;both
Q112942883;witchcraft investigation of Margaret Nein Phaill;both
Q112942876;witchcraft investigation of Jhone Mcalaster Waten;both
Q112942865;witchcraft investigation of Issobell Hall;both
Q112942874;witchcraft investigation of Jonet Oig;both
Q112942870;witchcraft investigation of Fingwall nein Tealgar;both
Q112942866;witchcraft investigation of John Mcinkaird;both
Q112942877;witchcraft investigation of Alaster Smith;both
Q112969422;witchcraft investigation of Issobell Smith;both
Q112942945;witchcraft investigation of James Chalmer;both
Q112942947;witchcraft investigation of Cristeane Jak;both
Q112942946;witchcraft investigation of Catherine Campbell;both
Q112942940;witchcraft investigation of James Kilgour;both
Q112942943;witchcraft investigation of Cristeane Johnnestoun;both
Q112969424;witchcraft investigation of Bessie Duncan;both
Q112969418;witchcraft investigation of Margaret Young;both
Q112969425;witchcraft investigation of Margaret Wallace;both
Q112942937;witchcraft investigation of Unknown Dowglass;both
Q112969428;witchcraft investigation of Elspeth Bruce;both
Q112942935;witchcraft investigation of James Ochterlonyes;both
Q112942944;witchcraft investigation of Jonet Curchan;both
Q112942938;witchcraft investigation of Cristeane Incheot;both
Q112942942;witchcraft investigation of Effie Roger;both
Q112942939;witchcraft investigation of Unknown Lyvelyke;both
Q112942936;witchcraft investigation of Margaret Mowbray;both
Q112942934;witchcraft investigation of Unknown Fischearis Docter;both
Q112942929;witchcraft investigation of Betie Wobster;both
Q112942920;witchcraft investigation of Issobell Robertsoun;both
Q112942926;witchcraft investigation of Jonet Harbertson;both
Q112942922;witchcraft investigation of Dame Logye;both
Q112942932;witchcraft investigation of Issobell Sutye;both
Q112942919;witchcraft investigation of Maldye Sturrok;both
Q112942921;witchcraft investigation of Jonet Gardyn;both
Q112942923;witchcraft investigation of Johnne Stevin;both
Q112942930;witchcraft investigation of Jonet Duncane;both
Q112942927;witchcraft investigation of Jonet Newton;both
Q112942931;witchcraft investigation of Katherine Cusing;both
Q112942925;witchcraft investigation of Wife of Johnne Durwart;both
Q112942924;witchcraft investigation of Henrye Stevin;both
Q112942933;witchcraft investigation of Unknown Law;both
Q112942928;witchcraft investigation of Cristiane Twych;both
Q112969437;witchcraft investigation of Annabell Stewart;both
Q112969436;witchcraft investigation of Helene Clerk;both
Q112969433;witchcraft investigation of Bessie Weir;both
Q112969431;witchcraft investigation of Margaret Guthrie;both
Q112969432;witchcraft investigation of Grissell Anderson;both
Q112969434;witchcraft investigation of Margret Jackson;both
Q112942860;witchcraft investigation of Marione Lawder;both
Q112942855;witchcraft investigation of Marion Browne;both
Q112942854;witchcraft investigation of Marion Broune;both
Q112969733;witchcraft investigation of Bessie Wilson;both
Q112942857;witchcraft investigation of Janet Sympsoun;both
Q112969729;witchcraft investigation of Christian Patersone;both
Q112969728;witchcraft investigation of Christiane Wilsone;both
Q112942859;witchcraft investigation of Allan Lawder;both
Q112969730;witchcraft investigation of Beatrix Leslie;both
Q112969726;witchcraft investigation of Issobell Fergussone;both
Q112969732;witchcraft investigation of Agnes Pogavie;both
Q112969727;witchcraft investigation of Marjory Wilson;both
Q112942861;witchcraft investigation of Marion Dobie;both
Q112969725;witchcraft investigation of Elspet Graham;both
Q112896697;witchcraft investigation of Marioun Grant;both
Q112896746;witchcraft investigation of Issobell Richie;both
Q112896757;witchcraft investigation of Andro Man;both
Q112896687;witchcraft investigation of Agnes Forbes;both
Q112896674;witchcraft investigation of Christen Michell;both
