iso3;country;item;url_slug;ranking;score;critics;source
RUS;Rússia;Pastila;pastila;1;4;4;tasteatlas_html
MAR;Marrocos;Pastilla;pastilla;;4;4;tasteatlas_html
GRC;Grécia;Pastitsada;pastitsada;;1;1;tasteatlas_html
MLT;Malta;Pastizz;pastizz;1;20;20;tasteatlas_html
USA;Estados Unidos;Pastrami on rye;pastrami-on-rye;2;20;20;tasteatlas_html
CAN;Canadá;Pastry;pastry;;;;tasteatlas_html
GBR;Reino Unido;Pastry;pastry;;;;tasteatlas_html
SRB;Sérvia;Pasulj;pasulj;;;;tasteatlas_html
ESP;Espanha;Patatas bravas;patas-bravas;;;;tasteatlas_html
ITA;Itália;Patate in tecia;patate-in-tecia;;;;tasteatlas_html
BGR;Bulgária;Patatnik;patatnik;;1;1;tasteatlas_html
BRA;Brasil;Pato no tucupi;pato-no-tucupi;;;;tasteatlas_html
SRB;Sérvia;Pazarske mantije;pazarske-mantije;;;;tasteatlas_html
BHS;Bahamas;Peas and Dumpling Soup;peas-and-dumpling-soup;;1;1;tasteatlas_html
GBR;Reino Unido;Pease pudding;pease-pudding;;1;1;tasteatlas_html
CHL;Chile;Pebre;pebre;;2;2;tasteatlas_html
RUS;Rússia;Pelmeni;pelmeni;;1;1;tasteatlas_html
GTM;Guatemala;Pepián;pepian;1;6;6;tasteatlas_html
JAM;Jamaica;Peppered Shrimps;peppered-shrimps;;2;2;tasteatlas_html
UKR;Ucrânia;Perepichka;perepichka;1;14;14;tasteatlas_html
MOZ;Moçambique;Peri Peri Chicken;peri-peri-chicken;;3;3;tasteatlas_html
IDN;Indonésia;Perkedel;perkedel;;2;2;tasteatlas_html
PRI;Porto Rico;Pernil;pernil;;3;3;tasteatlas_html
COL;Colômbia;Perro caliente colombiano;perro-caliente;1;6;6;tasteatlas_html
GBR;Reino Unido;Perry;Perries;;;;tasteatlas_html
RUS;Rússia;Perry;Perries;;;;tasteatlas_html
USA;Estados Unidos;Perry;Perries;;;;tasteatlas_html
NOR;Noruega;Persetorsk;persetorsk;;;;tasteatlas_html
PER;Peru;Pescado a lo macho;pescado-a-lo-macho;;1;1;tasteatlas_html
ITA;Itália;Pesto Genovese;pesto-genovese;;1;1;tasteatlas_html
PRT;Portugal;Petiscos;petiscos;;;;tasteatlas_html
VNM;Vietname;Pho;pho;;;;tasteatlas_html
VNM;Vietname;Phở bò;pho-bo;;;;tasteatlas_html
VNM;Vietname;Phở gà;pho-ga;;;;tasteatlas_html
TTO;Trindade e Tobago;Pholourie;pholourie;;2;2;tasteatlas_html
DOM;República Dominicana;Pica pollo;pica-pollo;;1;1;tasteatlas_html
CUB;Cuba;Picadillo Cubano;picadillo;;1;1;tasteatlas_html
BRA;Brasil;Picanha;picanha;;1;1;tasteatlas_html
PER;Peru;Picante de cuy;picante-de-cuy;;1;1;tasteatlas_html
PER;Peru;Picarones;picarones;;2;2;tasteatlas_html
CHL;Chile;Pichanga;pichanga;;4;4;tasteatlas_html
DEU;Alemanha;Pichelsteiner;pichelsteiner;;;;tasteatlas_html
TUR;Turquia;Pide;sfiha;;;;tasteatlas_html
GBR;Reino Unido;Pie;Pies;;;;tasteatlas_html
IRL;República da Irlanda;Pie;Pies;;;;tasteatlas_html
USA;Estados Unidos;Pie;Pies;;;;tasteatlas_html
GBR;Reino Unido;Pie and mash;pie-and-mash;1;19;19;tasteatlas_html
SRB;Sérvia;Pihtije;pihtije;;;;tasteatlas_html
ESP;Espanha;Pinchitos;pinchitos;;1;1;tasteatlas_html
ESP;Espanha;Pinchos Gilda;pinchos-gilda;;1;1;tasteatlas_html
NOR;Noruega;Pinnekjøtt;pinnekjtt;;;;tasteatlas_html
ESP;Espanha;Pintxos;pintxos;4;8;8;tasteatlas_html
MEX;México;Pipian;pipian;;;;tasteatlas_html
PRI;Porto Rico;Pique Criollo;pique-criollo;;2;2;tasteatlas_html
BOL;Bolívia;Pique macho;pique-macho;;4;4;tasteatlas_html
PRY;Paraguai;Pira caldo;pira-caldo;;2;2;tasteatlas_html
RUS;Rússia;Pirozhki;pirozhki;;4;4;tasteatlas_html
EST;Estónia;Pirukas;pirukas;1;5;5;tasteatlas_html
IDN;Indonésia;Pisang goreng;pisang-goreng;;;;tasteatlas_html
FRA;França;Pissaladière;pissaladiere;;;;tasteatlas_html
GRC;Grécia;Pita;pita-bread;;;;tasteatlas_html
CUB;Cuba;Pizza cubana;pizza-cubana;;1;1;tasteatlas_html
ITA;Itália;Pizza fiori di zucca;fior-di-zuca-pizza;1;5;5;tasteatlas_html
ITA;Itália;Pizza Margherita;margherita;5;5;5;tasteatlas_html
ITA;Itália;Pizza marinara;pizza-marinara;;2;2;tasteatlas_html
ITA;Itália;Pizza montanara;pizza-montanara;1;14;14;tasteatlas_html
ITA;Itália;Pizza Napoletana;pizza-napoletana;6;8;8;tasteatlas_html
MDA;Moldávia;Plăcintă;placinta;;;;tasteatlas_html
GBR;Reino Unido;Plant;Plants;;;;tasteatlas_html
JPN;Japão;Plant;Plants;;;;tasteatlas_html
KOR;Coreia do Sul;Plant;Plants;;;;tasteatlas_html
CUB;Cuba;Platillo moros y cristiano;platillo-moros-y-cristiano;;2;2;tasteatlas_html
BOL;Bolívia;Plato paceño;plato-paceno;;1;1;tasteatlas_html
SRB;Sérvia;Pljeskavica;pljeskavica;;;;tasteatlas_html
UZB;Uzbequistão;Plov;plov;;2;2;tasteatlas_html
CAN;Canadá;Ploye;ploye;;3;3;tasteatlas_html
MEX;México;Poc chuc;poc-chuc;1;6;6;tasteatlas_html
SRB;Sérvia;Podvarak;podvarak;;;;tasteatlas_html
PYF;Polinésia Francesa;Poisson cru;poisson-cru;;1;1;tasteatlas_html
ITA;Itália;Polenta;polenta;;;;tasteatlas_html
DNK;Dinamarca;Pølser;polser;;2;2;tasteatlas_html
PRT;Portugal;Polvo à Lagareiro;polvo-a-lagareiro;;;;tasteatlas_html
GBR;Reino Unido;Pork Pie;pork-pie;;4;4;tasteatlas_html
USA;Estados Unidos;Pork Tenderloin Sandwich;pork-tenderloin;1;9;9;tasteatlas_html
FIN;Finlândia;Poronkäristys;poronkaristys;1;6;6;tasteatlas_html
CHL;Chile;Porotos con rienda;porotos-con-rienda;1;4;4;tasteatlas_html
USA;Estados Unidos;Porterhouse;porterhouse;;3;3;tasteatlas_html
COL;Colômbia;Postre de natas;postre-de-natas;;;;tasteatlas_html
ZAF;África do Sul;Potjiekos;potjiekos;;2;2;tasteatlas_html
GBR;Reino Unido;Potted shrimps;potted-shrimps;1;6;6;tasteatlas_html
HTI;Haiti;Poulet aux noix;poulet-aux-noix;;1;1;tasteatlas_html
CAN;Canadá;Poutine;poutine;;;;tasteatlas_html
CAN;Canadá;Poutine gravy;poutine-gravy;;;;tasteatlas_html
CAN;Canadá;Poutine râpée;poutine-rapee;;1;1;tasteatlas_html
RUS;Rússia;Pozharskaya kotleta;pozharsky-cutlet;;1;1;tasteatlas_html
ARE;Emirados Árabes Unidos;Praline;pralines;;;;tasteatlas_html
AUS;Austrália;Praline;pralines;;;;tasteatlas_html
BGR;Bulgária;Praline;pralines;;;;tasteatlas_html
CAN;Canadá;Praline;pralines;;;;tasteatlas_html
CHN;China;Praline;pralines;;;;tasteatlas_html
DEU;Alemanha;Praline;pralines;;;;tasteatlas_html
DNK;Dinamarca;Praline;pralines;;;;tasteatlas_html
EST;Estónia;Praline;pralines;;;;tasteatlas_html
FIN;Finlândia;Praline;pralines;;;;tasteatlas_html
FRA;França;Praline;pralines;;;;tasteatlas_html
GBR;Reino Unido;Praline;pralines;;;;tasteatlas_html
IDN;Indonésia;Praline;pralines;;;;tasteatlas_html
IND;Índia;Praline;pralines;;;;tasteatlas_html
ISL;Islândia;Praline;pralines;;;;tasteatlas_html
ITA;Itália;Praline;pralines;;;;tasteatlas_html
JPN;Japão;Praline;pralines;;;;tasteatlas_html
NOR;Noruega;Praline;pralines;;;;tasteatlas_html
NZL;Nova Zelândia;Praline;pralines;;;;tasteatlas_html
ROU;Roménia;Praline;pralines;;;;tasteatlas_html
SGP;Singapura;Praline;pralines;;;;tasteatlas_html
SWE;Suécia;Praline;pralines;;;;tasteatlas_html
TWN;Taiwan;Praline;pralines;;;;tasteatlas_html
USA;Estados Unidos;Praline;pralines;;;;tasteatlas_html
AUS;Austrália;Prawn Cocktail;shrimp-cocktail;;3;3;tasteatlas_html
SRB;Sérvia;Prebranac;prebranac;;2;2;tasteatlas_html
BGD;Bangladesh;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
DZA;Argélia;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
GBR;Reino Unido;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
IND;Índia;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
IRL;República da Irlanda;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
IRN;Irão;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
IRQ;Iraque;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
JOR;Jordânia;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
LBN;Líbano;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
MAR;Marrocos;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
SAU;Arábia Saudita;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
TUN;Tunísia;Preserved Fruit;preserved-fruits;;;;tasteatlas_html
BGD;Bangladesh;Preserved Vegetable;pickled-vegetables;;;;tasteatlas_html
ESP;Espanha;Preserved Vegetable;pickled-vegetables;;;;tasteatlas_html
GBR;Reino Unido;Preserved Vegetable;pickled-vegetables;;;;tasteatlas_html
IRL;República da Irlanda;Preserved Vegetable;pickled-vegetables;;;;tasteatlas_html
ITA;Itália;Preserved Vegetable;pickled-vegetables;;;;tasteatlas_html
MNE;Montenegro;Priganice;priganice;;1;1;tasteatlas_html
FRA;França;Profiteroles;profiteroles;;;;tasteatlas_html
SRB;Sérvia;Proja / Projara;proja;;;;tasteatlas_html
ARG;Argentina;Provoleta;grilledprovoleta;1;10;10;tasteatlas_html
GRC;Grécia;Psarosoupa;psarosoupa;;1;1;tasteatlas_html
BRB;Barbados;Pudding and Souse;pudding-and-souse;1;5;5;tasteatlas_html
USA;Estados Unidos;Pulled Pork;pulled-pork;;;;tasteatlas_html
GBR;Reino Unido;Pumpkin Seed Oil;pumpkin-seed-oil;;;;tasteatlas_html
SLV;El Salvador;Pupusa;pupusa;;2;2;tasteatlas_html
BIH;Bósnia e Herzegovina;Pura s lučinicom;pura-s-lucinicom;;1;1;tasteatlas_html
SYC;Seychelles;Pwason griye;pwason-griye;;;;tasteatlas_html
KOR;Coreia do Sul;Pyeonsu;pyeonsu;;;;tasteatlas_html
ISL;Islândia;Pylsa;icelandic-hot-dog;1;17;17;tasteatlas_html
PRK;Coreia do Norte;Pyongyang naengmyeon;pyongyang-naengmyon;;4;4;tasteatlas_html
ALB;Albânia;Qifqi;qifqi;;;;tasteatlas_html
ALB;Albânia;Qofte fërguara;qofte-ferguara;;;;tasteatlas_html
IRN;Irão;Qottab;qottab;;3;3;tasteatlas_html
DNK;Dinamarca;Quark;quark;;;;tasteatlas_html
FRA;França;Quark;quark;;;;tasteatlas_html
USA;Estados Unidos;Quark;quark;;;;tasteatlas_html
VNM;Vietname;Quẩy;quay;;;;tasteatlas_html
GBR;Reino Unido;Queen of puddings;queen-of-puddings;;2;2;tasteatlas_html
PRT;Portugal;Queijada;queijada;;4;4;tasteatlas_html
FRA;França;Quenelle;quenelle;;;;tasteatlas_html
PRI;Porto Rico;Quesito;quesito;;2;2;tasteatlas_html
BRA;Brasil;Quindim;quindim;;4;4;tasteatlas_html
PER;Peru;Quinoa;Quinoa;;;;tasteatlas_html
ALB;Albânia;Qumështor;qumeshtor;;;;tasteatlas_html
AZE;Azerbaijão;Qutab;qutab;;1;1;tasteatlas_html
PRT;Portugal;Rabanada;rabanada;;;;tasteatlas_html
ESP;Espanha;Rabo de toro;rabo-de-toro;;1;1;tasteatlas_html
IND;Índia;Ragda pattice;ragda-pattice;;3;3;tasteatlas_html
ITA;Itália;Ragù d'agnello;ragu-dagnello;;1;1;tasteatlas_html
ITA;Itália;Ragù di coniglio;ragu-di-coniglio;;;;tasteatlas_html
IND;Índia;Ras malai;ras-malai;;1;1;tasteatlas_html
IND;Índia;Rasam;rasam;;2;2;tasteatlas_html
VNM;Vietname;Rau muống xào tỏi;rau-muong-xao-toi;;;;tasteatlas_html
ITA;Itália;Ravioli;ravioli;;2;2;tasteatlas_html
DZA;Argélia;Rechta;rechta;;;;tasteatlas_html
BHS;Bahamas;Red Conch Chowder;red-conch-chowder;;2;2;tasteatlas_html
JAM;Jamaica;Red Peas Soup;red-peas-soup;;1;1;tasteatlas_html
GHA;Gana;Red red;red-red;;2;2;tasteatlas_html
NOR;Noruega;Reinsdyrgryte;reinsdyrgryte;;;;tasteatlas_html
GBR;Reino Unido;Relish;relish;;;;tasteatlas_html
IRL;República da Irlanda;Relish;relish;;;;tasteatlas_html
IDN;Indonésia;Rendang;rendang;5;5;5;tasteatlas_html
ECU;Equador;Repe;repe-lojano;;;;tasteatlas_html
USA;Estados Unidos;Reuben;reuben;1;10;10;tasteatlas_html
GTM;Guatemala;Revolcado;revolcado;;1;1;tasteatlas_html
NZL;Nova Zelândia;Rewena Bread;rewena-bread;;1;1;tasteatlas_html
SRB;Sérvia;Rezanci s makom;nudle-s-makem;;1;1;tasteatlas_html
BGR;Bulgária;Ribena chorba;ribena-chorba;;;;tasteatlas_html
AUS;Austrália;Rice;Rice;;;;tasteatlas_html
CHN;China;Rice;Rice;;;;tasteatlas_html
ESP;Espanha;Rice;Rice;;;;tasteatlas_html
FRA;França;Rice;Rice;;;;tasteatlas_html
GBR;Reino Unido;Rice;Rice;;;;tasteatlas_html
IND;Índia;Rice;Rice;;;;tasteatlas_html
ITA;Itália;Rice;Rice;;;;tasteatlas_html
JPN;Japão;Rice;Rice;;;;tasteatlas_html
KEN;Quénia;Rice;Rice;;;;tasteatlas_html
PAK;Paquistão;Rice;Rice;;;;tasteatlas_html
SAU;Arábia Saudita;Rice;Rice;;;;tasteatlas_html
TWN;Taiwan;Rice;Rice;;;;tasteatlas_html
USA;Estados Unidos;Rice;Rice;;;;tasteatlas_html
VNM;Vietname;Rice;Rice;;;;tasteatlas_html
ITA;Itália;Risotto;risotto;;1;1;tasteatlas_html
FRA;França;Riz au lait;riz-au-lait;;4;4;tasteatlas_html
USA;Estados Unidos;Roast Beef Sandwich;roast-beef-sandwich;;;;tasteatlas_html
PER;Peru;Rocoto relleno;rocoto-relleno;;2;2;tasteatlas_html
DNK;Dinamarca;Rødkål;rdkal;;1;1;tasteatlas_html
DNK;Dinamarca;Rødspættefilet;rdspttefilet;;4;4;tasteatlas_html
DNK;Dinamarca;Røget ål med røræg;rget-al-med-rrg;1;7;7;tasteatlas_html
SGP;Singapura;Rojak bandung;rojak-bandung;1;10;10;tasteatlas_html
PRT;Portugal;Rojões;rojoes;;;;tasteatlas_html
ZAF;África do Sul;Roosterkoek;roosterkoek;1;7;7;tasteatlas_html
CUB;Cuba;Ropa vieja;ropa-vieja;2;5;5;tasteatlas_html
DEU;Alemanha;Rostbrätel;rostbratel;;;;tasteatlas_html
SGP;Singapura;Roti John;roti-john;;4;4;tasteatlas_html
DEU;Alemanha;Rouladen;rouladen;;;;tasteatlas_html
FJI;Fiji;Rourou;rourou;;4;4;tasteatlas_html
ISR;Israel;Rugelach;rugelach;1;17;17;tasteatlas_html
JAM;Jamaica;Run down;run-down;;1;1;tasteatlas_html
LVA;Letónia;Rupjmaize;rupjmaize;;2;2;tasteatlas_html
JPN;Japão;Saba zushi;saba-zushi;;1;1;tasteatlas_html
ISR;Israel;Sabich;sabich;;2;2;tasteatlas_html
GRC;Grécia;Saganaki;saganaki;;;;tasteatlas_html
TTO;Trindade e Tobago;Saheena;saheena;;1;1;tasteatlas_html
BOL;Bolívia;Sajta de pollo;sajta-de-pollo;;3;3;tasteatlas_html
IDN;Indonésia;Saksang;saksang;;2;2;tasteatlas_html
ISR;Israel;Salat katzutz;israeli-salad;;;;tasteatlas_html
ROU;Roménia;Salată de boeuf;salata-de-boeuf;;;;tasteatlas_html
ISR;Israel;Salatim;salatim;;;;tasteatlas_html
MEX;México;Salbute;salbute;;2;2;tasteatlas_html
SAU;Arábia Saudita;Saleeg;saleeg;;;;tasteatlas_html
NZL;Nova Zelândia;Sally Lunn;boston-bun;;4;4;tasteatlas_html
ITA;Itália;Salmì di cervo;salmi-di-cervo;;;;tasteatlas_html
ARE;Emirados Árabes Unidos;Saloona;saloona;;1;1;tasteatlas_html
QAT;Catar;Saloona;saloona;;;;tasteatlas_html
ITA;Itália;Salsa di noci;salsa-di-noci;;;;tasteatlas_html
MEX;México;Salsa verde enchiladas;salsa-verde-enchiladas;;1;1;tasteatlas_html
ITA;Itália;Salsiccia;salsiccia;;;;tasteatlas_html
AUS;Austrália;Salt and Pepper Calamari;salt-and-pepper-calamari;;3;3;tasteatlas_html
BOL;Bolívia;Salteñas;saltenas;;;;tasteatlas_html
LTU;Lituânia;Šaltibarščiai;saltibarsciai;;1;1;tasteatlas_html
NPL;Nepal;Samay baji;samay-baji;;1;1;tasteatlas_html
IDN;Indonésia;Sambal;sambal;1;7;7;tasteatlas_html
IDN;Indonésia;Sambal matah;sambal-matah;;;;tasteatlas_html
IND;Índia;Sambar;sambar;;2;2;tasteatlas_html
KOR;Coreia do Sul;Samgyeopsal;samgyeopsal;;;;tasteatlas_html
COL;Colômbia;Sancocho Colombiano;sancocho;;;;tasteatlas_html
BOL;Bolívia;Sanduíche de chola;sanduiche-de-chola;;2;2;tasteatlas_html
BRA;Brasil;Sanduiche de mortadella;sanduiche-de-mortadella;1;18;18;tasteatlas_html
ARG;Argentina;Sandwich de lomo;sandwich-de-lomo;;2;2;tasteatlas_html
GBR;Reino Unido;Sandwich/Wrap;sandwiches-and-wraps;;;;tasteatlas_html
ARG;Argentina;Sánguche de milanesa;sanguche-de-milanesa;;2;2;tasteatlas_html
BIH;Bósnia e Herzegovina;Sarajevski ćevapi;sarajevski-cevapi;2;10;10;tasteatlas_html
PRT;Portugal;Sardinhas assadas;grilled-sardines;;;;tasteatlas_html
ALB;Albânia;Sarma;sarma;;;;tasteatlas_html
BIH;Bósnia e Herzegovina;Sarma;sarma;;1;1;tasteatlas_html
MKD;Macedónia do Norte;Sarma;sarma;;1;1;tasteatlas_html
SRB;Sérvia;Sarma;sarma;;2;2;tasteatlas_html
ROU;Roménia;Sarmale;sarma;1;12;12;tasteatlas_html
IND;Índia;Sarson ka saag;sarson-da-saag;;1;1;tasteatlas_html
JPN;Japão;Sashimi;sashimi;;1;1;tasteatlas_html
IDN;Indonésia;Sate;satay;2;10;10;tasteatlas_html
IDN;Indonésia;Sate babi;sate-babi;;;;tasteatlas_html
IDN;Indonésia;Sate lilit;sate-lilit;;;;tasteatlas_html
CHN;China;Sauce;Sauces;;;;tasteatlas_html
ESP;Espanha;Sauce;Sauces;;;;tasteatlas_html
GBR;Reino Unido;Sauce;Sauces;;;;tasteatlas_html
GRC;Grécia;Sauce;Sauces;;;;tasteatlas_html
ITA;Itália;Sauce;Sauces;;;;tasteatlas_html
KOR;Coreia do Sul;Sauce;Sauces;;;;tasteatlas_html
DEU;Alemanha;Sauerbraten;sauerbraten;;1;1;tasteatlas_html
DEU;Alemanha;Sauerkraut;;;;;tasteatlas_html
ARG;Argentina;Sausage Dish;sausage-dishes;;;;tasteatlas_html
LBN;Líbano;Sayadieh;sayadieh;;4;4;tasteatlas_html
IDN;Indonésia;Sayur asem;sayur-asem;1;8;8;tasteatlas_html
DEU;Alemanha;Schwäbische Maultaschen;maultaschen;;2;2;tasteatlas_html
DEU;Alemanha;Schweinebraten;schweinebraten;;;;tasteatlas_html
GBR;Reino Unido;Scone;scone;;4;4;tasteatlas_html
GBR;Reino Unido;Scotch eggs;scotch-egg;;;;tasteatlas_html
GBR;Reino Unido;Scottish tablet gelato;scottish-tablet-gelato;;;;tasteatlas_html
ITA;Itália;Seada;sebadas;1;5;5;tasteatlas_html
AUS;Austrália;Seafood;Seafood;;;;tasteatlas_html
CAN;Canadá;Seafood;Seafood;;;;tasteatlas_html
CHL;Chile;Seafood;Seafood;;;;tasteatlas_html
DNK;Dinamarca;Seafood;Seafood;;;;tasteatlas_html
ESP;Espanha;Seafood;Seafood;;;;tasteatlas_html
FRA;França;Seafood;Seafood;;;;tasteatlas_html
GBR;Reino Unido;Seafood;Seafood;;;;tasteatlas_html
IRL;República da Irlanda;Seafood;Seafood;;;;tasteatlas_html
ITA;Itália;Seafood;Seafood;;;;tasteatlas_html
JPN;Japão;Seafood;Seafood;;;;tasteatlas_html
LBN;Líbano;Seafood;Seafood;;;;tasteatlas_html
LVA;Letónia;Seafood;Seafood;;;;tasteatlas_html
NOR;Noruega;Seafood;Seafood;;;;tasteatlas_html
PRT;Portugal;Seafood;Seafood;;;;tasteatlas_html
SWE;Suécia;Seafood;Seafood;;;;tasteatlas_html
USA;Estados Unidos;Seafood;Seafood;;;;tasteatlas_html
PER;Peru;Seco de cabrito;seco-de-cabrito;;1;1;tasteatlas_html
ECU;Equador;Seco de chivo;seco-de-chivo;;;;tasteatlas_html
CHN;China;See yao gai;soy-sauce-chicken;;3;3;tasteatlas_html
PAK;Paquistão;Seekh kabab;seekh-kabab;;;;tasteatlas_html
MAR;Marrocos;Seffa;seffa;;3;3;tasteatlas_html
NPL;Nepal;Sekuwa;sekuwa;;4;4;tasteatlas_html
ITA;Itália;Semifreddo;semifreddo;;;;tasteatlas_html
SWE;Suécia;Semla;semla;;;;tasteatlas_html
KOR;Coreia do Sul;Seolleongtang;seolleongtang;1;6;6;tasteatlas_html
CHN;China;Serradura;serradura;;4;4;tasteatlas_html
GBR;Reino Unido;Sesame Oil;sesame-oil;;;;tasteatlas_html
LBN;Líbano;Sfiha;sfiha;1;6;6;tasteatlas_html
AZE;Azerbaijão;Shah pilaf;shah-pilaf;;1;1;tasteatlas_html
AZE;Azerbaijão;Shaki piti;piti;1;4;4;tasteatlas_html
ISR;Israel;Shakshouka;shakshouka;4;8;8;tasteatlas_html
CHN;China;Shāo ròu;siu-yuk;;3;3;tasteatlas_html
CHN;China;Shāomài;shumai;;2;2;tasteatlas_html
ALB;Albânia;Shapkat;shapkat;;3;3;tasteatlas_html
RUS;Rússia;Shashlik;shashlik;;2;2;tasteatlas_html
EGY;Egito;Shawarma;shawarma;6;7;7;tasteatlas_html
ISR;Israel;Shawarma;shawarma;2;10;10;tasteatlas_html
LBN;Líbano;Shawarma;shawarma;;;;tasteatlas_html
QAT;Catar;Shawarma;shawarma;;;;tasteatlas_html
RUS;Rússia;Shchi;shchi;;2;2;tasteatlas_html
AZE;Azerbaijão;Shekarbura;shekerbura;;1;1;tasteatlas_html
GBR;Reino Unido;Shepherd's pie;shepherds-pie;1;9;9;tasteatlas_html
BGR;Bulgária;Shkembe chorba;shkembe-chorba;;2;2;tasteatlas_html
BGR;Bulgária;Shopska salata;shopska-salad;;2;2;tasteatlas_html
IND;Índia;Shrikhand;shrikhand;;2;2;tasteatlas_html
USA;Estados Unidos;Shrimp and grits;shrimp-and-grits;;4;4;tasteatlas_html
USA;Estados Unidos;Shrimp Cocktail;shrimp-cocktail;1;10;10;tasteatlas_html
GTM;Guatemala;Shucos;shucos;;1;1;tasteatlas_html
CHN;China;Shuǐjiǎo;shuijiao;;;;tasteatlas_html
USA;Estados Unidos;Sicilian Pizza;sicilian-pizza;2;17;17;tasteatlas_html
FIN;Finlândia;Silakat;silakat;1;4;4;tasteatlas_html
BOL;Bolívia;Silpancho;silpancho;;1;1;tasteatlas_html
TUR;Turquia;Simit;simit;;4;4;tasteatlas_html
GBR;Reino Unido;Simnel cake;simnel-cake;;4;4;tasteatlas_html
PAK;Paquistão;Sindhi biryani;sindhi-biryani;;1;1;tasteatlas_html
LVA;Letónia;Sklandrausis;sklandrausis;;1;1;tasteatlas_html
SRB;Sérvia;Slatko;slatko;;2;2;tasteatlas_html
DNK;Dinamarca;Småkager;smakager;;1;1;tasteatlas_html
RUS;Rússia;Smetannik;smetannik;;1;1;tasteatlas_html
MNE;Montenegro;Smočani kačamak;smocani-kacamak;;2;2;tasteatlas_html
DNK;Dinamarca;Smørrebrød;smorrebrod;4;5;5;tasteatlas_html
CAN;Canadá;Snack;Snacks;;;;tasteatlas_html
GBR;Reino Unido;Snack;Snacks;;;;tasteatlas_html
USA;Estados Unidos;Snack;Snacks;;;;tasteatlas_html
SRB;Sérvia;Šnenokle;ile-flottante;;;;tasteatlas_html
BGR;Bulgária;Snezhanka salata;snezhanka-salad;;;;tasteatlas_html
USA;Estados Unidos;Sno-Ball;sno-ball;1;10;10;tasteatlas_html
JPN;Japão;Soba;soba-dish;2;7;7;tasteatlas_html
JPN;Japão;Sobagaki;sobagaki;;1;1;tasteatlas_html
TUR;Turquia;Şöbiyet;sobiyet;;1;1;tasteatlas_html
COL;Colômbia;Sobrebarriga sudada;sobrebarriga-sudada;;;;tasteatlas_html
IRL;República da Irlanda;Soda bread;soda-bread;;2;2;tasteatlas_html
NOR;Noruega;Sodd;sodd;;1;1;tasteatlas_html
GRC;Grécia;Sofrito;greek-sofrito;;1;1;tasteatlas_html
CHL;Chile;Soft Drink;soft-drinks;;;;tasteatlas_html
DEU;Alemanha;Soft Drink;soft-drinks;;;;tasteatlas_html
FRA;França;Soft Drink;soft-drinks;;;;tasteatlas_html
GBR;Reino Unido;Soft Drink;soft-drinks;;;;tasteatlas_html
IRL;República da Irlanda;Soft Drink;soft-drinks;;;;tasteatlas_html
JPN;Japão;Soft Drink;soft-drinks;;;;tasteatlas_html
KOR;Coreia do Sul;Soft Drink;soft-drinks;;;;tasteatlas_html
SGP;Singapura;Soft Drink;soft-drinks;;;;tasteatlas_html
USA;Estados Unidos;Soft Drink;soft-drinks;;;;tasteatlas_html
PAK;Paquistão;Sohan halwa;sohan-halwa;;;;tasteatlas_html
RUS;Rússia;Solyanka;solyanka;;3;3;tasteatlas_html
BIH;Bósnia e Herzegovina;Somun;somun;;;;tasteatlas_html
PRT;Portugal;Sopa de cação;sopa-de-cacao;;;;tasteatlas_html
HND;Honduras;Sopa de caracol;sopa-de-caracol;;;;tasteatlas_html
MEX;México;Sopa de lima;sopa-de-lima;;1;1;tasteatlas_html
COL;Colômbia;Sopa de mondongo;sopa-de-mondongo;;;;tasteatlas_html
PRI;Porto Rico;Sopa de platano;sopa-de-platano;;1;1;tasteatlas_html
PRT;Portugal;Sopa de tomate;sopa-de-tomate;;;;tasteatlas_html
IDN;Indonésia;Soto;soto;4;8;8;tasteatlas_html
IDN;Indonésia;Soto ayam;soto-ayam;2;8;8;tasteatlas_html
IDN;Indonésia;Soto Betawi;soto-betawi;1;15;15;tasteatlas_html
IDN;Indonésia;Soto Lamongan;soto-lamongan;3;10;10;tasteatlas_html
FRA;França;Soufflé;souffle;;;;tasteatlas_html
SGP;Singapura;Soup tulang;soup-tulang;;;;tasteatlas_html
TTO;Trindade e Tobago;Soursop Ice Cream;soursop-ice-cream;;1;1;tasteatlas_html
CYP;Chipre;Souvla;souvla;;1;1;tasteatlas_html
GRC;Grécia;Souvlaki;souvlaki;;1;1;tasteatlas_html
ARG;Argentina;Spirit;Spirits;;;;tasteatlas_html
ARM;Arménia;Spirit;Spirits;;;;tasteatlas_html
ATG;Antígua e Barbuda;Spirit;Spirits;;;;tasteatlas_html
AUS;Austrália;Spirit;Spirits;;;;tasteatlas_html
BIH;Bósnia e Herzegovina;Spirit;Spirits;;;;tasteatlas_html
BLR;Bielorrússia;Spirit;Spirits;;;;tasteatlas_html
BMU;Bermudas;Spirit;Spirits;;;;tasteatlas_html
