iso3;country;item;url_slug;ranking;score;critics;source
TTO;Trindade e Tobago;Doubles;doubles;;2;2;tasteatlas_html
AZE;Azerbaijão;Dovga;dovga;;1;1;tasteatlas_html
BGR;Bulgária;Dragée;dragee;;;;tasteatlas_html
BRA;Brasil;Dragée;dragee;;;;tasteatlas_html
DEU;Alemanha;Dragée;dragee;;;;tasteatlas_html
FRA;França;Dragée;dragee;;;;tasteatlas_html
GBR;Reino Unido;Dragée;dragee;;;;tasteatlas_html
IND;Índia;Dragée;dragee;;;;tasteatlas_html
ITA;Itália;Dragée;dragee;;;;tasteatlas_html
NOR;Noruega;Dragée;dragee;;;;tasteatlas_html
TWN;Taiwan;Dragée;dragee;;;;tasteatlas_html
USA;Estados Unidos;Dragée;dragee;;;;tasteatlas_html
BLR;Bielorrússia;Draniki;draniki;;1;1;tasteatlas_html
IRL;República da Irlanda;Dublin coddle;dublin-coddle;1;5;5;tasteatlas_html
ATG;Antígua e Barbuda;Ducana;ducana;;3;3;tasteatlas_html
SGP;Singapura;Duck rice;duck-rice;3;6;6;tasteatlas_html
BHS;Bahamas;Duff;guava-duff;;1;1;tasteatlas_html
PRY;Paraguai;Dulce de mamón;dulce-de-mamon;;1;1;tasteatlas_html
ITA;Itália;Dumplings;Dumplings;;;;tasteatlas_html
KOR;Coreia do Sul;Dwaeji gukbap;dwaeji-gukbap;;;;tasteatlas_html
ARM;Arménia;Dzhash;dzhash;;1;1;tasteatlas_html
JPN;Japão;Ebi nigiri sushi;ebi-nigiri-sushi;;;;tasteatlas_html
USA;Estados Unidos;Eggs Benedict;eggs-benedict;;1;1;tasteatlas_html
USA;Estados Unidos;Eggs Sardou;eggs-sardou;3;6;6;tasteatlas_html
TUR;Turquia;Ekmek kadayıfı;ekmek-kadayifi;1;9;9;tasteatlas_html
GEO;Geórgia;Elarji;elarji;;1;1;tasteatlas_html
ARG;Argentina;Empanada Catamarqueña;empanada-catamarquena;1;5;5;tasteatlas_html
CHL;Chile;Empanadas chilenas;empanadas-chilenas;;;;tasteatlas_html
ECU;Equador;Encebollado;encebollado;;4;4;tasteatlas_html
MEX;México;Enchiladas;enchiladas;1;24;24;tasteatlas_html
MEX;México;Enchiladas mineras;enchiladas-mineras;1;7;7;tasteatlas_html
MEX;México;Enchiladas Suizas;enchiladas-suizas;;2;2;tasteatlas_html
GBR;Reino Unido;English breakfast;english-breakfast;1;28;28;tasteatlas_html
MEX;México;Enmoladas;enmoladas;;2;2;tasteatlas_html
FRA;França;Entrecôte;entrecote;;;;tasteatlas_html
MEX;México;Escamoles;escamoles;;1;1;tasteatlas_html
FRA;França;Escargot;escargot;;;;tasteatlas_html
FRA;França;Escargots à la Bourguignonne;escargots-bourguignonne;;1;1;tasteatlas_html
BRA;Brasil;Escondidinho;escondidinho;2;7;7;tasteatlas_html
JAM;Jamaica;Escovitch Fish;escovitch-fish;;2;2;tasteatlas_html
ESP;Espanha;Escudella barrejada;escudella-barrejada;;;;tasteatlas_html
ESP;Espanha;Escudella i carn d'olla;escudella-i-carn-dolla;;;;tasteatlas_html
PRT;Portugal;Espetada;espetada;;1;1;tasteatlas_html
SAU;Arábia Saudita;Essential Oil;essential-oil;;;;tasteatlas_html
GBR;Reino Unido;Eton mess;eton-mess;;;;tasteatlas_html
ESP;Espanha;Fabada Asturiana;fabada;1;8;8;tasteatlas_html
ARG;Argentina;Fainá;faina;;3;3;tasteatlas_html
URY;Uruguai;Fainá;faina;;;;tasteatlas_html
EGY;Egito;Falafel;falafel;;3;3;tasteatlas_html
ISR;Israel;Falafel;falafel;4;5;5;tasteatlas_html
ECU;Equador;Fanesca;fanesca;;1;1;tasteatlas_html
ITA;Itália;Faraona al Barolo;faraona-al-barolo;;;;tasteatlas_html
NOR;Noruega;Fårikål;farikal;;1;1;tasteatlas_html
PRT;Portugal;Farinheira;farinheira;;;;tasteatlas_html
BRA;Brasil;Farofa;farofa;;;;tasteatlas_html
ROU;Roménia;Fasole batută;fasole-batuta;;;;tasteatlas_html
GBR;Reino Unido;Fat rascal;fat-rascal;2;9;9;tasteatlas_html
ETH;Etiópia;Fatira;fatira;;1;1;tasteatlas_html
LBN;Líbano;Fatteh;fatteh;;;;tasteatlas_html
LBN;Líbano;Fattoush;fattoush;;;;tasteatlas_html
GRC;Grécia;Fava;fava;;;;tasteatlas_html
ITA;Itália;Fave e cicoria;fave-e-cicoria;;;;tasteatlas_html
ITA;Itália;Fegato alla Veneziana;fegato-alla-veneziana;;1;1;tasteatlas_html
BRA;Brasil;Feijoada;feijoada;;1;1;tasteatlas_html
PRT;Portugal;Feijoada à portuguesa;feijoada-a-portuguesa;;;;tasteatlas_html
TWN;Taiwan;Fènglísū;fenglisu;2;6;6;tasteatlas_html
ALB;Albânia;Fërgesë Tirane;fergese-tirane;;;;tasteatlas_html
IRN;Irão;Fesenjān;fesenjan;;1;1;tasteatlas_html
JAM;Jamaica;Festival;festival;;3;3;tasteatlas_html
EGY;Egito;Feteer meshaltet;fetir-meshaltet;;3;3;tasteatlas_html
ITA;Itália;Finanziera;finanziera;;1;1;tasteatlas_html
ITA;Itália;Fiori di zucca ripieni;fiori-di-zucca-ripieni;;1;1;tasteatlas_html
GBR;Reino Unido;Fish and chips;fish-and-chips;;;;tasteatlas_html
SGP;Singapura;Fish Head Curry;fish-head-curry;1;17;17;tasteatlas_html
SGP;Singapura;Fish soup bee hoon;fish-soup-bee-hoon;;;;tasteatlas_html
JAM;Jamaica;Fish tea;fish-tea;;3;3;tasteatlas_html
NOR;Noruega;Fiskesuppe;fiskesuppe;;2;2;tasteatlas_html
ISL;Islândia;Fiskur og franskar;icelandic-fish-and-chips;1;12;12;tasteatlas_html
ETH;Etiópia;Fit-fit;fit-fit;;1;1;tasteatlas_html
TUR;Turquia;Fırın sütlaç;frn-sutlac;1;6;6;tasteatlas_html
DEU;Alemanha;Flädlesuppe;fladlesuppe;;;;tasteatlas_html
ARG;Argentina;Flan mixto;flan-mixto;;1;1;tasteatlas_html
FRA;França;Fleischnacka;fleischnacka;;;;tasteatlas_html
ALB;Albânia;Flija;flija;;2;2;tasteatlas_html
BRB;Barbados;Flying Fish Cutters;flying-fish-cutters;1;7;7;tasteatlas_html
ITA;Itália;Focaccia;focaccia;;1;1;tasteatlas_html
ESP;Espanha;Foie a la plancha;foie-a-la-plancha;;;;tasteatlas_html
FRA;França;Foie gras;foie-gras;;;;tasteatlas_html
FRA;França;Foie gras poêlé;foie-gras-poele;;1;1;tasteatlas_html
FRA;França;Fraisier;fraisier;;;;tasteatlas_html
USA;Estados Unidos;French Dip Sandwich;french-dip-sandwich;1;25;25;tasteatlas_html
GBR;Reino Unido;Fresh Meat;Fresh-meat;;;;tasteatlas_html
USA;Estados Unidos;Fresh Meat;Fresh-meat;;;;tasteatlas_html
TUN;Tunísia;Fricassee;fricassee;;1;1;tasteatlas_html
USA;Estados Unidos;Fried Chicken;fried-chicken;;;;tasteatlas_html
ECU;Equador;Fritada;fritada;;2;2;tasteatlas_html
ITA;Itália;Fritto misto;fritto-misto;;1;1;tasteatlas_html
ITA;Itália;Fruit;fruits;;;;tasteatlas_html
JPN;Japão;Fruit;fruits;;;;tasteatlas_html
PRT;Portugal;Fruit;fruits;;;;tasteatlas_html
PLW;Palau;Fruit Bat Soup;fruit-bat-soup;;3;3;tasteatlas_html
ARG;Argentina;Fruit Product;Fruit-products;;;;tasteatlas_html
AUS;Austrália;Fruit Product;Fruit-products;;;;tasteatlas_html
BRA;Brasil;Fruit Product;Fruit-products;;;;tasteatlas_html
CAN;Canadá;Fruit Product;Fruit-products;;;;tasteatlas_html
CHL;Chile;Fruit Product;Fruit-products;;;;tasteatlas_html
COL;Colômbia;Fruit Product;Fruit-products;;;;tasteatlas_html
DEU;Alemanha;Fruit Product;Fruit-products;;;;tasteatlas_html
DZA;Argélia;Fruit Product;Fruit-products;;;;tasteatlas_html
ESP;Espanha;Fruit Product;Fruit-products;;;;tasteatlas_html
FRA;França;Fruit Product;Fruit-products;;;;tasteatlas_html
GBR;Reino Unido;Fruit Product;Fruit-products;;;;tasteatlas_html
GRC;Grécia;Fruit Product;Fruit-products;;;;tasteatlas_html
IDN;Indonésia;Fruit Product;Fruit-products;;;;tasteatlas_html
IND;Índia;Fruit Product;Fruit-products;;;;tasteatlas_html
IRL;República da Irlanda;Fruit Product;Fruit-products;;;;tasteatlas_html
IRN;Irão;Fruit Product;Fruit-products;;;;tasteatlas_html
IRQ;Iraque;Fruit Product;Fruit-products;;;;tasteatlas_html
ITA;Itália;Fruit Product;Fruit-products;;;;tasteatlas_html
JOR;Jordânia;Fruit Product;Fruit-products;;;;tasteatlas_html
JPN;Japão;Fruit Product;Fruit-products;;;;tasteatlas_html
LBN;Líbano;Fruit Product;Fruit-products;;;;tasteatlas_html
MAR;Marrocos;Fruit Product;Fruit-products;;;;tasteatlas_html
MEX;México;Fruit Product;Fruit-products;;;;tasteatlas_html
MLT;Malta;Fruit Product;Fruit-products;;;;tasteatlas_html
NOR;Noruega;Fruit Product;Fruit-products;;;;tasteatlas_html
NZL;Nova Zelândia;Fruit Product;Fruit-products;;;;tasteatlas_html
PRT;Portugal;Fruit Product;Fruit-products;;;;tasteatlas_html
SAU;Arábia Saudita;Fruit Product;Fruit-products;;;;tasteatlas_html
SWE;Suécia;Fruit Product;Fruit-products;;;;tasteatlas_html
TUN;Tunísia;Fruit Product;Fruit-products;;;;tasteatlas_html
TWN;Taiwan;Fruit Product;Fruit-products;;;;tasteatlas_html
URY;Uruguai;Fruit Product;Fruit-products;;;;tasteatlas_html
USA;Estados Unidos;Fruit Product;Fruit-products;;;;tasteatlas_html
CAN;Canadá;Fruit Wine;Fruit-wine;;;;tasteatlas_html
BLZ;Belize;Fry Jack;fry-jack;1;7;7;tasteatlas_html
CMR;Camarões;Fufu;fufu;;;;tasteatlas_html
GHA;Gana;Fufu;fufu;;;;tasteatlas_html
ARG;Argentina;Fugazza;fugazza;;4;4;tasteatlas_html
ARG;Argentina;Fugazzeta;fugazzeta;;2;2;tasteatlas_html
EGY;Egito;Ful medames;ful-medames;;2;2;tasteatlas_html
ABW;Aruba;Funchi;funchi;;1;1;tasteatlas_html
AGO;Angola;Funge;funje;;2;2;tasteatlas_html
ATG;Antígua e Barbuda;Fungee and Pepperpot;fungee-and-pepperpot;;;;tasteatlas_html
GBR;Reino Unido;Fungus;fungi;;;;tasteatlas_html
DEU;Alemanha;Gaisburger Marsch;gaisburger-marsch;;;;tasteatlas_html
IND;Índia;Gajar ka halwa;gajar-ka-halwa;;1;1;tasteatlas_html
GRC;Grécia;Galaktoboureko;galaktoboureko;;;;tasteatlas_html
CRI;Costa Rica;Gallo pinto;gallo-pinto;;1;1;tasteatlas_html
IND;Índia;Galouti kebab;galouti-kebab;;1;1;tasteatlas_html
ESP;Espanha;Gambas al ajillo;gambas-al-ajillo;;;;tasteatlas_html
IRL;República da Irlanda;Garlic butter Dublin Bay prawns;garlic-butter-dublin-bay-prawns;;3;3;tasteatlas_html
ARM;Arménia;Gata;gata;;1;1;tasteatlas_html
ZAF;África do Sul;Gatsby;gatsby;;4;4;tasteatlas_html
ESP;Espanha;Gazpacho;gazpacho;;;;tasteatlas_html
ESP;Espanha;Gazta tarta;basque-cheesecake;;2;2;tasteatlas_html
KOR;Coreia do Sul;Geotjeori;geotjeori;;;;tasteatlas_html
IRN;Irão;Gheymeh nesar;gheymeh-nesar;1;5;5;tasteatlas_html
IRN;Irão;Ghormeh sabzi;ghormeh-sabzi;;;;tasteatlas_html
ITA;Itália;Gnocchi;gnocchi;;;;tasteatlas_html
ITA;Itália;Gnocchi al Castelmagno;gnocchi-al-castelmagno;;2;2;tasteatlas_html
ITA;Itália;Gnocchi di pane in brodo;gnocchi-di-pane-in-brodo;;;;tasteatlas_html
VNM;Vietname;Gỏi đu đủ;som-tam;;2;2;tasteatlas_html
VEN;Venezuela;Golfeados;golfeados;1;5;5;tasteatlas_html
SRB;Sérvia;Gomboce;gomboce;1;8;8;tasteatlas_html
CHN;China;Gong bao;kung-pao-chicken;;3;3;tasteatlas_html
KOR;Coreia do Sul;Gopchang jeongol;gopchang-jeongol;;;;tasteatlas_html
MEX;México;Gordita;gordita;;2;2;tasteatlas_html
ITA;Itália;Goulash alla Goriziana;goulash-alla-goriziana;;;;tasteatlas_html
FRA;França;Grand Marnier soufflé;grand-marnier-souffle;;;;tasteatlas_html
SWE;Suécia;Gravlax;gravlax;;2;2;tasteatlas_html
USA;Estados Unidos;Grinder;grinder;;;;tasteatlas_html
HTI;Haiti;Griot;griot;;1;1;tasteatlas_html
TWN;Taiwan;Gua bao;gua-bao;;;;tasteatlas_html
ECU;Equador;Guatita;guatitas;;;;tasteatlas_html
IDN;Indonésia;Gudeg;gudeg;2;9;9;tasteatlas_html
KOR;Coreia do Sul;Gui;gui-korean-barbecue;;;;tasteatlas_html
TUR;Turquia;Güllaç;gullac;;2;2;tasteatlas_html
CHN;China;Gūlūròu;sweet-and-sour-pork;;;;tasteatlas_html
USA;Estados Unidos;Gumbo;gumbo;;3;3;tasteatlas_html
NPL;Nepal;Gundruk;gundruk;;1;1;tasteatlas_html
CHN;China;Guotie;guotie;;2;2;tasteatlas_html
RUS;Rússia;Guriev kasha;guriev-kasha;1;6;6;tasteatlas_html
GRC;Grécia;Gyros;gyros;;4;4;tasteatlas_html
GBR;Reino Unido;Haddock fish and chips;haddock-fish-and-chips;;;;tasteatlas_html
GBR;Reino Unido;Haggis;haggis;;;;tasteatlas_html
SGP;Singapura;Hainanese Chicken Rice;hainanese-chicken-rice;;2;2;tasteatlas_html
ISL;Islândia;Hákarl;;;;;tasteatlas_html
USA;Estados Unidos;Hamburger;hamburger;;2;2;tasteatlas_html
JAM;Jamaica;Hard Dough Bread;hard-dough-bread;;1;1;tasteatlas_html
OMN;Omã;Harees;harees;;2;2;tasteatlas_html
MAR;Marrocos;Harira;harira;;;;tasteatlas_html
ARM;Arménia;Harissa;harissa;;1;1;tasteatlas_html
MAR;Marrocos;Harsha;harsha;;1;1;tasteatlas_html
EGY;Egito;Hawawshi;hawawshi;;2;2;tasteatlas_html
ECU;Equador;Helado de paila;helado-de-paila;;;;tasteatlas_html
BGR;Bulgária;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
CHN;China;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
ESP;Espanha;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
GBR;Reino Unido;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
GRC;Grécia;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
IDN;Indonésia;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
ITA;Itália;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
JPN;Japão;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
KOR;Coreia do Sul;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
MEX;México;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
PAN;Panamá;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
TUR;Turquia;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
USA;Estados Unidos;Herb/Spice;herbs-and-spices;;;;tasteatlas_html
FIN;Finlândia;Hernekeitto;hernekeitto;;3;3;tasteatlas_html
MLT;Malta;Ħobż tal-Malti;obz-tal-malti;;;;tasteatlas_html
PAN;Panamá;Hojaldres;hojaldres;;;;tasteatlas_html
NZL;Nova Zelândia;Hokey Pokey Ice Cream;hokey-pokey-ice-cream;;3;3;tasteatlas_html
SGP;Singapura;Hokkien mee;hokkien-mee;;;;tasteatlas_html
CAN;Canadá;Honey;Honey;;;;tasteatlas_html
CHL;Chile;Honey;Honey;;;;tasteatlas_html
CYP;Chipre;Honey;Honey;;;;tasteatlas_html
DEU;Alemanha;Honey;Honey;;;;tasteatlas_html
ESP;Espanha;Honey;Honey;;;;tasteatlas_html
FRA;França;Honey;Honey;;;;tasteatlas_html
GBR;Reino Unido;Honey;Honey;;;;tasteatlas_html
GRC;Grécia;Honey;Honey;;;;tasteatlas_html
IRL;República da Irlanda;Honey;Honey;;;;tasteatlas_html
MEX;México;Honey;Honey;;;;tasteatlas_html
MLT;Malta;Honey;Honey;;;;tasteatlas_html
NZL;Nova Zelândia;Honey;Honey;;;;tasteatlas_html
SAU;Arábia Saudita;Honey;Honey;;;;tasteatlas_html
TUR;Turquia;Honey;Honey;;;;tasteatlas_html
USA;Estados Unidos;Honey;Honey;;;;tasteatlas_html
CAN;Canadá;Honey dill;honey-dill;;2;2;tasteatlas_html
CHN;China;Hóngshāoròu;hong-shao-rou;;;;tasteatlas_html
GRC;Grécia;Horiatiki salata;greek-salad;;1;1;tasteatlas_html
GBR;Reino Unido;Hot Chocolate;hot-chocolate;;;;tasteatlas_html
CHN;China;Hot pot;hot-pot;;;;tasteatlas_html
MEX;México;Huevos Motuleños;huevos-motulenos;1;6;6;tasteatlas_html
ESP;Espanha;Huevos rotos;huevos-rotos;;;;tasteatlas_html
CHN;China;Huíguōròu;twice-cooked-pork;;1;1;tasteatlas_html
ECU;Equador;Humitas;humita;;;;tasteatlas_html
ISR;Israel;Hummus;hummus;1;39;39;tasteatlas_html
LBN;Líbano;Hummus;hummus;;3;3;tasteatlas_html
TUR;Turquia;Hummus;hummus;;;;tasteatlas_html
NOR;Noruega;Hvalbiff;hvalbiff;;;;tasteatlas_html
IND;Índia;Hyderabadi biryani;hyderabadi-biryani;5;6;6;tasteatlas_html
USA;Estados Unidos;Ice cream sandwich;ice-cream-sandwich;3;6;6;tasteatlas_html
IND;Índia;Idli;idli;3;8;8;tasteatlas_html
FJI;Fiji;Ika lolo;fish-lolo;;1;1;tasteatlas_html
JPN;Japão;Ika nigiri sushi;ika-nigiri-sushi;;;;tasteatlas_html
IDN;Indonésia;Ikan goreng;ikan-goreng;;;;tasteatlas_html
JPN;Japão;Ikura Sushi;ikura-sushi;;;;tasteatlas_html
GEO;Geórgia;Imeruli khachapuri;imeruli-khachapuri;;;;tasteatlas_html
MLT;Malta;Imqaret;imqaret;;1;1;tasteatlas_html
ETH;Etiópia;Injera fit-fit;injera-fit-fit;;2;2;tasteatlas_html
SWE;Suécia;Inlagd Sill;inlagd-sill;;1;1;tasteatlas_html
ITA;Itália;Insalata Russa;olivier-salad;;;;tasteatlas_html
IRL;República da Irlanda;Irish brown bread;irish-brown-bread;;3;3;tasteatlas_html
IRL;República da Irlanda;Irish seafood chowder;irish-seafood-chowder;;;;tasteatlas_html
GBR;Reino Unido;Irish Stew;irish-stew;1;22;22;tasteatlas_html
IRL;República da Irlanda;Irish stew;irish-stew;;2;2;tasteatlas_html
TUR;Turquia;İskender kebap;iskender-kebap;;;;tasteatlas_html
BHS;Bahamas;Island Banana Bread;island-banana-bread;;2;2;tasteatlas_html
ISR;Israel;Israeli breakfast;israeli-breakfast;;2;2;tasteatlas_html
SWE;Suécia;Isterband;isterbandkorv;;2;2;tasteatlas_html
USA;Estados Unidos;Italian Sandwich;italian-sandwich;2;11;11;tasteatlas_html
JPN;Japão;Iwashi nigiri sushi;iwashi-nigiri-sushi;;1;1;tasteatlas_html
PER;Peru;Jalea;jalea;;2;2;tasteatlas_html
JAM;Jamaica;Jamaican jerk;jamaican-jerk;4;5;5;tasteatlas_html
JAM;Jamaica;Jamaican patty;jamaican-patty;1;5;5;tasteatlas_html
JAM;Jamaica;Jamaican Roasted Breadfruit;jamaican-roasted-breadfruit;;4;4;tasteatlas_html
JAM;Jamaica;Jamaican steamed fish;jamaican-steamed-fish;;2;2;tasteatlas_html
JAM;Jamaica;Janga Soup;janga-soup;;2;2;tasteatlas_html
ALB;Albânia;Jani me fasule;jani-me-fasule;;;;tasteatlas_html
BIH;Bósnia e Herzegovina;Japrak;japrak;;2;2;tasteatlas_html
IND;Índia;Jeera aloo;jeera-aloo;;;;tasteatlas_html
GBR;Reino Unido;Jellied eels;jellied-eels;1;5;5;tasteatlas_html
CHN;China;Jiaozi;jiaozi;1;15;15;tasteatlas_html
NGA;Nigéria;Jollof rice;jollof-rice;;1;1;tasteatlas_html
CHN;China;Juice;juice;;;;tasteatlas_html
GBR;Reino Unido;Juice;juice;;;;tasteatlas_html
JPN;Japão;Juice;juice;;;;tasteatlas_html
ROU;Roménia;Jumări;jumari;1;9;9;tasteatlas_html
LBN;Líbano;Ka'ak;kaak;;1;1;tasteatlas_html
IRN;Irão;Kabab barg;kabab-barg;;3;3;tasteatlas_html
IRN;Irão;Kabab koobideh;kabab-koobideh;;;;tasteatlas_html
ARE;Emirados Árabes Unidos;Kabsa;kabsa;;1;1;tasteatlas_html
SAU;Arábia Saudita;Kabsa;kabsa;1;4;4;tasteatlas_html
IND;Índia;Kachori;kachori;;;;tasteatlas_html
BIH;Bósnia e Herzegovina;Kadaif;kadaif;;1;1;tasteatlas_html
IND;Índia;Kadhi;kadhi;;1;1;tasteatlas_html
FIN;Finlândia;Kainuun rönttönen;kainuun-ronttonen;;;;tasteatlas_html
JPN;Japão;Kaiseki;kaiseki;;;;tasteatlas_html
GTM;Guatemala;Kak'ik;kakik;;2;2;tasteatlas_html
JPN;Japão;Kakiage;kakiage;;1;1;tasteatlas_html
FIN;Finlândia;Kalakukko;kalakukko;1;5;5;tasteatlas_html
GRC;Grécia;Kalamarakia tiganita;kalamarakia;;2;2;tasteatlas_html
DZA;Argélia;Kalb-el-louz;kalb-el-louz;;;;tasteatlas_html
KOR;Coreia do Sul;Kalguksu;kalguksu;1;25;25;tasteatlas_html
GRC;Grécia;Kalitsounia;kalitsounia;;;;tasteatlas_html
EST;Estónia;Kama;kama;;2;2;tasteatlas_html
SWE;Suécia;Kanelbulle;cinnamon-roll;;;;tasteatlas_html
SRB;Sérvia;Karađorđeva šnicla;karadordeva-snicla;;4;4;tasteatlas_html
LVA;Letónia;Karbonāde;karbonade;;;;tasteatlas_html
SWE;Suécia;Kardemommeboller;kardemommeboller;;;;tasteatlas_html
IDN;Indonésia;Karedok;karedok;;2;2;tasteatlas_html
DEU;Alemanha;Kartoffelsalat;kartoffelsalat;;;;tasteatlas_html
LVA;Letónia;Kartupeļu pankūkas;kartupelu-pankukas;;;;tasteatlas_html
RUS;Rússia;Kasha;kasha;1;6;6;tasteatlas_html
PAK;Paquistão;Kata-kat;kata-kat;;;;tasteatlas_html
BGR;Bulgária;Katuk;katuk;;1;1;tasteatlas_html
BGR;Bulgária;Kavarma;kavarma;;;;tasteatlas_html
BGR;Bulgária;Kavarma po radomirski;kavarma-po-radomirski;;;;tasteatlas_html
MLT;Malta;Kawlata;kawlata;;;;tasteatlas_html
TUR;Turquia;Kaymaklı kayısı;kaymakl-kays;;;;tasteatlas_html
TUR;Turquia;Kebab;kebab;1;8;8;tasteatlas_html
BGR;Bulgária;Kebapche;kebapche;;2;2;tasteatlas_html
EGY;Egito;Kebda Eskandarani;kebda-eskandarani;;3;3;tasteatlas_html
IND;Índia;Keema;keema;;1;1;tasteatlas_html
MAR;Marrocos;Kefta Tagine;kefta-tagine;;;;tasteatlas_html
GUM;Guam;Kelaguen;kelaguen;;3;3;tasteatlas_html
GUM;Guam;Kelaguen mannok;kelaguen-mannok;;3;3;tasteatlas_html
GHA;Gana;Kelewele;kelewele;;1;1;tasteatlas_html
LTU;Lituânia;Kepta duona;kepta-duona;;;;tasteatlas_html
ABW;Aruba;Keshi yena;keshi-yena;;3;3;tasteatlas_html
USA;Estados Unidos;Key Lime Pie;key-lime-pie;1;29;29;tasteatlas_html
TWN;Taiwan;Kēzǎi jiān;oyster-omelette;;;;tasteatlas_html
GEO;Geórgia;Khachapuri;khachapuri;;;;tasteatlas_html
BLR;Bielorrússia;Khaladnik;khaladnik;;;;tasteatlas_html
GEO;Geórgia;Kharcho;kharcho;2;5;5;tasteatlas_html
GEO;Geórgia;Khashi;khash;;1;1;tasteatlas_html
ARM;Arménia;Khashlama;khashlama;1;7;7;tasteatlas_html
IND;Índia;Kheer;kheer;2;5;5;tasteatlas_html
IND;Índia;Khichdi;khichdi;2;5;5;tasteatlas_html
GEO;Geórgia;Khinkali;khinkali;;;;tasteatlas_html
RUS;Rússia;Kholodets;kholodets;;1;1;tasteatlas_html
ARM;Arménia;Khorovats;khorovats;;1;1;tasteatlas_html
MMR;Mianmar (Birmânia);Khow suey;khow-suey;;3;3;tasteatlas_html
LBN;Líbano;Kibbeh;kibbeh;;4;4;tasteatlas_html
LTU;Lituânia;Kibinai;kibinai;;1;1;tasteatlas_html
KOR;Coreia do Sul;Kimchi;;;;;tasteatlas_html
LVA;Letónia;Ķiploku grauzdiņi;kiploku-grauzdini;;;;tasteatlas_html
ETH;Etiópia;Kitcha fit-fit;kitcha-fit-fit;;1;1;tasteatlas_html
ETH;Etiópia;Kitfo;kitfo;;1;1;tasteatlas_html
NZL;Nova Zelândia;KiwiBurger;kiwiburger;1;5;5;tasteatlas_html
ISL;Islândia;Kjötsúpa;kjotsupa;1;4;4;tasteatlas_html
KOR;Coreia do Sul;Kkakdugi;;;;;tasteatlas_html
KOR;Coreia do Sul;Kkori gomtang;kkori-gomtang;;;;tasteatlas_html
SWE;Suécia;Kladdkaka;kladdkaka;;2;2;tasteatlas_html
CYP;Chipre;Kleftiko;kleftiko;;;;tasteatlas_html
GRC;Grécia;Kleftiko;kleftiko;;1;1;tasteatlas_html
SWE;Suécia;Knäckebröd;knackebrod;;2;2;tasteatlas_html
GBR;Reino Unido;Knickerbocker glory;knickerbocker-glory;2;5;5;tasteatlas_html
USA;Estados Unidos;Knish;knish;1;5;5;tasteatlas_html
ZAF;África do Sul;Koeksister;koeksister;;2;2;tasteatlas_html
JPN;Japão;Kohada nigiri sushi;kohada-nigiri-sushi;;;;tasteatlas_html
GRC;Grécia;Kohli bourbouristi;kohli-bourbouristi;;2;2;tasteatlas_html
FJI;Fiji;Kokoda;kokoda;1;13;13;tasteatlas_html
GRC;Grécia;Kokoras krasatos;kkoras-krastos;;2;2;tasteatlas_html
GRC;Grécia;Kolokythoanthoi;kolokythoanthoi;;2;2;tasteatlas_html
SRB;Sérvia;Komplet lepinja;komplet-lepinja;1;6;6;tasteatlas_html
TWN;Taiwan;Kòng-ôan;kong-oan;;;;tasteatlas_html
KOR;Coreia do Sul;Kongguksu;kongguksu;;4;4;tasteatlas_html
DEU;Alemanha;Königsberger Klopse;konigsberger-klopse;;;;tasteatlas_html
IDN;Indonésia;Konro;konro;2;9;9;tasteatlas_html
GRC;Grécia;Kontosouvli;kontosouvli;;;;tasteatlas_html
PAK;Paquistão;Korma;korma;;;;tasteatlas_html
JPN;Japão;Korokke;korokke;;;;tasteatlas_html
EGY;Egito;Koshari;kushari;1;6;6;tasteatlas_html
UKR;Ucrânia;Kotleta po Kyivsky;chicken-kyiv;;;;tasteatlas_html
SWE;Suécia;Köttbullar;kottbullar;2;10;10;tasteatlas_html
LKA;Sri Lanka;Kottu;kottu;;2;2;tasteatlas_html
DNK;Dinamarca;Kringle;kringle;;;;tasteatlas_html
BGR;Bulgária;Kufte;kufteh;;;;tasteatlas_html
IRN;Irão;Kufteh Tabrizi;kufteh-tabrizi;;1;1;tasteatlas_html
SGP;Singapura;Kuih lapis;kuih-lapis;;4;4;tasteatlas_html
IND;Índia;Kulfi falooda;kulfi-falooda;3;9;9;tasteatlas_html
JPN;Japão;Kushiage;kushiage;;;;tasteatlas_html
TUR;Turquia;Kuzu şiş;kuzu-sis;;;;tasteatlas_html
ARM;Arménia;Kyalagyosh;kyalagyosh;;1;1;tasteatlas_html
MMR;Mianmar (Birmânia);Kyay oh;kyay-oh;1;7;7;tasteatlas_html
BGR;Bulgária;Kyopolou;;;;;tasteatlas_html
DOM;República Dominicana;La bandera Dominicana;la-bandera-dominicana;;1;1;tasteatlas_html
JOR;Jordânia;Labaneh;labneh;;;;tasteatlas_html
