iso3,country,city,city_qid,admin,is_capital,population,year
CAF,República Centro-Africana,Bozoum,Q896185,Ouham-Pendé,0,20665,
CAF,República Centro-Africana,Mobaye,Q1025621,Basse-Kotto,0,7176,
CAF,República Centro-Africana,Baboua,Q797756,Nana-Mambéré,0,6812,
CAN,Canadá,Toronto,Q172,Ontário,0,2794356,
CAN,Canadá,Metro Vancouver,Q1061069,Colúmbia Britânica,0,2463431,
CAN,Canadá,Montreal,Q340,aglomeração urbana de Montreal,0,1800055,
CAN,Canadá,Municipalidade Regional de Peel,Q50811,Ontário,0,1381739,
CAN,Canadá,Calgary,Q36312,Alberta,0,1306784,
CAN,Canadá,Municipalidade Regional de York,Q18458,Ontário,0,1109909,
CAN,Canadá,Ottawa,Q1930,Ontário,1,1017449,
CAN,Canadá,Edmonton,Q2096,Alberta,0,1010899,
CAN,Canadá,Winnipeg,Q2135,Região da Capital Winnipeg,0,749607,
CAN,Canadá,Mississauga,Q50816,Municipalidade Regional de Peel,0,717961,
CAN,Canadá,Vancouver,Q24639,Metro Vancouver,0,662248,
CAN,Canadá,Brampton,Q44198,Municipalidade Regional de Peel,0,656480,
CAN,Canadá,Municipalidade Regional de Durham,Q381803,Ontário,0,645862,
CAN,Canadá,Hamilton,Q133116,Ontário,0,569353,
CAN,Canadá,Surrey,Q390583,Metro Vancouver,0,568322,
CAN,Canadá,Quebec,Q2145,Québec,0,549459,
CAN,Canadá,Municipalidade Regional de Halton,Q382458,Ontário,0,548435,
CAN,Canadá,Municipalidade Regional de Waterloo,Q175735,Ontário,0,535154,
CAN,Canadá,Condado de Simcoe,Q1437636,Ontário,0,479650,
CAN,Canadá,Condado de Middlesex,Q1931946,Ontário,0,455526,
CHE,Suíça,Zurique,Q72,Distrito de Zurique,0,448664,
CHE,Suíça,Genebra,Q71,Genebra,0,206635,
CHE,Suíça,Basileia-Cidade,Q12172,Suíça,0,200973,
CHE,Suíça,Basileia,Q78,Basileia-Cidade,0,176329,
CHE,Suíça,Lausana,Q807,Distrito de Lausana,0,144160,
CHE,Suíça,Berna,Q70,Distrito administrativo de Berna-Mittelland,1,136988,
CHE,Suíça,Winterthur,Q9125,Distrito de Winterthur,0,119315,
CHE,Suíça,Lucerna,Q4191,City of Lucerne Constituency,0,85534,
CHE,Suíça,São Galo,Q25607,St. Gallen Constituency,0,78213,
CHE,Suíça,Lugano,Q7024,Distrito de Lugano,0,63495,
CHE,Suíça,Bienna,Q1034,Bienna,0,55932,
CHE,Suíça,Kreis 3,Q675017,Zurique,0,51434,
CHE,Suíça,Tune,Q68978,Distrito administrativo de Thun,0,43905,
CHE,Suíça,Bellinzona,Q64044,Bellinzona Subdistrict,0,43785,
CHE,Suíça,Köniz,Q64058,Distrito administrativo de Berna-Mittelland,0,42958,
CHE,Suíça,Schaffhausen,Q9009,Schaffhausen,0,38666,
CHE,Suíça,Friburgo,Q36378,Sarine District,0,38660,
CHE,Suíça,La Chaux-de-Fonds,Q68124,Neuchâtel,0,37233,
CHE,Suíça,Uster,Q64032,Distrito de Uster,0,36791,
CHE,Suíça,Altstetten,Q445711,Zurique,0,36260,
CHL,Chile,Santiago,Q2887,Região Metropolitana de Santiago,1,6257516,
CHL,Chile,Puente Alto,Q51594,Região Metropolitana de Santiago,0,573935,
CHL,Chile,Puente Alto,Q51594,Cordillera,0,573935,
CHL,Chile,Maipú,Q16918,Santiago,0,521627,
CHL,Chile,Santiago,Q188002,Santiago,0,404495,
CHL,Chile,La Florida,Q14460,Santiago,0,366916,
CHL,Chile,Antofagasta,Q3612,Antofagasta,0,348517,
CHL,Chile,Viña del Mar,Q184345,Viña del Mar,0,332875,
CHL,Chile,San Bernardo,Q56136,Maipo,0,301313,
CHL,Chile,Valparaíso,Q33986,Valparaíso,0,296655,
CHL,Chile,Temuco,Q82128,Temuco,0,282415,
CHL,Chile,Talcahuano,Q41997,Talcahuano,0,270000,
CHL,Chile,Las Condes,Q14484,Santiago,0,249893,
CHL,Chile,Rancagua,Q4582,Rancagua,0,231370,
CHL,Chile,Concepción,Q1880,Concepción,0,229650,
CHL,Chile,Talca,Q4469,Talca,0,206069,
CHL,Chile,Coquimbo,Q3871,Coquimbo,0,204068,
CHL,Chile,Arica,Q2203,Arica,0,202131,
CHL,Chile,La Serena,Q14467,La Serena,0,195382,
CHL,Chile,Iquique,Q14440,Iquique,0,188003,
CHN,China,Chongqing,Q11725,China,0,32054159,
CHN,China,Xangai,Q8686,China,0,24870895,
CHN,China,Pequim,Q956,China,1,21893095,
CHN,China,Chengdu,Q30002,Sichuan,0,20937757,
CHN,China,Cantão,Q16572,Cantão,0,18676605,
CHN,China,Shenzhen,Q15174,Cantão,0,17494398,
CHN,China,Tianjin,Q11736,China,0,13866009,
CHN,China,Xian,Q5826,Shaanxi,0,12952907,
CHN,China,Suzhou,Q42622,Jiangsu,0,12748262,
CHN,China,Zhengzhou,Q30340,Henan,0,12600574,
CHN,China,Wuhan,Q11746,Hubei,0,12326518,
CHN,China,Hangzhou,Q4970,Zhejiang,0,11936010,
CHN,China,Baoding,Q58584,Hebei,0,11544036,
CHN,China,Linyi,Q373346,Shandong,0,11018365,
CHN,China,Shijiazhuang,Q58401,Hebei,0,10640458,
CHN,China,Dongguan,Q59218,Cantão,0,10466625,
CHN,China,Qingdao,Q170322,Shandong,0,10071722,
CHN,China,Changsha,Q174091,Hunan,0,10047914,
CHN,China,Harbin,Q42956,Heilongjiang,0,10009854,
CHN,China,Nanyang,Q404763,Henan,0,9713112,
CIV,Costa do Marfim,Abidjan,Q1515,Costa do Marfim,0,5616633,
CIV,Costa do Marfim,Abidjan,Q1515,Abidjan Department,0,5616633,
CIV,Costa do Marfim,Bouaké,Q271000,Bouaké Department,0,740000,
CIV,Costa do Marfim,Korhogo,Q985627,Savanes,0,440926,
CIV,Costa do Marfim,San-Pédro,Q609831,Bas-Sassandra,0,390654,
CIV,Costa do Marfim,Yamoussoukro,Q3768,Yamoussoukro Autonomous District,1,340234,
CIV,Costa do Marfim,Divo (Costa do Marfim),Q1530295,Lôh-Djiboua,0,294559,
CIV,Costa do Marfim,Gagnoa,Q18592055,Gagnoa Department,0,277044,
CIV,Costa do Marfim,Soubré (Costa do Marfim),Q1587131,Soubré Department,0,272773,
CIV,Costa do Marfim,Tabou,Q24910870,Tabou Department,0,270482,
CIV,Costa do Marfim,Man,Q1191011,Man,0,241969,
CIV,Costa do Marfim,Duékoué,Q1268139,Duékoué Department,0,220953,
CIV,Costa do Marfim,Bouaflé,Q1588797,Bouaflé Department,0,213967,
CIV,Costa do Marfim,Bingerville,Q863795,Abidjan Department,0,204656,
CIV,Costa do Marfim,Guiglo,Q1553776,Guiglo Department,0,171454,
CIV,Costa do Marfim,Lakota,Q23188658,Lakota Department,0,169330,
CIV,Costa do Marfim,Abengourou,Q1044225,Moyen-Comoé,0,164424,
CIV,Costa do Marfim,Ferquessedugu,Q2855736,Ferkessédougou Department,0,160267,
CIV,Costa do Marfim,Adzopé,Q1270691,Adzopé Department,0,156488,
CIV,Costa do Marfim,Adzopé,Q1270691,La Mé,0,156488,
CMR,Camarões,Duala,Q132830,Wouri,0,2768436,
CMR,Camarões,Duala,Q132830,Litoral,0,2768436,
CMR,Camarões,Iaundé,Q3808,Centro,1,2440462,
CMR,Camarões,Garoua,Q157915,Bénoué,0,1750000,
CMR,Camarões,Bafoussam,Q799808,Oeste,0,480000,
CMR,Camarões,Bamenda,Q528432,Noroeste,0,348766,
CMR,Camarões,Maroua,Q818824,Diamaré,0,201371,
CMR,Camarões,Ngaoundéré,Q745906,Vina,0,189800,
CMR,Camarões,Bertoua,Q657734,Região Leste,0,173000,
CMR,Camarões,Kumba,Q997047,Meme,0,144268,
CMR,Camarões,Nkongsamba,Q999070,Moungo,0,135405,
CMR,Camarões,Bibemi,Q4902988,Bénoué,0,133191,
CMR,Camarões,Buéa,Q312209,Sudoeste,0,131325,
CMR,Camarões,Q115433458,Q115433458,Diamaré,0,108902,
CMR,Camarões,Kousséri,Q697662,Logone-et-Chari,0,101246,
CMR,Camarões,Kousséri,Q697662,Diamaré,0,101246,
CMR,Camarões,Bogo,Q23012952,Extremo Norte,0,95230,
CMR,Camarões,Bogo,Q23012952,Diamaré,0,95230,
CMR,Camarões,Limbe,Q819314,Fako,0,84223,
CMR,Camarões,Limbe,Q819314,Sudoeste,0,84223,
COD,Congo - Kinshasa,Quinxassa,Q3838,Quinxassa,1,14565700,
COD,Congo - Kinshasa,Buchimaie,Q319660,Kasaï-Oriental,0,2892000,
COD,Congo - Kinshasa,Kananga,Q205327,Cassai Central,0,1971704,
COD,Congo - Kinshasa,Lubumbashi,Q187593,Haut-Katanga,0,1786397,
COD,Congo - Kinshasa,Quissangane,Q146723,Chopo,0,1366000,
COD,Congo - Kinshasa,Chicapa,Q277966,Cassai,0,1006387,
COD,Congo - Kinshasa,Goma,Q204381,Quivu do Norte,0,781875,
COD,Congo - Kinshasa,Bucavu,Q222279,Quivu do Sul,0,707053,
COD,Congo - Kinshasa,Mebandaca,Q211070,Equador,0,470307,
COD,Congo - Kinshasa,Mebandaca,Q211070,Congo Belga,0,470307,
COD,Congo - Kinshasa,Likasi,Q18780,Haut-Katanga,0,422535,
COD,Congo - Kinshasa,Likasi,Q18780,Catanga,0,422535,
COD,Congo - Kinshasa,Kolwezi,Q271404,Catanga,0,418000,
COD,Congo - Kinshasa,Kolwezi,Q271404,Lualaba,0,418000,
COD,Congo - Kinshasa,Quicuíte,Q261887,Cuílo,0,397737,
COD,Congo - Kinshasa,Bunia,Q648298,Ituri,0,327837,
COD,Congo - Kinshasa,Matadi,Q211073,Congo Central,0,306053,
COD,Congo - Kinshasa,Beni (Kongo),Q817269,Quivu do Norte,0,232000,
COD,Congo - Kinshasa,Butembo,Q518785,Quivu do Norte,0,217625,
COD,Congo - Kinshasa,Quindu,Q270225,Maniema,0,172321,
COG,República do Congo,Brazavile,Q3844,República do Congo,1,2145783,
COG,República do Congo,Brazavile,Q3844,África Equatorial Francesa,1,2145783,
COG,República do Congo,Pointe-Noire,Q223920,Pointe-Noire Department,0,1420612,
COG,República do Congo,Dolisie,Q246554,Niari,0,117920,
COG,República do Congo,Nkayi,Q2088506,Bouenza,0,100783,
COG,República do Congo,Ouésso,Q627885,Sangha,0,39653,
COG,República do Congo,Impfondo,Q1142926,Likouala,0,39653,
COG,República do Congo,Gamboma,Q3307123,Gamboma,0,26053,
COG,República do Congo,Gamboma,Q3307123,Nkéni-Alima,0,26053,
COL,Colômbia,Bogotá,Q2841,Cundinamarca,1,8034649,
COL,Colômbia,Medellín,Q48278,Antioquia,0,2529403,
COL,Colômbia,Cáli,Q51103,Valle del Cauca,0,2471474,
COL,Colômbia,Cáli,Q51103,Cauca State,0,2471474,
COL,Colômbia,Barranquilla,Q62823,Atlántico,0,1326588,
COL,Colômbia,Cartagena das Índias,Q657461,Bolívar,0,914552,
COL,Colômbia,Cúcuta,Q216847,Norte de Santander,0,806378,
COL,Colômbia,Palermo,Q1442359,Huila,0,800000,
COL,Colômbia,Soacha,Q1011151,Cundinamarca,0,782647,
COL,Colômbia,Soacha,Q1011151,Soacha Province,0,782647,
COL,Colômbia,Soacha,Q1011151,Região Metropolitana de Bogotá,0,782647,
COL,Colômbia,Soledad (Colômbia),Q767071,Atlántico,0,676014,
COL,Colômbia,Villavicencio,Q749224,Meta,0,664148,
COL,Colômbia,Bucaramanga,Q243766,Santander,0,614860,
COL,Colômbia,Pereira,Q51111,Risaralda,0,590554,
COL,Colômbia,Bello,Q816024,Aburrá Valley,0,561955,
COL,Colômbia,Ibagué,Q222755,Tolima,0,546003,
COL,Colômbia,Valledupar,Q376903,Cesar,0,544134,
COL,Colômbia,Santa Marta,Q209016,Magdalena,0,515556,
COL,Colômbia,Manizales,Q235190,Centro Sur,0,454494,
COM,Comores,Moroni,Q3901,Grande Comore,1,85400,
COM,Comores,Mutsamudu,Q691016,Q106390826,0,30000,
COM,Comores,Q106706598,Q106706598,Q106390972,0,9349,
COM,Comores,Q25384279,Q25384279,Q25384275,0,9244,
COM,Comores,Q15918441,Q15918441,Grande Comore,0,8470,
COM,Comores,Q15918441,Q15918441,Ahafo Ano North Municipal District,0,8470,
COM,Comores,Q15918441,Q15918441,Q25384419,0,8470,
COM,Comores,Q106367624,Q106367624,Q25384419,0,8279,
COM,Comores,Q106706461,Q106706461,Q106390965,0,7914,
COM,Comores,Q106367519,Q106367519,Q25384419,0,7442,
COM,Comores,Q106706284,Q106706284,Q106390973,0,7410,
COM,Comores,Mitsamiouli,Q3109029,Grande Comore,0,7235,
COM,Comores,Q56293501,Q56293501,Q106390973,0,6133,
COM,Comores,Dembéni,Q3022078,Grande Comore,0,4723,
COM,Comores,Bandrani-Mtangani,Q2882380,Anjouan,0,3585,
COM,Comores,Q106706313,Q106706313,Q106390965,0,3470,
COM,Comores,Bambao,Q2881770,Anjouan,0,2699,
CPV,Cabo Verde,Praia,Q3751,Praia,1,159050,
CPV,Cabo Verde,Praia,Q497019,Ilhas de Sotavento,0,130271,
CPV,Cabo Verde,São Vicente,Q648842,Ilhas de Barlavento,0,83467,
CPV,Cabo Verde,Mindelo,Q495547,São Vicente,0,70468,
CPV,Cabo Verde,Tarrafal,Q499598,Ilhas de Sotavento,0,30000,
CPV,Cabo Verde,Santa Maria,Q497445,Sal,0,25779,
CPV,Cabo Verde,São Filipe (concelho de Cabo Verde),Q6430079,Ilhas de Sotavento,0,22227,
CPV,Cabo Verde,Ribeira Grande,Q1355642,Ilhas de Barlavento,0,18890,
CPV,Cabo Verde,Porto Novo,Q1552897,Ilhas de Barlavento,0,18028,
CPV,Cabo Verde,Assomada,Q490573,Santa Catarina,0,12026,
CPV,Cabo Verde,Pedra Badejo,Q490579,Santa Cruz,0,9530,
CPV,Cabo Verde,Mosteiros,Q516835,Ilhas de Sotavento,0,9524,
CPV,Cabo Verde,Boa Vista,Q2721025,Ilhas de Barlavento,0,8696,
CPV,Cabo Verde,São Filipe,Q13957085,Nossa Senhora da Conceição (Fogo),0,8122,
CPV,Cabo Verde,concelho de Ribeira Brava,Q747221,Ilhas de Barlavento,0,7580,
CPV,Cabo Verde,Paul,Q1475374,Ilhas de Barlavento,0,6997,
CPV,Cabo Verde,Sal Rei,Q501656,Boa Vista,0,6357,
CPV,Cabo Verde,Tarrafal,Q2311253,Tarrafal,0,6272,
CPV,Cabo Verde,Q498968,Q498968,Sal,0,6173,
CPV,Cabo Verde,Tarrafal de São Nicolau,Q1895853,Ilhas de Barlavento,0,5237,
CRI,Costa Rica,San José,Q3070,San José,1,335007,
CRI,Costa Rica,Limón,Q30620,Limón Canton,0,71514,
CRI,Costa Rica,Alajuela,Q37104,Alajuela,0,44374,
CRI,Costa Rica,Puntarenas,Q30687,Puntarenas,0,41528,
CRI,Costa Rica,Desamparados,Q14108797,Desamparados Canton,0,31783,
CRI,Costa Rica,San Juan,Q3947434,Tibás Canton,0,25978,
CRI,Costa Rica,San Juan,Q3947434,San José,0,25978,
CRI,Costa Rica,El Roble,Q2412778,Puntarenas Canton,0,23953,
CRI,Costa Rica,Cartago,Q30617,Cartago,0,22775,
CRI,Costa Rica,Heredia,Q30616,Heredia Canton,0,22700,
CRI,Costa Rica,Buenos Aires,Q1001817,Buenos Aires Canton,0,22619,
CRI,Costa Rica,Santa Ana,Q3948919,Santa Ana Canton,0,13186,
CRI,Costa Rica,Santiago,Q3556823,Puriscal Canton,0,12189,
CRI,Costa Rica,Zarcero,Q975960,Zarcero,0,4755,
CUB,Cuba,Havana,Q1563,Cidade de Havana,1,2492618,
CUB,Cuba,Santiago de Cuba,Q117040,Santiago de Cuba,0,444851,
CUB,Cuba,Santiago de Cuba,Q117040,Oriente,0,444851,
CUB,Cuba,Holguín,Q244154,Holguín,0,350191,
CUB,Cuba,Camagüey,Q115329,Camagüey,0,321992,
CUB,Cuba,Santa Clara,Q211590,Villa Clara,0,247436,
CUB,Cuba,Bayamo,Q115382,Granma,0,235107,
CUB,Cuba,Guantánamo,Q185156,Guantánamo,0,228436,
CUB,Cuba,Diez de Octubre,Q2397948,Havana,0,227293,
CUB,Cuba,Diez de Octubre,Q2397948,Cidade de Havana,0,227293,
CUB,Cuba,Carlos Manuel de Céspedes,Q603146,Camagüey,0,224488,
CUB,Cuba,Arroyo Naranjo,Q1936053,Havana,0,210053,
CUB,Cuba,Arroyo Naranjo,Q1936053,Cidade de Havana,0,210053,
CUB,Cuba,Las Tunas,Q115527,Las Tunas,0,202105,
CUB,Cuba,Pinar del Río,Q244139,Pinar del Río,0,188614,
CUB,Cuba,Playa,Q2066897,Havana,0,175394,
CUB,Cuba,Playa,Q2066897,Cidade de Havana,0,175394,
CUB,Cuba,Playa,Q2066897,La Habana,0,175394,
CUB,Cuba,Habana del Este,Q1566695,Havana,0,172040,
CUB,Cuba,Habana del Este,Q1566695,Cidade de Havana,0,172040,
CUW,Curaçao,Willemstad,Q132679,Curaçau,1,150000,
CYM,Ilhas Cayman,George Town,Q172996,Ilhas Cayman,1,27704,
CYP,Chipre,Limassol,Q185632,Limassol,0,107970,
CYP,Chipre,Limassol Municipality,Q28870916,Limassol,0,101000,
CYP,Chipre,Strovolos,Q668370,Nicósia,0,67904,
CYP,Chipre,Nicósia (Norte),Q2762100,Distrito de Nicósia,0,61378,
CYP,Chipre,Larnaca,Q171882,Larnaca Municipality,0,59200,
CYP,Chipre,Nicósia,Q3856,Nicósia,1,56848,
CYP,Chipre,Nicosia Municipality,Q56037497,Nicósia,0,55014,
CYP,Chipre,Larnaca Municipality,Q55099871,Larnaca,0,51214,
CYP,Chipre,Famagusta,Q193190,Gazimağusa District,0,40920,
CYP,Chipre,Famagusta Municipality,Q56118759,Famagusta,0,38960,
CYP,Chipre,Lakatamia,Q349503,Nicósia,0,38345,
CYP,Chipre,Pafos,Q180918,Pafos,0,35961,
CYP,Chipre,Cirénia,Q206760,Kyrenia,0,33207,
CYP,Chipre,Cirénia,Q206760,Girne District,0,33207,
CYP,Chipre,Paphos Municipality,Q56046916,Pafos,0,32892,
CYP,Chipre,Kato Polemidia,Q2423938,Limassol,0,23174,
CYP,Chipre,Aglandjia,Q2542169,Nicósia,0,20783,
CYP,Chipre,Aradippou,Q2009604,Larnaca,0,19199,
CYP,Chipre,Engomi,Q2430556,Nicósia,0,18010,
CYP,Chipre,Latsia,Q2430447,Nicósia,0,16774,
CZE,Tchéquia,Praga,Q1085,Chéquia,1,1397880,
CZE,Tchéquia,Brno,Q14960,Brno (distrito),0,402739,
CZE,Tchéquia,Ostrava,Q8385,Ostrava,0,283187,
CZE,Tchéquia,Plzeň,Q43453,Distrito de Plzeň-Ciudad,0,187928,
CZE,Tchéquia,Liberec,Q146351,Liberec,0,108090,
CZE,Tchéquia,Olomouc,Q81137,Olomouc,0,103063,
CZE,Tchéquia,Olomouc,Q81137,administrative district of Czech municipality with expanded powers Olomouc,0,103063,
CZE,Tchéquia,České Budějovice,Q16506,České Budějovice,0,97231,
CZE,Tchéquia,České Budějovice,Q16506,Q89276496,0,97231,
CZE,Tchéquia,Hradec Králové,Q180139,Reino da Boémia,0,94311,
CZE,Tchéquia,Hradec Králové,Q180139,Hradec Králové,0,94311,
CZE,Tchéquia,Hradec Králové,Q180139,Q89660615,0,94311,
CZE,Tchéquia,Pardubice,Q36989,Pardubice,0,92319,
CZE,Tchéquia,Pardubice,Q36989,Q89751681,0,92319,
CZE,Tchéquia,Ústí nad Labem,Q156974,Ústí nad Labem,0,90866,
CZE,Tchéquia,Zlín,Q171018,Zlín (distrito),0,74684,
CZE,Tchéquia,Zlín,Q171018,Q89187599,0,74684,
CZE,Tchéquia,Kladno,Q155993,Kladno,0,69664,
CZE,Tchéquia,Kladno,Q155993,Q12042019,0,69664,
CZE,Tchéquia,Havířov,Q192904,Karviná (distrito),0,68674,
DEU,Alemanha,Berlim,Q64,Alemanha,1,3782202,
DEU,Alemanha,Hamburgo,Q1055,Alemanha,0,1910160,
DEU,Alemanha,Munique,Q1726,Alta Baviera,0,1510378,
DEU,Alemanha,Colónia,Q365,Colónia,0,1087353,
DEU,Alemanha,Frankfurt am Main,Q1794,Darmstadt,0,775790,
DEU,Alemanha,Bremen,Q1209,Alemanha,0,693204,
DEU,Alemanha,Estugarda,Q1022,Estugarda,0,633484,
DEU,Alemanha,Estugarda,Q1022,Reino de Württemberg,0,633484,
DEU,Alemanha,Estugarda,Q1022,Neckarkreis,0,633484,
DEU,Alemanha,Düsseldorf,Q1718,Düsseldorf,0,631217,
DEU,Alemanha,Leipzig,Q2079,Saxónia,0,619879,
DEU,Alemanha,Dortmund,Q1295,Arnsberg,0,595471,
DEU,Alemanha,Essen,Q2066,Düsseldorf,0,586608,
DEU,Alemanha,Bremen,Q24879,Bremen,0,577026,
DEU,Alemanha,Dresden,Q1731,Saxónia,0,566222,
DEU,Alemanha,Hanôver,Q1715,Hanôver,0,548186,
DEU,Alemanha,Nuremberga,Q2090,Média Francónia,0,526091,
DEU,Alemanha,Duisburgo,Q2100,Düsseldorf,0,503707,
DEU,Alemanha,Bochum,Q2103,Arnsberg,0,366385,
DEU,Alemanha,Wuppertal,Q2107,Düsseldorf,0,358938,
DJI,Djibuti,Djibouti,Q3604,Djibouti Region,1,603900,
DJI,Djibuti,Ali Sabieh,Q842854,Região de Ali Sabieh,0,71230,
DJI,Djibuti,Dikhil,Q620625,Dikhil,0,35000,
DJI,Djibuti,Obock,Q860179,Região de Obock,0,21200,
DJI,Djibuti,Tadjourah,Q820972,Região de Tadjourah,0,14820,
DMA,Dominica,Roseau,Q36281,Saint George,1,16571,
DMA,Dominica,Portsmouth,Q1014235,Saint John,0,3633,
DNK,Dinamarca,Copenhaga,Q1748,Região da Capital,1,667099,
DNK,Dinamarca,Município de Copenhaga,Q504125,Região da Capital,0,633021,
DNK,Dinamarca,Aarhus Municipality,Q240262,Jutlândia Central,0,361544,
DNK,Dinamarca,Aarhus,Q25319,Aarhus Municipality,0,290598,
DNK,Dinamarca,Aalborg Municipality,Q300856,Jutlândia do Norte,0,210316,
DNK,Dinamarca,Odense,Q21146,Dinamarca do Sul,0,197480,
DNK,Dinamarca,Odense,Q25331,Odense,0,185480,
DNK,Dinamarca,Aalborg,Q25410,Aalborg Municipality,0,121878,
DNK,Dinamarca,Esbjerg Municipality,Q645747,Dinamarca do Sul,0,115748,
DNK,Dinamarca,Vejle,Q28150,Dinamarca do Sul,0,111743,
DNK,Dinamarca,Frederiksberg,Q30096,Frederiksberg Municipality,0,105840,
DNK,Dinamarca,Frederiksberg Municipality,Q2488464,Região da Capital,0,104987,
DNK,Dinamarca,Odense Municipality (1838-1970),Q88525327,Odense County,0,102814,
DNK,Dinamarca,Randers Municipality,Q512457,Jutlândia Central,0,97520,
DNK,Dinamarca,Viborg Municipality,Q502962,Jutlândia Central,0,95776,
DNK,Dinamarca,Kolding,Q21101,Dinamarca do Sul,0,93161,
DNK,Dinamarca,Horsens,Q512064,Jutlândia Central,0,90966,
DNK,Dinamarca,Silkeborg Municipality,Q505151,Jutlândia Central,0,90719,
DNK,Dinamarca,Herning,Q506877,Jutlândia Central,0,87593,
DNK,Dinamarca,Roskilde,Q510810,Zelândia,0,86207,
DOM,República Dominicana,São Domingos,Q34820,Distrito Nacional,1,2201941,
DOM,República Dominicana,Santiago de los Caballeros,Q42763,Santiago,0,1343423,
DOM,República Dominicana,Santo Domingo Este,Q2713354,Santo Domingo,0,948855,
DOM,República Dominicana,Santo Domingo Norte,Q3949487,Santo Domingo,0,529390,
DOM,República Dominicana,Santo Domingo Oeste,Q3949488,Santo Domingo,0,363321,
DOM,República Dominicana,San Felipe de Puerto Plata,Q988413,Puerto Plata,0,338339,
DOM,República Dominicana,Concepción de la Vega,Q538953,La Vega,0,282055,
DOM,República Dominicana,San Cristóbal,Q373759,San Cristóbal,0,275232,
DOM,República Dominicana,Los Alcarrizos,Q2560011,Santo Domingo,0,272776,
DOM,República Dominicana,Higüey,Q1020261,La Altagracia,0,251243,
DOM,República Dominicana,San Pedro de Macorís,Q680596,San Pedro de Macorís,0,217141,
DOM,República Dominicana,San Francisco de Macorís,Q681999,Duarte,0,188118,
DOM,República Dominicana,San Juan de la Maguana,Q2430320,San Juan,0,169032,
DOM,República Dominicana,Bonao,Q2306136,Monseñor Nouel,0,158034,
DOM,República Dominicana,Baní,Q1902349,Peravia,0,157316,
DOM,República Dominicana,Bajos de Haina,Q2438383,San Cristóbal,0,155985,
DOM,República Dominicana,Boca Chica,Q888935,Santo Domingo,0,142019,
DOM,República Dominicana,La Romana,Q40508,La Romana,0,139238,
DOM,República Dominicana,Samaná,Q579950,Samaná,0,108179,
DOM,República Dominicana,Santa Cruz de Mao,Q692560,Valverde,0,106818,
DZA,Argélia,Argel,Q3561,Argel,1,2364230,
DZA,Argélia,Orã,Q131818,Orã,0,803329,
DZA,Argélia,Constantina,Q187346,Constantina,0,465138,
DZA,Argélia,Batna,Q338844,Batna,0,290645,
DZA,Argélia,Setif,Q244004,Sétif,0,288461,
DZA,Argélia,Djelfa,Q2794758,Djelfa,0,265833,
DZA,Argélia,Annaba,Q45942,Annaba,0,257359,
DZA,Argélia,Sidi Bel Abbès,Q852276,Sidi Bel Abbès,0,212935,
DZA,Argélia,Biskra,Q312759,Biskra,0,204661,
DZA,Argélia,Tébessa,Q984575,Tébessa,0,194461,
DZA,Argélia,Blida,Q216990,arrondissement of Blida,0,191000,
DZA,Argélia,Blida,Q216990,Blida,0,191000,
DZA,Argélia,Tiaret,Q565568,Tiaret,0,178915,
DZA,Argélia,Bugia,Q59975,Bugia,0,176139,
DZA,Argélia,Tlemcen,Q185134,Tlemcen,0,173531,
DZA,Argélia,Bordj Bou Arreridj,Q544733,Bordj Bou Arreridj,0,168346,
DZA,Argélia,Béchar,Q638704,Béchar,0,165627,
DZA,Argélia,Skikda,Q2292517,Skikda,0,163318,
DZA,Argélia,Tizi-Ouzou,Q277201,Tizi Ouzou,0,156775,
DZA,Argélia,Souk Ahras,Q402992,Souk Ahras,0,155259,
ECU,Equador,Guaiaquil,Q43509,Guayaquil,0,2650288,
ECU,Equador,Quito,Q2900,Quito,1,1763275,
ECU,Equador,Cuenca,Q54886,Cuenca,0,361524,
ECU,Equador,Santo Domingo,Q1015654,Santo Domingo,0,334826,
ECU,Equador,Durán,Q1120810,Durán,0,295211,
ECU,Equador,Machala,Q215080,Machala,0,288072,
ECU,Equador,Manta,Q990738,Manta,0,258697,
ECU,Equador,Portoviejo,Q990716,Portoviejo,0,244129,
ECU,Equador,Loja,Q944697,Loja,0,203496,
ECU,Equador,Quevedo,Q773225,Los Ríos,0,177792,
ECU,Equador,Quevedo,Q773225,Quevedo Canton,0,177792,
ECU,Equador,Ambato,Q210161,Ambato,0,177316,
ECU,Equador,Riobamba,Q478675,Chimboraço,0,177213,
ECU,Equador,Riobamba,Q478675,Riobamba,0,177213,
ECU,Equador,Daule,Q1014430,Guaias,0,161498,
ECU,Equador,Daule,Q1014430,Daule,0,161498,
ECU,Equador,Milagro,Q773238,Milagro Canton,0,159970,
ECU,Equador,Ibarra,Q946384,Ibarra Canton,0,157941,
ECU,Equador,Esmeraldas,Q149955,Esmeraldas,0,155487,
ECU,Equador,La Libertad,Q1798895,La Libertad Canton,0,112154,
EGY,Egito,Cairo,Q85,Cairo,1,9606916,
EGY,Egito,Gizé,Q81788,Guizé,0,5598402,
EGY,Egito,Alexandria,Q87,Alexandria (província egípcia),0,4870000,
EGY,Egito,Novo Cairo,Q12191144,Cairo,0,1500000,
EGY,Egito,Shubra El-Kheima,Q269960,Qaliubia,0,1025569,
EGY,Egito,Mallawi,Q393498,Minya,0,927386,
EGY,Egito,Almançora,Q223587,Dakahlia,0,621953,
EGY,Egito,Heluã,Q771345,Cairo,0,619293,
