conflict_qid;conflict_label;participant_qid;participant_label;role_label;is_human
Q112895490;witchcraft investigation of John Simpsone;Q43914436;Robert Hunter;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914481;William Govan;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914484;Tait George;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914488;John Scott;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914451;Michael Scott;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914442;Alexander Spittal;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914445;James Williamson;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914446;James Horseburgh;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914490;Robert Thomson;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914450;John Lowes;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895490;witchcraft investigation of John Simpsone;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914431;Alexander Murray;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43910625;David Murray;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914471;Adam Murray;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914436;Robert Hunter;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914481;William Govan;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914484;Tait George;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914488;John Scott;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914451;Michael Scott;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914442;Alexander Spittal;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914445;James Williamson;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914446;James Horseburgh;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914490;Robert Thomson;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914450;John Lowes;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895488;witchcraft investigation of Joane Forrester;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895505;witchcraft investigation of Robert Garner;Q43912656;Adam Wauchope;commissioner;yes
Q112895505;witchcraft investigation of Robert Garner;Q43911829;James Scott of Lochquharrit;commissioner;yes
Q112895505;witchcraft investigation of Robert Garner;Q43914399;Scott;commissioner;yes
Q112895505;witchcraft investigation of Robert Garner;Q43914492;Patrick Scott of Easter Kirkton;commissioner;yes
Q112895505;witchcraft investigation of Robert Garner;Q43914495;Michael Deiver;commissioner;yes
Q112895505;witchcraft investigation of Robert Garner;Q43914498;Alexander Johnston of Easter Crichton;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914431;Alexander Murray;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914471;Adam Murray;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43910625;David Murray;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914436;Robert Hunter;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914481;William Govan;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914484;Tait George;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914488;John Scott;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914451;Michael Scott;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914442;Alexander Spittal;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914445;James Williamson;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914446;James Horseburgh;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914490;Robert Thomson;commissioner;yes
Q112895503;witchcraft investigation of Helen Thomesone;Q43914450;John Lowes;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914431;Alexander Murray;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914471;Adam Murray;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43910625;David Murray;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914436;Robert Hunter;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914481;William Govan;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914484;Tait George;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914488;John Scott;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43911910;Michael Scott;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914442;Alexander Spittal;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914445;James Williamson;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914446;James Horseburgh;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914490;Robert Thomson;commissioner;yes
Q112895502;witchcraft investigation of Bessie Gibson;Q43914450;John Lowes;commissioner;yes
Q112895506;witchcraft investigation of Nicoles Wichtman;Q43912656;Adam Wauchope;commissioner;yes
Q112895506;witchcraft investigation of Nicoles Wichtman;Q43911829;James Scott of Lochquharrit;commissioner;yes
Q112895506;witchcraft investigation of Nicoles Wichtman;Q43914399;Scott;commissioner;yes
Q112895506;witchcraft investigation of Nicoles Wichtman;Q43914492;Patrick Scott of Easter Kirkton;commissioner;yes
Q112895506;witchcraft investigation of Nicoles Wichtman;Q43914495;Michael Deiver;commissioner;yes
Q112895506;witchcraft investigation of Nicoles Wichtman;Q43914498;Alexander Johnston of Easter Crichton;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914431;Alexander Murray;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914471;Adam Murray;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43910625;David Murray;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914436;Robert Hunter;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914481;William Govan;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914484;Tait George;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914488;John Scott;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914451;Michael Scott;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914442;Alexander Spittal;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914445;James Williamson;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914446;James Horseburgh;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914490;Robert Thomson;commissioner;yes
Q112895501;witchcraft investigation of Alexander Warrock;Q43914450;John Lowes;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914431;Alexander Murray;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43910625;David Murray;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914471;Adam Murray;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914436;Robert Hunter;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914481;William Govan;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914484;Tait George;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914488;John Scott;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914451;Michael Scott;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914442;Alexander Spittal;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914445;James Williamson;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914446;James Horseburgh;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914490;Robert Thomson;commissioner;yes
Q112895508;witchcraft investigation of Elspet Grahame;Q43914450;John Lowes;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914431;Alexander Murray;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43910625;David Murray;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914471;Adam Murray;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914436;Robert Hunter;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914481;William Govan;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914484;Tait George;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914488;John Scott;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914451;Michael Scott;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914445;James Williamson;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914446;James Horseburgh;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914490;Robert Thomson;commissioner;yes
Q112895507;witchcraft investigation of James Doddes;Q43914450;John Lowes;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914431;Alexander Murray;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914471;Adam Murray;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43910625;David Murray;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914436;Robert Hunter;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914481;William Govan;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914484;Tait George;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914488;John Scott;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914451;Michael Scott;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914442;Alexander Spittal;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914445;James Williamson;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914446;James Horseburgh;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914490;Robert Thomson;commissioner;yes
Q112895515;witchcraft investigation of Margaret Wilsone;Q43914450;John Lowes;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914431;Alexander Murray;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914471;Adam Murray;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43910625;David Murray;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914436;Robert Hunter;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914481;William Govan;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914484;Tait George;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914488;John Scott;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914451;Michael Scott;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914442;Alexander Spittal;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914445;James Williamson;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914446;James Horseburgh;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914490;Robert Thomson;commissioner;yes
Q112895511;witchcraft investigation of Marion Veitch;Q43914450;John Lowes;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914431;Alexander Murray;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43910625;David Murray;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914471;Adam Murray;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914436;Robert Hunter;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914481;William Govan;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914484;Tait George;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914488;John Scott;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914451;Michael Scott;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914445;James Williamson;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914442;Alexander Spittal;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914446;James Horseburgh;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914490;Robert Thomson;commissioner;yes
Q112895513;witchcraft investigation of Isobel Greene;Q43914450;John Lowes;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914431;Alexander Murray;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43910625;David Murray;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914471;Adam Murray;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914436;Robert Hunter;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914481;William Govan;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914484;Tait George;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914488;John Scott;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914451;Michael Scott;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914442;Alexander Spittal;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914445;James Williamson;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914446;James Horseburgh;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914490;Robert Thomson;commissioner;yes
Q112895516;witchcraft investigation of Anna Hay;Q43914450;John Lowes;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914431;Alexander Murray;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914471;Adam Murray;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43910625;David Murray;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914473;John Murray Younger of Romanno;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914433;Andrew Hay Elder of Haystoun;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914436;Robert Hunter;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914476;William Douglas of Pittlehauch;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914439;Robert Douglas Portioner of Linton;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914481;William Govan;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914484;Tait George;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914486;Laird of Kirkhouse;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914488;John Scott;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914451;Michael Scott;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914442;Alexander Spittal;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914445;James Williamson;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914446;James Horseburgh;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914490;Robert Thomson;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43914450;John Lowes;commissioner;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43911946;Robert Thomson;confession witness;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43911933;Andrew Watson;confession witness;yes
Q112895514;witchcraft investigation of Bessie Eumond;Q43911949;Alexander Lauder;confession witness;yes
Q112842342;witchcraft investigation of Agnes Stoddart;Q43910881;Thomas Blair;commissioner;yes
Q112842342;witchcraft investigation of Agnes Stoddart;Q43910884;Andrew Playfair;pesquisador;yes
Q112842342;witchcraft investigation of Agnes Stoddart;Q43910867;James Fowler;pesquisador;yes
Q112842342;witchcraft investigation of Agnes Stoddart;Q43910886;Thomas Haliburton;pesquisador;yes
Q112893314;witchcraft investigation of Margaret Thomsone;Q43913211;James Sandilands;pesquisador;yes
Q112893314;witchcraft investigation of Margaret Thomsone;Q43913213;William Sandilands;pesquisador;yes
Q112893314;witchcraft investigation of Margaret Thomsone;Q43911862;Hugh Kennedy;pesquisador;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q43915535;Sir John Sinclair of Herdmanston;commissioner;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q43916237;Alexander Hay of Baro;commissioner;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q43912700;James Cockburn of Haddington;commissioner;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q43916225;John Butler of Kirkland;commissioner;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q43911474;Thomas Haliburton of Eaglescarnie;commissioner;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q43916240;William Seton;commissioner;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q43910796;Patrick Young;commissioner;yes
Q112893321;witchcraft investigation of Elizabeth Sinclair;Q6237428;John Hamilton, 4th Earl of Haddington;complainer;yes
Q112842348;witchcraft investigation of Mary Cunningham;Q43915484;Alexander Colville;commissioner;yes
Q112842348;witchcraft investigation of Mary Cunningham;Q43915150;Robert Colville Sir of Cleish;commissioner;yes
Q112842348;witchcraft investigation of Mary Cunningham;Q43913208;Archibald Mercer;commissioner;yes
Q112842348;witchcraft investigation of Mary Cunningham;Q43913216;James Kennowie;pesquisador;yes
Q112842343;witchcraft investigation of Jean Rob;Q43910881;Thomas Blair;commissioner;yes
Q112842343;witchcraft investigation of Jean Rob;Q43910884;Andrew Playfair;pesquisador;yes
Q112842343;witchcraft investigation of Jean Rob;Q43910867;James Fowler;pesquisador;yes
Q112842343;witchcraft investigation of Jean Rob;Q43910886;Thomas Haliburton;pesquisador;yes
Q112842353;witchcraft investigation of Jonnet McKennan;Q43913240;James MacDougall;commissioner;yes
Q112842353;witchcraft investigation of Jonnet McKennan;Q43913242;Andrew Agnew;commissioner;yes
Q112842353;witchcraft investigation of Jonnet McKennan;Q43913245;MacDougall;commissioner;yes
Q112842353;witchcraft investigation of Jonnet McKennan;Q43913249;James Ross;commissioner;yes
Q112842353;witchcraft investigation of Jonnet McKennan;Q43913252;MacCulloch;commissioner;yes
Q112842353;witchcraft investigation of Jonnet McKennan;Q43913254;Patrick Agnew;commissioner;yes
Q112842353;witchcraft investigation of Jonnet McKennan;Q43910985;George Dick;pesquisador;yes
Q112893319;witchcraft investigation of Kathren Shaw;Q43910630;James Douglas;pesquisador;yes
Q112893319;witchcraft investigation of Kathren Shaw;Q43913232;Robert Birnie;pesquisador;yes
Q112893317;witchcraft investigation of Margaret Watsoun;Q16202277;Elder Sir James Lockhart of Lee;commissioner;yes
Q112893317;witchcraft investigation of Margaret Watsoun;Q43913223;John Dalyell;commissioner;yes
Q112893317;witchcraft investigation of Margaret Watsoun;Q43913228;John Lockhart;commissioner;yes
Q112893317;witchcraft investigation of Margaret Watsoun;Q43913226;James Cuningham of Bonitown;commissioner;yes
Q112893317;witchcraft investigation of Margaret Watsoun;Q43913232;Robert Birnie;pesquisador;yes
Q112893317;witchcraft investigation of Margaret Watsoun;Q43910630;James Douglas;pesquisador;yes
Q112893317;witchcraft investigation of Margaret Watsoun;Q43913235;James Hunter;pesquisador;yes
Q112893313;witchcraft investigation of Africk Elam;Q43913245;MacDougall;commissioner;yes
Q112893313;witchcraft investigation of Africk Elam;Q43913240;James MacDougall;commissioner;yes
Q112893313;witchcraft investigation of Africk Elam;Q43913242;Andrew Agnew;commissioner;yes
Q112893313;witchcraft investigation of Africk Elam;Q43913254;Patrick Agnew;commissioner;yes
Q112893313;witchcraft investigation of Africk Elam;Q43913252;MacCulloch;commissioner;yes
Q112893313;witchcraft investigation of Africk Elam;Q43913249;James Ross;commissioner;yes
Q112893313;witchcraft investigation of Africk Elam;Q43910985;George Dick;pesquisador;yes
Q112842351;witchcraft investigation of Christiane Melvill;Q43911863;Robert Row;ministro;yes
Q112842334;witchcraft investigation of Katherine Burgess;Q43915624;James Dunbar of Bogs;commissioner;yes
Q112842334;witchcraft investigation of Katherine Burgess;Q43916146;James Dunbar of Dumphail;commissioner;yes
Q112842334;witchcraft investigation of Katherine Burgess;Q43916147;William Falconer;commissioner;yes
Q112842334;witchcraft investigation of Katherine Burgess;Q43912880;John Grant;commissioner;yes
Q112842334;witchcraft investigation of Katherine Burgess;Q43916150;John Ross of Clava;commissioner;yes
Q112842334;witchcraft investigation of Katherine Burgess;Q43916152;John Ross of Bredley;commissioner;yes
Q112842334;witchcraft investigation of Katherine Burgess;Q43916156;John Hay of Knockondie;commissioner;yes
Q112842354;witchcraft investigation of Marion Shenan;Q43913245;MacDougall;commissioner;yes
Q112842354;witchcraft investigation of Marion Shenan;Q43913240;James MacDougall;commissioner;yes
Q112842354;witchcraft investigation of Marion Shenan;Q43913242;Andrew Agnew;commissioner;yes
Q112842354;witchcraft investigation of Marion Shenan;Q43913254;Patrick Agnew;commissioner;yes
Q112842354;witchcraft investigation of Marion Shenan;Q43913249;James Ross;commissioner;yes
Q112842354;witchcraft investigation of Marion Shenan;Q43913252;MacCulloch;commissioner;yes
Q112842354;witchcraft investigation of Marion Shenan;Q43910985;George Dick;pesquisador;yes
Q112842349;witchcraft investigation of Jonet Erskine;Q43913216;James Kennowie;pesquisador;yes
Q112893312;witchcraft investigation of Isobell Bigham;Q43913245;MacDougall;commissioner;yes
Q112893312;witchcraft investigation of Isobell Bigham;Q43913240;James MacDougall;commissioner;yes
Q112893312;witchcraft investigation of Isobell Bigham;Q43913252;MacCulloch;commissioner;yes
Q112893312;witchcraft investigation of Isobell Bigham;Q43913242;Andrew Agnew;commissioner;yes
Q112893312;witchcraft investigation of Isobell Bigham;Q43913254;Patrick Agnew;commissioner;yes
Q112893312;witchcraft investigation of Isobell Bigham;Q43913249;James Ross;commissioner;yes
Q112893312;witchcraft investigation of Isobell Bigham;Q43910985;George Dick;pesquisador;yes
Q112893323;witchcraft investigation of Agnes Clarkson;Q43909845;John Makghie;pesquisador;yes
Q112893323;witchcraft investigation of Agnes Clarkson;Q43910584;Alexander Livingston;pesquisador;yes
Q112893323;witchcraft investigation of Agnes Clarkson;Q43910609;James Borthwick;pesquisador;yes
Q112893323;witchcraft investigation of Agnes Clarkson;Q43912364;William Ferguson;pesquisador;yes
Q112893323;witchcraft investigation of Agnes Clarkson;Q43916241;George Temple;pesquisador;yes
Q112893323;witchcraft investigation of Agnes Clarkson;Q43916245;Walter Marshall;pesquisador;yes
