Iso3Start;Level;QID;Label;FormationYear;SourceFlag
AUT;0;Q40;Áustria;;seed
AUT;1;Q28513;Áustria-Hungria;1867;seed_evidence
AUT;2;Q131964;Império Austríaco;1804;seed_evidence
SRB;0;Q403;Sérvia;;seed
SRB;1;Q37024;União Estatal da Sérvia e Montenegro;2003;seed_evidence
SRB;2;Q838261;República Federal da Jugoslávia;1992;seed_evidence
AUS;0;Q408;Austrália;;seed
AUS;1;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1801;seed_evidence
AUS;2;Q215530;Reino da Irlanda;1542;seed_evidence
GRC;0;Q41;Grécia;;seed
GRC;1;Q17765809;Third Hellenic Republic;1974;seed_evidence
ARG;0;Q414;Argentina;;seed
ARG;1;Q738144;Províncias Unidas do Rio da Prata;1810;seed_evidence
ARG;2;Q210551;Vice-Reino do Rio da Prata;1776;seed_evidence
PER;0;Q419;Peru;;seed
PER;1;Q7251405;Protectorate of San Martín;1821;seed_evidence
PER;2;Q211435;Vice-Reino do Peru;1542;seed_evidence
PRK;0;Q423;Coreia do Norte;;seed
PRK;1;Q18097;Coreia;;seed_evidence
PRK;1;Q705044;Comitê Popular para a Coreia do Norte;1947;seed_evidence
PRK;2;Q28179;Dinastia Joseon;1392;seed_evidence
PRK;2;Q60770428;Comitê Popular Provisório da Coreia do Norte;1946;seed_evidence
KHM;0;Q424;Camboja;;seed
TUR;0;Q43;Turquia;;seed
TUR;1;Q12560;Império Otomano;1299;seed_evidence
TUR;2;Q6874824;Beylik of Bafra;1400;seed_evidence
TUR;2;Q178913;Império de Trebizonda;1204;seed_evidence
TUR;2;Q12544;Império Bizantino;395;seed_evidence
TUR;2;Q6753657;Maona of Chios and Phocaea;1346;seed_evidence
TUR;2;Q12536;Califado Abássida;750;seed_evidence
TUR;2;Q4338046;Beylik of Osman;1299;seed_evidence
TUR;2;Q127607963;Duchy of Leucas;1360;seed_evidence
IOT;0;Q43448;Território Britânico do Oceano Índico;;seed
BLM;0;Q43982;São Bartolomeu;;seed
PRT;0;Q45;Portugal;;seed
PRT;1;Q45670;Reino de Portugal;1139;seed_evidence
PRT;1;Q200464;Império Português;1415;successor_resolved
PRT;2;Q1139807;Condado Portucalense;868;seed_evidence
PRT;2;Q199688;Califado Almóada;1121;seed_evidence
PRT;2;Q903779;Reino Unido de Portugal, Brasil e Algarves;1815;seed_evidence
FRO;0;Q4628;Ilhas Feroe;;seed
ATA;0;Q51;Antártida;;seed
NLD;0;Q55;Países Baixos;;seed
NLD;1;Q15864;Reino Unido dos Países Baixos;1815;seed_evidence
NLD;2;Q774783;Soberano Principado dos Países Baixos Unidos;1813;seed_evidence
ALA;0;Q5689;Åland;;seed
TLS;0;Q574;Timor-Leste;;seed
TLS;1;Q142965;Província Ultramarina de Timor;1702;seed_evidence
PSE;0;Q575187;Territórios ocupados por Israel;;seed
CYM;0;Q5785;Ilhas Cayman;;seed
CYM;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
CYM;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
CYM;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
ESH;0;Q6250;Sara Ocidental;;seed
TCD;0;Q657;Chade;;seed
NZL;0;Q664;Nova Zelândia;;seed
NZL;1;Q5148518;Colony of New Zealand;1841;seed_evidence
IND;0;Q668;Índia;;seed
IND;1;Q18127928;Mayurbhanj State;1790;seed_evidence
IND;1;Q104152108;Pathari State;1794;seed_evidence
IND;1;Q18126780;Kharsawan State;1650;seed_evidence
IND;1;Q104152109;Rajpur State, Baroda;;seed_evidence
IND;1;Q17297442;Hasht-Bhaiya;1690;seed_evidence
IND;1;Q17618911;Malpur State;1466;seed_evidence
IND;1;Q13389050;Banganapalle State;1790;seed_evidence
IND;1;Q11946883;Sangri State;;seed_evidence
IND;1;Q11954352;Wadagam State;1800;seed_evidence
IND;1;Q11925661;Hindol State;1554;seed_evidence
IND;1;Q122955960;Nasvadi;;seed_evidence
IND;1;Q104152102;Kumharsain State;1500;seed_evidence
IND;1;Q266923;Reino de Mysore;1399;seed_evidence
IND;1;Q23136942;Kothi State;1800;seed_evidence
IND;1;Q11905286;Ambliara State;1600;seed_evidence
IND;1;Q18126222;Janjira State;1489;seed_evidence
IND;1;Q18111824;Dhrol State;1595;seed_evidence
IND;1;Q11923882;Gaurihar State;1807;seed_evidence
IND;1;Q11909106;Beri State;1750;seed_evidence
IND;1;Q1396700;Faridkot State;1803;seed_evidence
IND;1;Q104152111;Somna State;1900;seed_evidence
IND;1;Q11927113;Chaube Jagirs;1812;seed_evidence
IND;1;Q17311418;Guler State;1415;seed_evidence
IND;1;Q11927151;Jambughoda State;1400;seed_evidence
IND;1;Q18126687;Kawardha State;1751;seed_evidence
IND;1;Q17298275;Surgana State;1800;seed_evidence
IND;1;Q104151601;Maurha State;1894;seed_evidence
IND;1;Q104152106;Mundru State;1621;seed_evidence
IND;1;Q17318475;Chuda State;;seed_evidence
IND;1;Q11927544;Jhansi State;1804;seed_evidence
IND;1;Q11916643;Daspalla;1498;seed_evidence
IND;1;Q16852121;Khaniadhana State;1724;seed_evidence
IND;1;Q11929623;Kamta-Rajaula;1812;seed_evidence
IND;1;Q16932578;Nazargunj;1899;seed_evidence
IND;1;Q104152103;Lathi State;1340;seed_evidence
IND;1;Q11916768;Dedhrota;1900;seed_evidence
IND;1;Q17399594;Ranpur State;1700;seed_evidence
IND;1;Q104152107;Patan State, Rajasthan;1200;seed_evidence
IND;1;Q17267634;Vijaynagar State;1577;seed_evidence
IND;1;Q18127026;Kurundvad Junior;1733;seed_evidence
IND;1;Q18127028;Kurundvad Senior;1733;seed_evidence
IND;1;Q17514653;Balasinor State;1758;seed_evidence
IND;1;Q17991935;Pataudi;1804;seed_evidence
IND;1;Q104151568;Angadh Estate;1874;seed_evidence
IND;1;Q18129046;Oudh State;1732;seed_evidence
IND;1;Q104152246;Vallbhapur State;1600;seed_evidence
IND;1;Q104152100;Kotharia State, Rajkot;1733;seed_evidence
IND;1;Q18164260;Radhanpur State;1787;seed_evidence
IND;1;Q11951827;Tigiria State;1600;seed_evidence
IND;1;Q17513023;Danta State;1061;seed_evidence
IND;1;Q11949691;Siba State;1450;seed_evidence
IND;1;Q17513838;Athmallik State;1874;seed_evidence
IND;1;Q21075471;Limbda;1780;seed_evidence
IND;1;Q104152105;Mohrampur Jagir State;1580;seed_evidence
IND;1;Q18127558;Lunavada State;1434;seed_evidence
IND;1;Q104152097;Bhith Bhagwanpur State;1711;seed_evidence
IND;1;Q104152096;Balladhdarh State;1710;seed_evidence
IND;1;Q17198610;Sant State;1255;seed_evidence
IND;1;Q104152104;Vallavpur State;1434;seed_evidence
IND;1;Q104152110;Stok jair State;1842;seed_evidence
IND;1;Q18164343;Principado de Sawantwadi;1627;seed_evidence
IND;1;Q17244162;Talcher State;1200;seed_evidence
IND;1;Q11927430;Jawhar State;1343;seed_evidence
IND;1;Q104151575;Jasrota;1020;seed_evidence
IND;1;Q104152101;Kulpahar State;1700;seed_evidence
IND;1;Q14552167;Porbandar State;1193;seed_evidence
IND;1;Q17342164;Tripura;1809;seed_evidence
IND;1;Q19669126;Narsinghpur State;1292;seed_evidence
IND;1;Q19792051;Keonjhar State;1200;seed_evidence
IND;1;Q15630982;Orissa Tributary States;1888;seed_evidence
IND;1;Q18008280;Taraon State;1812;seed_evidence
IND;1;Q11909259;Bhaisunda;1812;seed_evidence
IND;1;Q17315177;Sambalpur District;1493;seed_evidence
IND;1;Q16849282;Jafarabad State;1650;seed_evidence
IND;1;Q28179897;Rajpara State;1811;seed_evidence
IND;1;Q3530610;Thanjavur Maratha kingdom;1674;seed_evidence
IND;1;Q11927206;Jaso State;1732;seed_evidence
IND;1;Q19605411;Pethapur State;1300;seed_evidence
IND;1;Q11927549;Jigni State;1730;seed_evidence
IND;1;Q11952191;Tori Fatehpur;1690;seed_evidence
IND;1;Q14491604;Estado de Junagadh;1748;seed_evidence
IND;1;Q18126183;Jalaun State;1806;seed_evidence
IND;1;Q104152343;Vijaipur State;1542;seed_evidence
IND;1;Q11917045;Dhurwai;1690;seed_evidence
IND;1;Q12816977;Kanker State;200;seed_evidence
IND;1;Q65063637;Jesar State;;seed_evidence
IND;1;Q11916665;Datarpur;1550;seed_evidence
IND;1;Q18127719;Makrai State;1663;seed_evidence
IND;1;Q101242375;Varsoda State;745;seed_evidence
IND;1;Q5105376;Chota Nagpur States;1821;seed_evidence
IND;1;Q11953949;Umri;1000;seed_evidence
IND;1;Q17986421;Chhota Udaipur State;1743;seed_evidence
IND;1;Q104152099;Kotharia State, Rajasthan;1527;seed_evidence
IND;1;Q2056970;Patna State;1191;seed_evidence
IND;1;Q2128542;Rairakhol State;1200;seed_evidence
IND;1;Q807288;Baraundha State;1169;seed_evidence
IND;1;Q176466;Rewa State;1755;seed_evidence
IND;1;Q1545942;Nawanagar State;1540;seed_evidence
IND;1;Q1798703;Sonepur State;1556;seed_evidence
IND;1;Q855058;Bhor State;1697;seed_evidence
IND;1;Q854850;Bharatpur State;1680;seed_evidence
IND;1;Q918500;Bantva Manavadar State;1760;seed_evidence
IND;1;Q1720882;Cutch State;1147;seed_evidence
IND;1;Q1785349;Kota State;1613;seed_evidence
IND;1;Q892061;Bonai State;1200;seed_evidence
IND;1;Q810557;Bastar State;1853;seed_evidence
IND;1;Q999297;Maihar State;1778;seed_evidence
IND;1;Q1681450;Jamkhandi State;1811;seed_evidence
IND;1;Q806019;Bamra;1545;seed_evidence
IND;1;Q1784316;Koriya;1600;seed_evidence
IND;1;Q809955;Bashahr State;1412;seed_evidence
IND;1;Q932487;Miraj Senior;1820;seed_evidence
IND;1;Q532048;Sandur State;1713;seed_evidence
IND;1;Q1683106;Jaora State;1817;seed_evidence
IND;1;Q1071493;Chhatarpur State;1785;seed_evidence
IND;1;Q809652;Barwani State;836;seed_evidence
IND;1;Q894995;Baudh State;1874;seed_evidence
IND;1;Q1557792;Gwalior State;1761;seed_evidence
IND;1;Q1963593;Nagod State;1344;seed_evidence
IND;1;Q1728782;Kapurthala State;1772;seed_evidence
IND;1;Q1252744;Jind State;1763;seed_evidence
IND;1;Q932370;Changbhakar;1790;seed_evidence
IND;1;Q973433;Dungarpur State;1197;seed_evidence
IND;1;Q1207641;Dhenkanal State;1529;seed_evidence
IND;1;Q922317;Morvi State;1698;seed_evidence
IND;1;Q807069;Baoni State;1784;seed_evidence
IND;1;Q808575;Baroda State;1721;seed_evidence
IND;1;Q1028095;Cambay State;1730;seed_evidence
IND;1;Q1683780;Jashpur State;1800;seed_evidence
IND;1;Q150056;Kingdom of Cochin;1500;seed_evidence
IND;1;Q657946;Kolhâpur;1707;seed_evidence
IND;1;Q180235;Wadhwan State;1630;seed_evidence
IND;1;Q806963;Banswara State;1497;seed_evidence
IND;1;Q976913;Narsinghgarh State;1681;seed_evidence
IND;1;Q2128715;Rajgarh State;1681;seed_evidence
IND;1;Q932393;Raigarh State;1911;seed_evidence
IND;1;Q914031;Tonk State;1817;seed_evidence
IND;1;Q1457519;Udaipur State;1818;seed_evidence
IND;1;Q860407;Kahlur State;697;seed_evidence
IND;1;Q1261743;Samthar State;1760;seed_evidence
IND;1;Q1604981;Ratlam State;1652;seed_evidence
IND;1;Q649310;Idar State;1257;seed_evidence
IND;1;Q1240096;Estado de Hiderabade;1724;seed_evidence
IND;1;Q1060520;Chamba State;550;seed_evidence
IND;1;Q1172600;Datia State;1626;seed_evidence
IND;1;Q175934;Pratapgarh State;1775;seed_evidence
IND;1;Q1688822;Jhabua State;1584;seed_evidence
IND;1;Q1476723;Sachin State;1791;seed_evidence
IND;1;Q716890;Indore State;1732;seed_evidence
IND;1;Q657861;Dholpur State;1806;seed_evidence
IND;1;Q859966;Bikaner State;1465;seed_evidence
IND;1;Q929357;Nabha State;1763;seed_evidence
IND;1;Q1588594;Panna State;1731;seed_evidence
IND;1;Q1951726;Mudhol State;1465;seed_evidence
IND;1;Q1776972;Ramdurg State;1742;seed_evidence
IND;1;Q150058;Travancore;1729;seed_evidence
IND;1;Q1964552;Nandgaon State;1833;seed_evidence
IND;1;Q854917;Bhavnagar State;1723;seed_evidence
IND;1;Q917553;Patiala State;1761;seed_evidence
IND;1;Q668415;Orchha State;1501;seed_evidence
IND;1;Q1207105;Dewas State;1728;seed_evidence
IND;1;Q1778255;Sarangarh State;;seed_evidence
IND;1;Q810432;Basoda State;1753;seed_evidence
IND;1;Q1375154;Benares State;1770;seed_evidence
IND;1;Q1951905;Muhammadgarh State;1853;seed_evidence
IND;1;Q1541353;Sirmoor State;1616;seed_evidence
IND;1;Q933413;Jath State;1642;seed_evidence
IND;1;Q1400780;Sailana State;1736;seed_evidence
IND;1;Q1207561;Dhar State;1728;seed_evidence
IND;1;Q7180358;Phaltan State;1284;seed_evidence
IND;1;Q7126114;Pal Lahara State;1100;seed_evidence
IND;1;Q11944509;Rajouli;-40;seed_evidence
IND;1;Q4837532;Babariawad;;seed_evidence
IND;1;Q7126720;Palanpur State;1370;seed_evidence
IND;1;Q3192661;Kangra-Lambagraon;1400;seed_evidence
IND;1;Q11937876;Muli State;1470;seed_evidence
IND;1;Q3200690;Kuthar;1700;seed_evidence
IND;1;Q2879034;Baghal State;1310;seed_evidence
IND;1;Q11929746;Khairagarh State;1833;seed_evidence
IND;1;Q7530545;Sirohi State;1405;seed_evidence
IND;1;Q11940483;Patdi State;1741;seed_evidence
IND;1;Q10797411;Nayagarh State;1500;seed_evidence
IND;1;Q7037080;Nilgiri State;1125;seed_evidence
IND;1;Q6206774;Jobat State;1500;seed_evidence
IND;1;Q3195357;Keonthal State;1800;seed_evidence
IND;1;Q6448442;Kutlehar State;1803;seed_evidence
IND;1;Q5915498;Tulsipur State;1600;seed_evidence
IND;1;Q2221701;Sangli State;1801;seed_evidence
IND;1;Q7905915;Bijawar State;1765;seed_evidence
IND;1;Q4726842;Alipura State;1757;seed_evidence
IND;1;Q2290502;Sitamau State;1701;seed_evidence
IND;1;Q3277580;Carnatic state;1692;seed_evidence
IND;1;Q1381495;Garhwal Kingdom;1358;seed_evidence
IND;1;Q7127625;Palitana State;1194;seed_evidence
IND;1;Q7197455;Piploda State;1547;seed_evidence
IND;1;Q2276431;Shahpura State;1629;seed_evidence
IND;1;Q2548416;Wankaner State;1807;seed_evidence
IND;1;Q16838406;Gangpur State;1821;seed_evidence
IND;1;Q6156427;Jaoli State;1700;seed_evidence
IND;1;Q7825423;Torawati;1200;seed_evidence
IND;1;Q1553143;Alwar State;1770;seed_evidence
IND;1;Q1607154;Savanur State;1680;seed_evidence
IND;1;Q5269129;Dharampur State;1262;seed_evidence
IND;1;Q3454186;Rampur State;1719;seed_evidence
IND;1;Q2869051;Athgarh State;1178;seed_evidence
IND;1;Q2624304;Charkhari State;1765;seed_evidence
IND;1;Q7286362;Rajoli Zamindari Estate;1775;seed_evidence
IND;1;Q1535236;Kalahandi State;1005;seed_evidence
IND;1;Q6416549;Kishangarh State;1611;seed_evidence
IND;1;Q11944704;Ranasan State;1700;seed_evidence
IND;1;Q6401617;Khilchipur State;1544;seed_evidence
IND;1;Q6503547;Lawa Thikana;1772;seed_evidence
IND;1;Q1678787;Jaitpur State;1731;successor_resolved
IND;1;Q11939770;Pahra;1812;seed_evidence
IND;1;Q11934705;Malerkotla State;1657;seed_evidence
IND;1;Q3016348;Darkoti;1100;seed_evidence
IND;1;Q4726858;Alirajpur State;1437;seed_evidence
IND;1;Q3488924;Sohawal State;1550;seed_evidence
IND;1;Q5301066;Ajaigarh State;1765;seed_evidence
IND;1;Q2368545;Surguja State;1613;seed_evidence
IND;1;Q2963204;Chhuikhadan State;1750;seed_evidence
IND;1;Q11929645;Kapshi Estate;1750;seed_evidence
IND;1;Q6164350;Jaswan;1170;seed_evidence
IND;1;Q3241025;Limbdi State;1500;seed_evidence
IND;1;Q6748050;Mandi State;1290;seed_evidence
IND;1;Q7403120;Sakti State;1800;seed_evidence
IND;1;Q11944481;Raghogarh State;1673;seed_evidence
IND;1;Q16839606;Gondal State;1634;seed_evidence
IND;1;Q4857117;Bansda;1781;seed_evidence
IND;1;Q3315863;Miraj Junior;1820;seed_evidence
IND;1;Q3963975;Akkalkot State;1725;seed_evidence
IND;1;Q7127047;Paldeo State;1812;seed_evidence
IND;1;Q6368814;Karauli State;1348;seed_evidence
IND;1;Q11929762;Khandpara State;1599;seed_evidence
IND;1;Q2571484;Jamu e Caxemira;1846;seed_evidence
IND;1;Q7423761;Sardargarh Bantva;1760;seed_evidence
IND;1;Q3025690;Dhami (state);1815;seed_evidence
IND;1;Q1678784;Jaisalmer State;1156;seed_evidence
IND;1;Q4997536;Bundi State;1342;seed_evidence
IND;1;Q16829581;Dhrangadhra State;1742;seed_evidence
IND;1;Q1261339;Jhalawar State;1838;seed_evidence
IND;1;Q7422962;Saraikela State;1620;seed_evidence
IND;1;Q3503368;Suket State;765;seed_evidence
IND;1;Q11937172;Mohanpur State;1227;seed_evidence
IND;1;Q11931118;Lakhtar State;1604;seed_evidence
IND;1;Q2871819;Aundh State;1699;seed_evidence
IND;1;Q2902467;Beja State;1800;seed_evidence
IND;1;Q3535371;Pudukkottai State;1680;seed_evidence
IND;1;Q3258086;Loharu State;1806;seed_evidence
IND;1;Q6747689;Manda (zamindari);1542;seed_evidence
IND;1;Q2128743;Rajkot State;1620;seed_evidence
IND;1;Q2884562;Baria State;1524;seed_evidence
IND;1;Q85774522;Jeypore Estate;1453;seed_evidence
IND;1;Q1534153;Vallabhi;1740;seed_evidence
IND;1;Q520403;Baghat State;1600;seed_evidence
IND;1;Q918204;Rajpipla State;1340;seed_evidence
IND;1;Q6207845;Jodhpur State;1250;seed_evidence
IND;1;Q642037;Bhajji State;1800;seed_evidence
IND;1;Q509572;Cooch Behar;1586;seed_evidence
IND;1;Q6124144;Jaipur State;1128;seed_evidence
IND;1;Q17319155;Kingdom of Mewar;1666;seed_evidence
IND;1;Q889030;Kingdom of Manipur;1110;seed_evidence
IND;1;Q932359;Kalsia State;1760;seed_evidence
IND;1;Q855044;Estado de Bhopal;1723;seed_evidence
IND;1;Q129286;Raj Britânico;1858;successor_resolved
IND;1;Q65085646;Tanjung Surat;;seed_evidence
IND;2;Q167639;Reino de Bisnaga;1336;seed_evidence
IND;2;Q1545942;Nawanagar State;1540;seed_evidence
IND;2;Q668;Índia;1947;seed_evidence
IND;2;Q3192661;Kangra-Lambagraon;1400;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q17311418;Guler State;1415;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q1588434;Reino de Tanjavur;1532;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q17311418;Guler State;1415;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q2578028;Sikh Confederacy;1748;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q19605411;Pethapur State;1300;seed_evidence
IND;2;Q33296;Império Mogol;1526;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q877155;Chera dynasty;800;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q33296;Império Mogol;1526;seed_evidence
IND;2;Q111016259;Sheikhsar State;;seed_evidence
IND;2;Q33296;Império Mogol;1526;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q3532158;Venad;1100;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q33296;Império Mogol;1526;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q6124144;Jaipur State;1128;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q3192661;Kangra-Lambagraon;1400;seed_evidence
IND;2;Q33296;Império Mogol;1526;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q1395011;Chalukya;543;seed_evidence
IND;2;Q83618;Império Maratha;1674;seed_evidence
IND;2;Q28913445;Trankebar;1620;seed_evidence
IND;2;Q1335260;Emirado do Afeganistão;1823;seed_evidence
IND;2;Q6427080;Kolathunadu;-60;seed_evidence
IND;2;Q1678787;Jaitpur State;1731;successor_resolved
IND;2;Q2001966;Governo da Companhia Britânica das Índias Orientais na Índia;1757;seed_evidence
TUV;0;Q672;Tuvalu;;seed
TUV;1;Q21815222;Territory of Tuvalu;;seed_evidence
TUV;1;Q3593530;Ellice Islands;1892;seed_evidence
TUV;2;Q1050859;Ilhas Gilbert e Ellice;1916;seed_evidence
TON;0;Q678;Tonga;;seed
TON;1;Q17197946;British Tonga;1900;seed_evidence
WSM;0;Q683;Samoa;;seed
SLB;0;Q685;Ilhas Salomão;;seed
SLB;1;Q13410267;Protetorado Britânico das Ilhas Salomão;1893;seed_evidence
SLB;2;Q165008;Nova Guiné Alemã;1885;seed_evidence
VUT;0;Q686;Vanuatu;;seed
VUT;1;Q752431;Novas Hébridas;1907;seed_evidence
VUT;1;Q99868017;Q99868017;1957;seed_evidence
PNG;0;Q691;Papua-Nova Guiné;;seed
PNG;1;Q4393602;República de Salomão do Norte;1975;seed_evidence
PLW;0;Q695;Palau;;seed
NRU;0;Q697;Nauru;;seed
NRU;1;Q21816219;Trust Territory of Nauru;1947;seed_evidence
NRU;2;Q104177909;Territory of Nauru;1920;seed_evidence
FSM;0;Q702;Micronésia;;seed
MHL;0;Q709;Ilhas Marshall;;seed
KIR;0;Q710;Kiribati;;seed
MNG;0;Q711;Mongólia;;seed
MNG;1;Q12060881;Chinese Empire;-21;successor_resolved
FJI;0;Q712;Fiji;;seed
FJI;1;Q5148320;Colônia de Fiji;1874;seed_evidence
FJI;1;Q5291089;Dominion of Fiji;1970;seed_evidence
VEN;0;Q717;Venezuela;;seed
VEN;1;Q199821;Grã-Colômbia;1819;seed_evidence
VEN;2;Q8965;Vice-Reino de Nova Granada;1717;seed_evidence
SUR;0;Q730;Suriname;;seed
SUR;1;Q19901436;Suriname;1954;seed_evidence
SUR;2;Q7646305;Suriname;1667;seed_evidence
PRY;0;Q733;Paraguai;;seed
GUY;0;Q734;Guiana;;seed
GUY;1;Q5622720;Commonwealth realm of Guyana;1966;seed_evidence
GUY;2;Q918126;Guiana Britânica;1814;seed_evidence
ECU;0;Q736;Equador;;seed
ECU;1;Q199821;Grã-Colômbia;1819;seed_evidence
ECU;2;Q8965;Vice-Reino de Nova Granada;1717;seed_evidence
COL;0;Q739;Colômbia;;seed
COL;1;Q6037274;Nação Misquita;1687;seed_evidence
COL;1;Q1061488;Estados Unidos da Colômbia;1863;seed_evidence
COL;2;Q1141215;Confederação Granadina;1858;seed_evidence
BOL;0;Q750;Bolívia;;seed
TTO;0;Q754;Trindade e Tobago;;seed
TTO;1;Q2660774;British Windward Islands;1833;successor_resolved
TTO;1;Q7842409;Trinidad and Tobago;1962;seed_evidence
TTO;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
TTO;2;Q63973349;Colônia de Barbados;1627;seed_evidence
TTO;2;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
TTO;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
TTO;2;Q2660774;British Windward Islands;1833;successor_resolved
TTO;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
TTO;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
TJK;0;Q755194;Tadjiquistão nos Jogos Olímpicos;;seed
VCT;0;Q757;São Vicente e Granadinas;;seed
VCT;1;Q15240384;Saint Vincent;;seed_evidence
VCT;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
VCT;2;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
VCT;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
VCT;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
LCA;0;Q760;Santa Lúcia;;seed
LCA;1;Q15238409;Colony of Saint Lucia;;seed_evidence
LCA;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
LCA;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
LCA;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
KNA;0;Q763;São Cristóvão e Neves;;seed
JAM;0;Q766;Jamaica;;seed
JAM;1;Q2526023;Colony of Jamaica;1655;successor_resolved
JAM;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
JAM;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
JAM;2;Q2526023;Colony of Jamaica;1655;successor_resolved
JAM;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
GRD;0;Q769;Granada;;seed
GRD;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
GRD;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
GRD;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
URY;0;Q77;Uruguai;;seed
URY;1;Q8842946;Estado Oriental do Uruguai;1830;seed_evidence
GTM;0;Q774;Guatemala;;seed
GTM;1;Q68257522;State of Guatemala;1824;seed_evidence
BHS;0;Q778;Bahamas;;seed
BHS;1;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
ATG;0;Q781;Antígua e Barbuda;;seed
ATG;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
ATG;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
ATG;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
HND;0;Q783;Honduras;;seed
HND;1;Q68253870;State of Honduras;1824;seed_evidence
HND;1;Q6037274;Nação Misquita;1687;seed_evidence
DMA;0;Q784;Dominica;;seed
DMA;1;Q652560;Federação das Índias Ocidentais;1958;seed_evidence
DMA;2;Q920396;Índias Ocidentais Britânicas;1783;seed_evidence
DMA;2;Q116282722;Colony of Trinidad and Tobago;1889;seed_evidence
JEY;0;Q785;Jersey;;seed
DOM;0;Q786;República Dominicana;;seed
EGY;0;Q79;Egito;;seed
EGY;1;Q2051582;All-Palestine Government;1948;seed_evidence
EGY;1;Q124943;Reino do Egito;1922;seed_evidence
EGY;2;Q370173;Sultanato do Egipto;1914;seed_evidence
HTI;0;Q790;Haiti;;seed
HTI;1;Q2979717;Império do Haiti;1849;seed_evidence
HTI;1;Q861551;Saint-Domingue;1626;seed_evidence
HTI;2;Q95408244;Republic of Haiti (1820–1849);1820;seed_evidence
SLV;0;Q792;El Salvador;;seed
IRN;0;Q794;Irão;;seed
IRN;1;Q107258515;Irã Pahlavi;1925;seed_evidence
IRN;2;Q63158027;Irã Cajar;1796;seed_evidence
IRQ;0;Q796;Iraque;;seed
IRQ;1;Q965174;Autoridade Provisória da Coalizão;2003;seed_evidence
IRQ;1;Q149805;Reino do Iraque;1921;seed_evidence
IRQ;2;Q146720;Mandato Britânico da Mesopotâmia;1920;seed_evidence
