cls_qid;cls_label;item_qid;item_label;iso3
Q7269;monarchy;Q1615416;Q1615416;
Q7269;monarchy;Q1615478;Q1615478;
Q7269;monarchy;Q1685812;Q1685812;
Q7269;monarchy;Q1825400;Q1825400;
Q7269;monarchy;Q1850862;Q1850862;
Q7269;monarchy;Q2026711;Q2026711;
Q7269;monarchy;Q2040947;Q2040947;
Q7269;monarchy;Q2118465;Q2118465;
Q7269;monarchy;Q2262237;Q2262237;
Q7269;monarchy;Q2458586;Q2458586;
Q7269;monarchy;Q1026402;Meulaboh;
Q7269;monarchy;Q1065299;Principado de Salerno;
Q7269;monarchy;Q1116529;Principality of Heitersheim;
Q7269;monarchy;Q706152;Anhalt-Zerbst;
Q7269;monarchy;Q1137486;Principality of Anhalt-Dornburg;
Q7269;monarchy;Q1157118;Anhalt-Harzgerode;
Q7269;monarchy;Q797579;Baban;
Q7269;monarchy;Q1280122;Principado de Cápua;
Q7269;monarchy;Q781935;Principality of Benevento;
Q7269;monarchy;Q1311704;Zahúmlia;
Q7269;monarchy;Q1311767;Principality of Lübeck;
Q7269;monarchy;Q1311990;Grão-Principado da Sérvia;
Q7269;monarchy;Q1353404;Principality of Kastrioti;
Q7269;monarchy;Q1396642;Principality of Hakkâri;
Q7269;monarchy;Q1396700;Faridkot State;
Q7269;monarchy;Q1455113;Principality Paderborn;
Q7269;monarchy;Q1483377;Principality Altenburg;
Q7269;monarchy;Q1483403;Principality of Dukagjini;
Q7269;monarchy;Q1483405;Principality of Eichstätt;
Q7269;monarchy;Q1483419;Principality Hanau;
Q7269;monarchy;Q1483451;Principality of Muzaka;
Q7269;monarchy;Q1483421;Principado de Iaroslavl;
Q7269;monarchy;Q1483480;Principado de Sedan;
Q7269;monarchy;Q1483510;Principado de Gales;
Q7269;monarchy;Q1549254;Principado de Seborga;
Q7269;monarchy;Q1557298;Soran Emirate;
Q7269;monarchy;Q1614418;Principality of Parchim-Richenberg;
Q7269;monarchy;Q1615403;Duchy of Koźle;
Q7269;monarchy;Q1628300;House of Hornes;
Q7269;monarchy;Q694069;Hanigalbat;
Q7269;monarchy;Q1687929;Principality of Jersika;
Q7269;monarchy;Q1853386;Mangkunegaran;
Q7269;monarchy;Q630163;Schwarzburg-Sondershausen;
Q7269;monarchy;Q695316;Schwarzburg-Rudolstadt;
Q7269;monarchy;Q1967380;Principality of Beloozero;
Q7269;monarchy;Q2047479;Principality of Arianiti;
Q7269;monarchy;Q2076823;Principality of Bidache;
Q7269;monarchy;Q2109946;Principado da Galileia;
Q7269;monarchy;Q2135462;Principality of Halberstadt;
Q7269;monarchy;Q2195101;Principality of Guria;
Q7269;monarchy;Q2268869;Principado de Khachen;
Q7269;monarchy;Q2281221;Principality of Orange;
Q7269;monarchy;Q2338546;Novosilsky principality;
Q7269;monarchy;Q2369355;Lodoméria;
Q7269;monarchy;Q2380910;Duchy of Zaslawye;
Q7269;monarchy;Q2454379;Principality of Arbanon;
Q7269;monarchy;Q2455075;Principality of Auersperg;
Q7269;monarchy;Q2502248;Principality of Koknese;
Q7269;monarchy;Q2502354;Principality of Goroden;
Q7269;monarchy;Q2568690;Tālava;
Q7269;monarchy;Q2569066;Reuß-Lobenstein und Ebersdorf Principality;
Q7269;monarchy;Q2596884;Principality of Drutsk;
Q7269;monarchy;Q328545;Nassau-Dillenburg;
Q7269;monarchy;Q339952;Principality of Orange-Nassau;
Q7269;monarchy;Q348962;Hohenlohe-Bartenstein;
Q7269;monarchy;Q699731;Wied;
Q7269;monarchy;Q438909;Palatinado-Simmern e Zweibrücken;
Q7269;monarchy;Q454436;Ducado do Palatinado-Sulzbach;
Q7269;monarchy;Q464319;Ducado do Palatinado-Neumarkt;
Q7269;monarchy;Q468096;Nassau-Usingen;
Q7269;monarchy;Q474421;Principality of Fürstenberg;
Q7269;monarchy;Q506329;Principality of Birkenfeld;
Q7269;monarchy;Q517333;Principado de Polotsk;
Q7269;monarchy;Q522166;Solms-Hohensolms-Lich;
Q7269;monarchy;Q530428;Principado de Leyen;
Q7269;monarchy;Q531783;Principado de Reuss-Greiz;
Q7269;monarchy;Q541181;Principality of Leiningen;
Q7269;monarchy;Q542165;Despotado de Dobruja;
Q7269;monarchy;Q545029;Principality of Anhalt-Aschersleben;
Q7269;monarchy;Q545093;Principality of Anhalt-Plötzkau;
Q7269;monarchy;Q547629;Principality of Lichtenberg;
Q7269;monarchy;Q565812;Principality of Calenberg;
Q7269;monarchy;Q571653;Principality of Göttingen;
Q7269;monarchy;Q571428;principado de Rügen;
Q7269;monarchy;Q628609;Principality Rheina-Wolbeck;
Q7269;monarchy;Q639100;Principado de Reuss-Gera;
Q7269;monarchy;Q650370;Margraviato de Baden-Durlach;
Q7269;monarchy;Q736029;Nassau-Siegen;
Q7269;monarchy;Q745629;Radziwiłł Family Fee Tail;
Q7269;monarchy;Q779011;Principado de Montenegro;
Q7269;monarchy;Q822709;Duchy of Bruntál;
Q7269;monarchy;Q830084;Principado de Brunsvique-Volfembutel;
Q7269;monarchy;Q876546;Principality of Minden;
Q7269;monarchy;Q876826;Ellwangen Abbey;
Q7269;monarchy;Q878818;Principality of Bitlis;
Q7269;monarchy;Q892631;Principality of Novgorod-Seversky;
Q7269;monarchy;Q894621;Bohtan;
Q7269;monarchy;Q125490235;Duchy of Finland;
Q7269;monarchy;Q127607963;Duchy of Leucas;
Q7269;monarchy;Q130535032;Duchy of Aiguillon;
Q7269;monarchy;Q114419;Fritzlar Principality;
Q7269;monarchy;Q14851375;Q14851375;
Q7269;monarchy;Q14851377;Q14851377;
Q7269;monarchy;Q15992588;Q15992588;
Q7269;monarchy;Q16912412;Q16912412;
Q7269;monarchy;Q17629097;Q17629097;
Q7269;monarchy;Q18042767;Q18042767;
Q7269;monarchy;Q18363877;Q18363877;
Q7269;monarchy;Q95950649;duchy of Alsace;
Q7269;monarchy;Q1279943;Gonghe Regency;
Q7269;monarchy;Q20106754;Q20106754;
Q7269;monarchy;Q20109041;Q20109041;
Q7269;monarchy;Q235;Mónaco;MCO
Q7269;monarchy;Q97584643;Duchy of Lower Bavaria (first creation);
Q7269;monarchy;Q20731529;Q20731529;
Q7269;monarchy;Q21235396;Q21235396;
Q7269;monarchy;Q278874;Anhalt-Dessau;
Q7269;monarchy;Q1406298;Império Sérvio;
Q7269;monarchy;Q157046;Principado do Pindo;
Q7269;monarchy;Q163268;Principado de Tver;
Q7269;monarchy;Q23542442;Q23542442;
Q7269;monarchy;Q165763;Principado de Waldeck;
Q7269;monarchy;Q26401066;Q26401066;
Q7269;monarchy;Q199389;Principado da Ibéria;
Q7269;monarchy;Q27169812;Q27169812;
Q7269;monarchy;Q2128828;Iranian monarchy;
Q7269;monarchy;Q2137405;Urgel Regency;
Q7269;monarchy;Q239502;Reino da Galícia-Volínia;
Q7269;monarchy;Q269109;Principado de Riazã;
Q7269;monarchy;Q280312;Principality of Lüneburg;
Q7269;monarchy;Q281961;Pinsk principality;
Q7269;monarchy;Q320536;Principality Werle;
Q7269;monarchy;Q14851376;Anhalt-Dessau;
Q7269;monarchy;Q14920320;Syrmian Duchy of Radoslav Čelnik;
Q7269;monarchy;Q15604942;Duchy of Montferrat;
Q7269;monarchy;Q15694417;Pomerania-Stettin;
Q7269;monarchy;Q16027841;Regência mexicana;
Q7269;monarchy;Q16550789;Ducato di Salci;
Q7269;monarchy;Q16550786;Ducado de Ferentillo;
Q7269;monarchy;Q16570037;Duchy of Kalisz;
Q7269;monarchy;Q16835712;Estônia sueca;
Q7269;monarchy;Q18433565;duchy Saxony-Weimar;
Q7269;monarchy;Q18816312;Duchy of Schleswig-Holstein-Gottorp;
Q7269;monarchy;Q19544317;Ducado de Mayenne;
Q7269;monarchy;Q20009171;Duchy of Bracciano;
Q7269;monarchy;Q21076366;Shahrisabz beylik;
Q7269;monarchy;Q21235906;Ducado de Camerino;
Q7269;monarchy;Q75036;Seniorate Province;
Q7269;monarchy;Q6103706;Regency of María Cristina de Borbón;
Q7269;monarchy;Q22273061;Duchy of Nemours;
Q7269;monarchy;Q22273285;Duchy of Guise;
Q7269;monarchy;Q22274206;Duchy of Mercoeur;
Q7269;monarchy;Q22274534;Duchy of Elbeuf;
Q7269;monarchy;Q25543381;Duchy of Klarjeti;
Q7269;monarchy;Q56309415;Q56309415;
Q7269;monarchy;Q59148703;Q59148703;
Q7269;monarchy;Q60838157;Q60838157;
Q7269;monarchy;Q60838751;Q60838751;
Q7269;monarchy;Q62087567;Q62087567;
Q7269;monarchy;Q63071024;Q63071024;
Q7269;monarchy;Q65158555;Q65158555;
Q7269;monarchy;Q65560499;Q65560499;
Q7269;monarchy;Q65594368;Q65594368;
Q7269;monarchy;Q31840697;duchy of the Ripuarian Franks;
Q7269;monarchy;Q66760026;Q66760026;
Q7269;monarchy;Q9067497;Regency of Espartero;
Q7269;monarchy;Q43287;Império Alemão;
Q7269;monarchy;Q89411908;Q89411908;
Q7269;monarchy;Q56309869;Duchy of Samokalako;
Q7269;monarchy;Q58804126;Ducado de Barcelos;
Q7269;monarchy;Q59002265;Ducado de Bragança;
Q7269;monarchy;Q34762;Principality of Bayreuth;
Q7269;monarchy;Q105178310;Q105178310;
Q7269;monarchy;Q105571812;Q105571812;
Q7269;monarchy;Q107369418;Q107369418;
Q7269;monarchy;Q104863335;Duchy of Poland;
Q7269;monarchy;Q105904598;Regência Trina Provisória;
Q7269;monarchy;Q105904621;Regência Trina Permanente;
Q7269;monarchy;Q105904654;Regência Una de Feijó;
Q7269;monarchy;Q105904668;Regência Una de Araújo Lima;
Q7269;monarchy;Q65181924;Duchy of Tursi;
Q7269;monarchy;Q65594445;Duchy of Olkusz-Siewierz;
Q7269;monarchy;Q107657892;Duchy of Pomerelia;
Q7269;monarchy;Q68107970;Duchy of Głogówek and Prudnik;
Q7269;monarchy;Q68465273;Duchy of Prudnik;
Q7269;monarchy;Q109570569;Duchy of Lubiszewo;
Q7269;monarchy;Q109570613;Duchy of Świecie;
Q7269;monarchy;Q121289672;Q121289672;
Q7269;monarchy;Q110823286;Duchy of Palatinate-Simmern;
Q7269;monarchy;Q110918088;Duchy of Reichstadt;
Q7269;monarchy;Q115868543;Duchess of Capri;
Q7269;monarchy;Q85757800;Duchy of Durazzo;
Q7269;monarchy;Q3403534;Q3403534;
Q7269;monarchy;Q3403538;Q3403538;
Q7269;monarchy;Q3403557;Q3403557;
Q7269;monarchy;Q3921987;Q3921987;
Q7269;monarchy;Q3921990;Q3921990;
Q7269;monarchy;Q4113931;Q4113931;
Q7269;monarchy;Q4123720;Q4123720;
Q7269;monarchy;Q4130229;Q4130229;
Q7269;monarchy;Q4145714;Q4145714;
Q7269;monarchy;Q4174766;Q4174766;
Q7269;monarchy;Q4269101;Q4269101;
Q7269;monarchy;Q4288980;Q4288980;
Q7269;monarchy;Q4300858;Q4300858;
Q7269;monarchy;Q4333975;Q4333975;
Q7269;monarchy;Q4342598;Q4342598;
Q7269;monarchy;Q4439966;Q4439966;
Q7269;monarchy;Q9292981;Q9292981;
Q7269;monarchy;Q11025466;Q11025466;
Q7269;monarchy;Q7433328;Schönborn;
Q7269;monarchy;Q5405861;Kashi;
Q7269;monarchy;Q11904271;Q11904271;
Q7269;monarchy;Q11904544;Q11904544;
Q7269;monarchy;Q11904569;Q11904569;
Q7269;monarchy;Q11905091;Q11905091;
Q7269;monarchy;Q11905276;Q11905276;
Q7269;monarchy;Q11905353;Q11905353;
Q7269;monarchy;Q11905441;Q11905441;
Q7269;monarchy;Q11906619;Q11906619;
Q7269;monarchy;Q11906627;Q11906627;
Q7269;monarchy;Q8030227;Wolfstein;
Q7269;monarchy;Q8004603;Zhao;
Q7269;monarchy;Q2758302;Charkha;
Q7269;monarchy;Q2767752;Magodi;
Q7269;monarchy;Q11026135;Principality of Salm;
Q7269;monarchy;Q11044691;Kalašma;
Q7269;monarchy;Q5043998;Carneola;
Q7269;monarchy;Q11904541;Ajabpur;
Q7269;monarchy;Q11905395;Amqa;
Q7269;monarchy;Q11905620;Anhalt-Pless;
Q7269;monarchy;Q2621010;Principality of Vitebsk;
Q7269;monarchy;Q2662372;Principado de Minsque;
Q7269;monarchy;Q2721501;Ankevalia;
Q7269;monarchy;Q2733234;Chandap (Idar);
Q7269;monarchy;Q2747691;Chitravav;
Q7269;monarchy;Q2757217;Chhalala;
Q7269;monarchy;Q2760576;Dahida;
Q7269;monarchy;Q2776041;Sejakpar;
Q7269;monarchy;Q2778131;Melicado de Dizaque;
Q7269;monarchy;Q3025563;Dewas Senior;
Q7269;monarchy;Q5516367;Gadhia;
Q7269;monarchy;Q3106846;Reino Wajo;
Q7269;monarchy;Q3137802;Principado de Neuchâtel;
Q7269;monarchy;Q3315111;Principado de Lamballe;
Q7269;monarchy;Q3398904;Principality of Elba;
Q7269;monarchy;Q3403552;Principality of Nassau-Orange-Fulda;
Q7269;monarchy;Q3403563;Principality of Boisbelle-Henrichemont;
Q7269;monarchy;Q3403547;Principado de Phalsburgo e Lixheim;
Q7269;monarchy;Q3503555;Palembang Sultanate;
Q7269;monarchy;Q3530610;Thanjavur Maratha kingdom;
Q7269;monarchy;Q3561792;Anthemusias;
Q7269;monarchy;Q3653113;Reino de Siunique;
Q7269;monarchy;Q4230496;Kondia;
Q7269;monarchy;Q3786233;Hohenlohe-Jagstberg;
Q7269;monarchy;Q3786235;Hohenlohe-Waldemburgo-Schillingsfürst;
Q7269;monarchy;Q3821487;Sayn-Wittgenstein-Berleburg;
Q7269;monarchy;Q3919363;Principality of Lahojsk;
Q7269;monarchy;Q3921983;Principality of Monforte;
Q7269;monarchy;Q3921986;Principality of Ponte Corvo;
Q7269;monarchy;Q3921984;Principality of Pavia;
Q7269;monarchy;Q4097563;Principado de Briansk;
Q7269;monarchy;Q4125963;Principality of Vorotynsk;
Q7269;monarchy;Q4145111;Principality of Gorodets;
Q7269;monarchy;Q4189498;Zvenyhorod Principality;
Q7269;monarchy;Q4224859;Principado de Trinidad;
Q7269;monarchy;Q4270065;Principality of Lutsk;
Q7269;monarchy;Q4331771;Odoyevsky principality;
Q7269;monarchy;Q4351264;Principado de Pereslávia;
Q7269;monarchy;Q4398533;Rostov principality;
Q7269;monarchy;Q4449213;Tabasaran Principality;
Q7269;monarchy;Q4464271;Principality of Trubetsk;
Q7269;monarchy;Q4854468;Bandava;
Q7269;monarchy;Q5153866;Eichsfeld;
Q7269;monarchy;Q5311396;Duchy of Łęczyca;
Q7269;monarchy;Q5656071;Accha;
Q7269;monarchy;Q6086620;principality of Aracena;
Q7269;monarchy;Q6086629;Principality of Tarragona;
Q7269;monarchy;Q6445751;Kurdish emirates;
Q7269;monarchy;Q6634891;Príncipe de San Donato;
Q7269;monarchy;Q6758699;Principado de Mardapetacânia;
Q7269;monarchy;Q7126796;Palatinado-Zweibrücken-Vohenstrauss-Parkstein;
Q7269;monarchy;Q7244332;Principado de Fortuna;
Q7269;monarchy;Q7245103;Principality of Gjirokastër;
Q7269;monarchy;Q7245107;Principality of Krk;
Q7269;monarchy;Q7245110;Principality of Mindelheim;
Q7269;monarchy;Q7245109;Principality of Mellenburg;
Q7269;monarchy;Q7245118;Principality of Ulek;
Q7269;monarchy;Q7245121;Principality of Valona;
Q7269;monarchy;Q7245105;Principado de Hamamshen;
Q7269;monarchy;Q7509498;Sidri;
Q7269;monarchy;Q8069734;Zeta under the Balšići;
Q7269;monarchy;Q11907131;Q11907131;
Q7269;monarchy;Q11907175;Q11907175;
Q7269;monarchy;Q11907269;Q11907269;
Q7269;monarchy;Q11907653;Q11907653;
Q7269;monarchy;Q11908152;Q11908152;
Q7269;monarchy;Q11908203;Q11908203;
Q7269;monarchy;Q11908200;Q11908200;
Q7269;monarchy;Q11908814;Q11908814;
Q7269;monarchy;Q11908825;Q11908825;
Q7269;monarchy;Q11908843;Q11908843;
Q7269;monarchy;Q11909261;Q11909261;
Q7269;monarchy;Q11909269;Q11909269;
Q7269;monarchy;Q11909291;Q11909291;
Q7269;monarchy;Q11909296;Q11909296;
Q7269;monarchy;Q11909347;Q11909347;
Q7269;monarchy;Q11909358;Q11909358;
Q7269;monarchy;Q11909359;Q11909359;
Q7269;monarchy;Q11909371;Q11909371;
Q7269;monarchy;Q11909374;Q11909374;
Q7269;monarchy;Q11909389;Q11909389;
Q7269;monarchy;Q11909553;Q11909553;
Q7269;monarchy;Q11909798;Q11909798;
Q7269;monarchy;Q11913606;Q11913606;
Q7269;monarchy;Q11913633;Q11913633;
Q7269;monarchy;Q11913662;Q11913662;
Q7269;monarchy;Q11913667;Q11913667;
Q7269;monarchy;Q11913686;Q11913686;
Q7269;monarchy;Q11913687;Q11913687;
Q7269;monarchy;Q11913699;Q11913699;
Q7269;monarchy;Q11913703;Q11913703;
Q7269;monarchy;Q11913711;Q11913711;
Q7269;monarchy;Q11916462;Q11916462;
Q7269;monarchy;Q11916475;Q11916475;
Q7269;monarchy;Q11916488;Q11916488;
Q7269;monarchy;Q11916636;Q11916636;
Q7269;monarchy;Q11916666;Q11916666;
Q7269;monarchy;Q11916664;Q11916664;
Q7269;monarchy;Q11916774;Q11916774;
Q7269;monarchy;Q11916796;Q11916796;
Q7269;monarchy;Q11917035;Q11917035;
Q7269;monarchy;Q11917036;Q11917036;
Q7269;monarchy;Q11917044;Q11917044;
Q7269;monarchy;Q11917639;Q11917639;
Q7269;monarchy;Q11917682;Q11917682;
Q7269;monarchy;Q11917846;Q11917846;
Q7269;monarchy;Q11923485;Q11923485;
Q7269;monarchy;Q11923775;Q11923775;
Q7269;monarchy;Q11923791;Q11923791;
Q7269;monarchy;Q11923803;Q11923803;
Q7269;monarchy;Q11923804;Q11923804;
Q7269;monarchy;Q11924522;Q11924522;
Q7269;monarchy;Q11925024;Q11925024;
Q7269;monarchy;Q11925062;Q11925062;
Q7269;monarchy;Q11925387;Q11925387;
Q7269;monarchy;Q11926469;Q11926469;
Q7269;monarchy;Q11926987;Q11926987;
Q7269;monarchy;Q11927115;Q11927115;
Q7269;monarchy;Q11927134;Q11927134;
Q7269;monarchy;Q11927139;Q11927139;
Q7269;monarchy;Q11927165;Q11927165;
Q7269;monarchy;Q11927174;Q11927174;
Q7269;monarchy;Q11927190;Q11927190;
Q7269;monarchy;Q11927216;Q11927216;
Q7269;monarchy;Q11927423;Q11927423;
Q7269;monarchy;Q11927534;Q11927534;
Q7269;monarchy;Q11927535;Q11927535;
Q7269;monarchy;Q11927532;Q11927532;
Q7269;monarchy;Q11927533;Q11927533;
Q7269;monarchy;Q11927538;Q11927538;
Q7269;monarchy;Q11927539;Q11927539;
Q7269;monarchy;Q11927536;Q11927536;
Q7269;monarchy;Q11927537;Q11927537;
Q7269;monarchy;Q11927543;Q11927543;
Q7269;monarchy;Q11927541;Q11927541;
Q7269;monarchy;Q11927546;Q11927546;
Q7269;monarchy;Q11929554;Q11929554;
Q7269;monarchy;Q11929569;Q11929569;
Q7269;monarchy;Q11909366;Bila;
Q7269;monarchy;Q11909288;Bhojakheri;
Q7269;monarchy;Q11909249;Bhadarwa;
Q7269;monarchy;Q11913574;Chachana;
Q7269;monarchy;Q11913575;Chadchat;
Q7269;monarchy;Q11913670;Chikiti State;
Q7269;monarchy;Q11916768;Dedhrota;
Q7269;monarchy;Q11917020;Devlia;
Q7269;monarchy;Q11917030;Dhamasia;
Q7269;monarchy;Q11923491;Gadhka;
Q7269;monarchy;Q11923488;Gadhali;
Q7269;monarchy;Q11923489;Gadhoola;
Q7269;monarchy;Q11923770;Gandhol;
Q7269;monarchy;Q11924210;Gigasaran;
Q7269;monarchy;Q11924592;Great Atjeh;
Q7269;monarchy;Q11924996;Gundiali;
Q7269;monarchy;Q11925276;Hasanpur State;
Q7269;monarchy;Q11926981;Itawa State;
Q7269;monarchy;Q11927140;Jalia Devani;
Q7269;monarchy;Q11927145;Jalia Manaji;
Q7269;monarchy;Q11927152;Jalia Amaraji;
Q7269;monarchy;Q11929458;Juna Padar;
Q7269;monarchy;Q11917829;Dudhpur;
Q7269;monarchy;Q11929583;Q11929583;
Q7269;monarchy;Q11929622;Q11929622;
Q7269;monarchy;Q11929676;Q11929676;
Q7269;monarchy;Q11929690;Q11929690;
Q7269;monarchy;Q11929709;Q11929709;
Q7269;monarchy;Q11929725;Q11929725;
Q7269;monarchy;Q11929734;Q11929734;
Q7269;monarchy;Q11929732;Q11929732;
Q7269;monarchy;Q11929799;Q11929799;
Q7269;monarchy;Q11929803;Q11929803;
Q7269;monarchy;Q11929806;Q11929806;
Q7269;monarchy;Q11929804;Q11929804;
Q7269;monarchy;Q11929888;Q11929888;
Q7269;monarchy;Q11929921;Q11929921;
Q7269;monarchy;Q11929928;Q11929928;
Q7269;monarchy;Q11929960;Q11929960;
Q7269;monarchy;Q11931124;Q11931124;
Q7269;monarchy;Q11931168;Q11931168;
Q7269;monarchy;Q11931935;Q11931935;
Q7269;monarchy;Q11931938;Q11931938;
Q7269;monarchy;Q11933897;Q11933897;
Q7269;monarchy;Q11934525;Q11934525;
Q7269;monarchy;Q11934637;Q11934637;
Q7269;monarchy;Q11934672;Q11934672;
Q7269;monarchy;Q11934786;Q11934786;
Q7269;monarchy;Q11934823;Q11934823;
Q7269;monarchy;Q11934824;Q11934824;
Q7269;monarchy;Q11936109;Q11936109;
Q7269;monarchy;Q11936200;Q11936200;
Q7269;monarchy;Q11936210;Q11936210;
Q7269;monarchy;Q11936432;Q11936432;
Q7269;monarchy;Q11936669;Q11936669;
Q7269;monarchy;Q11937186;Q11937186;
Q7269;monarchy;Q11937557;Q11937557;
Q7269;monarchy;Q11938368;Q11938368;
Q7269;monarchy;Q11938374;Q11938374;
Q7269;monarchy;Q11938373;Q11938373;
Q7269;monarchy;Q11938416;Q11938416;
Q7269;monarchy;Q11939728;Q11939728;
Q7269;monarchy;Q11939752;Q11939752;
Q7269;monarchy;Q11939771;Q11939771;
Q7269;monarchy;Q11939772;Q11939772;
Q7269;monarchy;Q11939803;Q11939803;
Q7269;monarchy;Q11939835;Q11939835;
Q7269;monarchy;Q11939832;Q11939832;
Q7269;monarchy;Q11939837;Q11939837;
Q7269;monarchy;Q11939927;Q11939927;
Q7269;monarchy;Q11939952;Q11939952;
Q7269;monarchy;Q11939968;Q11939968;
Q7269;monarchy;Q11940208;Q11940208;
Q7269;monarchy;Q11940230;Q11940230;
Q7269;monarchy;Q11940405;Q11940405;
Q7269;monarchy;Q11940425;Q11940425;
Q7269;monarchy;Q11940491;Q11940491;
Q7269;monarchy;Q11940640;Q11940640;
Q7269;monarchy;Q11940659;Q11940659;
Q7269;monarchy;Q11940770;Q11940770;
Q7269;monarchy;Q11941325;Q11941325;
Q7269;monarchy;Q11941651;Q11941651;
Q7269;monarchy;Q11941753;Q11941753;
Q7269;monarchy;Q11942163;Q11942163;
Q7269;monarchy;Q11942565;Q11942565;
Q7269;monarchy;Q11942775;Q11942775;
Q7269;monarchy;Q11942772;Q11942772;
Q7269;monarchy;Q11942778;Q11942778;
Q7269;monarchy;Q11942777;Q11942777;
Q7269;monarchy;Q11942781;Q11942781;
Q7269;monarchy;Q11942787;Q11942787;
Q7269;monarchy;Q11942784;Q11942784;
Q7269;monarchy;Q11942788;Q11942788;
Q7269;monarchy;Q11942794;Q11942794;
Q7269;monarchy;Q11942795;Q11942795;
Q7269;monarchy;Q11942792;Q11942792;
Q7269;monarchy;Q11942793;Q11942793;
Q7269;monarchy;Q11942796;Q11942796;
Q7269;monarchy;Q11942802;Q11942802;
Q7269;monarchy;Q11942800;Q11942800;
Q7269;monarchy;Q11942801;Q11942801;
Q7269;monarchy;Q11942807;Q11942807;
Q7269;monarchy;Q11942804;Q11942804;
Q7269;monarchy;Q11931239;Lawa;
Q7269;monarchy;Q11929602;Kalra;
Q7269;monarchy;Q11929637;Kanpar Ishwaria;
Q7269;monarchy;Q11929674;Karmad;
Q7269;monarchy;Q11929932;Kothi State;
Q7269;monarchy;Q11931120;Laliyad;
Q7269;monarchy;Q11934581;Maguna Vavadiya;
Q7269;monarchy;Q11934785;Manavav;
Q7269;monarchy;Q11936211;Matra Timba;
Q7269;monarchy;Q11936363;Mehwasi;
Q7269;monarchy;Q11937560;Monvel;
Q7269;monarchy;Q11937575;Morchopna;
Q7269;monarchy;Q11937701;Mota Kotarna;
Q7269;monarchy;Q11937874;Mulila Deri;
Q7269;monarchy;Q11938821;Nimkhera;
Q7269;monarchy;Q11939729;Pachhegam;
Q7269;monarchy;Q11940653;Pedda Khimedi;
Q7269;monarchy;Q11939974;Pannai;
Q7269;monarchy;Q11942798;Jetpur State;
Q7269;monarchy;Q11944489;Rai Sankli;
Q7269;monarchy;Q11944511;Q11944511;
Q7269;monarchy;Q11944691;Q11944691;
Q7269;monarchy;Q11944689;Q11944689;
Q7269;monarchy;Q11944715;Q11944715;
Q7269;monarchy;Q11944722;Q11944722;
Q7269;monarchy;Q11944720;Q11944720;
Q7269;monarchy;Q11944931;Q11944931;
Q7269;monarchy;Q11944928;Q11944928;
Q7269;monarchy;Q11944958;Q11944958;
Q7269;monarchy;Q11945245;Q11945245;
Q7269;monarchy;Q11946407;Q11946407;
Q7269;monarchy;Q11946587;Q11946587;
Q7269;monarchy;Q11946655;Q11946655;
Q7269;monarchy;Q11946857;Q11946857;
Q7269;monarchy;Q11946860;Q11946860;
Q7269;monarchy;Q11947665;Q11947665;
Q7269;monarchy;Q11947765;Q11947765;
Q7269;monarchy;Q11947840;Q11947840;
Q7269;monarchy;Q11947841;Q11947841;
Q7269;monarchy;Q11948265;Q11948265;
Q7269;monarchy;Q11949654;Q11949654;
Q7269;monarchy;Q11949656;Q11949656;
Q7269;monarchy;Q11949663;Q11949663;
Q7269;monarchy;Q11949666;Q11949666;
Q7269;monarchy;Q11949683;Q11949683;
Q7269;monarchy;Q11949726;Q11949726;
Q7269;monarchy;Q11949855;Q11949855;
Q7269;monarchy;Q11949900;Q11949900;
Q7269;monarchy;Q11950460;Q11950460;
Q7269;monarchy;Q11950558;Q11950558;
Q7269;monarchy;Q11950796;Q11950796;
Q7269;monarchy;Q11950862;Q11950862;
Q7269;monarchy;Q11950866;Q11950866;
Q7269;monarchy;Q11953238;Q11953238;
Q7269;monarchy;Q11953406;Q11953406;
Q7269;monarchy;Q11953874;Q11953874;
Q7269;monarchy;Q11953933;Q11953933;
Q7269;monarchy;Q11953939;Q11953939;
Q7269;monarchy;Q11953948;Q11953948;
Q7269;monarchy;Q11954168;Q11954168;
Q7269;monarchy;Q11954172;Q11954172;
Q7269;monarchy;Q11954191;Q11954191;
Q7269;monarchy;Q11954327;Q11954327;
Q7269;monarchy;Q11954377;Q11954377;
Q7269;monarchy;Q11954382;Q11954382;
Q7269;monarchy;Q11954425;Q11954425;
Q7269;monarchy;Q11954881;Q11954881;
Q7269;monarchy;Q11954899;Q11954899;
Q7269;monarchy;Q11955060;Q11955060;
Q7269;monarchy;Q11955081;Q11955081;
Q7269;monarchy;Q11955084;Q11955084;
Q7269;monarchy;Q11955089;Q11955089;
Q7269;monarchy;Q11955100;Q11955100;
Q7269;monarchy;Q11955182;Q11955182;
Q7269;monarchy;Q12029653;Q12029653;
Q7269;monarchy;Q12382933;Q12382933;
Q7269;monarchy;Q12400200;Q12400200;
Q7269;monarchy;Q12401105;Q12401105;
Q7269;monarchy;Q12868522;Q12868522;
Q7269;monarchy;Q13029029;Q13029029;
Q7269;monarchy;Q14516990;Q14516990;
Q7269;monarchy;Q14516988;Q14516988;
Q7269;monarchy;Q14856717;Q14856717;
Q7269;monarchy;Q14917102;Q14917102;
Q7269;monarchy;Q15883589;Q15883589;
Q7269;monarchy;Q15883592;Q15883592;
Q7269;monarchy;Q15883593;Q15883593;
Q7269;monarchy;Q11944684;Ramparda;
Q7269;monarchy;Q11946829;Samadhiala Charan;
Q7269;monarchy;Q11946883;Sangri State;
