cls_qid;cls_label;item_qid;item_label;iso3
Q28108;commonwealth;Q105061402;1934 United States Senate special election in Tennessee;
Q28108;commonwealth;Q105061403;1938 United States Senate special election in Tennessee;
Q28108;commonwealth;Q105070874;1930 United States Senate special election in Tennessee;
Q28108;commonwealth;Q65089318;1982 United States Senate election in Utah;
Q28108;commonwealth;Q65089319;1986 United States Senate election in Utah;
Q28108;commonwealth;Q65089320;1988 United States Senate election in Utah;
Q28108;commonwealth;Q107481653;2024 United States Senate election in Texas;
Q28108;commonwealth;Q116824824;2024 United States Senate election in Tennessee;
Q28108;commonwealth;Q85738019;2022 United States Senate election in North Carolina;
Q28108;commonwealth;Q96362299;1949 United States Senate special election in New York;
Q28108;commonwealth;Q96371012;2024 United States Senate election in New York;
Q28108;commonwealth;Q20648230;2016 United States Senate election in North Dakota;
Q28108;commonwealth;Q267925;Eleição para o Senado federal pela Carolina do Norte em 2010;
Q28108;commonwealth;Q28221023;2018 United States Senate election in North Dakota;
Q28108;commonwealth;Q3586674;Eleição para o Senado federal pela Carolina do Norte em 2008;
Q28108;commonwealth;Q16155860;1978 United States Senate election in North Carolina;
Q28108;commonwealth;Q16959438;2000 United States Senate election in North Dakota;
Q28108;commonwealth;Q17101209;1970 United States Senate election in North Dakota;
Q28108;commonwealth;Q17101219;1988 United States Senate election in North Dakota;
Q28108;commonwealth;Q18356728;2016 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891834;1960 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891835;1968 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891836;1972 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891837;1974 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891839;1980 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891851;1956 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891840;1984 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891841;1986 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891854;1962 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891842;1990 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891852;1952 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891855;1968 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891853;1958 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891858;1974 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891856;1964 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891859;1976 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891846;1998 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891845;1996 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891860;1980 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891862;1986 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891861;1982 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891848;2002 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891849;2004 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891864;1992 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891865;1994 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891866;1998 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891850;2014 United States Senate election in North Carolina;
Q28108;commonwealth;Q7891868;2004 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891870;2010 United States Senate election in North Dakota;
Q28108;commonwealth;Q7891844;Eleição para o senado da Carolina do Norte em 1992;
Q28108;commonwealth;Q7891871;Eleição para o Senado federal por Dakota do Norte em 2012;
Q28108;commonwealth;Q7891869;Eleição para o Senado federal por Dakota do Norte em 2006;
Q28108;commonwealth;Q7892167;1960 United States Senate special election in North Dakota;
Q28108;commonwealth;Q7892169;1992 United States Senate special election in North Dakota;
Q28108;commonwealth;Q42916329;2020 United States Senate election in North Carolina;
Q28108;commonwealth;Q42916860;1986 United States Senate special election in North Carolina;
Q28108;commonwealth;Q96361393;1926 United States Senate election in New York;
Q28108;commonwealth;Q96361517;1928 United States Senate election in New York;
Q28108;commonwealth;Q96361726;1932 United States Senate election in New York;
Q28108;commonwealth;Q96361995;1938 United States Senate election in New York;
Q28108;commonwealth;Q96362108;1940 United States Senate election in New York;
Q28108;commonwealth;Q96362191;1944 United States Senate election in New York;
Q28108;commonwealth;Q96362331;1950 United States Senate election in New York;
Q28108;commonwealth;Q96362462;1958 United States Senate election in New York;
Q28108;commonwealth;Q96417257;1934 United States Senate election in New York;
Q28108;commonwealth;Q104946656;1918 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946667;1914 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946657;1924 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946659;1930 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946668;1920 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946660;1936 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946669;1926 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946670;1932 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946661;1942 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946662;1948 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946671;1938 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946664;1954 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946673;1944 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946674;1950 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946675;1956 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946665;1966 United States Senate election in North Carolina;
Q28108;commonwealth;Q104946676;1962 United States Senate election in North Carolina;
Q28108;commonwealth;Q104949811;1916 United States Senate election in North Dakota;
Q28108;commonwealth;Q104950552;1916 United States Senate election in New York;
Q28108;commonwealth;Q104950554;1922 United States Senate election in New York;
Q28108;commonwealth;Q104950570;1914 United States Senate election in New York;
Q28108;commonwealth;Q104950557;1928 United States Senate election in New York;
Q28108;commonwealth;Q104950559;1934 United States Senate election in New York;
Q28108;commonwealth;Q104950571;1920 United States Senate election in New York;
Q28108;commonwealth;Q104950572;1926 United States Senate election in New York;
Q28108;commonwealth;Q104950561;1940 United States Senate election in New York;
Q28108;commonwealth;Q104950562;1946 United States Senate election in New York;
Q28108;commonwealth;Q104950573;1932 United States Senate election in New York;
Q28108;commonwealth;Q104950563;1952 United States Senate election in New York;
Q28108;commonwealth;Q104950575;1938 United States Senate election in New York;
Q28108;commonwealth;Q104950576;1944 United States Senate election in New York;
Q28108;commonwealth;Q104950565;1958 United States Senate election in New York;
Q28108;commonwealth;Q104950567;1964 United States Senate election in New York;
Q28108;commonwealth;Q104950577;1950 United States Senate election in New York;
Q28108;commonwealth;Q104950579;1956 United States Senate election in New York;
Q28108;commonwealth;Q104950568;2018 United States Senate election in New York;
Q28108;commonwealth;Q104950581;2016 United States Senate election in New York;
Q28108;commonwealth;Q105061370;1958 United States Senate special election in North Carolina;
Q28108;commonwealth;Q105061369;1950 United States Senate special election in North Carolina;
Q28108;commonwealth;Q105061372;1938 United States Senate special election in New York;
Q28108;commonwealth;Q105061398;1954 United States Senate special election in North Carolina;
Q28108;commonwealth;Q105070944;1932 United States Senate special election in North Carolina;
Q28108;commonwealth;Q105083073;1948 United States Senate special election in North Carolina;
Q28108;commonwealth;Q3369558;Eleição para o Senado federal por Connecticut em 2012;
Q28108;commonwealth;Q3429395;Eleição para o Senado federal por Connecticut em 2010;
Q28108;commonwealth;Q7891434;1946 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891432;1940 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891435;1958 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891433;1952 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891436;1964 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891438;1976 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891437;1970 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891439;1980 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891440;1982 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891442;1986 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891443;1988 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891444;1992 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891445;1994 United States Senate election in Connecticut;
Q28108;commonwealth;Q2244116;Machang;
Q28108;commonwealth;Q2014054;Lawas;
Q28108;commonwealth;Q25207798;Pasir Gudang;
Q28108;commonwealth;Q25212147;Cameron Highlands;
Q28108;commonwealth;Q25212159;Rantau Panjang;
Q28108;commonwealth;Q25212154;Sik;
Q28108;commonwealth;Q12690646;Kulim-Bandar Baharu;
Q28108;commonwealth;Q25212156;Pasir Mas;
Q28108;commonwealth;Q24576282;Arau;
Q28108;commonwealth;Q25212346;Gombak;
Q28108;commonwealth;Q25212148;Tangga Batu;
Q28108;commonwealth;Q25207788;Indera Mahkota;
Q28108;commonwealth;Q4209671;Seputeh;
Q28108;commonwealth;Q25240903;Pagoh;
Q28108;commonwealth;Q20466030;Kinabatangan;
Q28108;commonwealth;Q25240898;Pekan;
Q28108;commonwealth;Q25212158;Bachok;
Q28108;commonwealth;Q25212155;Jeli;
Q28108;commonwealth;Q24576276;Padang Besar;
Q28108;commonwealth;Q25212146;Masjid Tanah;
Q28108;commonwealth;Q24576274;Kangar;
Q28108;commonwealth;Q25212142;Batu Kawan;
Q28108;commonwealth;Q25207791;Kuala Krau;
Q28108;commonwealth;Q25212151;Bagan Serai;
Q28108;commonwealth;Q25212164;Damansara;
Q28108;commonwealth;Q25212157;Pengkalan Chepa;
Q28108;commonwealth;Q25240901;Permatang Pauh;
Q28108;commonwealth;Q25240904;Bagan Datuk;
Q28108;commonwealth;Q48093069;Basilicata - 01;
Q28108;commonwealth;Q48093081;Calabria - 01;
Q28108;commonwealth;Q48093093;Calabria - 02;
Q28108;commonwealth;Q48092965;Puglia - 01;
Q28108;commonwealth;Q48093105;Calabria - 03;
Q28108;commonwealth;Q48092979;Puglia - 02;
Q28108;commonwealth;Q48093120;Calabria - 04;
Q28108;commonwealth;Q48092990;Puglia - 03;
Q28108;commonwealth;Q48093003;Puglia - 04;
Q28108;commonwealth;Q48093017;Puglia - 05;
Q28108;commonwealth;Q48093028;Puglia - 06;
Q28108;commonwealth;Q48093041;Puglia - 07;
Q28108;commonwealth;Q48093056;Puglia - 08;
Q28108;commonwealth;Q48093132;Sardegna - 01;
Q28108;commonwealth;Q48093146;Sardegna - 02;
Q28108;commonwealth;Q48093160;Sardegna - 03;
Q28108;commonwealth;Q48092939;Campania - 01;
Q28108;commonwealth;Q48092953;Campania - 02;
Q28108;commonwealth;Q48093609;Piemonte - 04;
Q28108;commonwealth;Q48093621;Piemonte - 05;
Q28108;commonwealth;Q48093632;Piemonte - 06;
Q28108;commonwealth;Q48093670;Lombardia - 04;
Q28108;commonwealth;Q48093643;Piemonte - 07;
Q28108;commonwealth;Q48093658;Piemonte - 08;
Q28108;commonwealth;Q48093685;Lombardia - 05;
Q28108;commonwealth;Q48093694;Lombardia - 06;
Q28108;commonwealth;Q48093703;Lombardia - 07;
Q28108;commonwealth;Q48093713;Lombardia - 08;
Q28108;commonwealth;Q48093725;Lombardia - 09;
Q28108;commonwealth;Q48093736;Lombardia - 10;
Q28108;commonwealth;Q48093748;Lombardia - 11;
Q28108;commonwealth;Q48093760;Lombardia - 12;
Q28108;commonwealth;Q48093771;Lombardia - 13;
Q28108;commonwealth;Q48093782;Lombardia - 14;
Q28108;commonwealth;Q48093793;Lombardia - 15;
Q28108;commonwealth;Q48093805;Lombardia - 16;
Q28108;commonwealth;Q48093818;Lombardia - 17;
Q28108;commonwealth;Q48093831;Lombardia - 18;
Q28108;commonwealth;Q48094031;Campania - 03;
Q28108;commonwealth;Q48093928;Lazio - 03;
Q28108;commonwealth;Q48093845;Veneto - 03;
Q28108;commonwealth;Q48094044;Campania - 04;
Q28108;commonwealth;Q48093857;Veneto - 04;
Q28108;commonwealth;Q48093941;Lazio - 04;
Q28108;commonwealth;Q48094055;Campania - 05;
Q28108;commonwealth;Q48093954;Lazio - 05;
Q28108;commonwealth;Q48093868;Veneto - 05;
Q28108;commonwealth;Q48093878;Veneto - 06;
Q28108;commonwealth;Q48094067;Campania - 06;
Q28108;commonwealth;Q48093966;Lazio - 06;
Q28108;commonwealth;Q48094078;Campania - 07;
Q28108;commonwealth;Q48093891;Veneto - 07;
Q28108;commonwealth;Q48093979;Lazio - 07;
Q28108;commonwealth;Q48093903;Veneto - 08;
Q28108;commonwealth;Q48094088;Campania - 08;
Q28108;commonwealth;Q48094098;Campania - 09;
Q28108;commonwealth;Q48093993;Lazio - 08;
Q28108;commonwealth;Q48093915;Veneto - 09;
Q28108;commonwealth;Q48094111;Campania - 10;
Q28108;commonwealth;Q48094004;Lazio - 09;
Q28108;commonwealth;Q48094015;Lazio - 10;
Q28108;commonwealth;Q48094124;Campania - 11;
Q28108;commonwealth;Q48094133;Sicilia - 01;
Q28108;commonwealth;Q48094143;Sicilia - 02;
Q28108;commonwealth;Q48094152;Sicilia - 03;
Q28108;commonwealth;Q48094163;Sicilia - 04;
Q28108;commonwealth;Q48094173;Sicilia - 05;
Q28108;commonwealth;Q48094184;Sicilia - 06;
Q28108;commonwealth;Q48094192;Sicilia - 07;
Q28108;commonwealth;Q48094204;Sicilia - 08;
Q28108;commonwealth;Q48094216;Sicilia - 09;
Q28108;commonwealth;Q119856501;Trentino-Alto Adige/Südtirol - 02;
Q28108;commonwealth;Q7611045;Stepney;
Q28108;commonwealth;Q7621219;Strand;
Q28108;commonwealth;Q7597374;Stamford;
Q28108;commonwealth;Q7617944;Stockbridge;
Q28108;commonwealth;Q7616053;Steyning;
Q28108;commonwealth;Q7618214;Stockton-on-Tees;
Q28108;commonwealth;Q7611053;Stepney and Poplar;
Q28108;commonwealth;Q7617604;Stirlingshire;
Q28108;commonwealth;Q7617591;Stirling and Falkirk;
Q28108;commonwealth;Q7597341;Stalybridge;
Q28108;commonwealth;Q7620717;Stowmarket;
Q28108;commonwealth;Q7618473;Stoke Newington;
Q28108;commonwealth;Q7617564;Stirling Burghs;
Q28108;commonwealth;Q7618435;Stoke-upon-Trent;
Q28108;commonwealth;Q7596670;Stafford and Stone;
Q28108;commonwealth;Q7597419;Stamford and Spalding;
Q28108;commonwealth;Q7618165;Stockport North;
Q28108;commonwealth;Q7618170;Stockport South;
Q28108;commonwealth;Q7618428;Stoke-on-Trent, Stoke;
Q28108;commonwealth;Q7621998;Stratford West Ham;
Q28108;commonwealth;Q122761066;2026 United States Senate election in Colorado;
Q28108;commonwealth;Q85845239;2022 United States Senate election in Connecticut;
Q28108;commonwealth;Q21189284;2016 United States Senate election in Connecticut;
Q28108;commonwealth;Q28220883;2018 United States Senate election in Delaware;
Q28108;commonwealth;Q16833667;1998 United States Senate election in Connecticut;
Q28108;commonwealth;Q48834997;2020 United States Senate election in Delaware;
Q28108;commonwealth;Q7891450;1972 United States Senate election in Delaware;
Q28108;commonwealth;Q7891451;1976 United States Senate election in Delaware;
Q28108;commonwealth;Q7891452;1978 United States Senate election in Delaware;
Q28108;commonwealth;Q7891455;1984 United States Senate election in Delaware;
Q28108;commonwealth;Q7891453;1982 United States Senate election in Delaware;
Q28108;commonwealth;Q7891454;1988 United States Senate election in Delaware;
Q28108;commonwealth;Q7891446;2000 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891457;1990 United States Senate election in Delaware;
Q28108;commonwealth;Q7891447;2004 United States Senate election in Connecticut;
Q28108;commonwealth;Q7891458;1996 United States Senate election in Delaware;
Q28108;commonwealth;Q7891456;1994 United States Senate election in Delaware;
Q28108;commonwealth;Q7891459;2000 United States Senate election in Delaware;
Q28108;commonwealth;Q7891460;2002 United States Senate election in Delaware;
Q28108;commonwealth;Q7891462;2008 United States Senate election in Delaware;
Q28108;commonwealth;Q7891465;2014 United States Senate election in Delaware;
Q28108;commonwealth;Q7891449;Eleição para o Senado federal por Connecticut em 2006;
Q28108;commonwealth;Q7891461;Eleição para o Senado federal por Delaware em 2006;
Q28108;commonwealth;Q7891464;Eleição para o Senado federal pelo Delaware em 2012;
Q28108;commonwealth;Q7892149;Eleição para o Senado federal por Delaware em 2010;
Q28108;commonwealth;Q29096478;2018 United States Senate election in Connecticut;
Q28108;commonwealth;Q85723360;1962 United States Senate election in Connecticut;
Q28108;commonwealth;Q54953595;1790 United States Senate election in Delaware;
Q28108;commonwealth;Q55315871;1797 United States Senate election in Delaware;
Q28108;commonwealth;Q96362624;1964 United States Senate election in Delaware;
Q28108;commonwealth;Q96362754;1970 United States Senate election in Delaware;
Q28108;commonwealth;Q96363216;1974 United States Senate election in Connecticut;
Q28108;commonwealth;Q96417272;1960 United States Senate election in Delaware;
Q28108;commonwealth;Q96417287;1966 United States Senate election in Delaware;
Q28108;commonwealth;Q96417294;1968 United States Senate election in Connecticut;
Q28108;commonwealth;Q104841662;1934 United States Senate election in Connecticut;
Q28108;commonwealth;Q104842431;1916 United States Senate election in Delaware;
Q28108;commonwealth;Q104946699;1934 United States Senate election in Connecticut;
Q28108;commonwealth;Q104946700;1916 United States Senate election in Delaware;
Q28108;commonwealth;Q104946696;1916 United States Senate election in Connecticut;
Q28108;commonwealth;Q104946697;1922 United States Senate election in Connecticut;
Q28108;commonwealth;Q104946698;1928 United States Senate election in Connecticut;
Q28108;commonwealth;Q104946701;1922 United States Senate election in Delaware;
Q28108;commonwealth;Q104946702;1928 United States Senate election in Delaware;
Q28108;commonwealth;Q104946703;1934 United States Senate election in Delaware;
Q28108;commonwealth;Q104946704;1940 United States Senate election in Delaware;
Q28108;commonwealth;Q104946705;1946 United States Senate election in Delaware;
Q28108;commonwealth;Q104946706;1952 United States Senate election in Delaware;
Q28108;commonwealth;Q104946707;1958 United States Senate election in Delaware;
Q28108;commonwealth;Q104946708;1964 United States Senate election in Delaware;
Q28108;commonwealth;Q104946729;1970 United States Senate election in Delaware;
Q28108;commonwealth;Q104946730;2018 United States Senate election in Delaware;
Q28108;commonwealth;Q104947442;1918 United States Senate election in Delaware;
Q28108;commonwealth;Q104947443;1924 United States Senate election in Delaware;
Q28108;commonwealth;Q104947445;1930 United States Senate election in Delaware;
Q28108;commonwealth;Q104947446;1936 United States Senate election in Delaware;
Q28108;commonwealth;Q104947447;1942 United States Senate election in Delaware;
Q28108;commonwealth;Q104947449;1948 United States Senate election in Delaware;
Q28108;commonwealth;Q104947452;1954 United States Senate election in Delaware;
Q28108;commonwealth;Q104947453;1960 United States Senate election in Delaware;
Q28108;commonwealth;Q104947454;1966 United States Senate election in Delaware;
Q28108;commonwealth;Q104947455;2020 United States Senate election in Delaware;
Q28108;commonwealth;Q104948336;1914 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948338;1920 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948340;1926 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948343;1932 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948345;1938 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948348;1944 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948351;1950 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948353;1956 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948356;1962 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948359;1968 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948386;1974 United States Senate election in Connecticut;
Q28108;commonwealth;Q104948388;2016 United States Senate election in Connecticut;
Q28108;commonwealth;Q105061393;1924 United States Senate special election in Connecticut;
Q28108;commonwealth;Q105061395;1952 United States Senate special election in Connecticut;
Q28108;commonwealth;Q105061410;1942 United States Senate special election in Colorado;
Q28108;commonwealth;Q105061409;1924 United States Senate special election in Colorado;
Q28108;commonwealth;Q105069718;1950 United States Senate special election in Connecticut;
Q28108;commonwealth;Q105070839;1930 United States Senate special election in Delaware;
Q28108;commonwealth;Q105070920;1932 United States Senate special election in Colorado;
Q28108;commonwealth;Q105077974;1946 United States Senate special election in Connecticut;
Q28108;commonwealth;Q105083047;1922 United States Senate special election in Delaware;
Q28108;commonwealth;Q107481471;2024 United States Senate election in Delaware;
Q28108;commonwealth;Q116783744;2024 United States Senate election in Connecticut;
Q28108;commonwealth;Q21189849;2016 United States Senate election in Vermont;
Q28108;commonwealth;Q28221107;2018 United States Senate election in Virginia;
Q28108;commonwealth;Q3557101;Eleição para o Senado federal por Washington em 2012;
Q28108;commonwealth;Q16155823;1970 United States Senate election in Virginia;
Q28108;commonwealth;Q16155850;1976 United States Senate election in Virginia;
Q28108;commonwealth;Q16966625;2006 United States Senate election in Virginia;
Q28108;commonwealth;Q17513990;1952 United States Senate election in Virginia;
Q28108;commonwealth;Q17514001;1958 United States Senate election in Virginia;
Q28108;commonwealth;Q17514007;1960 United States Senate election in Virginia;
Q28108;commonwealth;Q17514016;1964 United States Senate election in Virginia;
Q28108;commonwealth;Q17514022;1966 United States Senate election in Virginia;
Q28108;commonwealth;Q17514030;1966 United States Senate special election in Virginia;
Q28108;commonwealth;Q4016004;2000 United States Senate election in Washington;
Q28108;commonwealth;Q18148339;1954 United States Senate election in Virginia;
Q28108;commonwealth;Q20708858;1923 United States Senate special election in Vermont;
Q28108;commonwealth;Q20708899;1931 United States Senate special election in Vermont;
Q28108;commonwealth;Q20708926;1934 United States Senate special election in Vermont;
Q28108;commonwealth;Q20708964;1940 United States Senate special election in Vermont;
Q28108;commonwealth;Q20709297;1972 United States Senate special election in Vermont;
Q28108;commonwealth;Q48834991;2020 United States Senate election in Virginia;
Q28108;commonwealth;Q7892063;1986 United States Senate election in Vermont;
Q28108;commonwealth;Q7892075;1978 United States Senate election in Virginia;
Q28108;commonwealth;Q7892073;1972 United States Senate election in Virginia;
Q28108;commonwealth;Q7892065;1992 United States Senate election in Vermont;
Q28108;commonwealth;Q7892064;1994 United States Senate election in Vermont;
Q28108;commonwealth;Q7892067;1998 United States Senate election in Vermont;
Q28108;commonwealth;Q7892076;1982 United States Senate election in Virginia;
Q28108;commonwealth;Q7892079;1988 United States Senate election in Virginia;
Q28108;commonwealth;Q7892078;1990 United States Senate election in Virginia;
Q28108;commonwealth;Q7892077;1984 United States Senate election in Virginia;
Q28108;commonwealth;Q7892068;2000 United States Senate election in Vermont;
Q28108;commonwealth;Q7892088;1980 United States Senate election in Washington;
Q28108;commonwealth;Q7892070;2006 United States Senate election in Vermont;
Q28108;commonwealth;Q7892080;1994 United States Senate election in Virginia;
Q28108;commonwealth;Q7892069;2004 United States Senate election in Vermont;
Q28108;commonwealth;Q7892089;1986 United States Senate election in Washington;
Q28108;commonwealth;Q7892081;1996 United States Senate election in Virginia;
Q28108;commonwealth;Q7892091;1992 United States Senate election in Washington;
Q28108;commonwealth;Q7892083;2000 United States Senate election in Virginia;
Q28108;commonwealth;Q7892082;2002 United States Senate election in Virginia;
Q28108;commonwealth;Q7892092;1994 United States Senate election in Washington;
Q28108;commonwealth;Q7892093;1998 United States Senate election in Washington;
Q28108;commonwealth;Q7892085;2008 United States Senate election in Virginia;
Q28108;commonwealth;Q7892094;2004 United States Senate election in Washington;
Q28108;commonwealth;Q7892086;2014 United States Senate election in Virginia;
Q28108;commonwealth;Q7892096;2006 United States Senate election in Washington;
Q28108;commonwealth;Q7892071;Eleição para o Senado federal por Vermont em 2010;
Q28108;commonwealth;Q7892072;Eleição para o Senado federal pelo Vermont em 2012;
Q28108;commonwealth;Q7892087;Eleição para o Senado federal pela Virgínia em 2012;
Q28108;commonwealth;Q7892097;Eleição para o Senado federal por Washington em 2010;
Q28108;commonwealth;Q28220728;1933 United States Senate special election in Virginia;
Q28108;commonwealth;Q28220742;1946 United States Senate special election in Virginia;
Q28108;commonwealth;Q28220754;1920 United States Senate special election in Virginia;
Q28108;commonwealth;Q28220798;2018 United States Senate election in Vermont;
Q28108;commonwealth;Q104842463;2022 United States Senate election in Vermont;
Q28108;commonwealth;Q104947156;1916 United States Senate election in Vermont;
Q28108;commonwealth;Q104947157;1922 United States Senate election in Vermont;
Q28108;commonwealth;Q104947158;1928 United States Senate election in Vermont;
Q28108;commonwealth;Q104947159;1934 United States Senate election in Vermont;
Q28108;commonwealth;Q104947173;1916 United States Senate election in Virginia;
Q28108;commonwealth;Q104947174;1922 United States Senate election in Virginia;
Q28108;commonwealth;Q104947161;1940 United States Senate election in Vermont;
Q28108;commonwealth;Q104947162;1946 United States Senate election in Vermont;
Q28108;commonwealth;Q104947176;1928 United States Senate election in Virginia;
Q28108;commonwealth;Q104947178;1934 United States Senate election in Virginia;
Q28108;commonwealth;Q104947164;1952 United States Senate election in Vermont;
Q28108;commonwealth;Q104947179;1940 United States Senate election in Virginia;
Q28108;commonwealth;Q104947165;1958 United States Senate election in Vermont;
Q28108;commonwealth;Q104947166;1964 United States Senate election in Vermont;
Q28108;commonwealth;Q104947181;1946 United States Senate election in Virginia;
Q28108;commonwealth;Q104947168;1970 United States Senate election in Vermont;
Q28108;commonwealth;Q104947169;1976 United States Senate election in Vermont;
Q28108;commonwealth;Q104947171;1982 United States Senate election in Vermont;
Q28108;commonwealth;Q104947172;1988 United States Senate election in Vermont;
Q28108;commonwealth;Q104947183;2018 United States Senate election in Virginia;
Q28108;commonwealth;Q104947989;1918 United States Senate election in Virginia;
Q28108;commonwealth;Q104948075;1924 United States Senate election in Virginia;
Q28108;commonwealth;Q104948077;1930 United States Senate election in Virginia;
Q28108;commonwealth;Q104948078;1936 United States Senate election in Virginia;
Q28108;commonwealth;Q104948079;1942 United States Senate election in Virginia;
Q28108;commonwealth;Q104948080;1948 United States Senate election in Virginia;
Q28108;commonwealth;Q104948081;2020 United States Senate election in Virginia;
Q28108;commonwealth;Q104949560;1914 United States Senate election in Vermont;
Q28108;commonwealth;Q104949563;1920 United States Senate election in Vermont;
Q28108;commonwealth;Q104949565;1926 United States Senate election in Vermont;
Q28108;commonwealth;Q104949567;1932 United States Senate election in Vermont;
Q28108;commonwealth;Q104949549;1962 United States Senate election in Utah;
Q28108;commonwealth;Q104949569;1938 United States Senate election in Vermont;
Q28108;commonwealth;Q104949551;1968 United States Senate election in Utah;
Q28108;commonwealth;Q104949571;1944 United States Senate election in Vermont;
Q28108;commonwealth;Q104949574;1950 United States Senate election in Vermont;
Q28108;commonwealth;Q104949553;1974 United States Senate election in Utah;
Q28108;commonwealth;Q104949575;1956 United States Senate election in Vermont;
Q28108;commonwealth;Q104949578;1962 United States Senate election in Vermont;
Q28108;commonwealth;Q104949580;1968 United States Senate election in Vermont;
Q28108;commonwealth;Q104949582;1974 United States Senate election in Vermont;
Q28108;commonwealth;Q104949585;1980 United States Senate election in Vermont;
Q28108;commonwealth;Q104949588;2016 United States Senate election in Vermont;
Q28108;commonwealth;Q107481690;2024 United States Senate election in Vermont;
Q28108;commonwealth;Q112980011;Eleição para o Senado dos Estados Unidos em 2024 na Virgínia;
Q28108;commonwealth;Q122624387;Aliança dos Estados do Sahel;
Q28108;commonwealth;Q2473518;Q2473518;
Q28108;commonwealth;Q2663776;Q2663776;
Q28108;commonwealth;Q39;Suíça;CHE
Q28108;commonwealth;Q124517950;Aeolian dodecapolis;
Q28108;commonwealth;Q3194824;Q3194824;
Q28108;commonwealth;Q4157641;Q4157641;
Q28108;commonwealth;Q1064825;Confederação da Livonia;
Q28108;commonwealth;Q130728850;Comitê temporário do Hamas;
Q28108;commonwealth;Q131296776;CRINK;
Q28108;commonwealth;Q131406495;Governo de transição sírio;
Q28108;commonwealth;Q11905312;Q11905312;
Q28108;commonwealth;Q1135795;Confederação Pan-Americana de Futsal;
Q28108;commonwealth;Q133714844;Syrian transitional government;
Q28108;commonwealth;Q1150742;Oligarquia Meiji;
Q28108;commonwealth;Q1240920;Danube federation;
Q28108;commonwealth;Q10882064;five ranks of nobles;
