conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window
Q160387;Batalha de Áccio;Q48174;Marco Vipsânio Agripa;-0030-08-31T00:00:00Z;Q350604;all
Q338370;Battle of Grengam;Q186096;Czarado da Rússia;1720-08-07T00:00:00Z;Q350604;all
Q385677;Batalha de Myeongnyang;Q17;Japão;1597-10-26T00:00:00Z;Q350604;all
Q263142;Batalha do Mar de Java;Q188712;Império do Japão;1942-02-27T00:00:00Z;Q350604;all
Q263245;Bombardment of Yarmouth and Lowestoft;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1916-04-24T00:00:00Z;Q350604;all
Q311759;Batalha de Rande;Q70972;Reino da França;1702-10-23T00:00:00Z;Q350604;all
Q464226;Batalha de Lagos;Q142;França;1759-08-19T00:00:00Z;Q350604;all
Q315310;Battle of Restigouche;Q70972;Reino da França;1760-07-08T00:00:00Z;Q350604;all
Q423522;Battle of Colberger Heide;Q34;Suécia;1644-07-01T00:00:00Z;Q350604;all
Q165425;Batalha de Lepanto;Q766543;Monarquia Hispânica;1571-10-17T00:00:00Z;Q350604;all
Q165425;Batalha de Lepanto;Q698215;Liga Santa;1571-10-17T00:00:00Z;Q350604;all
Q165425;Batalha de Lepanto;Q154849;Grão-Ducado da Toscana;1571-10-17T00:00:00Z;Q350604;all
Q171416;Batalha de Trafalgar;Q29;Espanha;1805-10-21T00:00:00Z;Q350604;all
Q338370;Battle of Grengam;Q34;Suécia;1720-08-07T00:00:00Z;Q350604;all
Q241110;Battle of Cape Passaro;Q161885;Reino da Grã-Bretanha;1718-08-11T00:00:00Z;Q350604;all
Q241110;Battle of Cape Passaro;Q3399982;Reino de Espanha;1718-08-11T00:00:00Z;Q350604;all
Q263142;Batalha do Mar de Java;Q30;Estados Unidos;1942-02-27T00:00:00Z;Q350604;all
Q238440;Batalha de Navarino;Q34266;Império Russo;1827-10-20T00:00:00Z;Q350604;all
Q289102;Battle of Korea Strait;Q423;Coreia do Norte;1950-06-26T00:00:00Z;Q350604;all
Q175767;Johnson South Reef Skirmish;Q148;China;1988-03-14T00:00:00Z;Q350604;all
Q160011;Batalha das Malvinas;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1914-12-08T00:00:00Z;Q350604;all
Q256563;Battle of the Dardanelles;Q12560;Império Otomano;1656-06-26T00:00:00Z;Q350604;all
Q373401;Batalha do Cabo de São Vicente;Q29;Espanha;1797-02-14T00:00:00Z;Q350604;all
Q238440;Batalha de Navarino;Q12560;Império Otomano;1827-10-20T00:00:00Z;Q350604;all
Q165425;Batalha de Lepanto;Q3045696;Argélia otomana;1571-10-17T00:00:00Z;Q350604;all
Q379433;Operação Ten-Go;Q188712;Império do Japão;1945-04-07T00:00:00Z;Q350604;all
Q432515;Primeira Batalha de Algeciras;Q29;Espanha;1801-07-06T00:00:00Z;Q350604;all
Q432515;Primeira Batalha de Algeciras;Q142;França;1801-07-06T00:00:00Z;Q350604;all
Q421399;Battle of Delaware Bay;Q30;Estados Unidos;1782-04-08T00:00:00Z;Q350604;all
Q165425;Batalha de Lepanto;Q165040;Ducado de Parma e Piacenza;1571-10-17T00:00:00Z;Q350604;all
Q373401;Batalha do Cabo de São Vicente;Q161885;Reino da Grã-Bretanha;1797-02-14T00:00:00Z;Q350604;all
Q233430;Second Battle of Cape Finisterre;Q142;França;1747-10-25T00:00:00Z;Q350604;all
Q191577;Operação Morvarid;Q794;Irão;1980-11-29T00:00:00Z;Q350604;all
Q276656;Batalha de Penghu;Q152855;Reino de Tungning;1683-07-16T00:00:00Z;Q350604;all
Q233430;Second Battle of Cape Finisterre;Q161885;Reino da Grã-Bretanha;1747-10-25T00:00:00Z;Q350604;all
Q379433;Operação Ten-Go;Q30;Estados Unidos;1945-04-07T00:00:00Z;Q350604;all
Q171416;Batalha de Trafalgar;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1805-10-21T00:00:00Z;Q350604;all
Q80264;Battle of Makassar Strait;Q30;Estados Unidos;1942-02-04T00:00:00Z;Q350604;all
Q4870261;Batalha de Algeciras;Q130291106;Castilian Navy;1278-08-01T00:00:00Z;Q350604;all
Q30608422;English invasion of Scotland;Q179876;Reino da Inglaterra;1300-05-01T00:00:00Z;Q350604;all
Q10130;Operation Harpoon;Q36;Polónia;1942-01-01T00:00:00Z;Q350604;all
Q56276752;Norman invasion of Malta;Q1917014;County of Sicily;1091-07-01T00:00:00Z;Q350604;all
Q135005485;Umayyad invasions of Egypt;Q12490507;Califado Rashidun;0658-01-01T00:00:00Z;Q350604;all
Q4781941;April 2009 raid off Somalia;Q183;Alemanha;2009-01-01T00:00:00Z;Q350604;all
Q7362271;Roman army mutiny in 342 BC;Q1114493;Roman army;-0341-01-01T00:00:00Z;Q350604;all
Q123707407;Q123707407;Q462211;Força Aérea Israelense;2023-12-03T00:00:00Z;Q350604;all
Q4781941;April 2009 raid off Somalia;Q142;França;2009-01-01T00:00:00Z;Q350604;all
Q109875724;Dutch invasion of Saint Helena;Q170072;República das Sete Províncias Unidas dos Países Baixos;1673-01-01T00:00:00Z;Q350604;all
Q130647458;October 2024 Israeli strikes on Iran;Q462211;Força Aérea Israelense;2024-10-26T00:00:00Z;Q350604;all
Q6223430;O ataque de John Brown a Harpers Ferry;Q313583;J. E. B. Stuart;1859-01-01T00:00:00Z;Q350604;all
Q4077534;Guerra Batista;Q328958;Samuel Sharpe;1831-12-25T00:00:00Z;Q350604;all
Q134884640;Operação Leão em Ascensão;Q58967;Forças de Defesa de Israel;2025-06-01T00:00:00Z;Q350604;all
Q135207986;Israeli attack on Astaneh-ye Ashrafiyeh;Q58967;Forças de Defesa de Israel;2025-06-24T00:00:00Z;Q350604;all
Q4870261;Batalha de Algeciras;Q217196;Coroa de Castela;1278-08-01T00:00:00Z;Q350604;all
Q28123383;1591 portuguese invasion of the Jaffna kingdom;Q200464;Império Português;1591-01-01T00:00:00Z;Q350604;all
Q4870519;Battle of Bordeaux;Q766543;Monarquia Hispânica;1653-10-20T00:00:00Z;Q350604;all
Q28194622;1560 Portuguese invasion of the Jaffna kingdom;Q200464;Império Português;1560-01-01T00:00:00Z;Q350604;all
Q7074336;Motim Oakwood;Q525412;Antonio Trillanes;2003-07-27T00:00:00Z;Q350604;all
Q30303169;Ottoman invasion of Mani;Q1996974;Maniots;1803-01-01T00:00:00Z;Q350604;all
Q108067736;Q108067736;Q52371;regimento;1812-01-01T00:00:00Z;Q350604;all
Q85750594;Capture of Malta;Q2429397;Civilização cartaginesa;-0217-01-01T00:00:00Z;Q350604;all
Q133097705;Johorean invasion of Aru;Q183032;Johor;1540-01-01T00:00:00Z;Q350604;all
Q4575745;Revolta popular tailandesa de 1973;Q439990;Thanom Kittikachorn;1973-10-14T00:00:00Z;Q350604;all
Q6223430;O ataque de John Brown a Harpers Ferry;Q189366;John Brown;1859-01-01T00:00:00Z;Q350604;all
Q134884640;Operação Leão em Ascensão;Q34216;Mossad;2025-06-01T00:00:00Z;Q350604;all
Q130383328;29 September 2024 Israeli attacks on Yemen;Q462211;Força Aérea Israelense;2024-09-29T00:00:00Z;Q350604;all
Q158054;Battle of Lissa;Q172579;Reino da Itália;1866-07-20T00:00:00Z;Q350604;all
Q48805821;Mongol invasion of the Latin Empire;Q178897;Império Latino;1242-01-01T00:00:00Z;Q350604;all
Q30303169;Ottoman invasion of Mani;Q12560;Império Otomano;1803-01-01T00:00:00Z;Q350604;all
Q135687479;Alan invasion of Armenia;Q208404;Reino da Armênia;-0183-01-01T00:00:00Z;Q350604;all
Q131745195;Israeli attacks on Yemen;Q462211;Força Aérea Israelense;2025-01-10T00:00:00Z;Q350604;all
Q12010160;Värmland military campaign;Q316039;Haakon IV da Noruega;1225-01-01T00:00:00Z;Q350604;all
Q4871555;Battle of Liberty Place;Q2516642;Liga Branca;1874-09-14T00:00:00Z;Q350604;all
Q132068862;Epirote-Macedonian War;Q83958;Macedónia Antiga;-0288-01-01T00:00:00Z;Q350604;all
Q136236337;Samiylo Kishka's rebellion;Q690869;Russianos;1599-01-01T00:00:00Z;Q350604;all
Q73194;Batalha de Dogger Bank (1915);Q43287;Império Alemão;1915-01-24T00:00:00Z;Q350604;all
Q55627998;Ottoman invasion of Western Georgia;Q12560;Império Otomano;1703-01-01T00:00:00Z;Q350604;all
Q118951;Batalha de Meloria;Q1365493;República de Pisa;1284-08-13T00:00:00Z;Q350604;all
Q107637590;Conspiração da Escada;Q454265;Leopoldo O'Donnell y Jorris;1844-01-01T00:00:00Z;Q350604;all
Q4870261;Batalha de Algeciras;Q2626269;Order of Santa María de España;1278-08-01T00:00:00Z;Q350604;all
Q4870470;Battle of Berlengas Islands;Q179876;Reino da Inglaterra;1591-07-15T00:00:00Z;Q350604;all
Q131686578;Dardanian-Celtic War;Q35966;celtas;-0278-01-01T00:00:00Z;Q350604;all
Q132068862;Epirote-Macedonian War;Q11266977;Epirus;-0288-01-01T00:00:00Z;Q350604;all
Q131618880;Q131618880;Q282428;Sultanato Mameluco do Cairo;1409-01-01T00:00:00Z;Q350604;all
Q27957870;English invasion of Scotland;Q230791;Reino da Escócia;1400-08-01T00:00:00Z;Q350604;all
Q58459;Battle between HMAS Sydney and German auxiliary cruiser Kormoran;Q7318;Alemanha Nazi;1941-11-19T00:00:00Z;Q350604;all
Q4817993;Attack on Galle Harbour;Q854;Sri Lanka;2006-10-18T00:00:00Z;Q350604;all
Q135936981;invasion of Armenia by Jalal al-Din;Q63134381;Império Corásmio;1220-01-01T00:00:00Z;Q350604;all
Q4849424;Bakhtrioni Uprising;Q18973;Georgianos;1659-09-01T00:00:00Z;Q350604;all
Q27957870;English invasion of Scotland;Q179876;Reino da Inglaterra;1400-08-01T00:00:00Z;Q350604;all
Q6745211;Revolta dos Malês;Q10323442;Malês;1835-01-01T00:00:00Z;Q350604;all
Q58459;Battle between HMAS Sydney and German auxiliary cruiser Kormoran;Q408;Austrália;1941-11-19T00:00:00Z;Q350604;all
Q7074336;Motim Oakwood;Q7024371;Nicanor Faeldon;2003-07-27T00:00:00Z;Q350604;all
Q55627995;Ottoman invasion of Guria;Q12560;Império Otomano;1547-01-01T00:00:00Z;Q350604;all
Q13422413;Franconian War;Q687124;Liga da Suábia;1523-01-01T00:00:00Z;Q350604;all
Q130737344;2024 Beqaa Valley airstrikes;Q822;Líbano;2024-10-28T00:00:00Z;Q350604;all
Q111944175;Mongol invasion of Circassia;Q12557;Império Mongol;1237-01-01T00:00:00Z;Q350604;all
Q55627998;Ottoman invasion of Western Georgia;Q1069959;Reino de Imereti;1703-01-01T00:00:00Z;Q350604;all
Q129730552;August 2024 Lebanon strikes;Q41053;Hizbollah;2024-08-25T00:00:00Z;Q350604;all
Q4870261;Batalha de Algeciras;Q238445;Reino nasrida de Granada;1278-08-01T00:00:00Z;Q350604;all
Q135005864;Ataques dos Estados Unidos a instalações nucleares iranianas;Q11211;Forças Armadas dos Estados Unidos;2025-06-22T00:00:00Z;Q350604;all
Q111944175;Mongol invasion of Circassia;Q30694541;Zichia;1237-01-01T00:00:00Z;Q350604;all
Q5953423;Q5953423;Q3373871;Pang Xun;0868-01-01T00:00:00Z;Q350604;all
Q160011;Batalha das Malvinas;Q43287;Império Alemão;1914-12-08T00:00:00Z;Q350604;all
Q4816420;Battle of the Dardanelles;Q12560;Império Otomano;1654-05-16T00:00:00Z;Q350604;all
Q131618880;Q131618880;Q4121369;Xarifado de Meca;1409-01-01T00:00:00Z;Q350604;all
Q135687479;Alan invasion of Armenia;Q177076;Reino da Albânia do Cáucaso;-0183-01-01T00:00:00Z;Q350604;all
Q135687479;Alan invasion of Armenia;Q178054;Alanos;-0183-01-01T00:00:00Z;Q350604;all
Q74455525;English invasion of Scotland;Q230791;Reino da Escócia;1385-01-01T00:00:00Z;Q350604;all
Q4197178;Irish Rebellion of 1803;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1803-07-23T00:00:00Z;Q350604;all
Q134429082;Jobabó Slave Revolt;Q3820210;Virreinato colombino;1532-01-01T00:00:00Z;Q350604;all
Q4197178;Irish Rebellion of 1803;Q535030;Sociedade dos Irlandeses Unidos;1803-07-23T00:00:00Z;Q350604;all
Q28123383;1591 portuguese invasion of the Jaffna kingdom;Q1311219;Reino de Jaffna;1591-01-01T00:00:00Z;Q350604;all
Q28194622;1560 Portuguese invasion of the Jaffna kingdom;Q1311219;Reino de Jaffna;1560-01-01T00:00:00Z;Q350604;all
Q74455525;English invasion of Scotland;Q179876;Reino da Inglaterra;1385-01-01T00:00:00Z;Q350604;all
Q4870641;Battle of Cape Corvo;Q766543;Monarquia Hispânica;1613-08-01T00:00:00Z;Q350604;all
Q109284488;Egyptian Invasion of Kerma;Q180568;Império Novo;-1505-01-01T00:00:00Z;Q350604;all
Q80264;Battle of Makassar Strait;Q55;Países Baixos;1942-02-04T00:00:00Z;Q350604;all
Q131618880;Q131618880;Q238384;Ghamd;1409-01-01T00:00:00Z;Q350604;all
Q55627998;Ottoman invasion of Western Georgia;Q2195101;Principality of Guria;1703-01-01T00:00:00Z;Q350604;all
Q129730552;August 2024 Lebanon strikes;Q58967;Forças de Defesa de Israel;2024-08-25T00:00:00Z;Q350604;all
Q131618880;Q131618880;Q239702;Zahran tribe;1409-01-01T00:00:00Z;Q350604;all
Q4816420;Battle of the Dardanelles;Q4948;República de Veneza;1654-05-16T00:00:00Z;Q350604;all
Q6223430;O ataque de John Brown a Harpers Ferry;Q6086946;Israel Greene;1859-01-01T00:00:00Z;Q350604;all
Q6223430;O ataque de John Brown a Harpers Ferry;Q165557;Robert Edward Lee;1859-01-01T00:00:00Z;Q350604;all
Q4870261;Batalha de Algeciras;Q582861;Império Merínida;1278-08-01T00:00:00Z;Q350604;all
Q6745211;Revolta dos Malês;Q12353037;Guarda Nacional;1835-01-01T00:00:00Z;Q350604;all
Q109875724;Dutch invasion of Saint Helena;Q83164;Companhia Britânica das Índias Orientais;1673-01-01T00:00:00Z;Q350604;all
Q10130;Operation Harpoon;Q145;Reino Unido;1942-01-01T00:00:00Z;Q350604;all
Q72454;Batalha do Golfo de Yenikale;Q12560;Império Otomano;1790-01-01T00:00:00Z;Q350604;all
Q73194;Batalha de Dogger Bank (1915);Q174193;Reino Unido da Grã-Bretanha e Irlanda;1915-01-24T00:00:00Z;Q350604;all
Q135005485;Umayyad invasions of Egypt;Q45646;Omíadas;0658-01-01T00:00:00Z;Q350604;all
Q124041407;29 December 2023 Russian strikes on Ukraine;Q193159;Forças Armadas da Rússia;2023-12-29T00:00:00Z;Q350604;all
Q7074336;Motim Oakwood;Q6729983;Grupo Magdalo;2003-07-27T00:00:00Z;Q350604;all
Q134429082;Jobabó Slave Revolt;Q12773225;escravo;1532-01-01T00:00:00Z;Q350604;all
Q135104646;Israeli attack on Mianrahan Health Centre;Q462211;Força Aérea Israelense;2025-06-20T00:00:00Z;Q350604;all
Q85750594;Capture of Malta;Q17167;República Romana;-0217-01-01T00:00:00Z;Q350604;all
Q30512324;Cnut the Great's invasion of England;Q35;Dinamarca;1016-01-01T00:00:00Z;Q350604;all
Q4849424;Bakhtrioni Uprising;Q18234383;Império Safávida;1659-09-01T00:00:00Z;Q350604;all
Q55627995;Ottoman invasion of Guria;Q2195101;Principality of Guria;1547-01-01T00:00:00Z;Q350604;all
Q136236337;Samiylo Kishka's rebellion;Q1026;polacos;1599-01-01T00:00:00Z;Q350604;all
Q4077534;Guerra Batista;Q8022214;Willoughby Cotton;1831-12-25T00:00:00Z;Q350604;all
Q464226;Batalha de Lagos;Q161885;Reino da Grã-Bretanha;1759-08-19T00:00:00Z;Q350604;all
Q130737344;2024 Beqaa Valley airstrikes;Q801;Israel;2024-10-28T00:00:00Z;Q350604;all
Q109284488;Egyptian Invasion of Kerma;Q1107569;Kerma;-1505-01-01T00:00:00Z;Q350604;all
Q4870470;Battle of Berlengas Islands;Q29;Espanha;1591-07-15T00:00:00Z;Q350604;all
Q124455197;Q124455197;Q462211;Força Aérea Israelense;2024-02-06T00:00:00Z;Q350604;all
Q80264;Battle of Makassar Strait;Q188712;Império do Japão;1942-02-04T00:00:00Z;Q350604;all
Q4870519;Battle of Bordeaux;Q70972;Reino da França;1653-10-20T00:00:00Z;Q350604;all
Q132068862;Epirote-Macedonian War;Q245273;Liga Etólia;-0288-01-01T00:00:00Z;Q350604;all
Q133097705;Johorean invasion of Aru;Q1061057;Sultanato de Achém;1540-01-01T00:00:00Z;Q350604;all
Q136236337;Samiylo Kishka's rebellion;Q12560;Império Otomano;1599-01-01T00:00:00Z;Q350604;all
Q124077416;2 January 2024 Russian strikes on Ukraine;Q193159;Forças Armadas da Rússia;2024-01-02T00:00:00Z;Q350604;all
Q131686578;Dardanian-Celtic War;Q11916620;Reino de Dardânia;-0278-01-01T00:00:00Z;Q350604;all
Q135936981;invasion of Armenia by Jalal al-Din;Q559416;Jalal ad-Din Mingburnu;1220-01-01T00:00:00Z;Q350604;all
Q118951;Batalha de Meloria;Q174306;República de Gênova;1284-08-13T00:00:00Z;Q350604;all
Q111944175;Mongol invasion of Circassia;Q1771706;Alânia;1237-01-01T00:00:00Z;Q350604;all
Q6967898;Rebelião de Nat Turner;Q329730;Nat Turner;1831-08-01T00:00:00Z;Q350604;all
Q4126363;Rebellion of Ōshio Heihachirō;Q1056715;Ōshio Heihachirō;1837-03-25T00:00:00Z;Q350604;all
Q10130;Operation Harpoon;Q7318;Alemanha Nazi;1942-01-01T00:00:00Z;Q350604;all
Q158054;Battle of Lissa;Q131964;Império Austríaco;1866-07-20T00:00:00Z;Q350604;all
Q10130;Operation Harpoon;Q172579;Reino da Itália;1942-01-01T00:00:00Z;Q350604;all
Q135687479;Alan invasion of Armenia;Q19083;Ibéria;-0183-01-01T00:00:00Z;Q350604;all
Q30608422;English invasion of Scotland;Q230791;Reino da Escócia;1300-05-01T00:00:00Z;Q350604;all
Q4870641;Battle of Cape Corvo;Q12560;Império Otomano;1613-08-01T00:00:00Z;Q350604;all
Q48805821;Mongol invasion of the Latin Empire;Q12557;Império Mongol;1242-01-01T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q9364607;Ukrainian Legion of Self-Defense;1944-10-02T00:00:00Z;Q350604;all
Q126903177;Battle of Bjerregård;Q43287;Império Alemão;1917-09-01T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q11710416;Q11710416;1944-10-02T00:00:00Z;Q350604;all
Q128988957;Capture of the ship The Bengali Prize;Q33296;Império Mogol;1642-01-01T00:00:00Z;Q350604;all
Q128395513;Battle of Chania;Q12560;Império Otomano;1646-08-14T00:00:00Z;Q350604;all
Q125895227;Battle of Balasore;Q83164;Companhia Britânica das Índias Orientais;1647-12-26T00:00:00Z;Q350604;all
Q127868126;Battle of Malacca;Q1150344;Sultanato de Johore;1534-05-01T00:00:00Z;Q350604;all
Q125895227;Battle of Balasore;Q738078;Dutch India;1647-12-26T00:00:00Z;Q350604;all
Q126454261;Capture of the Grand Mughal Fleet;Q10729326;pirata;1695-09-07T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q2529738;Vlado Bučkovski;2001-01-01T00:00:00Z;Q350604;all
Q30082876;Sunpadh Rebellion;Q3775626;Sunpadh;0755-01-01T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q2535415;Ljube Boškoski;2001-01-01T00:00:00Z;Q350604;all
Q128395513;Battle of Chania;Q4948;República de Veneza;1646-08-14T00:00:00Z;Q350604;all
Q125747196;Skirmish at the Strait of Malacca;Q912382;Índia Dinamarquesa;1644-01-01T00:00:00Z;Q350604;all
Q126901559;Skirmish at the Chukchi Peninsula;Q106991;Chukchis;1878-01-01T00:00:00Z;Q350604;all
Q30082876;Sunpadh Rebellion;Q12536;Califado Abássida;0755-01-01T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q7283406;Rahim Beqiri;2001-01-01T00:00:00Z;Q350604;all
Q127962496;Christianshavn Incident;Q62651;Reino da Dinamarca e Noruega;1640-03-05T00:00:00Z;Q350604;all
Q127868092;Battle of Johor;Q200464;Império Português;1586-01-01T00:00:00Z;Q350604;all
Q126903177;Battle of Bjerregård;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1917-09-01T00:00:00Z;Q350604;all
Q28176532;Moulay Bouazza plot;Q17494012;Tanzim;1973-01-01T00:00:00Z;Q350604;all
Q48732162;Red Spears' uprising in Shandong;Q7305079;Red Spear Society;1929-11-01T00:00:00Z;Q350604;all
Q125895227;Battle of Balasore;Q912382;Índia Dinamarquesa;1647-12-26T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q5429252;Fadil Nimani;2001-01-01T00:00:00Z;Q350604;all
Q125895227;Battle of Balasore;Q4083684;Bengal Subah;1647-12-26T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q237782;Boris Trajkovski;2001-01-01T00:00:00Z;Q350604;all
Q51554154;El Barcelonazo;Q2505986;Exército Nacional da Venezuela;1961-06-26T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q116080;Estado Secreto Polaco;1944-10-02T00:00:00Z;Q350604;all
Q125804243;Capture of St. Michael;Q912382;Índia Dinamarquesa;1644-09-29T00:00:00Z;Q350604;all
Q125804243;Capture of St. Michael;Q4083684;Bengal Subah;1644-09-29T00:00:00Z;Q350604;all
Q125747196;Skirmish at the Strait of Malacca;Q949314;Malaca Holandesa;1644-01-01T00:00:00Z;Q350604;all
Q47004504;Jacobite rising of 1719;Q212983;jacobitismo;1719-01-01T00:00:00Z;Q350604;all
Q47004504;Jacobite rising of 1719;Q161885;Reino da Grã-Bretanha;1719-01-01T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q221;Macedónia do Norte;2001-01-01T00:00:00Z;Q350604;all
Q126454261;Capture of the Grand Mughal Fleet;Q33296;Império Mogol;1695-09-07T00:00:00Z;Q350604;all
Q47004504;Jacobite rising of 1719;Q3399982;Reino de Espanha;1719-01-01T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q956519;Ljubčo Georgievski;2001-01-01T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q217746;25ª Divisão Panzer;1944-10-02T00:00:00Z;Q350604;all
Q126951333;Sinking of the Flensborg;Q200464;Império Português;1629-12-02T00:00:00Z;Q350604;all
Q127868092;Battle of Johor;Q1150344;Sultanato de Johore;1586-01-01T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q221551;29th Waffen Grenadier Division of the SS RONA (1st Russian);1944-10-02T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q260196;Ali Ahmeti;2001-01-01T00:00:00Z;Q350604;all
Q127962496;Christianshavn Incident;Q766543;Monarquia Hispânica;1640-03-05T00:00:00Z;Q350604;all
Q161391;Georgian uprising on Texel;Q5048004;Georgian Legion;1945-04-05T00:00:00Z;Q350604;all
Q127868126;Battle of Malacca;Q200464;Império Português;1534-05-01T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q2296614;Exército de Libertação Nacional;2001-01-01T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q7318;Alemanha Nazi;1944-10-02T00:00:00Z;Q350604;all
Q817137;Conflito na Macedônia de 2001;Q7675518;Tahir Sinani;2001-01-01T00:00:00Z;Q350604;all
Q126901559;Skirmish at the Chukchi Peninsula;Q34;Suécia;1878-01-01T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q644915;Batalhão Bergmann;1944-10-02T00:00:00Z;Q350604;all
Q47004504;Jacobite rising of 1719;Q170072;República das Sete Províncias Unidas dos Países Baixos;1719-01-01T00:00:00Z;Q350604;all
Q30082876;Sunpadh Rebellion;Q2816439;Dabuyid dynasty;0755-01-01T00:00:00Z;Q350604;all
Q1402078;Revolta de Varsóvia;Q226939;36ª Divisão Waffen Grenadier da SS;1944-10-02T00:00:00Z;Q350604;all
Q126951333;Sinking of the Flensborg;Q826616;Danish East India Company;1629-12-02T00:00:00Z;Q350604;all
Q135100297;Action of 31 January 1779;Q70972;Reino da França;1779-01-31T00:00:00Z;Q350604;all
Q131585804;Battle of Palermo;Q766543;Monarquia Hispânica;1624-05-23T00:00:00Z;Q350604;all
Q131686857;Action of 16 April 1755;Q3045696;Argélia otomana;1755-04-16T00:00:00Z;Q350604;all
Q131686857;Action of 16 April 1755;Q3399982;Reino de Espanha;1755-04-16T00:00:00Z;Q350604;all
Q131584947;Battle of the Dalmatian Coast;Q3045696;Argélia otomana;1624-07-13T00:00:00Z;Q350604;all
Q130329561;Action of 18 April 1695;Q215443;Império Sueco;1695-04-18T00:00:00Z;Q350604;all
Q131584955;Battle of Chios;Q3382803;Vilayet of Tunis;1621-03-20T00:00:00Z;Q350604;all
Q135153487;Action of 15 August 1799;Q3045696;Argélia otomana;1799-08-15T00:00:00Z;Q350604;all
Q130168922;1865 Calderilla clashes;Q298;Chile;1865-12-27T00:00:00Z;Q350604;all
Q131401878;Raid on La Goulette;Q766543;Monarquia Hispânica;1617-10-01T00:00:00Z;Q350604;all
Q130271266;Action of 26 September 1575;Q3045696;Argélia otomana;1575-10-06T00:00:00Z;Q350604;all
Q130130891;Stockholm incident;Q215443;Império Sueco;1651-07-01T00:00:00Z;Q350604;all
Q130372789;Seizure of the Gilded Lion;Q10729326;pirata;1661-01-01T00:00:00Z;Q350604;all
Q130232763;Battle off Cape Palos;Q71084;Primeiro Império Francês;1805-02-04T00:00:00Z;Q350604;all
Q135153487;Action of 15 August 1799;Q45670;Reino de Portugal;1799-08-15T00:00:00Z;Q350604;all
Q134437689;Action of 15 February 1700;Q3382803;Vilayet of Tunis;1700-02-15T00:00:00Z;Q350604;all
Q135003285;Action of 7 July 1804;Q30;Estados Unidos;1804-07-07T00:00:00Z;Q350604;all
Q130302161;Anglo–Swedish skirmish;Q179876;Reino da Inglaterra;1695-12-01T00:00:00Z;Q350604;all
Q131584947;Battle of the Dalmatian Coast;Q12560;Império Otomano;1624-07-13T00:00:00Z;Q350604;all
Q130302305;Action of 10 August 1695;Q179876;Reino da Inglaterra;1695-08-10T00:00:00Z;Q350604;all
Q131381832;Raid on La Goulette;Q12560;Império Otomano;1612-05-23T00:00:00Z;Q350604;all
Q131576621;Battle of the Gulf of Tunis;Q3382803;Vilayet of Tunis;1624-07-04T00:00:00Z;Q350604;all
Q131584955;Battle of Chios;Q187549;Ordem de São João;1621-03-20T00:00:00Z;Q350604;all
Q131585804;Battle of Palermo;Q3045696;Argélia otomana;1624-05-23T00:00:00Z;Q350604;all
Q128988957;Capture of the ship The Bengali Prize;Q912382;Índia Dinamarquesa;1642-01-01T00:00:00Z;Q350604;all
Q133828700;Action of 31 October 1803;Q30;Estados Unidos;1803-10-31T00:00:00Z;Q350604;all
Q133828702;Action of 2 June 1803;Q30;Estados Unidos;1803-06-02T00:00:00Z;Q350604;all
Q133828701;Action of 17 June 1802;Q30;Estados Unidos;1802-06-17T00:00:00Z;Q350604;all
Q131584947;Battle of the Dalmatian Coast;Q174306;República de Gênova;1624-07-13T00:00:00Z;Q350604;all
Q135456683;Battle of Cape Pracel;Q766543;Monarquia Hispânica;1591-11-01T00:00:00Z;Q350604;all
Q134437689;Action of 15 February 1700;Q187549;Ordem de São João;1700-02-15T00:00:00Z;Q350604;all
Q134043319;Action of 11 April 1783;Q70972;Reino da França;1783-04-11T00:00:00Z;Q350604;all
Q130246822;Action of 12 October 1734;Q3045696;Argélia otomana;1734-10-12T00:00:00Z;Q350604;all
Q135688888;Battle of Piombino Channel;Q899359;Piratas da Barbária;1518-09-01T00:00:00Z;Q350604;all
Q130581206;Battle of the Nargö;Q34266;Império Russo;1808-06-23T00:00:00Z;Q350604;all
