conflict,conflictLabel,participant,participantLabel
http://www.wikidata.org/entity/Q13126308,Battle of Ceri,http://www.wikidata.org/entity/Q467685,Llywelyn ab Iorwerth
http://www.wikidata.org/entity/Q13427006,Battle of Vicus Helena,http://www.wikidata.org/entity/Q1747689,Roma Antiga
http://www.wikidata.org/entity/Q15701718,Siege of Narva,http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q13126309,Battle of Bron yr Erw,http://www.wikidata.org/entity/Q591291,Trahaearn ap Caradog
http://www.wikidata.org/entity/Q15197330,Battle of Manila,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q14905833,Battle of Farsala,http://www.wikidata.org/entity/Q209065,Reino da Grécia
http://www.wikidata.org/entity/Q14851556,Capture of Courtrai,http://www.wikidata.org/entity/Q1926952,Calvinist Republic of Ghent
http://www.wikidata.org/entity/Q15145340,Battle of Santo Domingo,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q13126308,Battle of Ceri,http://www.wikidata.org/entity/Q83418,Normandos
http://www.wikidata.org/entity/Q14855684,Battle of Borgerhout,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q14851556,Capture of Courtrai,http://www.wikidata.org/entity/Q2848928,Malcontents (Low Countries)
http://www.wikidata.org/entity/Q15197330,Battle of Manila,http://www.wikidata.org/entity/Q10729326,pirata
http://www.wikidata.org/entity/Q14855684,Battle of Borgerhout,http://www.wikidata.org/entity/Q230791,Reino da Escócia
http://www.wikidata.org/entity/Q14855684,Battle of Borgerhout,http://www.wikidata.org/entity/Q2196963,Dutch States Party
http://www.wikidata.org/entity/Q15811479,Battle of Werbach,http://www.wikidata.org/entity/Q106859,Alfred Ludwig von Degenfeld
http://www.wikidata.org/entity/Q15145340,Battle of Santo Domingo,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q15230514,Battle of Herentals,http://www.wikidata.org/entity/Q58296,Primeira República Francesa
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q94766298,Karl August Hoffmann
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q94873043,Friedrich von Vogel
http://www.wikidata.org/entity/Q15811479,Battle of Werbach,http://www.wikidata.org/entity/Q1674089,Wilhelm Amann
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q1289355,Eduard Moritz von Flies
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q98923721,Wilhelm von Wolff
http://www.wikidata.org/entity/Q15727825,Battle of Fürth,http://www.wikidata.org/entity/Q12548,Sacro Império Romano-Germânico
http://www.wikidata.org/entity/Q13427006,Battle of Vicus Helena,http://www.wikidata.org/entity/Q43482,Francos
http://www.wikidata.org/entity/Q15533030,Battle of Nevel,http://www.wikidata.org/entity/Q400952,Reino da Polónia
http://www.wikidata.org/entity/Q15811479,Battle of Werbach,http://www.wikidata.org/entity/Q209553,2. Badisches Grenadier-Regiment „Kaiser Wilhelm I.“ Nr. 110
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q215872,Guilherme de Baden
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q23564799,Karl von Müller
http://www.wikidata.org/entity/Q15811479,Battle of Werbach,http://www.wikidata.org/entity/Q2018728,Oldenburgisches Infanterie-Regiment Nr. 91
http://www.wikidata.org/entity/Q14360474,Battle of Vlaardingen,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q14905833,Battle of Farsala,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q17352761,Karl du Jarrys Freiherr von La Roche
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q19959400,Hermann von Fabeck
http://www.wikidata.org/entity/Q15811474,Battle of Gerchsheim,http://www.wikidata.org/entity/Q21045345,Ludwig Waag
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q21045345,Ludwig Waag
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q21081469,1. Badisches Leib-Grenadier-Regiment Nr. 109
http://www.wikidata.org/entity/Q15811475,Battle of Hundheim,http://www.wikidata.org/entity/Q23639510,Robert von Unger
http://www.wikidata.org/entity/Q15701718,Siege of Narva,http://www.wikidata.org/entity/Q186096,Czarado da Rússia
http://www.wikidata.org/entity/Q15224206,Batalha de Gásni (998),http://www.wikidata.org/entity/Q249578,Império Gaznévida
http://www.wikidata.org/entity/Q9389482,Capture of Zemun,http://www.wikidata.org/entity/Q105628259,Crusading movement
http://www.wikidata.org/entity/Q9296060,Battle of Martynów (1699),http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173414,Battle of the Pánuco River,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9173473,Battle of El Pinar,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9173622,Battle of Tacuba,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9173635,Battle of Tetzcoco,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9173676,Battle of Vilcas,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9173731,Battle of Yecapixtla,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9173728,Battle of Xaltocan,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9173762,Battle of Golfo Triste,http://www.wikidata.org/entity/Q766543,Monarquia Hispânica
http://www.wikidata.org/entity/Q9384689,Battle of Kumeda,http://www.wikidata.org/entity/Q1058953,Miyoshi Yoshikata
http://www.wikidata.org/entity/Q9173569,Battle of Stavishche,http://www.wikidata.org/entity/Q1076173,Cossacos zaporojianos
http://www.wikidata.org/entity/Q9173414,Battle of the Pánuco River,http://www.wikidata.org/entity/Q2608489,Aztec Empire
http://www.wikidata.org/entity/Q9173622,Battle of Tacuba,http://www.wikidata.org/entity/Q2608489,Aztec Empire
http://www.wikidata.org/entity/Q9173635,Battle of Tetzcoco,http://www.wikidata.org/entity/Q2608489,Aztec Empire
http://www.wikidata.org/entity/Q9173731,Battle of Yecapixtla,http://www.wikidata.org/entity/Q2608489,Aztec Empire
http://www.wikidata.org/entity/Q9173728,Battle of Xaltocan,http://www.wikidata.org/entity/Q2608489,Aztec Empire
http://www.wikidata.org/entity/Q9296070,Q9296070,http://www.wikidata.org/entity/Q156199,Eleitorado da Saxônia
http://www.wikidata.org/entity/Q9173473,Battle of El Pinar,http://www.wikidata.org/entity/Q1137419,Quichés
http://www.wikidata.org/entity/Q9173643,Battle of Treiden,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173762,Battle of Golfo Triste,http://www.wikidata.org/entity/Q10729326,pirata
http://www.wikidata.org/entity/Q9173516,Battle of Ryczywołem,http://www.wikidata.org/entity/Q156199,Eleitorado da Saxônia
http://www.wikidata.org/entity/Q9173704,Battle of Wieselburg,http://www.wikidata.org/entity/Q1470101,Kingdom of Hungary
http://www.wikidata.org/entity/Q9173659,Battle of Tykocin,http://www.wikidata.org/entity/Q157367,Brandemburgo-Prússia
http://www.wikidata.org/entity/Q9173569,Battle of Stavishche,http://www.wikidata.org/entity/Q160440,Canato da Crimeia
http://www.wikidata.org/entity/Q9173714,Battle of Voinyliv,http://www.wikidata.org/entity/Q160440,Canato da Crimeia
http://www.wikidata.org/entity/Q9173478,Battle of Racibórz,http://www.wikidata.org/entity/Q577867,Reino da Polónia
http://www.wikidata.org/entity/Q9173393,Battle of Orynin,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173439,Battle of Polanami,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173542,Battle of Saločiai (1794),http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173562,Battle of Sołami,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173569,Battle of Stavishche,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173579,Battle of Stołpcami,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173659,Battle of Tykocin,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173714,Battle of Voinyliv,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173713,Battle of Wojszki,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173717,Battle of Wyszecinem,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9296070,Q9296070,http://www.wikidata.org/entity/Q323256,Tarnogród Confederation
http://www.wikidata.org/entity/Q9389480,Capture of Warsaw (1657),http://www.wikidata.org/entity/Q1076173,Cossacos zaporojianos
http://www.wikidata.org/entity/Q9651111,Batalha de Tejucupapo,http://www.wikidata.org/entity/Q45670,Reino de Portugal
http://www.wikidata.org/entity/Q9173516,Battle of Ryczywołem,http://www.wikidata.org/entity/Q323256,Tarnogród Confederation
http://www.wikidata.org/entity/Q9173626,Battle of Taphede,http://www.wikidata.org/entity/Q4774081,"Otto, Duke of Lolland and Estonia"
http://www.wikidata.org/entity/Q9389482,Capture of Zemun,http://www.wikidata.org/entity/Q1470101,Kingdom of Hungary
http://www.wikidata.org/entity/Q9173467,Battle of Pyzdry,http://www.wikidata.org/entity/Q48189,Ordem Teutónica
http://www.wikidata.org/entity/Q9389480,Capture of Warsaw (1657),http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q9173446,Battle of Powiewiórka,http://www.wikidata.org/entity/Q71084,Primeiro Império Francês
http://www.wikidata.org/entity/Q9173458,Battle of Pritzlawa,http://www.wikidata.org/entity/Q697224,Veletos
http://www.wikidata.org/entity/Q9384689,Battle of Kumeda,http://www.wikidata.org/entity/Q5680893,Hatakeyama Takamasa
http://www.wikidata.org/entity/Q9385673,Battle of Barari Ghat,http://www.wikidata.org/entity/Q83618,Império Maratha
http://www.wikidata.org/entity/Q9173446,Battle of Powiewiórka,http://www.wikidata.org/entity/Q152115,ducado de Varsóvia
http://www.wikidata.org/entity/Q9296060,Battle of Martynów (1699),http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q9651022,Batalha de Arouca,http://www.wikidata.org/entity/Q117591,Lamego
http://www.wikidata.org/entity/Q9389480,Capture of Warsaw (1657),http://www.wikidata.org/entity/Q655621,Principado da Transilvânia
http://www.wikidata.org/entity/Q9389447,Capture of Antipatreia,http://www.wikidata.org/entity/Q83958,Macedónia Antiga
http://www.wikidata.org/entity/Q9651022,Batalha de Arouca,http://www.wikidata.org/entity/Q1139807,Condado Portucalense
http://www.wikidata.org/entity/Q9651130,Batalha de Vatalandi,http://www.wikidata.org/entity/Q1139807,Condado Portucalense
http://www.wikidata.org/entity/Q9173643,Battle of Treiden,http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q9173439,Battle of Polanami,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q9173446,Battle of Powiewiórka,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q9173542,Battle of Saločiai (1794),http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q9173562,Battle of Sołami,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q9173579,Battle of Stołpcami,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q9173713,Battle of Wojszki,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q9173717,Battle of Wyszecinem,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q9173458,Battle of Pritzlawa,http://www.wikidata.org/entity/Q12548,Sacro Império Romano-Germânico
http://www.wikidata.org/entity/Q9173478,Battle of Racibórz,http://www.wikidata.org/entity/Q12557,Império Mongol
http://www.wikidata.org/entity/Q9173656,Battle of Tursko,http://www.wikidata.org/entity/Q12557,Império Mongol
http://www.wikidata.org/entity/Q9173659,Battle of Tykocin,http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q9389447,Capture of Antipatreia,http://www.wikidata.org/entity/Q17167,República Romana
http://www.wikidata.org/entity/Q9173676,Battle of Vilcas,http://www.wikidata.org/entity/Q28573,Império Inca
http://www.wikidata.org/entity/Q10671369,Battle of Kaipiais,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q10671343,Battle of Bysjön,http://www.wikidata.org/entity/Q12548,Sacro Império Romano-Germânico
http://www.wikidata.org/entity/Q10671374,Battle of Kolding,http://www.wikidata.org/entity/Q12548,Sacro Império Romano-Germânico
http://www.wikidata.org/entity/Q9651111,Batalha de Tejucupapo,http://www.wikidata.org/entity/Q617066,Companhia Holandesa das Índias Ocidentais
http://www.wikidata.org/entity/Q10671369,Battle of Kaipiais,http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q9173704,Battle of Wieselburg,http://www.wikidata.org/entity/Q105628259,Crusading movement
http://www.wikidata.org/entity/Q9389480,Capture of Warsaw (1657),http://www.wikidata.org/entity/Q34,Suécia
http://www.wikidata.org/entity/Q9651130,Batalha de Vatalandi,http://www.wikidata.org/entity/Q75613,Império Almorávida
http://www.wikidata.org/entity/Q12821063,Q12821063,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q12605729,Cerco de Ansi,http://www.wikidata.org/entity/Q717965,Li Shiji
http://www.wikidata.org/entity/Q12848474,Battle of Chapakchur,http://www.wikidata.org/entity/Q484195,Dinastia Timúrida
http://www.wikidata.org/entity/Q12848474,Battle of Chapakchur,http://www.wikidata.org/entity/Q324470,Confederação do Cordeiro Negro
http://www.wikidata.org/entity/Q12863372,Battle of Gopanto,http://www.wikidata.org/entity/Q1069959,Reino de Imereti
http://www.wikidata.org/entity/Q12849776,Battle of Şənbi-Qazan,http://www.wikidata.org/entity/Q324470,Confederação do Cordeiro Negro
http://www.wikidata.org/entity/Q12866459,Battle of Matkhoji,http://www.wikidata.org/entity/Q1069959,Reino de Imereti
http://www.wikidata.org/entity/Q12867260,Battle of Mukhrani,http://www.wikidata.org/entity/Q1069959,Reino de Imereti
http://www.wikidata.org/entity/Q12605729,Cerco de Ansi,http://www.wikidata.org/entity/Q1567146,Li Daozong
http://www.wikidata.org/entity/Q12849799,Battle of Sharur,http://www.wikidata.org/entity/Q555994,Confederação do Cordeiro Branco
http://www.wikidata.org/entity/Q12849799,Battle of Sharur,http://www.wikidata.org/entity/Q18234383,Império Safávida
http://www.wikidata.org/entity/Q12863623,Battle of Danghis,http://www.wikidata.org/entity/Q1209822,Reino da Cachétia
http://www.wikidata.org/entity/Q12865136,Battle of Tulkitepe,http://www.wikidata.org/entity/Q1209822,Reino da Cachétia
http://www.wikidata.org/entity/Q12867313,Battle of Mchadijvari,http://www.wikidata.org/entity/Q1209822,Reino da Cachétia
http://www.wikidata.org/entity/Q12867265,Battle of the Hippus,http://www.wikidata.org/entity/Q136884,Egrisi
http://www.wikidata.org/entity/Q12861807,Battle of Aradeti,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12863372,Battle of Gopanto,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12863623,Battle of Danghis,http://www.wikidata.org/entity/Q1740529,Derbent Khanate
http://www.wikidata.org/entity/Q12589717,Battle of the Escape of Emperor Xian,http://www.wikidata.org/entity/Q7316,Xiandi
http://www.wikidata.org/entity/Q12863623,Battle of Danghis,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12861807,Battle of Aradeti,http://www.wikidata.org/entity/Q2029317,Principado de Mesquécia
http://www.wikidata.org/entity/Q12865136,Battle of Tulkitepe,http://www.wikidata.org/entity/Q1703449,Canato de Shaki
http://www.wikidata.org/entity/Q12865036,Battle of Teleti,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12865136,Battle of Tulkitepe,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12867265,Battle of the Hippus,http://www.wikidata.org/entity/Q178054,Alanos
http://www.wikidata.org/entity/Q12866500,Battle of Maltakva,http://www.wikidata.org/entity/Q1760473,Principality of Abkhazia
http://www.wikidata.org/entity/Q12849776,Battle of Şənbi-Qazan,http://www.wikidata.org/entity/Q866716,Jalayirids
http://www.wikidata.org/entity/Q12867260,Battle of Mukhrani,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12867313,Battle of Mchadijvari,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12867506,Battle of Nakhiduri,http://www.wikidata.org/entity/Q195972,Reino de Cártlia
http://www.wikidata.org/entity/Q12867260,Battle of Mukhrani,http://www.wikidata.org/entity/Q2029317,Principado de Mesquécia
http://www.wikidata.org/entity/Q12866500,Battle of Maltakva,http://www.wikidata.org/entity/Q2195101,Principality of Guria
http://www.wikidata.org/entity/Q12867260,Battle of Mukhrani,http://www.wikidata.org/entity/Q2195101,Principality of Guria
http://www.wikidata.org/entity/Q12866459,Battle of Matkhoji,http://www.wikidata.org/entity/Q282475,Reino de Cártlia-Cachétia
http://www.wikidata.org/entity/Q12867313,Battle of Mchadijvari,http://www.wikidata.org/entity/Q2450154,Canato Ávaro
http://www.wikidata.org/entity/Q12605729,Cerco de Ansi,http://www.wikidata.org/entity/Q712883,Yang Manchun
http://www.wikidata.org/entity/Q12866459,Battle of Matkhoji,http://www.wikidata.org/entity/Q2907860,Principality of Mingrelia
http://www.wikidata.org/entity/Q12866500,Battle of Maltakva,http://www.wikidata.org/entity/Q2907860,Principality of Mingrelia
http://www.wikidata.org/entity/Q12863307,Battle of Gogoreti,http://www.wikidata.org/entity/Q3652200,Gurians
http://www.wikidata.org/entity/Q12867260,Battle of Mukhrani,http://www.wikidata.org/entity/Q2907860,Principality of Mingrelia
http://www.wikidata.org/entity/Q12865036,Battle of Teleti,http://www.wikidata.org/entity/Q18234383,Império Safávida
http://www.wikidata.org/entity/Q12809451,Battle of Mount Armenia,http://www.wikidata.org/entity/Q1417344,Kayı tribe
http://www.wikidata.org/entity/Q12861926,Battle of Archaeopolis,http://www.wikidata.org/entity/Q83891,Império Sassânida
http://www.wikidata.org/entity/Q12591018,Battle of Dalbeol,http://www.wikidata.org/entity/Q125764349,Nak Geum
http://www.wikidata.org/entity/Q12867265,Battle of the Hippus,http://www.wikidata.org/entity/Q83891,Império Sassânida
http://www.wikidata.org/entity/Q12651299,Raid on Brandenburg,http://www.wikidata.org/entity/Q12548,Sacro Império Romano-Germânico
http://www.wikidata.org/entity/Q12584688,Battle of Gongsan Dongsu,http://www.wikidata.org/entity/Q698239,Later Baekje
http://www.wikidata.org/entity/Q12863307,Battle of Gogoreti,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q12747919,Battle of Ljubić,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q12864139,Battle of Enguri,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q12866500,Battle of Maltakva,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q12861926,Battle of Archaeopolis,http://www.wikidata.org/entity/Q12544,Império Bizantino
http://www.wikidata.org/entity/Q12625832,Battle of Hwangsan,http://www.wikidata.org/entity/Q378483,Taejo de Joseon
http://www.wikidata.org/entity/Q12864139,Battle of Enguri,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q12591018,Battle of Dalbeol,http://www.wikidata.org/entity/Q488209,Sinmu of Silla
http://www.wikidata.org/entity/Q12591018,Battle of Dalbeol,http://www.wikidata.org/entity/Q488408,Minae of Silla
http://www.wikidata.org/entity/Q12605729,Cerco de Ansi,http://www.wikidata.org/entity/Q28370,Koguryo
http://www.wikidata.org/entity/Q12866500,Battle of Maltakva,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q12867265,Battle of the Hippus,http://www.wikidata.org/entity/Q12544,Império Bizantino
http://www.wikidata.org/entity/Q12867260,Battle of Mukhrani,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q12867506,Battle of Nakhiduri,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q12809451,Battle of Mount Armenia,http://www.wikidata.org/entity/Q12544,Império Bizantino
http://www.wikidata.org/entity/Q12605729,Cerco de Ansi,http://www.wikidata.org/entity/Q9683,Dinastia Tang
http://www.wikidata.org/entity/Q12605729,Cerco de Ansi,http://www.wikidata.org/entity/Q9701,Taizong de Tang
http://www.wikidata.org/entity/Q12763257,Battle of Sečany,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q12835679,Battle of Almabulagi,http://www.wikidata.org/entity/Q555994,Confederação do Cordeiro Branco
http://www.wikidata.org/entity/Q12835679,Battle of Almabulagi,http://www.wikidata.org/entity/Q18234383,Império Safávida
http://www.wikidata.org/entity/Q15882115,Battle of Woerden,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q15977779,Battle of Bucov,http://www.wikidata.org/entity/Q10957559,Principado da Moldávia
http://www.wikidata.org/entity/Q16253753,Battle of Segré,http://www.wikidata.org/entity/Q71747,Ducado da Bretanha
http://www.wikidata.org/entity/Q16209451,Battle of Ctesiphon,http://www.wikidata.org/entity/Q83891,Império Sassânida
http://www.wikidata.org/entity/Q15977779,Battle of Bucov,http://www.wikidata.org/entity/Q172107,República das Duas Nações
http://www.wikidata.org/entity/Q15811479,Battle of Werbach,http://www.wikidata.org/entity/Q30251069,Oldenburgisch-Hanseatische Brigade
http://www.wikidata.org/entity/Q16200867,Battle of River Canard,http://www.wikidata.org/entity/Q174193,Reino Unido da Grã-Bretanha e Irlanda
http://www.wikidata.org/entity/Q16261959,Battle of Cheoin,http://www.wikidata.org/entity/Q16177703,Kim Yun-hu
http://www.wikidata.org/entity/Q16188024,Battle of Castellfollit,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q16208506,Battle of Carrhae,http://www.wikidata.org/entity/Q208404,Reino da Armênia
http://www.wikidata.org/entity/Q16208744,Battle of Sorel,http://www.wikidata.org/entity/Q135863,Algonquinos
http://www.wikidata.org/entity/Q16208744,Battle of Sorel,http://www.wikidata.org/entity/Q1421590,Confederação dos Iroqueses
http://www.wikidata.org/entity/Q16208754,Battle of the Lake of Two Mountains,http://www.wikidata.org/entity/Q1421590,Confederação dos Iroqueses
http://www.wikidata.org/entity/Q16261959,Battle of Cheoin,http://www.wikidata.org/entity/Q6794613,Saritai
http://www.wikidata.org/entity/Q16207176,Batalha de Gásni (1148),http://www.wikidata.org/entity/Q199443,Sultanato Gúrida
http://www.wikidata.org/entity/Q16207187,Batalha de Gásni (1151),http://www.wikidata.org/entity/Q199443,Sultanato Gúrida
http://www.wikidata.org/entity/Q16207292,Battle of the Harpasus,http://www.wikidata.org/entity/Q2022162,Reino de Pérgamo
http://www.wikidata.org/entity/Q16208744,Battle of Sorel,http://www.wikidata.org/entity/Q213396,Hurões
http://www.wikidata.org/entity/Q16208711,Battle of Badghis,http://www.wikidata.org/entity/Q12490507,Califado Rashidun
http://www.wikidata.org/entity/Q16207231,Batalha de Nixapur,http://www.wikidata.org/entity/Q12490507,Califado Rashidun
http://www.wikidata.org/entity/Q16207166,Batalha de Gásni (1117),http://www.wikidata.org/entity/Q249578,Império Gaznévida
http://www.wikidata.org/entity/Q16207176,Batalha de Gásni (1148),http://www.wikidata.org/entity/Q249578,Império Gaznévida
http://www.wikidata.org/entity/Q16207187,Batalha de Gásni (1151),http://www.wikidata.org/entity/Q249578,Império Gaznévida
http://www.wikidata.org/entity/Q15895729,Battle of Martorell,http://www.wikidata.org/entity/Q1233672,Condado de Barcelona
http://www.wikidata.org/entity/Q16209451,Battle of Ctesiphon,http://www.wikidata.org/entity/Q5747,Palmira
http://www.wikidata.org/entity/Q15895729,Battle of Martorell,http://www.wikidata.org/entity/Q1514510,Condado de Urgel
http://www.wikidata.org/entity/Q16081607,Q16081607,http://www.wikidata.org/entity/Q290786,Estêvão Dragutino
http://www.wikidata.org/entity/Q16207166,Batalha de Gásni (1117),http://www.wikidata.org/entity/Q3708094,Império Seljúcida
http://www.wikidata.org/entity/Q16208744,Battle of Sorel,http://www.wikidata.org/entity/Q497568,Innu people
http://www.wikidata.org/entity/Q16145135,Battle of El Albujón,http://www.wikidata.org/entity/Q179876,Reino da Inglaterra
http://www.wikidata.org/entity/Q16208744,Battle of Sorel,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q16208754,Battle of the Lake of Two Mountains,http://www.wikidata.org/entity/Q70972,Reino da França
http://www.wikidata.org/entity/Q16209451,Battle of Ctesiphon,http://www.wikidata.org/entity/Q2277,Império Romano
http://www.wikidata.org/entity/Q16208711,Battle of Badghis,http://www.wikidata.org/entity/Q769552,Casa de Carano
http://www.wikidata.org/entity/Q16207231,Batalha de Nixapur,http://www.wikidata.org/entity/Q769552,Casa de Carano
http://www.wikidata.org/entity/Q16208506,Battle of Carrhae,http://www.wikidata.org/entity/Q83891,Império Sassânida
http://www.wikidata.org/entity/Q16145135,Battle of El Albujón,http://www.wikidata.org/entity/Q2872277,Austracista
http://www.wikidata.org/entity/Q16188024,Battle of Castellfollit,http://www.wikidata.org/entity/Q15581,Principado da Catalunha
http://www.wikidata.org/entity/Q16081607,Q16081607,http://www.wikidata.org/entity/Q73810,Estêvão Uroš I
http://www.wikidata.org/entity/Q16207292,Battle of the Harpasus,http://www.wikidata.org/entity/Q93180,Império Selêucida
http://www.wikidata.org/entity/Q15895729,Battle of Martorell,http://www.wikidata.org/entity/Q652275,County of Cerdanya
http://www.wikidata.org/entity/Q15895729,Battle of Martorell,http://www.wikidata.org/entity/Q75613,Império Almorávida
http://www.wikidata.org/entity/Q16145135,Battle of El Albujón,http://www.wikidata.org/entity/Q5732101,Bourbonists
http://www.wikidata.org/entity/Q15908732,Battle of the Choloki,http://www.wikidata.org/entity/Q34266,Império Russo
http://www.wikidata.org/entity/Q15908732,Battle of the Choloki,http://www.wikidata.org/entity/Q12560,Império Otomano
http://www.wikidata.org/entity/Q16262987,Siege of Smolensk,http://www.wikidata.org/entity/Q49683,Grão-Ducado da Lituânia
http://www.wikidata.org/entity/Q15972095,Battle of Dormelles,http://www.wikidata.org/entity/Q91329095,Kingdom of Burgundy
http://www.wikidata.org/entity/Q15972096,Battle of Étampes,http://www.wikidata.org/entity/Q91329095,Kingdom of Burgundy
http://www.wikidata.org/entity/Q16200867,Battle of River Canard,http://www.wikidata.org/entity/Q30,Estados Unidos
http://www.wikidata.org/entity/Q15844349,Battle at Brůdek,http://www.wikidata.org/entity/Q12548,Sacro Império Romano-Germânico
http://www.wikidata.org/entity/Q15980725,Skirmish of Todos Santos,http://www.wikidata.org/entity/Q30,Estados Unidos
