conflict,conflictLabel,participant,participantLabel
http://www.wikidata.org/entity/Q112942947,witchcraft investigation of Cristeane Jak,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942940,witchcraft investigation of James Kilgour,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942945,witchcraft investigation of James Chalmer,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942934,witchcraft investigation of Unknown Fischearis Docter,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942936,witchcraft investigation of Margaret Mowbray,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942944,witchcraft investigation of Jonet Curchan,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942939,witchcraft investigation of Unknown Lyvelyke,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112942937,witchcraft investigation of Unknown Dowglass,http://www.wikidata.org/entity/Q43914831,Haliburton
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912470,Thomas Hunter
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912480,Alexander Scott
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912477,Alexander Guthrie
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912474,James Keith
http://www.wikidata.org/entity/Q112969418,witchcraft investigation of Margaret Young,http://www.wikidata.org/entity/Q43911859,Ephraim Melville
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912484,David Dickson
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912482,Thomas Guthrie
http://www.wikidata.org/entity/Q112969425,witchcraft investigation of Margaret Wallace,http://www.wikidata.org/entity/Q43915963,Gabriel Cuningham
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912412,George Orme
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912409,Mitchell Balfour
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912589,Gavin Adamson
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912585,Mitchell Ramsay
http://www.wikidata.org/entity/Q112969424,witchcraft investigation of Bessie Duncan,http://www.wikidata.org/entity/Q43912571,Sir John Ayton of that Ilk
http://www.wikidata.org/entity/Q112942938,witchcraft investigation of Cristeane Incheot,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942935,witchcraft investigation of James Ochterlonyes,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942942,witchcraft investigation of Effie Roger,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942943,witchcraft investigation of Cristeane Johnnestoun,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942946,witchcraft investigation of Catherine Campbell,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942947,witchcraft investigation of Cristeane Jak,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942940,witchcraft investigation of James Kilgour,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942945,witchcraft investigation of James Chalmer,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942934,witchcraft investigation of Unknown Fischearis Docter,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942936,witchcraft investigation of Margaret Mowbray,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942944,witchcraft investigation of Jonet Curchan,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942939,witchcraft investigation of Unknown Lyvelyke,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112942937,witchcraft investigation of Unknown Dowglass,http://www.wikidata.org/entity/Q43914838,Johnne Hailis
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912473,David Hunter of Burnside
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912466,Patrick Cairncross
http://www.wikidata.org/entity/Q112969422,witchcraft investigation of Issobell Smith,http://www.wikidata.org/entity/Q43912675,Gideon Guthrie
http://www.wikidata.org/entity/Q112969418,witchcraft investigation of Margaret Young,http://www.wikidata.org/entity/Q43911882,Thomas Wilson
http://www.wikidata.org/entity/Q112969418,witchcraft investigation of Margaret Young,http://www.wikidata.org/entity/Q43911877,John Hart
http://www.wikidata.org/entity/Q112969418,witchcraft investigation of Margaret Young,http://www.wikidata.org/entity/Q43911879,Edward Little
http://www.wikidata.org/entity/Q112942938,witchcraft investigation of Cristeane Incheot,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942935,witchcraft investigation of James Ochterlonyes,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942942,witchcraft investigation of Effie Roger,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942943,witchcraft investigation of Cristeane Johnnestoun,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942946,witchcraft investigation of Catherine Campbell,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942947,witchcraft investigation of Cristeane Jak,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942940,witchcraft investigation of James Kilgour,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942945,witchcraft investigation of James Chalmer,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942934,witchcraft investigation of Unknown Fischearis Docter,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942936,witchcraft investigation of Margaret Mowbray,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942944,witchcraft investigation of Jonet Curchan,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942939,witchcraft investigation of Unknown Lyvelyke,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942937,witchcraft investigation of Unknown Dowglass,http://www.wikidata.org/entity/Q43914828,David Graham
http://www.wikidata.org/entity/Q112942938,witchcraft investigation of Cristeane Incheot,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942935,witchcraft investigation of James Ochterlonyes,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942942,witchcraft investigation of Effie Roger,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942943,witchcraft investigation of Cristeane Johnnestoun,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942946,witchcraft investigation of Catherine Campbell,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942947,witchcraft investigation of Cristeane Jak,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942940,witchcraft investigation of James Kilgour,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942945,witchcraft investigation of James Chalmer,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942934,witchcraft investigation of Unknown Fischearis Docter,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942936,witchcraft investigation of Margaret Mowbray,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942944,witchcraft investigation of Jonet Curchan,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942939,witchcraft investigation of Unknown Lyvelyke,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112942937,witchcraft investigation of Unknown Dowglass,http://www.wikidata.org/entity/Q18756797,"James Ogilvy, 5th Lord Ogilvy of Airlie"
http://www.wikidata.org/entity/Q112895699,the witchcraft investigation of Margaret Oliver,http://www.wikidata.org/entity/Q43914238,John Blair
http://www.wikidata.org/entity/Q112895598,witchcraft investigation of Bessie Thom,http://www.wikidata.org/entity/Q43911679,James Stewart
http://www.wikidata.org/entity/Q112895599,witchcraft investigation of Issobel Barroun,http://www.wikidata.org/entity/Q43911679,James Stewart
http://www.wikidata.org/entity/Q112895596,witchcraft investigation of Johnnet Wischert,http://www.wikidata.org/entity/Q43911679,James Stewart
http://www.wikidata.org/entity/Q112895699,the witchcraft investigation of Margaret Oliver,http://www.wikidata.org/entity/Q43914263,James Johnston
http://www.wikidata.org/entity/Q112895597,witchcraft investigation of Thomas Leyis,http://www.wikidata.org/entity/Q43912415,William Reid
http://www.wikidata.org/entity/Q112895591,witchcraft investigation of Elizabeth Maxwell,http://www.wikidata.org/entity/Q43913682,John Burgess
http://www.wikidata.org/entity/Q112895591,witchcraft investigation of Elizabeth Maxwell,http://www.wikidata.org/entity/Q43913680,Robert Richardson
http://www.wikidata.org/entity/Q112895700,the witchcraft investigation of Margaret Whyte,http://www.wikidata.org/entity/Q43910625,David Murray
http://www.wikidata.org/entity/Q112895591,witchcraft investigation of Elizabeth Maxwell,http://www.wikidata.org/entity/Q43913672,Thomas Ferguson
http://www.wikidata.org/entity/Q112895697,the witchcraft investigation of Margaret Pringle,http://www.wikidata.org/entity/Q43912061,John Harper
http://www.wikidata.org/entity/Q112895573,witchcraft investigation of Helen Andrew,http://www.wikidata.org/entity/Q43910966,John Munro
http://www.wikidata.org/entity/Q112895573,witchcraft investigation of Helen Andrew,http://www.wikidata.org/entity/Q43910971,John Munro
http://www.wikidata.org/entity/Q112895574,witchcraft investigation of Jannet Pyper,http://www.wikidata.org/entity/Q43910966,John Munro
http://www.wikidata.org/entity/Q112895574,witchcraft investigation of Jannet Pyper,http://www.wikidata.org/entity/Q43910971,John Munro
http://www.wikidata.org/entity/Q112895575,witchcraft investigation of Margaret Oisone,http://www.wikidata.org/entity/Q43910966,John Munro
http://www.wikidata.org/entity/Q112895575,witchcraft investigation of Margaret Oisone,http://www.wikidata.org/entity/Q43910971,John Munro
http://www.wikidata.org/entity/Q112895576,witchcraft investigation of Margaret Nin Gilbert,http://www.wikidata.org/entity/Q43910966,John Munro
http://www.wikidata.org/entity/Q112895576,witchcraft investigation of Margaret Nin Gilbert,http://www.wikidata.org/entity/Q43910971,John Munro
http://www.wikidata.org/entity/Q112895573,witchcraft investigation of Helen Andrew,http://www.wikidata.org/entity/Q43910975,Hector Munro
http://www.wikidata.org/entity/Q112895574,witchcraft investigation of Jannet Pyper,http://www.wikidata.org/entity/Q43910975,Hector Munro
http://www.wikidata.org/entity/Q112895575,witchcraft investigation of Margaret Oisone,http://www.wikidata.org/entity/Q43910975,Hector Munro
http://www.wikidata.org/entity/Q112895576,witchcraft investigation of Margaret Nin Gilbert,http://www.wikidata.org/entity/Q43910975,Hector Munro
http://www.wikidata.org/entity/Q112895699,the witchcraft investigation of Margaret Oliver,http://www.wikidata.org/entity/Q43914412,John Cairns
http://www.wikidata.org/entity/Q112895567,witchcraft investigation of Catharine Veitch,http://www.wikidata.org/entity/Q43916228,Alexander Borthwick
http://www.wikidata.org/entity/Q112895697,the witchcraft investigation of Margaret Pringle,http://www.wikidata.org/entity/Q43912063,William Dundas
http://www.wikidata.org/entity/Q112895698,the witchcraft investigation of Janet Thomesone,http://www.wikidata.org/entity/Q43916228,Alexander Borthwick
http://www.wikidata.org/entity/Q112895699,the witchcraft investigation of Margaret Oliver,http://www.wikidata.org/entity/Q43916228,Alexander Borthwick
http://www.wikidata.org/entity/Q112895573,witchcraft investigation of Helen Andrew,http://www.wikidata.org/entity/Q43910959,William Innes
http://www.wikidata.org/entity/Q112895574,witchcraft investigation of Jannet Pyper,http://www.wikidata.org/entity/Q43910959,William Innes
http://www.wikidata.org/entity/Q112895575,witchcraft investigation of Margaret Oisone,http://www.wikidata.org/entity/Q43910959,William Innes
http://www.wikidata.org/entity/Q112895576,witchcraft investigation of Margaret Nin Gilbert,http://www.wikidata.org/entity/Q43910959,William Innes
http://www.wikidata.org/entity/Q112895591,witchcraft investigation of Elizabeth Maxwell,http://www.wikidata.org/entity/Q43913666,Thomas Ramsay
http://www.wikidata.org/entity/Q112895697,the witchcraft investigation of Margaret Pringle,http://www.wikidata.org/entity/Q43912056,Sandilands
http://www.wikidata.org/entity/Q112895589,witchcraft investigation of James Findlaw,http://www.wikidata.org/entity/Q43914799,David MacGill
http://www.wikidata.org/entity/Q112895573,witchcraft investigation of Helen Andrew,http://www.wikidata.org/entity/Q43910969,Alexander Gibson
http://www.wikidata.org/entity/Q112895574,witchcraft investigation of Jannet Pyper,http://www.wikidata.org/entity/Q43910969,Alexander Gibson
http://www.wikidata.org/entity/Q112895575,witchcraft investigation of Margaret Oisone,http://www.wikidata.org/entity/Q43910969,Alexander Gibson
http://www.wikidata.org/entity/Q112895576,witchcraft investigation of Margaret Nin Gilbert,http://www.wikidata.org/entity/Q43910969,Alexander Gibson
http://www.wikidata.org/entity/Q112895697,the witchcraft investigation of Margaret Pringle,http://www.wikidata.org/entity/Q43915047,James Cochrane
