conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window;mapped_country_qid;mapped_iso3
Q3883979;Operation Konrad;Q28;Hungria;1945-01-01T00:00:00Z;Q645883;all
Q3916310;Battle of Udycz;Q2576045;Little Tartary;1606-01-28T00:00:00Z;Q645883;all
Q3950956;Battle of Qatwan;Q862304;Canato Caraquitai;1141-09-16T00:00:00Z;Q645883;all
Q388689;Battle of York;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1813-04-27T00:00:00Z;Q645883;all
Q3916310;Battle of Udycz;Q172107;República das Duas Nações;1606-01-28T00:00:00Z;Q645883;all
Q3950956;Battle of Qatwan;Q928936;Kakuyids;1141-09-16T00:00:00Z;Q645883;all
Q385604;Batalha de Dara;Q943191;Lakhmidas;0530-06-01T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q12544;Império Bizantino;1148-07-28T00:00:00Z;Q645883;all
Q3883998;Battle of Riva Ridge;Q30;Estados Unidos;1945-02-18T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q889;Afeganistão;2009-03-14T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q12548;Sacro Império Romano-Germânico;1148-07-28T00:00:00Z;Q645883;all
Q392121;Batalha de Fehmarn (1644);Q62651;Reino da Dinamarca e Noruega;1644-10-13T00:00:00Z;Q645883;all
Q396501;Battle of Lehola;Q49540;Povo letão;1215-01-01T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q3340513;Nicolas Le Nen;2009-03-14T00:00:00Z;Q645883;all
Q3938040;Revolt of Sacrovir;Q273854;Gauleses;0021-01-01T00:00:00Z;Q645883;all
Q383614;Batalha de Kohima;Q145;Reino Unido;1944-01-01T00:00:00Z;Q645883;all
Q3883998;Battle of Riva Ridge;Q155;Brasil;1945-02-18T00:00:00Z;Q645883;all
Q3866914;Battle of Katia;Q12560;Império Otomano;1916-04-23T00:00:00Z;Q645883;all
Q3938023;Hehe revolt;Q43287;Império Alemão;1891-07-01T00:00:00Z;Q645883;all
Q385820;Ocupação francesa da Tunísia;Q70802;Terceira República Francesa;1881-04-24T00:00:00Z;Q645883;all
Q3883961;Operação Golden Pheasant;Q4407531;Exército Popular Sandinista;1988-01-01T00:00:00Z;Q645883;all
Q390286;Batalha de Villaviciosa;Q161885;Reino da Grã-Bretanha;1710-12-10T00:00:00Z;Q645883;all
Q393299;Batalha de Vimy;Q43287;Império Alemão;1917-04-09T00:00:00Z;Q645883;all
Q385677;Batalha de Myeongnyang;Q28179;Dinastia Joseon;1597-10-26T00:00:00Z;Q645883;all
Q399482;Cerco de Constantinopla (674–678);Q12544;Império Bizantino;0674-01-01T00:00:00Z;Q645883;all
Q392121;Batalha de Fehmarn (1644);Q34;Suécia;1644-10-13T00:00:00Z;Q645883;all
Q386578;Primeira Batalha de Bedríaco;Q1747689;Roma Antiga;0069-04-12T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q317797;Gulbuddin Hekmatyar;2009-03-14T00:00:00Z;Q645883;all
Q396501;Battle of Lehola;Q690126;Livonians;1215-01-01T00:00:00Z;Q645883;all
Q384729;Segunda Batalha de Clúsio;Q309155;optimates;-0081-01-01T00:00:00Z;Q645883;all
Q388581;Segunda Batalha de Gaza;Q12560;Império Otomano;1917-04-17T00:00:00Z;Q645883;all
Q3883961;Operação Golden Pheasant;Q9212;Exército dos Estados Unidos;1988-01-01T00:00:00Z;Q645883;all
Q390693;Battle of Scimitar Hill;Q12560;Império Otomano;1915-08-21T00:00:00Z;Q645883;all
Q3950956;Battle of Qatwan;Q3708094;Império Seljúcida;1141-09-16T00:00:00Z;Q645883;all
Q393299;Batalha de Vimy;Q16;Canadá;1917-04-09T00:00:00Z;Q645883;all
Q392538;Batalha de Zalaca;Q217177;Taifa;1086-10-23T00:00:00Z;Q645883;all
Q3910855;Capture of Lepanto;Q12560;Império Otomano;1603-05-01T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q187549;Ordem de São João;1148-07-28T00:00:00Z;Q645883;all
Q388581;Segunda Batalha de Gaza;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1917-04-17T00:00:00Z;Q645883;all
Q3938023;Hehe revolt;Q1261861;Povo hehe;1891-07-01T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q70972;Reino da França;1148-07-28T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q30;Estados Unidos;2009-03-14T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q189545;Zengidas;1148-07-28T00:00:00Z;Q645883;all
Q385604;Batalha de Dara;Q733668;Gassânidas;0530-06-01T00:00:00Z;Q645883;all
Q390693;Battle of Scimitar Hill;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1915-08-21T00:00:00Z;Q645883;all
Q388689;Battle of York;Q30;Estados Unidos;1813-04-27T00:00:00Z;Q645883;all
Q3884025;Batalha de Garfagnana;Q30;Estados Unidos;1944-12-26T00:00:00Z;Q645883;all
Q385604;Batalha de Dara;Q83891;Império Sassânida;0530-06-01T00:00:00Z;Q645883;all
Q385677;Batalha de Myeongnyang;Q17;Japão;1597-10-26T00:00:00Z;Q645883;all
Q387238;Battle of Tlatelolco;Q794210;Tríplice Aliança Asteca;1473-01-01T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q65153227;Nicolas Belda;2009-03-14T00:00:00Z;Q645883;all
Q389349;Batalha do Buçaco;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1810-09-27T00:00:00Z;Q645883;all
Q385604;Batalha de Dara;Q110296063;Cadiseni;0530-06-01T00:00:00Z;Q645883;all
Q3944397;Batalha de Fornovo di Taro;Q30;Estados Unidos;1945-04-26T00:00:00Z;Q645883;all
Q3849563;Cerco de Jerusalém (1244);Q63135869;Império Aiúbida;1244-07-22T00:00:00Z;Q645883;all
Q3883998;Battle of Riva Ridge;Q7318;Alemanha Nazi;1945-02-18T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q693980;Ducado da Suábia;1148-07-28T00:00:00Z;Q645883;all
Q396501;Battle of Lehola;Q157605;Irmãos Livônios da Espada;1215-01-01T00:00:00Z;Q645883;all
Q3921577;First Battle of Cobadin;Q12560;Império Otomano;1916-09-17T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q2294218;Buridas;1148-07-28T00:00:00Z;Q645883;all
Q399482;Cerco de Constantinopla (674–678);Q8575586;Califado Omíada;0674-01-01T00:00:00Z;Q645883;all
Q3883979;Operation Konrad;Q7318;Alemanha Nazi;1945-01-01T00:00:00Z;Q645883;all
Q392538;Batalha de Zalaca;Q75613;Império Almorávida;1086-10-23T00:00:00Z;Q645883;all
Q3950956;Battle of Qatwan;Q494354;Canato Caracânida;1141-09-16T00:00:00Z;Q645883;all
Q387238;Battle of Tlatelolco;Q796925;Tlatelolco;1473-01-01T00:00:00Z;Q645883;all
Q383614;Batalha de Kohima;Q188712;Império do Japão;1944-01-01T00:00:00Z;Q645883;all
Q385604;Batalha de Dara;Q45813;Hunos;0530-06-01T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q42418;Taliban;2009-03-14T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q142;França;2009-03-14T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q55502;Reino de Jerusalém;1148-07-28T00:00:00Z;Q645883;all
Q385604;Batalha de Dara;Q220643;Hérulos;0530-06-01T00:00:00Z;Q645883;all
Q3893040;Damadola airstrike;Q37230;Agência Central de Inteligência;2006-01-13T00:00:00Z;Q645883;all
Q393299;Batalha de Vimy;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1917-04-09T00:00:00Z;Q645883;all
Q385604;Batalha de Dara;Q12544;Império Bizantino;0530-06-01T00:00:00Z;Q645883;all
Q384729;Segunda Batalha de Clúsio;Q271108;Populares;-0081-01-01T00:00:00Z;Q645883;all
Q3921576;First Battle of Agordat;Q3125368;Sudão Mahdista;1890-06-27T00:00:00Z;Q645883;all
Q3910855;Capture of Lepanto;Q187549;Ordem de São João;1603-05-01T00:00:00Z;Q645883;all
Q382967;Cerco de Damasco;Q157070;Condado da Flandres;1148-07-28T00:00:00Z;Q645883;all
Q3883977;Q3883977;Q349511;Forças Armadas da Itália;2006-08-28T00:00:00Z;Q645883;all
Q3884025;Batalha de Garfagnana;Q145;Reino Unido;1944-12-26T00:00:00Z;Q645883;all
Q392213;Batalha de Orleães;Q70972;Reino da França;1428-10-30T00:00:00Z;Q645883;all
Q3953971;Second Battle of Kut;Q12560;Império Otomano;1917-02-23T00:00:00Z;Q645883;all
Q3921580;Primeira Batalha de Passchendaele;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1917-10-12T00:00:00Z;Q645883;all
Q3921576;First Battle of Agordat;Q172579;Reino da Itália;1890-06-27T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q3118084;Kapisa Combined Arms Battle Group;2009-03-14T00:00:00Z;Q645883;all
Q387359;Red Flag exercise;Q30;Estados Unidos;;Q645883;all
Q389932;Battle of Messines;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1914-10-12T00:00:00Z;Q645883;all
Q3938040;Revolt of Sacrovir;Q2277;Império Romano;0021-01-01T00:00:00Z;Q645883;all
Q3952697;Battle of Villa Glori;Q170174;Estados Papais;1867-10-23T00:00:00Z;Q645883;all
Q385546;Battle of Alasay;Q3135107;Hezb-e Islami Gulbuddin;2009-03-14T00:00:00Z;Q645883;all
Q39359326;Exercise Pitch Black 2002;Q823635;Força Aérea Real Australiana;2002-07-27T00:00:00Z;Q645883;all
Q39359326;Exercise Pitch Black 2002;Q2002451;Força Aérea de Singapura;2002-07-27T00:00:00Z;Q645883;all
Q39359326;Exercise Pitch Black 2002;Q1304002;Força Aérea da Indonésia;2002-07-27T00:00:00Z;Q645883;all
Q39355706;Exercise Pitch Black 2006;Q408;Austrália;2006-07-31T00:00:00Z;Q645883;all
Q3953976;Second Battle of Villers-Bretonneux;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1918-04-25T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q580556;Real Força Aérea Neerlandesa;2016-07-29T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q275488;Forças de Autodefesa do Japão;2016-10-30T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q491478;III Marine Expeditionary Force;2016-10-30T00:00:00Z;Q645883;all
Q39357656;Exercise Pitch Black 2014;Q820827;Exército do Ar Francês;2014-08-01T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q830305;Força Aérea de Autodefesa do Japão;2016-10-30T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11166942;Ground Staff Office;2016-10-30T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11171354;Maritime Staff Office;2016-10-30T00:00:00Z;Q645883;all
Q39357656;Exercise Pitch Black 2014;Q823635;Força Aérea Real Australiana;2014-08-01T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q889751;Força Terrestre de Autodefesa do Japão;2016-10-30T00:00:00Z;Q645883;all
Q39081010;Battle of El Manzano;Q298;Chile;1880-12-27T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11175836;Air Staff Office;2016-10-30T00:00:00Z;Q645883;all
Q39356102;Exercise Pitch Black 2008;Q408;Austrália;2008-06-06T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q17228627;Sasebo District Force;2016-10-30T00:00:00Z;Q645883;all
Q39356811;Exercise Pitch Black 2010;Q2002451;Força Aérea de Singapura;2010-07-16T00:00:00Z;Q645883;all
Q39081822;Siege of Merv;Q12557;Império Mongol;1221-04-01T00:00:00Z;Q645883;all
Q39357143;Exercise Pitch Black 2012;Q11223;Força Aérea dos Estados Unidos;2012-07-27T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q56013;Luftwaffe;2016-07-29T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q820827;Exército do Ar Francês;2016-07-29T00:00:00Z;Q645883;all
Q3966454;Mujahid's invasion of Sardinia;Q174306;República de Gênova;1014-01-01T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q5061758;Central Readiness Force;2016-10-30T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q6981817;Naval Forces Japan;2016-10-30T00:00:00Z;Q645883;all
Q39357143;Exercise Pitch Black 2012;Q2002451;Força Aérea de Singapura;2012-07-27T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q823635;Força Aérea Real Australiana;2016-07-29T00:00:00Z;Q645883;all
Q39358887;Exercise Pitch Black 2004;Q820827;Exército do Ar Francês;2004-07-19T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11268441;Self-Defense Fleet;2016-10-30T00:00:00Z;Q645883;all
Q39357143;Exercise Pitch Black 2012;Q1304002;Força Aérea da Indonésia;2012-07-27T00:00:00Z;Q645883;all
Q39358887;Exercise Pitch Black 2004;Q823635;Força Aérea Real Australiana;2004-07-19T00:00:00Z;Q645883;all
Q39357656;Exercise Pitch Black 2014;Q11223;Força Aérea dos Estados Unidos;2014-08-01T00:00:00Z;Q645883;all
Q39050091;Battle of Lahira;Q33296;Império Mogol;1634-10-15T00:00:00Z;Q645883;all
Q39087104;Spanish conquest of Nicaragua;Q766543;Monarquia Hispânica;;Q645883;all
Q38428702;Keen Sword 17;Q1062935;United States Forces Japan;2016-10-30T00:00:00Z;Q645883;all
Q39356811;Exercise Pitch Black 2010;Q542164;Força Aérea Real da Nova Zelândia;2010-07-16T00:00:00Z;Q645883;all
Q39357656;Exercise Pitch Black 2014;Q2002451;Força Aérea de Singapura;2014-08-01T00:00:00Z;Q645883;all
Q39356102;Exercise Pitch Black 2008;Q833;Malásia;2008-06-06T00:00:00Z;Q645883;all
Q3966454;Mujahid's invasion of Sardinia;Q2723760;Giudicato of Gallura;1014-01-01T00:00:00Z;Q645883;all
Q38251362;Battle of Pianosa;Q899359;Piratas da Barbária;1519-04-25T00:00:00Z;Q645883;all
Q39050091;Battle of Lahira;Q3192661;Kangra-Lambagraon;1634-10-15T00:00:00Z;Q645883;all
Q39357656;Exercise Pitch Black 2014;Q2556685;United Arab Emirates Air Force;2014-08-01T00:00:00Z;Q645883;all
Q39356811;Exercise Pitch Black 2010;Q404766;Força Aérea Real Tailandesa;2010-07-16T00:00:00Z;Q645883;all
Q39357143;Exercise Pitch Black 2012;Q542164;Força Aérea Real da Nova Zelândia;2012-07-27T00:00:00Z;Q645883;all
Q39355706;Exercise Pitch Black 2006;Q30;Estados Unidos;2006-07-31T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q11223;Força Aérea dos Estados Unidos;2016-07-29T00:00:00Z;Q645883;all
Q3966448;Venetian expeditions to the Dardanelles;Q12560;Império Otomano;1654-01-01T00:00:00Z;Q645883;all
Q39355706;Exercise Pitch Black 2006;Q869;Tailândia;2006-07-31T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q25456;Força Aérea Real do Canadá;2016-07-29T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q5371121;Joint Staff Office;2016-10-30T00:00:00Z;Q645883;all
Q39050091;Battle of Lahira;Q117273360;Akal Sena;1634-10-15T00:00:00Z;Q645883;all
Q39357143;Exercise Pitch Black 2012;Q404766;Força Aérea Real Tailandesa;2012-07-27T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q2002451;Força Aérea de Singapura;2016-07-29T00:00:00Z;Q645883;all
Q39356102;Exercise Pitch Black 2008;Q30;Estados Unidos;2008-06-06T00:00:00Z;Q645883;all
Q3966443;Borjes expedition;Q16144978;bandit;1861-09-14T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q1304002;Força Aérea da Indonésia;2016-07-29T00:00:00Z;Q645883;all
Q39357656;Exercise Pitch Black 2014;Q542164;Força Aérea Real da Nova Zelândia;2014-08-01T00:00:00Z;Q645883;all
Q39356102;Exercise Pitch Black 2008;Q869;Tailândia;2008-06-06T00:00:00Z;Q645883;all
Q39359326;Exercise Pitch Black 2002;Q11218;Corpo de Fuzileiros Navais dos Estados Unidos;2002-07-27T00:00:00Z;Q645883;all
Q38251362;Battle of Pianosa;Q174306;República de Gênova;1519-04-25T00:00:00Z;Q645883;all
Q39358887;Exercise Pitch Black 2004;Q2002451;Força Aérea de Singapura;2004-07-19T00:00:00Z;Q645883;all
Q3966454;Mujahid's invasion of Sardinia;Q1365493;República de Pisa;1014-01-01T00:00:00Z;Q645883;all
Q3966454;Mujahid's invasion of Sardinia;Q252323;Taifa de Dénia;1014-01-01T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11613045;JSDF Central Hospital;2016-10-30T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11613081;JSDF Cyber Defense Command;2016-10-30T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11613870;Air Support Command;2016-10-30T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q11613908;Air Defense Command;2016-10-30T00:00:00Z;Q645883;all
Q3966454;Mujahid's invasion of Sardinia;Q1761381;Giudicato of Logudoro;1014-01-01T00:00:00Z;Q645883;all
Q39357656;Exercise Pitch Black 2014;Q404766;Força Aérea Real Tailandesa;2014-08-01T00:00:00Z;Q645883;all
Q3966448;Venetian expeditions to the Dardanelles;Q4948;República de Veneza;1654-01-01T00:00:00Z;Q645883;all
Q39079186;Syrian Peasant Revolt;Q201190;palestinianos;1834-01-01T00:00:00Z;Q645883;all
Q3966454;Mujahid's invasion of Sardinia;Q2297073;Julgado de Cagliari;1014-01-01T00:00:00Z;Q645883;all
Q3966451;Expedição punitiva de Benin;Q723992;Harry Rawson;1897-02-09T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q542164;Força Aérea Real da Nova Zelândia;2016-07-29T00:00:00Z;Q645883;all
Q3953973;Second Defensive Battle at the Don;Q15180;União Soviética;1942-12-11T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q2817902;Quinta Força Aérea;2016-10-30T00:00:00Z;Q645883;all
Q39355706;Exercise Pitch Black 2006;Q145;Reino Unido;2006-07-31T00:00:00Z;Q645883;all
Q39081010;Battle of El Manzano;Q419;Peru;1880-12-27T00:00:00Z;Q645883;all
Q38251286;Battle of Capo d'Orso;Q70972;Reino da França;1528-05-08T00:00:00Z;Q645883;all
Q3966454;Mujahid's invasion of Sardinia;Q1241847;Judicate of Arborea;1014-01-01T00:00:00Z;Q645883;all
Q39356102;Exercise Pitch Black 2008;Q142;França;2008-06-06T00:00:00Z;Q645883;all
Q39358294;Exercise Pitch Black 2016;Q404766;Força Aérea Real Tailandesa;2016-07-29T00:00:00Z;Q645883;all
Q3953973;Second Defensive Battle at the Don;Q172579;Reino da Itália;1942-12-11T00:00:00Z;Q645883;all
Q39359326;Exercise Pitch Black 2002;Q542164;Força Aérea Real da Nova Zelândia;2002-07-27T00:00:00Z;Q645883;all
Q39358887;Exercise Pitch Black 2004;Q404766;Força Aérea Real Tailandesa;2004-07-19T00:00:00Z;Q645883;all
Q39079186;Syrian Peasant Revolt;Q491507;Egito Otomano;1834-01-01T00:00:00Z;Q645883;all
Q39356811;Exercise Pitch Black 2010;Q823635;Força Aérea Real Australiana;2010-07-16T00:00:00Z;Q645883;all
Q39355706;Exercise Pitch Black 2006;Q334;Singapura;2006-07-31T00:00:00Z;Q645883;all
Q39359326;Exercise Pitch Black 2002;Q404766;Força Aérea Real Tailandesa;2002-07-27T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q2915133;Defense Intelligence Headquarters;2016-10-30T00:00:00Z;Q645883;all
Q39081822;Siege of Merv;Q63134381;Império Corásmio;1221-04-01T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q38429575;Self Defence Forces Kure Hospital;2016-10-30T00:00:00Z;Q645883;all
Q3966443;Borjes expedition;Q172579;Reino da Itália;1861-09-14T00:00:00Z;Q645883;all
Q3966451;Expedição punitiva de Benin;Q5035195;Cape of Good Hope Station;1897-02-09T00:00:00Z;Q645883;all
Q39357143;Exercise Pitch Black 2012;Q823635;Força Aérea Real Australiana;2012-07-27T00:00:00Z;Q645883;all
Q3966447;Germanicus's expedition into Germania;Q22633;Germanos;0014-01-01T00:00:00Z;Q645883;all
Q3966447;Germanicus's expedition into Germania;Q2277;Império Romano;0014-01-01T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q731647;Força Marítima de Autodefesa do Japão;2016-10-30T00:00:00Z;Q645883;all
Q39356102;Exercise Pitch Black 2008;Q334;Singapura;2008-06-06T00:00:00Z;Q645883;all
Q39356102;Exercise Pitch Black 2008;Q7184;Organização do Tratado do Atlântico Norte;2008-06-06T00:00:00Z;Q645883;all
Q38251286;Battle of Capo d'Orso;Q766543;Monarquia Hispânica;1528-05-08T00:00:00Z;Q645883;all
Q38428702;Keen Sword 17;Q484950;Sétima Frota dos Estados Unidos;2016-10-30T00:00:00Z;Q645883;all
Q4087383;Battle of Martinići;Q7197340;Piperi clan;1796-07-02T00:00:00Z;Q645883;all
Q4087383;Battle of Martinići;Q3324486;Principado-Bispado de Montenegro;1796-07-02T00:00:00Z;Q645883;all
Q4087398;Q4087398;Q323256;Tarnogród Confederation;1715-10-08T00:00:00Z;Q645883;all
Q4087412;Battle of Balkh;Q45310;Império Safárida;0900-01-01T00:00:00Z;Q645883;all
Q4087362;Battle of Bila Tserkva;Q172107;República das Duas Nações;1651-09-24T00:00:00Z;Q645883;all
Q4087378;Battle of Langemarck;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1917-01-01T00:00:00Z;Q645883;all
Q4087382;Battle of Ładyżyn;Q1076173;Cossacos zaporojianos;1672-07-18T00:00:00Z;Q645883;all
Q4087379;Battle of Kalnik;Q1076173;Cossacos zaporojianos;1671-10-21T00:00:00Z;Q645883;all
Q4028035;1st Sinyavino Offensive;Q4031783;54th Army (Soviet Union);1941-09-10T00:00:00Z;Q645883;all
Q4087394;Battle of Simbirsk;Q186096;Czarado da Rússia;1670-10-14T00:00:00Z;Q645883;all
Q4087361;Battle of Vitebsk (1664);Q186096;Czarado da Rússia;1664-06-05T00:00:00Z;Q645883;all
Q4087418;Battle of Mount Vesuvius;Q469127;Enomau;-0072-01-01T00:00:00Z;Q645883;all
Q4087352;Battle of Basya;Q186096;Czarado da Rússia;1660-09-24T00:00:00Z;Q645883;all
Q4087366;Battle of Werki;Q186096;Czarado da Rússia;1658-09-24T00:00:00Z;Q645883;all
Q4087389;Battle of Myadel;Q186096;Czarado da Rússia;1659-02-08T00:00:00Z;Q645883;all
Q4087367;Battle of Vilnius;Q1076173;Cossacos zaporojianos;1655-08-08T00:00:00Z;Q645883;all
Q4087347;Battle near the Shishevsky Forest;Q4226527;Principality of Kozelsk;1365-01-01T00:00:00Z;Q645883;all
Q4087300;Battle of Battle Mountain;Q30;Estados Unidos;1950-08-15T00:00:00Z;Q645883;all
Q4087286;Battle of the Bowling Alley;Q30;Estados Unidos;1950-01-01T00:00:00Z;Q645883;all
Q4087375;Battle of Zhvanets;Q1076173;Cossacos zaporojianos;1653-09-01T00:00:00Z;Q645883;all
Q4087367;Battle of Vilnius;Q186096;Czarado da Rússia;1655-08-08T00:00:00Z;Q645883;all
Q4087390;Battle of Ozerna;Q186096;Czarado da Rússia;1655-11-20T00:00:00Z;Q645883;all
Q4087394;Battle of Simbirsk;Q193175;Stenka Razin;1670-10-14T00:00:00Z;Q645883;all
Q4087332;Battle of Taku Forts;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1860-08-12T00:00:00Z;Q645883;all
Q4058439;Azov sitting;Q1057292;Cossacos do Don;1637-01-01T00:00:00Z;Q645883;all
Q4087347;Battle near the Shishevsky Forest;Q79965;Canato da Horda Dourada;1365-01-01T00:00:00Z;Q645883;all
Q4087337;Battle of Nezhatina Niva;Q1322662;Principado de Chernigov;1078-10-09T00:00:00Z;Q645883;all
Q4087331;Battle of Taku Forts;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1858-05-20T00:00:00Z;Q645883;all
Q4087373;Battle of Kalyazin;Q172107;República das Duas Nações;1609-08-28T00:00:00Z;Q645883;all
Q4087409;Battle of Šumatovac;Q12560;Império Otomano;1876-08-01T00:00:00Z;Q645883;all
Q4071933;Battle of Sullivan's Island;Q30;Estados Unidos;1776-06-28T00:00:00Z;Q645883;all
Q4058439;Azov sitting;Q12560;Império Otomano;1637-01-01T00:00:00Z;Q645883;all
Q4022481;Siege of Hachigata;Q276404;Takeda Shingen;1568-01-01T00:00:00Z;Q645883;all
Q4087398;Q4087398;Q156199;Eleitorado da Saxônia;1715-10-08T00:00:00Z;Q645883;all
Q4087410;Batalha de Marj Ardabil;Q8575586;Califado Omíada;0730-12-13T00:00:00Z;Q645883;all
Q4087364;Battle of Rakvere;Q34;Suécia;1603-03-05T00:00:00Z;Q645883;all
Q402312;Batalha de Dettingen;Q161885;Reino da Grã-Bretanha;1743-06-27T00:00:00Z;Q645883;all
Q4072912;Battle of Akhaltsikhe;Q34266;Império Russo;1853-11-13T00:00:00Z;Q645883;all
Q4087397;Battle of Piatka;Q172107;República das Duas Nações;1593-02-02T00:00:00Z;Q645883;all
Q4087380;Battle of Kolašin;Q12560;Império Otomano;1858-07-28T00:00:00Z;Q645883;all
Q4087301;Battle of Wadi Musa;Q956357;Reino do Hejaz;1917-10-23T00:00:00Z;Q645883;all
Q4087393;Battle of Pererîta;Q160440;Canato da Crimeia;1691-09-13T00:00:00Z;Q645883;all
Q4087313;Battle of Peking;Q320404;Aliança das Oito Nações;1900-01-01T00:00:00Z;Q645883;all
Q4072912;Battle of Akhaltsikhe;Q12560;Império Otomano;1853-11-13T00:00:00Z;Q645883;all
Q4087406;Battle of Agra;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1857-08-02T00:00:00Z;Q645883;all
Q4087416;Batalha de Vardanacerta;Q8575586;Califado Omíada;0702-12-01T00:00:00Z;Q645883;all
Q4022481;Siege of Hachigata;Q3138651;Hōjō Ujikuni;1568-01-01T00:00:00Z;Q645883;all
Q4087373;Battle of Kalyazin;Q186096;Czarado da Rússia;1609-08-28T00:00:00Z;Q645883;all
Q4087411;Battle of Balkh;Q18234383;Império Safávida;1602-06-01T00:00:00Z;Q645883;all
Q4087382;Battle of Ładyżyn;Q160440;Canato da Crimeia;1672-07-18T00:00:00Z;Q645883;all
Q4087302;Battle of Beitang;Q30;Estados Unidos;1900-09-20T00:00:00Z;Q645883;all
Q4087383;Battle of Martinići;Q3444659;Bjelopavlići;1796-07-02T00:00:00Z;Q645883;all
Q4087379;Battle of Kalnik;Q160440;Canato da Crimeia;1671-10-21T00:00:00Z;Q645883;all
Q4087324;Battle of Tientsin;Q30;Estados Unidos;1900-07-13T00:00:00Z;Q645883;all
Q4058439;Azov sitting;Q1076173;Cossacos zaporojianos;1637-01-01T00:00:00Z;Q645883;all
Q4087318;Batalha de Samarra;Q30;Estados Unidos;2004-10-01T00:00:00Z;Q645883;all
Q4071933;Battle of Sullivan's Island;Q161885;Reino da Grã-Bretanha;1776-06-28T00:00:00Z;Q645883;all
Q4087393;Battle of Pererîta;Q12560;Império Otomano;1691-09-13T00:00:00Z;Q645883;all
Q4087410;Batalha de Marj Ardabil;Q173282;Cazares;0730-12-13T00:00:00Z;Q645883;all
Q4028035;1st Sinyavino Offensive;Q4315857;Q4315857;1941-09-10T00:00:00Z;Q645883;all
Q4087400;Battle of Slobodyshche;Q212439;Hetmanato;1660-10-07T00:00:00Z;Q645883;all
Q4087337;Battle of Nezhatina Niva;Q1483430;Principado de Kiev;1078-10-09T00:00:00Z;Q645883;all
