conflict_qid;conflict_label;participant_qid;participant_label;point_in_time;type_qid;window;mapped_country_qid;mapped_iso3
Q125463561;Battle of Aleppo;Q282428;Sultanato Mameluco do Cairo;1303-01-01T00:00:00Z;Q350604;all
Q125481232;Siege of Toron;Q55502;Reino de Jerusalém;1197-12-05T00:00:00Z;Q350604;all
Q125496067;Battle of Dhat Irq;Q624887;Segundo Império Babilônico;-0598-01-01T00:00:00Z;Q350604;all
Q125457784;Cretan expedition;Q603771;Emirado de Creta;0949-08-01T00:00:00Z;Q350604;all
Q125470166;Siege of Enna;Q207600;Emirado Aglábida;0859-01-28T00:00:00Z;Q350604;all
Q125496067;Battle of Dhat Irq;Q35323;Árabes;-0598-01-01T00:00:00Z;Q350604;all
Q125463561;Battle of Aleppo;Q178084;Ilcanato;1303-01-01T00:00:00Z;Q350604;all
Q125470172;Action of 27 May 1802;Q3045696;Argélia otomana;1802-05-27T00:00:00Z;Q350604;all
Q125464497;Ataques iranianos contra Israel em 2024;Q794;Irão;2024-04-01T00:00:00Z;Q350604;all
Q125464497;Ataques iranianos contra Israel em 2024;Q41053;Hizbollah;2024-04-01T00:00:00Z;Q350604;all
Q125457700;Cretan expedition;Q12544;Império Bizantino;0828-01-01T00:00:00Z;Q350604;all
Q125481232;Siege of Toron;Q12548;Sacro Império Romano-Germânico;1197-12-05T00:00:00Z;Q350604;all
Q125470172;Action of 27 May 1802;Q45670;Reino de Portugal;1802-05-27T00:00:00Z;Q350604;all
Q125457761;Cretan expedition;Q603771;Emirado de Creta;0911-10-01T00:00:00Z;Q350604;all
Q125465957;Conflito Irã-Israel em 2024;Q801;Israel;2024-04-01T00:00:00Z;Q350604;all
Q125470166;Siege of Enna;Q12544;Império Bizantino;0859-01-28T00:00:00Z;Q350604;all
Q125480916;Battle of Jaffa;Q63135869;Império Aiúbida;1197-09-17T00:00:00Z;Q350604;all
Q125457784;Cretan expedition;Q12544;Império Bizantino;0949-08-01T00:00:00Z;Q350604;all
Q125379605;Battle of Leucon;Q2669678;Libyans;-0559-01-01T00:00:00Z;Q350604;all
Q125081496;March 2024 Ukraine missile strikes;Q193159;Forças Armadas da Rússia;2024-03-22T00:00:00Z;Q350604;all
Q125293062;German–Danish War of 974;Q12548;Sacro Império Romano-Germânico;0974-01-01T00:00:00Z;Q350604;all
Q125293494;Battle of Mocímboa da Praia;Q1029;Moçambique;2020-06-27T00:00:00Z;Q350604;all
Q125120594;Vandal War (422);Q178054;Alanos;0422-01-01T00:00:00Z;Q350604;all
Q125243135;Swedish–Norwegian War;Q1496339;Godos da Escandinávia;1099-01-01T00:00:00Z;Q350604;all
Q125166809;Action of 19 Febuary 1619;Q70972;Reino da França;1619-02-19T00:00:00Z;Q350604;all
Q125178968;Battle of Tours;Q696189;Liga católica;1589-05-08T00:00:00Z;Q350604;all
Q125188437;Siege of Mayyāfāriqīn;Q125016557;Proshyan dynasty;1259-01-01T00:00:00Z;Q350604;all
Q124966615;Battle of Saratovka and Antonovka;Q2184;República Socialista Federativa Soviética Russa;1918-10-29T00:00:00Z;Q350604;all
Q125131707;Siege of Nedroma;Q17030701;Reino de Tremecém;1296-06-01T00:00:00Z;Q350604;all
Q1252684;Battle of Toski;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1889-08-03T00:00:00Z;Q350604;all
Q125188437;Siege of Mayyāfāriqīn;Q83317;Mossul;1259-01-01T00:00:00Z;Q350604;all
Q125178969;Siege of Girona;Q766543;Monarquia Hispânica;1684-05-20T00:00:00Z;Q350604;all
Q125045173;Siege of Carmona;Q12536;Califado Abássida;0763-01-01T00:00:00Z;Q350604;all
Q125178965;Bombardment of Liège;Q70972;Reino da França;1691-06-04T00:00:00Z;Q350604;all
Q125179006;Siege of Van;Q18234383;Império Safávida;1605-01-01T00:00:00Z;Q350604;all
Q125394961;Battle of Bonefield;Q166466;John Corvinus;1490-07-13T00:00:00Z;Q350604;all
Q125146296;Siege of Tlemcen;Q582861;Império Merínida;1272-05-01T00:00:00Z;Q350604;all
Q124988;Guerras Púnicas;Q2429397;Civilização cartaginesa;-0263-01-01T00:00:00Z;Q350604;all
Q12543304;Dzhangildin expedition;Q12716225;contrarrevolucionário;;Q350604;all
Q125293494;Battle of Mocímboa da Praia;Q105062576;Dyck Advisory Group;2020-06-27T00:00:00Z;Q350604;all
Q125293494;Battle of Mocímboa da Praia;Q85770139;Estado Islâmico na África Central;2020-06-27T00:00:00Z;Q350604;all
Q124966615;Battle of Saratovka and Antonovka;Q1779823;Autonomia de Alash;1918-10-29T00:00:00Z;Q350604;all
Q125081496;March 2024 Ukraine missile strikes;Q209833;Força Aérea Russa;2024-03-22T00:00:00Z;Q350604;all
Q124966618;Capture of Bayburt;Q34266;Império Russo;1829-10-09T00:00:00Z;Q350604;all
Q125178970;Siege of Courtrai;Q70972;Reino da França;1683-10-31T00:00:00Z;Q350604;all
Q125379605;Battle of Leucon;Q27982794;Kingdom of Cyrene;-0559-01-01T00:00:00Z;Q350604;all
Q125122621;first skirmish at Ágfalva;Q40;Áustria;1921-08-28T00:00:00Z;Q350604;all
Q125122621;first skirmish at Ágfalva;Q724277;Rongyos Gárda;1921-08-28T00:00:00Z;Q350604;all
Q125421768;Zayyanid–Almohad wars;Q582861;Império Merínida;1236-01-01T00:00:00Z;Q350604;all
Q125288727;Egyptian intervention in the Crimean War;Q491507;Egito Otomano;1853-01-01T00:00:00Z;Q350604;all
Q124966618;Capture of Bayburt;Q12560;Império Otomano;1829-10-09T00:00:00Z;Q350604;all
Q125398484;San Sabá fight (1831);Q1049712;Texian;1831-11-21T00:00:00Z;Q350604;all
Q125293062;German–Danish War of 974;Q2196956;Reino da Noruega (872-1397);0974-01-01T00:00:00Z;Q350604;all
Q125421768;Zayyanid–Almohad wars;Q199688;Califado Almóada;1236-01-01T00:00:00Z;Q350604;all
Q125045173;Siege of Carmona;Q1337854;emirado de Córdova;0763-01-01T00:00:00Z;Q350604;all
Q125166809;Action of 19 Febuary 1619;Q826616;Danish East India Company;1619-02-19T00:00:00Z;Q350604;all
Q125117625;Mosonbánfalvi Skirmish;Q724277;Rongyos Gárda;;Q350604;all
Q125398640;Battle of the Alcaides;Q970799;Oatácidas;1514-01-01T00:00:00Z;Q350604;all
Q125122711;Felsőőri Skirmish;Q40;Áustria;1921-08-30T00:00:00Z;Q350604;all
Q125293663;Battle of Oran;Q17030701;Reino de Tremecém;1437-01-01T00:00:00Z;Q350604;all
Q125122711;Felsőőri Skirmish;Q724277;Rongyos Gárda;1921-08-30T00:00:00Z;Q350604;all
Q125122668;Pinkafői Skirmish;Q40;Áustria;1921-08-31T00:00:00Z;Q350604;all
Q125146296;Siege of Tlemcen;Q17030701;Reino de Tremecém;1272-05-01T00:00:00Z;Q350604;all
Q125122668;Pinkafői Skirmish;Q724277;Rongyos Gárda;1921-08-31T00:00:00Z;Q350604;all
Q125178970;Siege of Courtrai;Q766543;Monarquia Hispânica;1683-10-31T00:00:00Z;Q350604;all
Q125394961;Battle of Bonefield;Q239785;Pál Kinizsi;1490-07-13T00:00:00Z;Q350604;all
Q125030404;Assault on Yelets;Q1076173;Cossacos zaporojianos;1618-07-17T00:00:00Z;Q350604;all
Q125178965;Bombardment of Liège;Q158835;Bispado de Liège;1691-06-04T00:00:00Z;Q350604;all
Q125030404;Assault on Yelets;Q186096;Czarado da Rússia;1618-07-17T00:00:00Z;Q350604;all
Q125188437;Siege of Mayyāfāriqīn;Q19818171;Dinastia zacárida;1259-01-01T00:00:00Z;Q350604;all
Q125121362;Achaemenid Civil War;Q389688;Império Aquemênida;-0521-01-01T00:00:00Z;Q350604;all
Q125407221;Siege of Lohkot;Q189271;Mahmud de Ghazni;1015-01-01T00:00:00Z;Q350604;all
Q125318409;Crimean Tatar uprising;Q1419681;República Popular da Crimeia;1918-04-18T00:00:00Z;Q350604;all
Q125318409;Crimean Tatar uprising;Q2305208;Rússia bolchevique;1918-04-18T00:00:00Z;Q350604;all
Q125120594;Vandal War (422);Q42211;Vândalos;0422-01-01T00:00:00Z;Q350604;all
Q125245989;Battle of al-Kura;Q282428;Sultanato Mameluco do Cairo;1251-02-09T00:00:00Z;Q350604;all
Q125293663;Battle of Oran;Q45670;Reino de Portugal;1437-01-01T00:00:00Z;Q350604;all
Q125118678;Löwendalsfejden;Q20;Noruega;;Q350604;all
Q125421768;Zayyanid–Almohad wars;Q17030701;Reino de Tremecém;1236-01-01T00:00:00Z;Q350604;all
Q12543304;Dzhangildin expedition;Q159;Rússia;;Q350604;all
Q125389100;First Battle of Sant Llorenç de la Muga;Q3399982;Reino de Espanha;1794-05-19T00:00:00Z;Q350604;all
Q125389100;First Battle of Sant Llorenç de la Muga;Q58296;Primeira República Francesa;1794-05-19T00:00:00Z;Q350604;all
Q125398484;San Sabá fight (1831);Q36747;indígena nativo americano;1831-11-21T00:00:00Z;Q350604;all
Q125120594;Vandal War (422);Q42834;Império Romano do Ocidente;0422-01-01T00:00:00Z;Q350604;all
Q124985348;1812 Kakheti rebellion;Q18973;Georgianos;1812-01-31T00:00:00Z;Q350604;all
Q12543304;Dzhangildin expedition;Q2184;República Socialista Federativa Soviética Russa;;Q350604;all
Q125243135;Swedish–Norwegian War;Q2196956;Reino da Noruega (872-1397);1099-01-01T00:00:00Z;Q350604;all
Q125117905;Karácsfa Skirmish;Q28;Hungria;1922-07-19T00:00:00Z;Q350604;all
Q124985348;1812 Kakheti rebellion;Q34266;Império Russo;1812-01-31T00:00:00Z;Q350604;all
Q125117239;Battle of Kirchschlag;Q40;Áustria;1921-09-05T00:00:00Z;Q350604;all
Q125117239;Battle of Kirchschlag;Q724277;Rongyos Gárda;1921-09-05T00:00:00Z;Q350604;all
Q125118678;Löwendalsfejden;Q34;Suécia;;Q350604;all
Q125389100;First Battle of Sant Llorenç de la Muga;Q45670;Reino de Portugal;1794-05-19T00:00:00Z;Q350604;all
Q125421768;Zayyanid–Almohad wars;Q752662;Reino Háfsida;1236-01-01T00:00:00Z;Q350604;all
Q125243135;Swedish–Norwegian War;Q34;Suécia;1099-01-01T00:00:00Z;Q350604;all
Q125116962;Swirling Clash;Q40;Áustria;1921-09-04T00:00:00Z;Q350604;all
Q125116962;Swirling Clash;Q724277;Rongyos Gárda;1921-09-04T00:00:00Z;Q350604;all
Q125457648;Assault on Osu;Q62651;Reino da Dinamarca e Noruega;1678-01-01T00:00:00Z;Q350604;all
Q125030839;Alho Skirmish;Q40;Áustria;1921-08-29T00:00:00Z;Q350604;all
Q125379605;Battle of Leucon;Q807913;Barca (Cirenaica);-0559-01-01T00:00:00Z;Q350604;all
Q125030839;Alho Skirmish;Q724277;Rongyos Gárda;1921-08-29T00:00:00Z;Q350604;all
Q125030977;Battle of Császárkőbanya;Q40;Áustria;1921-09-23T00:00:00Z;Q350604;all
Q125030977;Battle of Császárkőbanya;Q724277;Rongyos Gárda;1921-09-23T00:00:00Z;Q350604;all
Q125398640;Battle of the Alcaides;Q45670;Reino de Portugal;1514-01-01T00:00:00Z;Q350604;all
Q124981340;Battle of Gyanafalva;Q40;Áustria;1921-09-05T00:00:00Z;Q350604;all
Q125188437;Siege of Mayyāfāriqīn;Q178084;Ilcanato;1259-01-01T00:00:00Z;Q350604;all
Q124981340;Battle of Gyanafalva;Q724277;Rongyos Gárda;1921-09-05T00:00:00Z;Q350604;all
Q124988;Guerras Púnicas;Q17167;República Romana;-0263-01-01T00:00:00Z;Q350604;all
Q125188437;Siege of Mayyāfāriqīn;Q180114;Império Aiúbida;1259-01-01T00:00:00Z;Q350604;all
Q125117625;Mosonbánfalvi Skirmish;Q40;Áustria;;Q350604;all
Q125131707;Siege of Nedroma;Q582861;Império Merínida;1296-06-01T00:00:00Z;Q350604;all
Q125179006;Siege of Van;Q12560;Império Otomano;1605-01-01T00:00:00Z;Q350604;all
Q125245989;Battle of al-Kura;Q180114;Império Aiúbida;1251-02-09T00:00:00Z;Q350604;all
Q125178969;Siege of Girona;Q70972;Reino da França;1684-05-20T00:00:00Z;Q350604;all
Q125293062;German–Danish War of 974;Q756617;Reino da Dinamarca;0974-01-01T00:00:00Z;Q350604;all
Q125117905;Karácsfa Skirmish;Q40;Áustria;1922-07-19T00:00:00Z;Q350604;all
Q125178968;Battle of Tours;Q70972;Reino da França;1589-05-08T00:00:00Z;Q350604;all
Q125117905;Karácsfa Skirmish;Q724277;Rongyos Gárda;1922-07-19T00:00:00Z;Q350604;all
Q125565027;Siege of Messina;Q12544;Império Bizantino;0842-10-14T00:00:00Z;Q350604;all
Q125503739;Swedish-Tripolitanian War;Q20396797;Tripoli Eyalet;1796-01-01T00:00:00Z;Q350604;all
Q12589381;Q12589381;Q55728522;Kim Heum-dol;0681-01-01T00:00:00Z;Q350604;all
Q125496727;Battle of Al-Dula'a;Q6402269;Muhammad bin Khalifa Al Khalifa;1869-01-01T00:00:00Z;Q350604;all
Q125496727;Battle of Al-Dula'a;Q6406134;Ali ibn Khalifa al Khalifa;1869-01-01T00:00:00Z;Q350604;all
Q125564920;Skirmish at Pipli;Q33296;Império Mogol;1640-01-01T00:00:00Z;Q350604;all
Q125547657;Armenian–Sasanian wars;Q79797;arménios;0400-01-01T00:00:00Z;Q350604;all
Q125565315;Second Battle of Bolimów;Q34266;Império Russo;1915-07-31T00:00:00Z;Q350604;all
Q125523213;Siege of Al-Rahba;Q282428;Sultanato Mameluco do Cairo;1312-12-31T00:00:00Z;Q350604;all
Q125497854;Battle of Al Lith;Q35583423;Emirate of Almathami;1803-01-01T00:00:00Z;Q350604;all
Q125496766;Battle of Khannour;Q846;Catar;1889-01-01T00:00:00Z;Q350604;all
Q12584688;Battle of Gongsan Dongsu;Q150132;Gyeon Hwon;0927-01-01T00:00:00Z;Q350604;all
Q125497850;First Battle of Al Qunfudhah;Q35583423;Emirate of Almathami;1803-11-15T00:00:00Z;Q350604;all
Q12584688;Battle of Gongsan Dongsu;Q334312;Taejo de Goryeo;0927-01-01T00:00:00Z;Q350604;all
Q125694650;Gothic War of 461–476;Q309197;bretões;0461-01-01T00:00:00Z;Q350604;all
Q125590959;Siege of Bilbeis;Q12490507;Califado Rashidun;0640-03-01T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q48189;Ordem Teutónica;1217-12-07T00:00:00Z;Q350604;all
Q125694650;Gothic War of 461–476;Q939852;Francos sálios;0461-01-01T00:00:00Z;Q350604;all
Q125537;Cerco de Tarragona;Q174193;Reino Unido da Grã-Bretanha e Irlanda;1811-05-05T00:00:00Z;Q350604;all
Q125635708;Willem Leyel's Siege of Dansborg;Q323904;Estado Português da Índia;1644-06-22T00:00:00Z;Q350604;all
Q1256789;Rebelião de Ili;Q46118;Uigures;1944-11-07T00:00:00Z;Q350604;all
Q12584688;Battle of Gongsan Dongsu;Q698239;Later Baekje;0927-01-01T00:00:00Z;Q350604;all
Q125503841;Siege of Ascalon;Q63135869;Império Aiúbida;1247-08-01T00:00:00Z;Q350604;all
Q125585748;Attack on Åbo;Q34;Suécia;1318-01-01T00:00:00Z;Q350604;all
Q125564920;Skirmish at Pipli;Q912382;Índia Dinamarquesa;1640-01-01T00:00:00Z;Q350604;all
Q125662613;Siege of Dansborg;Q912382;Índia Dinamarquesa;1624-01-01T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q235030;Principado de Antioquia;1217-12-07T00:00:00Z;Q350604;all
Q125662613;Siege of Dansborg;Q1588434;Reino de Tanjavur;1624-01-01T00:00:00Z;Q350604;all
Q125591002;Siege of Harem;Q63135869;Império Aiúbida;1175-01-01T00:00:00Z;Q350604;all
Q125585748;Attack on Åbo;Q151536;República de Novgorod;1318-01-01T00:00:00Z;Q350604;all
Q12589206;Kim Hŏnch'ang's Rebellion;Q718189;Kim Hŏnch'ang;0822-03-01T00:00:00Z;Q350604;all
Q125496725;Battle of Mesaimeer;Q146862;Emirado de Négede;1851-06-02T00:00:00Z;Q350604;all
Q125497332;Attack on Damascus;Q160307;Califado Fatímida;0971-09-01T00:00:00Z;Q350604;all
Q125503841;Siege of Ascalon;Q187549;Ordem de São João;1247-08-01T00:00:00Z;Q350604;all
Q125672043;Aetius campaign in the Alps;Q378382;Jutungos;0430-01-01T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q63135869;Império Aiúbida;1217-12-07T00:00:00Z;Q350604;all
Q125503785;Battle of Machghara;Q63135869;Império Aiúbida;1217-12-22T00:00:00Z;Q350604;all
Q125503739;Swedish-Tripolitanian War;Q34;Suécia;1796-01-01T00:00:00Z;Q350604;all
Q125497899;Qarmatian-Hudhayl Conflicts;Q111805383;Qarmatian state of Bahrayn;0930-01-01T00:00:00Z;Q350604;all
Q125523213;Siege of Al-Rahba;Q178084;Ilcanato;1312-12-31T00:00:00Z;Q350604;all
Q125591002;Siege of Harem;Q189545;Zengidas;1175-01-01T00:00:00Z;Q350604;all
Q125497332;Attack on Damascus;Q17308746;Alpetaquim;0971-09-01T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q187549;Ordem de São João;1217-12-07T00:00:00Z;Q350604;all
Q125546534;Frankish War;Q316860;Francos ripuários;0431-01-01T00:00:00Z;Q350604;all
Q125572104;Capture of the frigate Kilduin;Q34266;Império Russo;1788-08-01T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q3624335;Ducado da Áustria;1217-12-07T00:00:00Z;Q350604;all
Q125588333;Battle of Saint-Michel-de-l'Atalaye;Q16673770;French royalism;1793-08-03T00:00:00Z;Q350604;all
Q125497899;Qarmatian-Hudhayl Conflicts;Q807004;Banu Hudhayl;0930-01-01T00:00:00Z;Q350604;all
Q125497854;Battle of Al Lith;Q12560;Império Otomano;1803-01-01T00:00:00Z;Q350604;all
Q125504353;April 2024 Chernihiv missile strike;Q193159;Forças Armadas da Rússia;2024-04-17T00:00:00Z;Q350604;all
Q125523594;Negro Miguel uprising;Q20016047;Miguel de Buría;1553-01-01T00:00:00Z;Q350604;all
Q125662687;Siege of Kars;Q154667;Reino da Geórgia;1206-01-01T00:00:00Z;Q350604;all
Q125497850;First Battle of Al Qunfudhah;Q12560;Império Otomano;1803-11-15T00:00:00Z;Q350604;all
Q125631841;Gothic War of 430;Q23693;Visigodos;0430-01-01T00:00:00Z;Q350604;all
Q125698832;Noricum Ripense uprising;Q42834;Império Romano do Ocidente;0431-01-01T00:00:00Z;Q350604;all
Q125662687;Siege of Kars;Q125675829;Emirate of Kars;1206-01-01T00:00:00Z;Q350604;all
Q125537;Cerco de Tarragona;Q71084;Primeiro Império Francês;1811-05-05T00:00:00Z;Q350604;all
Q125497332;Attack on Damascus;Q4857321;Banu Uqayl;0971-09-01T00:00:00Z;Q350604;all
Q125662483;Action of 26 May 1789;Q3045696;Argélia otomana;1789-05-26T00:00:00Z;Q350604;all
Q125694650;Gothic War of 461–476;Q1247508;Reino de Soissons;0461-01-01T00:00:00Z;Q350604;all
Q125547657;Armenian–Sasanian wars;Q83891;Império Sassânida;0400-01-01T00:00:00Z;Q350604;all
Q125627656;Capture of Seville by the Umayyad army;Q59551740;Umayyad Army;0713-01-01T00:00:00Z;Q350604;all
Q125631841;Gothic War of 430;Q42834;Império Romano do Ocidente;0430-01-01T00:00:00Z;Q350604;all
Q125694650;Gothic War of 461–476;Q42834;Império Romano do Ocidente;0461-01-01T00:00:00Z;Q350604;all
Q125662483;Action of 26 May 1789;Q45670;Reino de Portugal;1789-05-26T00:00:00Z;Q350604;all
Q125588333;Battle of Saint-Michel-de-l'Atalaye;Q3399982;Reino de Espanha;1793-08-03T00:00:00Z;Q350604;all
Q125588333;Battle of Saint-Michel-de-l'Atalaye;Q58296;Primeira República Francesa;1793-08-03T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q55502;Reino de Jerusalém;1217-12-07T00:00:00Z;Q350604;all
Q125523594;Negro Miguel uprising;Q3408341;Venezuela Province;1553-01-01T00:00:00Z;Q350604;all
Q125565027;Siege of Messina;Q207600;Emirado Aglábida;0842-10-14T00:00:00Z;Q350604;all
Q125497957;Yawm al-Nakhla;Q2502723;Tribes of Arabia;0280-01-01T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q1470101;Kingdom of Hungary;1217-12-07T00:00:00Z;Q350604;all
Q125503785;Battle of Machghara;Q1470101;Kingdom of Hungary;1217-12-22T00:00:00Z;Q350604;all
Q125497957;Yawm al-Nakhla;Q289577;Himyar;0280-01-01T00:00:00Z;Q350604;all
Q125521954;Ataques de Israel ao Irã em 2024;Q58967;Forças de Defesa de Israel;2024-04-19T00:00:00Z;Q350604;all
Q125565315;Second Battle of Bolimów;Q43287;Império Alemão;1915-07-31T00:00:00Z;Q350604;all
Q125496725;Battle of Mesaimeer;Q2502270;Casa de Thani;1851-06-02T00:00:00Z;Q350604;all
Q125546534;Frankish War;Q42834;Império Romano do Ocidente;0431-01-01T00:00:00Z;Q350604;all
Q125496725;Battle of Mesaimeer;Q1158126;Al Khalifa;1851-06-02T00:00:00Z;Q350604;all
Q125497332;Attack on Damascus;Q18378261;Quilabidas;0971-09-01T00:00:00Z;Q350604;all
Q12589717;Battle of the Escape of Emperor Xian;Q7316;Xiandi;0195-01-01T00:00:00Z;Q350604;all
Q125635708;Willem Leyel's Siege of Dansborg;Q912382;Índia Dinamarquesa;1644-06-22T00:00:00Z;Q350604;all
Q125497332;Attack on Damascus;Q111805383;Qarmatian state of Bahrayn;0971-09-01T00:00:00Z;Q350604;all
Q125552181;Hammadid capture of Béja (1015);Q588672;Hamaditas;1015-06-01T00:00:00Z;Q350604;all
Q125500045;Battle of Arghandab;Q42418;Taliban;2021-01-01T00:00:00Z;Q350604;all
Q125545451;Siege of Dansborg;Q912382;Índia Dinamarquesa;1644-12-20T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q213638;Reino do Chipre;1217-12-07T00:00:00Z;Q350604;all
Q125565027;Siege of Messina;Q1051600;Ducado de Nápoles;0842-10-14T00:00:00Z;Q350604;all
Q125590959;Siege of Bilbeis;Q12544;Império Bizantino;0640-03-01T00:00:00Z;Q350604;all
Q125545451;Siege of Dansborg;Q1588434;Reino de Tanjavur;1644-12-20T00:00:00Z;Q350604;all
Q125500045;Battle of Arghandab;Q20978159;Emirado Islâmico do Afeganistão;2021-01-01T00:00:00Z;Q350604;all
Q125537;Cerco de Tarragona;Q3399982;Reino de Espanha;1811-05-05T00:00:00Z;Q350604;all
Q125496766;Battle of Khannour;Q187712;Emirado Abu Dhabi;1889-01-01T00:00:00Z;Q350604;all
Q125672043;Aetius campaign in the Alps;Q42834;Império Romano do Ocidente;0430-01-01T00:00:00Z;Q350604;all
Q12584688;Battle of Gongsan Dongsu;Q28208;Goryeo;0927-01-01T00:00:00Z;Q350604;all
Q125537;Cerco de Tarragona;Q223936;Reino de Itália;1811-05-05T00:00:00Z;Q350604;all
Q125572104;Capture of the frigate Kilduin;Q34;Suécia;1788-08-01T00:00:00Z;Q350604;all
Q125552181;Hammadid capture of Béja (1015);Q205718;Reino Zírida;1015-06-01T00:00:00Z;Q350604;all
Q125498707;Siege of Mount Tabor;Q41300;Ordem dos Templários;1217-12-07T00:00:00Z;Q350604;all
Q125694650;Gothic War of 461–476;Q3307686;Reino Visigodo de Toulouse;0461-01-01T00:00:00Z;Q350604;all
Q125784315;Capture of Tabriz;Q18234383;Império Safávida;1635-01-01T00:00:00Z;Q350604;all
Q125846804;Siege of Constantine;Q4899891;Beylik of Tunis;1807-04-03T00:00:00Z;Q350604;all
Q125898094;Battle of Gaggiano;Q254959;Casa Della Torre;1313-10-02T00:00:00Z;Q350604;all
Q125847577;Battle of Pfaffenhoffen;Q215443;Império Sueco;1633-07-31T00:00:00Z;Q350604;all
Q125743799;Battle of Casorate;Q12548;Sacro Império Romano-Germânico;1356-11-20T00:00:00Z;Q350604;all
Q125856086;Siege of Battleford;Q117191;Cree;1885-03-28T00:00:00Z;Q350604;all
Q125727611;Battle of Hims;Q12560;Império Otomano;1832-07-09T00:00:00Z;Q350604;all
Q125846804;Siege of Constantine;Q3045696;Argélia otomana;1807-04-03T00:00:00Z;Q350604;all
Q125895227;Battle of Balasore;Q83164;Companhia Britânica das Índias Orientais;1647-12-26T00:00:00Z;Q350604;all
Q125846804;Siege of Constantine;Q12195985;Beylik of Constantine;1807-04-03T00:00:00Z;Q350604;all
Q125758842;Gupta–Saka Wars;Q1501306;Dinastia Vakataka;0335-01-01T00:00:00Z;Q350604;all
Q125849099;Battle of Ennery;Q3399982;Reino de Espanha;1793-08-16T00:00:00Z;Q350604;all
Q125849099;Battle of Ennery;Q58296;Primeira República Francesa;1793-08-16T00:00:00Z;Q350604;all
