ISO3;Country_ID;Country;Conflict_ID;Conflict;Conflict_Type;Start;End;PointInTime;Start_Year;End_Year;Point_Year;Winner_ID;Winner;PartOf_ID;PartOf;Context_ID;Context;Place_ID;Place;Coordinates;Deaths;Source;Deaths_Num;Country_en;Conflict_en;Winner_en;PartOf_en;Context_en;Place_en
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1001069;Battle of Novšiće;batalha;;;1879-12-04T00:00:00Z;;;1879;;;http://www.wikidata.org/entity/Q23020500;Battles for Plav and Gusinje;;;http://www.wikidata.org/entity/Q236;Montenegro;Point(19.93527778 42.64097222);;location;;Montenegro;Battle of Novšiće;;Battles for Plav and Gusinje;;Montenegro
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q23020518;Battle of Murino;batalha;;;1880-01-08T00:00:00Z;;;1880;;;http://www.wikidata.org/entity/Q23020500;Battles for Plav and Gusinje;;;http://www.wikidata.org/entity/Q968107;Velika;;;location;;Montenegro;Battle of Murino;;Battles for Plav and Gusinje;;Velika
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q27860380;Battle of Ulcinj;batalha;;;1880-11-22T00:00:00Z;;;1880;;;;;;;http://www.wikidata.org/entity/Q189969;Ulcinj;;;location;;Montenegro;Battle of Ulcinj;;;;Ulcinj
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3184519;Battle of Deçiq;batalha;;;1911-04-06T00:00:00Z;;;1911;;;http://www.wikidata.org/entity/Q4709161;Malissori uprising;;;http://www.wikidata.org/entity/Q3041818;Dušići;Point(19.3058 42.345);;location;;Montenegro;Battle of Deçiq;;Malissori uprising;;Dušići
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1778176;Batalha de Antivari;batalha naval;;;1914-08-16T00:00:00Z;;;1914;;;http://www.wikidata.org/entity/Q361;Primeira Guerra Mundial;;;http://www.wikidata.org/entity/Q115276;Bar;Point(19.05 42.1);;location;;Montenegro;Battle of Antivari;;World War I;;Bar
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3636419;Battle of Durazzo;batalha;;;1918-10-02T00:00:00Z;;;1918;;;http://www.wikidata.org/entity/Q3884054;Campanha do Adriático;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(19.333333333 41.25);;location;;Montenegro;Battle of Durazzo;;Adriatic Campaign of World War I;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3796998;Battle of Premuda;batalha naval;;;1918-06-10T00:00:00Z;;;1918;;;http://www.wikidata.org/entity/Q3884054;Campanha do Adriático;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(14.6 44.333333333);;location;;Montenegro;Battle of Premuda;;Adriatic Campaign of World War I;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3796996;Raid on Pula;batalha naval;;;1918-11-01T00:00:00Z;;;1918;;;http://www.wikidata.org/entity/Q3884054;Campanha do Adriático;;;http://www.wikidata.org/entity/Q13924;Mar Adriático;Point(13.8075 44.876666666);;location;;Montenegro;Raid on Pula;;Adriatic Campaign of World War I;;Adriatic Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q5166670;Convoy de la Victoria;batalha;;;1936-08-05T00:00:00Z;;;1936;;;http://www.wikidata.org/entity/Q10859;Guerra Civil Espanhola;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(-5.39916667 36.07805556);;location;;Montenegro;Convoy de la Victoria;;Spanish Civil War;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1541340;Batalha do Cabo Spartivento;batalha naval;;;1940-11-27T00:00:00Z;;;1940;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(8.865833333 38.4275);;location;;Montenegro;Battle of Cape Spartivento;;World War II;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2122172;Battle of Cape Passero;batalha naval;;;1940-10-12T00:00:00Z;;;1940;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(15.75 36.25);;location;;Montenegro;Battle of Cape Passero;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q1636800;Battle of Cape Spada;batalha naval;;;1940-07-19T00:00:00Z;;;1940;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(23.720555555 35.692777777);;location;;Montenegro;Battle of Cape Spada;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2553164;Battle of the Espero Convoy;batalha naval;;;1940-06-28T00:00:00Z;;;1940;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(20.57701944 35.13787778);;location;;Montenegro;Battle of the Espero Convoy;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q714242;Battle of Cape Bon;batalha naval;;;1941-12-13T00:00:00Z;;;1941;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Battle of Cape Bon;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4087316;Battle of Pljevlja;batalha;;;1941-12-01T00:00:00Z;;;1941;;;http://www.wikidata.org/entity/Q626006;Segunda Guerra Mundial na Iugoslávia;;;http://www.wikidata.org/entity/Q211343;Pljevlja;;;location;;Montenegro;Battle of Pljevlja;;World War II in Yugoslavia;;Pljevlja
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3636255;Battle of the Duisburg Convoy;batalha;;;1941-11-09T00:00:00Z;;;1941;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(18.15 37.13333333);;location;;Montenegro;Battle of the Duisburg Convoy;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2553656;Battle of the Tarigo Convoy;batalha naval;;;1941-04-16T00:00:00Z;;;1941;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(11.51367222 35.15753611);;location;;Montenegro;Battle of the Tarigo Convoy;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q3636253;Battle of the Cigno Convoy;batalha;;;1943-04-16T00:00:00Z;;;1943;;;http://www.wikidata.org/entity/Q702176;Batalha do Mediterrâneo;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(12.1914 37.8098);;location;;Montenegro;Battle of the Cigno Convoy;;Battle of the Mediterranean;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q28671087;Battle of Paphos;batalha;;;1974-07-21T00:00:00Z;;;1974;;;http://www.wikidata.org/entity/Q1050999;Invasão turca de Chipre;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(32.3829 34.7497);;location;;Montenegro;Battle of Paphos;;Turkish invasion of Cyprus;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q2603955;Incidente no Golfo de Sidra;batalha;;;1989-01-04T00:00:00Z;;;1989;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;Point(23.4 33.5);;location;;Montenegro;Gulf of Sidra incident;;Cold War;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q4348819;First Archipelago Expedition;guerra;;;;;;;;;http://www.wikidata.org/entity/Q123070;Guerra Russo-Turca;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;First Archipelago Expedition;;Sixth Russo-Turkish War;;Mediterranean Sea
MNE;http://www.wikidata.org/entity/Q236;Montenegro;http://www.wikidata.org/entity/Q25067321;Tunisian-Sicilian War;guerra;;;;;;;;;http://www.wikidata.org/entity/Q468293;Guerra de Trípoli;;;http://www.wikidata.org/entity/Q4918;Mar Mediterrâneo;;;location;;Montenegro;Tunisian-Sicilian War;;First Barbary War;;Mediterranean Sea
MNG;http://www.wikidata.org/entity/Q711;Mongólia;http://www.wikidata.org/entity/Q11871384;Sino–Mongolian War;guerra;1913-01-01T00:00:00Z;1915-01-01T00:00:00Z;;1913;1915;;;;;;;;;;;;participant;;Mongolia;Sino–Mongolian War;;;;
MOZ;http://www.wikidata.org/entity/Q1029;Moçambique;http://www.wikidata.org/entity/Q125293494;Battle of Mocímboa da Praia;batalha;;;2020-06-27T00:00:00Z;;;2020;;;http://www.wikidata.org/entity/Q47499139;Insurreição islâmica em Moçambique;;;http://www.wikidata.org/entity/Q466538;Província de Cabo Delgado;;;participant;;Mozambique;Battle of Mocímboa da Praia;;Islamist insurgency in Mozambique;;Cabo Delgado Province
MRT;http://www.wikidata.org/entity/Q1025;Mauritânia;http://www.wikidata.org/entity/Q4873204;Battles of La Güera and Tichla;batalha;1975-12-10T00:00:00Z;1975-12-22T00:00:00Z;;1975;1975;;;;http://www.wikidata.org/entity/Q1093550;Conflito do Saara Ocidental;;;http://www.wikidata.org/entity/Q1356850;Lagouira;;;participant;;Mauritania;Battles of La Güera and Tichla;;Western Sahara War;;La Güera
MRT;http://www.wikidata.org/entity/Q1025;Mauritânia;http://www.wikidata.org/entity/Q86676633;Battle of Ain Ben Tili;batalha;1976-01-19T00:00:00Z;1976-01-24T00:00:00Z;;1976;1976;;;;http://www.wikidata.org/entity/Q1093550;Conflito do Saara Ocidental;;;http://www.wikidata.org/entity/Q2828130;Ain Ben Tili;Point(-9.58694 25.91778);;participant;;Mauritania;Battle of Ain Ben Tili;;Western Sahara War;;Ain Ben Tili
MRT;http://www.wikidata.org/entity/Q1025;Mauritânia;http://www.wikidata.org/entity/Q632787;Insurgência islâmica no Magrebe;guerra;2002-04-11T00:00:00Z;;;2002;;;;;http://www.wikidata.org/entity/Q185729;Guerra ao Terror;;;http://www.wikidata.org/entity/Q28227;Magrebe;;;participant;;Mauritania;Insurgency in the Maghreb;;War on Terror;;Maghreb
MRT;http://www.wikidata.org/entity/Q1025;Mauritânia;http://www.wikidata.org/entity/Q86679300;Battle of Deglebat-Leglia;batalha;;;1977-08-31T00:00:00Z;;;1977;;;http://www.wikidata.org/entity/Q1093550;Conflito do Saara Ocidental;;;;;;;participant;;Mauritania;Battle of Deglebat-Leglia;;Western Sahara War;;
MRT;http://www.wikidata.org/entity/Q1025;Mauritânia;http://www.wikidata.org/entity/Q86674466;Battle of Zouérat;batalha;;;1977-08-19T00:00:00Z;;;1977;;;http://www.wikidata.org/entity/Q1093550;Conflito do Saara Ocidental;;;http://www.wikidata.org/entity/Q227072;Zouérat;Point(-12.466667 22.683333);;participant;;Mauritania;Battle of Zouérat;;Western Sahara War;;Zouérat
MRT;http://www.wikidata.org/entity/Q1025;Mauritânia;http://www.wikidata.org/entity/Q86679301;Battle of Tichla;batalha;;;1979-07-12T00:00:00Z;;;1979;;;http://www.wikidata.org/entity/Q1093550;Conflito do Saara Ocidental;;;http://www.wikidata.org/entity/Q3991171;Tichla;;;participant;;Mauritania;Battle of Tichla;;Western Sahara War;;Tichla
MUS;http://www.wikidata.org/entity/Q1027;Maurícia;http://www.wikidata.org/entity/Q267339;Batalha de Grand Port;batalha naval;1810-08-20T00:00:00Z;1810-08-27T00:00:00Z;;1810;1810;;;;http://www.wikidata.org/entity/Q1911564;Mauritius campaign;;;http://www.wikidata.org/entity/Q911635;Grand Port;Point(57.73388889 -20.39027778);;location;;Mauritius;Battle of Grand Port;;Mauritius campaign;;Grand Port District
MUS;http://www.wikidata.org/entity/Q1027;Maurícia;http://www.wikidata.org/entity/Q3401672;Action of 22 October 1794;batalha naval;;;1794-10-22T00:00:00Z;;;1794;;;;;;;http://www.wikidata.org/entity/Q873740;Black River;;;location;;Mauritius;Action of 22 October 1794;;;;Rivière Noire District
MUS;http://www.wikidata.org/entity/Q1027;Maurícia;http://www.wikidata.org/entity/Q19902501;Battle of Île Ronde;batalha naval;;;1794-10-22T00:00:00Z;;;1794;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q1087761;Ilha Redonda;;;location;;Mauritius;Battle of Île Ronde;;French Revolutionary Wars;;Île Ronde
MUS;http://www.wikidata.org/entity/Q1027;Maurícia;http://www.wikidata.org/entity/Q20870437;Battle of Port Louis;batalha naval;;;1799-12-11T00:00:00Z;;;1799;;;http://www.wikidata.org/entity/Q207318;Guerras Revolucionárias Francesas;;;http://www.wikidata.org/entity/Q3929;Port Louis;;;location;;Mauritius;Battle of Port Louis;;French Revolutionary Wars;;Port Louis
MYS;http://www.wikidata.org/entity/Q833;Malásia;http://www.wikidata.org/entity/Q7166879;Perak War;guerra;1875-01-01T00:00:00Z;1876-01-01T00:00:00Z;;1875;1876;;;;;;;;http://www.wikidata.org/entity/Q188953;Perak;;;participant;;Malaysia;Perak War;;;;Perak
MYS;http://www.wikidata.org/entity/Q833;Malásia;http://www.wikidata.org/entity/Q1361929;confronto Indonésia-Malásia;guerra;1963-01-20T00:00:00Z;1966-08-11T00:00:00Z;;1963;1966;;;;http://www.wikidata.org/entity/Q6741681;Malaysia Agreement;;;http://www.wikidata.org/entity/Q18758;Península da Malásia;;;participant;;Malaysia;Indonesia–Malaysia confrontation;;Malaysia Agreement;;Malay Peninsula
MYS;http://www.wikidata.org/entity/Q833;Malásia;http://www.wikidata.org/entity/Q796498;Terceira Guerra da Indochina;guerra;1975-05-01T00:00:00Z;1991-10-23T00:00:00Z;;1975;1991;;;;http://www.wikidata.org/entity/Q8683;Guerra Fria;;;http://www.wikidata.org/entity/Q148;China;;;participant;;Malaysia;Third Indochina War;;Cold War;;People's Republic of China
NAM;http://www.wikidata.org/entity/Q1030;Namíbia;http://www.wikidata.org/entity/Q75756;Segunda Guerra do Congo;guerra;1998-08-02T00:00:00Z;2003-06-30T00:00:00Z;;1998;2003;;;;http://www.wikidata.org/entity/Q364610;Guerra Civil no Congo;;;http://www.wikidata.org/entity/Q974;República Democrática do Congo;;;participant;;Namibia;Second Congo War;;Congo Civil War;;Democratic Republic of the Congo
NER;http://www.wikidata.org/entity/Q1032;Níger;http://www.wikidata.org/entity/Q632787;Insurgência islâmica no Magrebe;guerra;2002-04-11T00:00:00Z;;;2002;;;;;http://www.wikidata.org/entity/Q185729;Guerra ao Terror;;;http://www.wikidata.org/entity/Q28227;Magrebe;;;participant;;Niger;Insurgency in the Maghreb;;War on Terror;;Maghreb
NGA;http://www.wikidata.org/entity/Q1033;Nigéria;http://www.wikidata.org/entity/Q42410655;Second Liberia War;guerra civil;1992-01-01T00:00:00Z;1995-01-01T00:00:00Z;;1992;1995;;;;;;;;http://www.wikidata.org/entity/Q1014;Libéria;;;participant;;Nigeria;Second Liberia War;;;;Liberia
NIC;http://www.wikidata.org/entity/Q811;Nicarágua;http://www.wikidata.org/entity/Q117355480;Malespín's War;guerra;1844-10-25T00:00:00Z;1845-02-13T00:00:00Z;;1844;1845;;;;;;;;http://www.wikidata.org/entity/Q811;Nicarágua;;;participant;;Nicaragua;Malespín's War;;;;Nicaragua
NIC;http://www.wikidata.org/entity/Q811;Nicarágua;http://www.wikidata.org/entity/Q3636296;Batalha de Coyotepe Hill;batalha;1912-10-03T00:00:00Z;1912-10-04T00:00:00Z;;1912;1912;;;;http://www.wikidata.org/entity/Q2304042;Ocupação estadunidense da Nicarágua;;;http://www.wikidata.org/entity/Q933439;Masaya;Point(-86.097 11.995);;participant;;Nicaragua;Battle of Coyotepe Hill;;United States occupation of Nicaragua;;Masaya
NIC;http://www.wikidata.org/entity/Q811;Nicarágua;http://www.wikidata.org/entity/Q4871515;Battle of La Flor;batalha;1928-05-13T00:00:00Z;1928-05-14T00:00:00Z;;1928;1928;;;;http://www.wikidata.org/entity/Q2304042;Ocupação estadunidense da Nicarágua;;;;;Point(-85.71104167 13.41383333);;participant;;Nicaragua;Battle of La Flor;;United States occupation of Nicaragua;;
NLD;http://www.wikidata.org/entity/Q29999;Reino dos Países Baixos;http://www.wikidata.org/entity/Q151340;Batalha de França;batalha;1940-05-10T00:00:00Z;1940-06-25T00:00:00Z;;1940;1940;;;;http://www.wikidata.org/entity/Q216184;Frente Ocidental;;;http://www.wikidata.org/entity/Q31;Bélgica;;;participant;;Kingdom of the Netherlands;Battle of France;;Western Front;;Belgium
NLD;http://www.wikidata.org/entity/Q29999;Reino dos Países Baixos;http://www.wikidata.org/entity/Q83834887;Battle of Tjiater Pass;batalha;1942-03-05T00:00:00Z;1942-03-07T00:00:00Z;1942-03-07T00:00:00Z;1942;1942;1942;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;http://www.wikidata.org/entity/Q952158;Ciater;;;participant;;Kingdom of the Netherlands;Battle of Tjiater Pass;;World War II;;Ciater
NLD;http://www.wikidata.org/entity/Q29999;Reino dos Países Baixos;http://www.wikidata.org/entity/Q1440764;Batalha de Timor;batalha;1942-02-19T00:00:00Z;1943-02-10T00:00:00Z;;1942;1943;;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;http://www.wikidata.org/entity/Q142965;Província Ultramarina de Timor;Point(123.63333333 -10.38333333);;participant;;Kingdom of the Netherlands;Battle of Timor;;World War II;;Portuguese Timor
NLD;http://www.wikidata.org/entity/Q29999;Reino dos Países Baixos;http://www.wikidata.org/entity/Q1332160;Revolução Nacional da Indonésia;guerra;1945-08-17T00:00:00Z;1949-12-27T00:00:00Z;;1945;1949;;;;http://www.wikidata.org/entity/Q5249554;decolonisation of Asia;;;http://www.wikidata.org/entity/Q252;Indonésia;;;participant;;Kingdom of the Netherlands;Indonesian National Revolution;;decolonisation of Asia;;Indonesia
NLD;http://www.wikidata.org/entity/Q29999;Reino dos Países Baixos;http://www.wikidata.org/entity/Q1891631;Batalha de Haia;batalha;;;1940-05-10T00:00:00Z;;;1940;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;http://www.wikidata.org/entity/Q36600;Haia;Point(4.316666666 52.083333333);;participant;;Kingdom of the Netherlands;Battle for The Hague;;World War II;;The Hague
NOR;http://www.wikidata.org/entity/Q20;Noruega;http://www.wikidata.org/entity/Q10684373;Svante Nilsson Sture's War against Denmark;guerra;1501-01-01T00:00:00Z;1512-01-01T00:00:00Z;;1501;1512;;;;http://www.wikidata.org/entity/Q124333710;Danish-Hanseatic Rivalry;;;http://www.wikidata.org/entity/Q21195;Escandinávia;;;participant;;Norway;Svante Nilsson Sture's War against Denmark;;Danish-Hanseatic Rivalry;;Scandinavia
NOR;http://www.wikidata.org/entity/Q20;Noruega;http://www.wikidata.org/entity/Q708217;Batalha de Narvik;batalha;1940-04-09T00:00:00Z;1940-06-08T00:00:00Z;;1940;1940;;;;http://www.wikidata.org/entity/Q5084679;Campanha da Noruega;;;http://www.wikidata.org/entity/Q50630;Nordland;Point(17.56 68.420555555);;participant;;Norway;Battles of Narvik;;Norwegian Campaign;;Nordland
NOR;http://www.wikidata.org/entity/Q20;Noruega;http://www.wikidata.org/entity/Q16470;Desembarques da Normandia;batalha;1944-06-06T00:00:00Z;1944-08-29T00:00:00Z;;1944;1944;;;;http://www.wikidata.org/entity/Q16471;Batalha da Normandia;;;http://www.wikidata.org/entity/Q15878;Normandia;Point(-0.6 49.34);;participant;;Norway;Normandy landings;;Invasion of Normandy;;Normandy
NOR;http://www.wikidata.org/entity/Q20;Noruega;http://www.wikidata.org/entity/Q23042891;Liberation of East Finnmark;batalha;1944-10-01T00:00:00Z;1944-12-01T00:00:00Z;;1944;1944;;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;;;;;participant;;Norway;Liberation of East Finnmark;;World War II;;
NOR;http://www.wikidata.org/entity/Q20;Noruega;http://www.wikidata.org/entity/Q190029;Guerra do Kosovo;guerra;1998-02-27T00:00:00Z;1999-06-11T00:00:00Z;1998-02-01T00:00:00Z;1998;1999;1998;;;http://www.wikidata.org/entity/Q242352;Guerra Civil Iugoslava;;;http://www.wikidata.org/entity/Q1231;Kosovo;;;participant;;Norway;Kosovo War;;Yugoslav Wars;;Kosovo
NOR;http://www.wikidata.org/entity/Q20;Noruega;http://www.wikidata.org/entity/Q951270;Battle of Kringen;batalha;;;1612-08-26T00:00:00Z;;;1612;;;http://www.wikidata.org/entity/Q631795;Guerra de Kalmar;;;http://www.wikidata.org/entity/Q980616;Otta;;;participant;;Norway;Battle of Kringen;;Kalmar War;;Otta
NOR;http://www.wikidata.org/entity/Q20;Noruega;http://www.wikidata.org/entity/Q125118678;Löwendalsfejden;guerra;;;;;;;;;;;;;;;;;participant;;Norway;Löwendalsfejden;;;;
NPL;http://www.wikidata.org/entity/Q837;Nepal;http://www.wikidata.org/entity/Q383614;Batalha de Kohima;batalha;1944-04-04T00:00:00Z;1944-06-22T00:00:00Z;1944-01-01T00:00:00Z;1944;1944;1944;;;http://www.wikidata.org/entity/Q362;Segunda Guerra Mundial;;;http://www.wikidata.org/entity/Q234056;Kohima;Point(94.103175 25.667645);12000;participant;12000.0;Nepal;Battle of Kohima;;World War II;;Kohima
