iso3,country_qid,form_qid,start,end,is_monarchy,country_pt,country_en,form_pt,form_en,start_year,end_year
SMR,http://www.wikidata.org/entity/Q238,http://www.wikidata.org/entity/Q936648,,,0,San Marino,San Marino,diarquia,diarchy,,
SLV,http://www.wikidata.org/entity/Q792,http://www.wikidata.org/entity/Q7270,,,0,El Salvador,El Salvador,república,republic,,
SLV,http://www.wikidata.org/entity/Q792,http://www.wikidata.org/entity/Q188759,,,0,El Salvador,El Salvador,democracia representativa,representative democracy,,
SLV,http://www.wikidata.org/entity/Q792,http://www.wikidata.org/entity/Q49892,,,0,El Salvador,El Salvador,presidencialismo,presidential system,,
SOM,http://www.wikidata.org/entity/Q1045,http://www.wikidata.org/entity/Q512187,,,0,Somália,Somalia,república federal,federal republic,,
SSD,http://www.wikidata.org/entity/Q958,http://www.wikidata.org/entity/Q512187,,,0,Sudão do Sul,South Sudan,república federal,federal republic,,
SUR,http://www.wikidata.org/entity/Q730,http://www.wikidata.org/entity/Q7270,1991-01-01T00:00:00Z,,0,Suriname,Suriname,república,republic,1991,
SVN,http://www.wikidata.org/entity/Q215,http://www.wikidata.org/entity/Q5255892,,,0,Eslovénia,Slovenia,república democrática,democratic republic,,
SVK,http://www.wikidata.org/entity/Q214,http://www.wikidata.org/entity/Q4198907,,,0,Eslováquia,Slovakia,república parlamentarista,parliamentary republic,,
SWE,http://www.wikidata.org/entity/Q34,http://www.wikidata.org/entity/Q188759,,,0,Suécia,Sweden,democracia representativa,representative democracy,,
SWE,http://www.wikidata.org/entity/Q34,http://www.wikidata.org/entity/Q41614,,,0,Suécia,Sweden,monarquia constitucional,constitutional monarchy,,
SWZ,http://www.wikidata.org/entity/Q1050,http://www.wikidata.org/entity/Q184558,,,0,Essuatíni,Eswatini,monarquia absoluta,absolute monarchy,,
SYR,http://www.wikidata.org/entity/Q858,http://www.wikidata.org/entity/Q179164,,,0,Síria,Syria,Estado unitário,unitary state,,
SYR,http://www.wikidata.org/entity/Q858,http://www.wikidata.org/entity/Q4198907,1941-09-28T00:00:00Z,1963-03-08T00:00:00Z,0,Síria,Syria,república parlamentarista,parliamentary republic,1941,1963
SYR,http://www.wikidata.org/entity/Q858,http://www.wikidata.org/entity/Q49890,1973-03-13T00:00:00Z,,0,Síria,Syria,semipresidencialismo,semi-presidential system,1973,
TJK,http://www.wikidata.org/entity/Q863,http://www.wikidata.org/entity/Q49892,,,0,Tajiquistão,Tajikistan,presidencialismo,presidential system,,
TKM,http://www.wikidata.org/entity/Q874,http://www.wikidata.org/entity/Q7270,,,0,Turquemenistão,Turkmenistan,república,republic,,
TKM,http://www.wikidata.org/entity/Q874,http://www.wikidata.org/entity/Q49892,,,0,Turquemenistão,Turkmenistan,presidencialismo,presidential system,,
TLS,http://www.wikidata.org/entity/Q574,http://www.wikidata.org/entity/Q179164,,,0,Timor-Leste,Timor-Leste,Estado unitário,unitary state,,
TLS,http://www.wikidata.org/entity/Q574,http://www.wikidata.org/entity/Q7270,,,0,Timor-Leste,Timor-Leste,república,republic,,
TLS,http://www.wikidata.org/entity/Q574,http://www.wikidata.org/entity/Q49890,,,0,Timor-Leste,Timor-Leste,semipresidencialismo,semi-presidential system,,
THA,http://www.wikidata.org/entity/Q869,http://www.wikidata.org/entity/Q41614,,,0,Tailândia,Thailand,monarquia constitucional,constitutional monarchy,,
THA,http://www.wikidata.org/entity/Q869,http://www.wikidata.org/entity/Q3330103,,,0,Tailândia,Thailand,monarquia parlamentarista,parliamentary monarchy,,
TTO,http://www.wikidata.org/entity/Q754,http://www.wikidata.org/entity/Q4198907,,,0,Trindade e Tobago,Trinidad and Tobago,república parlamentarista,parliamentary republic,,
TUN,http://www.wikidata.org/entity/Q948,http://www.wikidata.org/entity/Q4198907,,,0,Tunísia,Tunisia,república parlamentarista,parliamentary republic,,
TUN,http://www.wikidata.org/entity/Q948,http://www.wikidata.org/entity/Q49890,,,0,Tunísia,Tunisia,semipresidencialismo,semi-presidential system,,
TUR,http://www.wikidata.org/entity/Q43,http://www.wikidata.org/entity/Q179164,,,0,Turquia,Turkey,Estado unitário,unitary state,,
TUR,http://www.wikidata.org/entity/Q43,http://www.wikidata.org/entity/Q49892,,,0,Turquia,Turkey,presidencialismo,presidential system,,
TWN,http://www.wikidata.org/entity/Q865,http://www.wikidata.org/entity/Q1520223,,,0,Taiwan,Taiwan,república constitucional,constitutional republic,,
TWN,http://www.wikidata.org/entity/Q865,http://www.wikidata.org/entity/Q49890,,,0,Taiwan,Taiwan,semipresidencialismo,semi-presidential system,,
TWN,http://www.wikidata.org/entity/Q865,http://www.wikidata.org/entity/Q7174,1996-01-01T00:00:00Z,,0,Taiwan,Taiwan,democracia,democracy,1996,
UGA,http://www.wikidata.org/entity/Q1036,http://www.wikidata.org/entity/Q49892,,,0,Uganda,Uganda,presidencialismo,presidential system,,
UKR,http://www.wikidata.org/entity/Q212,http://www.wikidata.org/entity/Q7270,,,0,Ucrânia,Ukraine,república,republic,,
UKR,http://www.wikidata.org/entity/Q212,http://www.wikidata.org/entity/Q188759,,,0,Ucrânia,Ukraine,democracia representativa,representative democracy,,
UKR,http://www.wikidata.org/entity/Q212,http://www.wikidata.org/entity/Q16711032,,,0,Ucrânia,Ukraine,,,,
UKR,http://www.wikidata.org/entity/Q212,http://www.wikidata.org/entity/Q49890,,,0,Ucrânia,Ukraine,semipresidencialismo,semi-presidential system,,
UKR,http://www.wikidata.org/entity/Q212,http://www.wikidata.org/entity/Q49892,,,0,Ucrânia,Ukraine,presidencialismo,presidential system,,
UKR,http://www.wikidata.org/entity/Q212,http://www.wikidata.org/entity/Q179164,,,0,Ucrânia,Ukraine,Estado unitário,unitary state,,
USA,http://www.wikidata.org/entity/Q30,http://www.wikidata.org/entity/Q7270,,,0,Estados Unidos,United States,república,republic,,
USA,http://www.wikidata.org/entity/Q30,http://www.wikidata.org/entity/Q512187,,,0,Estados Unidos,United States,república federal,federal republic,,
USA,http://www.wikidata.org/entity/Q30,http://www.wikidata.org/entity/Q49892,1788-06-21T00:00:00Z,,0,Estados Unidos,United States,presidencialismo,presidential system,1788,
URY,http://www.wikidata.org/entity/Q77,http://www.wikidata.org/entity/Q7270,,,0,Uruguai,Uruguay,república,republic,,
URY,http://www.wikidata.org/entity/Q77,http://www.wikidata.org/entity/Q310988,,,0,Uruguai,Uruguay,democracia participativa,participatory democracy,,
URY,http://www.wikidata.org/entity/Q77,http://www.wikidata.org/entity/Q49892,,,0,Uruguai,Uruguay,presidencialismo,presidential system,,
VCT,http://www.wikidata.org/entity/Q757,http://www.wikidata.org/entity/Q41614,,,0,São Vicente e Granadinas,Saint Vincent and the Grenadines,monarquia constitucional,constitutional monarchy,,
VCT,http://www.wikidata.org/entity/Q757,http://www.wikidata.org/entity/Q188759,,,0,São Vicente e Granadinas,Saint Vincent and the Grenadines,democracia representativa,representative democracy,,
UZB,http://www.wikidata.org/entity/Q265,http://www.wikidata.org/entity/Q49892,,,0,Uzbequistão,Uzbekistan,presidencialismo,presidential system,,
VAT,http://www.wikidata.org/entity/Q237,http://www.wikidata.org/entity/Q4055127,,,0,Vaticano,Vatican City,,absolute theocratic monarchy,,
VAT,http://www.wikidata.org/entity/Q237,http://www.wikidata.org/entity/Q41614,,,0,Vaticano,Vatican City,monarquia constitucional,constitutional monarchy,,
VAT,http://www.wikidata.org/entity/Q237,http://www.wikidata.org/entity/Q584683,,,0,Vaticano,Vatican City,monarquia eletiva,elective monarchy,,
VAT,http://www.wikidata.org/entity/Q237,http://www.wikidata.org/entity/Q44405,,,0,Vaticano,Vatican City,teocracia,theocracy,,
VAT,http://www.wikidata.org/entity/Q237,http://www.wikidata.org/entity/Q184558,,,0,Vaticano,Vatican City,monarquia absoluta,absolute monarchy,,
VEN,http://www.wikidata.org/entity/Q717,http://www.wikidata.org/entity/Q49892,,,0,Venezuela,Venezuela,presidencialismo,presidential system,,
VEN,http://www.wikidata.org/entity/Q717,http://www.wikidata.org/entity/Q512187,,,0,Venezuela,Venezuela,república federal,federal republic,,
YEM,http://www.wikidata.org/entity/Q805,http://www.wikidata.org/entity/Q7270,,,0,Iémen,Yemen,república,republic,,
YEM,http://www.wikidata.org/entity/Q805,http://www.wikidata.org/entity/Q49892,,,0,Iémen,Yemen,presidencialismo,presidential system,,
VNM,http://www.wikidata.org/entity/Q881,http://www.wikidata.org/entity/Q7270,,,0,Vietname,Vietnam,república,republic,,
VNM,http://www.wikidata.org/entity/Q881,http://www.wikidata.org/entity/Q50686,,,0,Vietname,Vietnam,unipartidarismo,single-party system,,
VNM,http://www.wikidata.org/entity/Q881,http://www.wikidata.org/entity/Q179164,,,0,Vietname,Vietnam,Estado unitário,unitary state,,
ZAF,http://www.wikidata.org/entity/Q258,http://www.wikidata.org/entity/Q4198907,,,0,África do Sul,South Africa,república parlamentarista,parliamentary republic,,
ZAF,http://www.wikidata.org/entity/Q258,http://www.wikidata.org/entity/Q188759,,,0,África do Sul,South Africa,democracia representativa,representative democracy,,
ZMB,http://www.wikidata.org/entity/Q953,http://www.wikidata.org/entity/Q49892,,,0,Zâmbia,Zambia,presidencialismo,presidential system,,
ZMB,http://www.wikidata.org/entity/Q953,http://www.wikidata.org/entity/Q188759,,,0,Zâmbia,Zambia,democracia representativa,representative democracy,,
