year,origin_iso3,dest_iso3,value
2011,CAF,SEN,5
2011,CAF,TCD,951
2011,CAF,TUN,5
2011,CAF,USA,20
2011,CAF,ZAF,5
2011,CAN,AUS,5
2011,CAN,GBR,7
2011,CAN,NLD,5
2011,CAN,SWE,5
2011,CAN,USA,17
2011,CHL,ARG,6
2011,CHL,BEL,5
2011,CHL,CAN,43
2011,CHL,ECU,5
2011,CHL,FIN,5
2011,CHL,GBR,5
2011,CHL,IRL,10
2011,CHL,NZL,5
2011,CHL,SWE,33
2011,CHL,USA,23
2011,CHN,AUS,2127
2011,CHN,AUT,238
2011,CHN,BEL,414
2011,CHN,BGR,6
2011,CHN,CAN,1922
2011,CHN,CHE,688
2011,CHN,CYP,82
2011,CHN,CZE,7
2011,CHN,DEU,460
2011,CHN,DNK,26
2011,CHN,FIN,26
2011,CHN,FRA,2283
2011,CHN,GBR,1564
2011,CHN,GRC,406
2011,CHN,HUN,10
2011,CHN,IDN,21
2011,CHN,IRL,193
2011,CHN,ITA,34
2011,CHN,JPN,20
2011,CHN,KGZ,5
2011,CHN,KOR,8
2011,CHN,MEX,5
2011,CHN,MNG,5
2011,CHN,MYS,28
2011,CHN,NLD,311
2011,CHN,NOR,147
2011,CHN,NZL,31
2011,CHN,PAN,5
2011,CHN,POL,5
2011,CHN,ROU,76
2011,CHN,RUS,5
2011,CHN,SVK,13
2011,CHN,SVN,5
2011,CHN,SWE,154
2011,CHN,THA,84
2011,CHN,TUR,37
2011,CHN,USA,15649
2011,CHN,ZAF,1204
2011,CIV,AGO,133
2011,CIV,ARG,5
2011,CIV,ARM,7
2011,CIV,AUT,33
2011,CIV,BEL,391
2011,CIV,BEN,377
2011,CIV,BFA,129
2011,CIV,BGR,5
2011,CIV,BRA,8
2011,CIV,CAN,93
2011,CIV,CHE,197
2011,CIV,CMR,249
2011,CIV,COD,6
2011,CIV,COG,22
2011,CIV,CYP,11
2011,CIV,DEU,133
2011,CIV,DNK,15
2011,CIV,DZA,200
2011,CIV,EGY,10
2011,CIV,ESP,550
2011,CIV,FIN,6
2011,CIV,FRA,1745
2011,CIV,GBR,272
2011,CIV,GHA,17985
2011,CIV,GIN,100
2011,CIV,GMB,105
2011,CIV,GNB,39
2011,CIV,GRC,63
2011,CIV,HUN,5
2011,CIV,IDN,5
2011,CIV,IND,6
2011,CIV,IRL,20
2011,CIV,ISR,173
2011,CIV,ITA,2167
2011,CIV,JPN,5
2011,CIV,KEN,10
2011,CIV,KOR,36
2011,CIV,LBN,7
2011,CIV,LBR,5
2011,CIV,LUX,7
2011,CIV,LVA,5
2011,CIV,MAR,290
2011,CIV,MEX,5
2011,CIV,MLI,843
2011,CIV,MLT,210
2011,CIV,MRT,272
2011,CIV,NER,156
2011,CIV,NGA,107
2011,CIV,NLD,133
2011,CIV,NOR,78
2011,CIV,PAN,5
2011,CIV,PRT,18
2011,CIV,ROU,5
2011,CIV,RUS,12
2011,CIV,SDN,41
2011,CIV,SEN,94
2011,CIV,SLE,22
2011,CIV,SWE,66
2011,CIV,SYR,5
2011,CIV,TCD,11
2011,CIV,TGO,5209
2011,CIV,THA,8
2011,CIV,TUN,191
2011,CIV,TUR,56
2011,CIV,UKR,19
2011,CIV,USA,482
2011,CIV,ZAF,50
2011,CIV,ZWE,13
2011,CMR,ARG,15
2011,CMR,AUS,10
2011,CMR,AUT,29
2011,CMR,BEL,584
2011,CMR,BEN,7
2011,CMR,BRA,7
2011,CMR,CAN,116
2011,CMR,CHE,58
2011,CMR,COD,5
2011,CMR,CYP,106
2011,CMR,CZE,5
2011,CMR,DEU,199
2011,CMR,DNK,16
2011,CMR,DZA,426
2011,CMR,ECU,5
2011,CMR,EGY,18
2011,CMR,ESP,129
2011,CMR,EST,5
2011,CMR,FIN,21
2011,CMR,FRA,234
2011,CMR,GBR,153
2011,CMR,GRC,39
2011,CMR,HUN,6
2011,CMR,IDN,17
2011,CMR,IRL,87
2011,CMR,ITA,199
2011,CMR,JPN,48
2011,CMR,KOR,6
2011,CMR,LUX,5
2011,CMR,LVA,10
2011,CMR,MAR,41
2011,CMR,MEX,5
2011,CMR,MLT,23
2011,CMR,MRT,5
2011,CMR,NLD,22
2011,CMR,NOR,56
2011,CMR,POL,7
2011,CMR,PRT,5
2011,CMR,ROU,38
2011,CMR,SDN,7
2011,CMR,SRB,5
2011,CMR,SWE,54
2011,CMR,THA,14
2011,CMR,TUR,57
2011,CMR,UKR,58
2011,CMR,USA,513
2011,CMR,ZAF,531
2011,COD,AGO,20
2011,COD,ARG,5
2011,COD,AUS,12
2011,COD,AUT,51
2011,COD,BDI,3464
2011,COD,BEL,1201
2011,COD,BEN,19
2011,COD,BRA,96
2011,COD,BWA,25
2011,COD,CAF,510
2011,COD,CAN,347
2011,COD,CHE,139
2011,COD,CIV,15
2011,COD,CMR,173
2011,COD,COG,460
2011,COD,CRI,5
2011,COD,CZE,6
2011,COD,DEU,214
2011,COD,DNK,15
2011,COD,DZA,27
2011,COD,EGY,17
2011,COD,ESP,70
2011,COD,EST,11
2011,COD,ETH,21
2011,COD,FIN,39
2011,COD,FRA,4110
2011,COD,GAB,14
2011,COD,GBR,332
2011,COD,GHA,13
2011,COD,GIN,15
2011,COD,GRC,12
2011,COD,HKG,12
2011,COD,HUN,15
2011,COD,IDN,6
2011,COD,IND,26
2011,COD,IRL,208
2011,COD,ISR,5
2011,COD,ITA,130
2011,COD,JOR,8
2011,COD,JPN,5
2011,COD,KEN,2956
2011,COD,KOR,6
2011,COD,LUX,12
2011,COD,LVA,39
2011,COD,MAR,294
2011,COD,MEX,9
2011,COD,MLI,27
2011,COD,MOZ,1705
2011,COD,MRT,66
2011,COD,MWI,3365
2011,COD,NAM,175
2011,COD,NGA,68
2011,COD,NLD,27
2011,COD,NOR,178
2011,COD,POL,10
2011,COD,PRT,13
2011,COD,ROU,14
2011,COD,RUS,20
2011,COD,RWA,7
2011,COD,SDN,733
2011,COD,SEN,15
2011,COD,SSD,5
2011,COD,SVK,7
2011,COD,SWE,165
2011,COD,TCD,31
2011,COD,TGO,22
2011,COD,THA,72
2011,COD,TUN,7
2011,COD,TUR,91
2011,COD,TZA,95
2011,COD,UGA,4241
2011,COD,UKR,81
2011,COD,USA,116
2011,COD,ZAF,7668
2011,COD,ZMB,420
2011,COD,ZWE,936
2011,COG,AUT,31
2011,COG,BEL,22
2011,COG,BFA,13
2011,COG,CAN,30
2011,COG,CHE,16
2011,COG,CMR,10
2011,COG,COD,5
2011,COG,DEU,28
2011,COG,DZA,5
2011,COG,EGY,6
2011,COG,ESP,11
2011,COG,FIN,8
2011,COG,FRA,842
2011,COG,GAB,65
2011,COG,GBR,32
2011,COG,GHA,24
2011,COG,GRC,11
2011,COG,IRL,21
2011,COG,ITA,125
2011,COG,KEN,12
2011,COG,MAR,8
2011,COG,MEX,5
2011,COG,NLD,100
2011,COG,NOR,6
2011,COG,POL,21
2011,COG,PRT,5
2011,COG,ROU,6
2011,COG,RUS,10
2011,COG,SEN,5
2011,COG,SWE,25
2011,COG,TGO,13
2011,COG,TUN,5
2011,COG,TUR,5
2011,COG,UKR,16
2011,COG,USA,198
2011,COG,ZAF,1581
2011,COG,ZMB,6
2011,COL,ARG,342
2011,COL,AUS,75
2011,COL,AUT,5
2011,COL,BEL,5
2011,COL,BOL,29
2011,COL,BRA,193
2011,COL,CAN,904
2011,COL,CHE,32
2011,COL,CHL,267
2011,COL,CRI,551
2011,COL,CUW,7
2011,COL,DEU,55
2011,COL,ECU,13199
2011,COL,ESP,104
2011,COL,FIN,5
2011,COL,FRA,124
2011,COL,GBR,47
2011,COL,GTM,5
2011,COL,HKG,11
2011,COL,HND,5
2011,COL,ISR,38
2011,COL,ITA,36
2011,COL,JPN,5
2011,COL,MEX,43
2011,COL,NLD,7
2011,COL,NOR,15
2011,COL,NZL,5
2011,COL,PAN,1208
2011,COL,PER,138
2011,COL,PRT,13
2011,COL,SWE,33
2011,COL,TTO,5
2011,COL,URY,14
2011,COL,USA,642
2011,COL,VEN,3155
2011,COM,AUT,5
2011,COM,FRA,1400
2011,COM,GRC,7
2011,COM,MKD,5
2011,COM,YEM,5
2011,COM,ZAF,17
2011,CPV,FRA,13
2011,CPV,GBR,5
2011,CRI,CAN,16
2011,CRI,CHL,5
2011,CRI,USA,31
2011,CUB,ARG,38
2011,CUB,AUT,5
2011,CUB,BEL,5
2011,CUB,BHS,5
2011,CUB,BRA,30
2011,CUB,CAN,155
2011,CUB,CHE,5
2011,CUB,CHL,9
2011,CUB,COL,61
2011,CUB,CRI,155
2011,CUB,CZE,20
2011,CUB,DEU,21
2011,CUB,DNK,5
2011,CUB,ECU,435
2011,CUB,ESP,440
2011,CUB,FIN,6
2011,CUB,FRA,13
2011,CUB,GBR,5
2011,CUB,GTM,5
2011,CUB,ITA,38
2011,CUB,MEX,48
2011,CUB,NLD,5
2011,CUB,PAN,66
2011,CUB,PER,92
2011,CUB,PRY,5
2011,CUB,ROU,5
2011,CUB,SLV,5
2011,CUB,SVK,5
2011,CUB,SWE,50
2011,CUB,USA,242
2011,CZE,BEL,37
2011,CZE,CAN,30
2011,CZE,CHE,7
2011,CZE,NOR,13
2011,CZE,NZL,12
2011,CZE,SWE,6
2011,CZE,USA,13
2011,DEU,AUS,5
2011,DEU,CAN,15
2011,DEU,CHE,7
2011,DEU,JOR,6
2011,DEU,NZL,6
2011,DEU,USA,44
2011,DJI,BEL,82
2011,DJI,CAN,95
2011,DJI,CHE,5
2011,DJI,FRA,29
2011,DJI,GBR,5
2011,DJI,SWE,33
2011,DJI,USA,33
2011,DMA,CAN,5
2011,DMA,GRC,5
2011,DMA,USA,12
2011,DOM,ARG,135
2011,DOM,BEL,5
2011,DOM,CAN,80
2011,DOM,CYP,5
2011,DOM,ECU,28
2011,DOM,FRA,142
2011,DOM,GRC,68
2011,DOM,ITA,5
2011,DOM,MEX,5
2011,DOM,PAN,5
2011,DOM,USA,214
2011,DZA,AUS,5
2011,DZA,AUT,447
2011,DZA,BEL,345
2011,DZA,BGR,23
2011,DZA,BIH,9
2011,DZA,CAN,159
2011,DZA,CHE,464
2011,DZA,CYP,5
2011,DZA,CZE,10
2011,DZA,DEU,589
2011,DZA,DNK,103
2011,DZA,ESP,122
2011,DZA,FIN,55
2011,DZA,FRA,1172
2011,DZA,GBR,519
2011,DZA,GRC,79
2011,DZA,HUN,56
2011,DZA,IRL,106
2011,DZA,ISL,6
2011,DZA,ITA,137
2011,DZA,LSO,8
2011,DZA,LUX,30
2011,DZA,LVA,5
2011,DZA,MKD,5
2011,DZA,MNE,65
2011,DZA,MYS,5
2011,DZA,NLD,18
2011,DZA,NOR,186
2011,DZA,POL,5
2011,DZA,ROU,519
2011,DZA,SRB,65
2011,DZA,SVK,8
2011,DZA,SVN,11
2011,DZA,SWE,397
2011,DZA,SYR,37
2011,DZA,TUN,5
2011,DZA,TUR,6
2011,DZA,USA,37
2011,DZA,ZAF,47
2011,ECU,BRA,5
2011,ECU,CAN,35
2011,ECU,CHL,5
2011,ECU,COL,5
2011,ECU,ESP,5
2011,ECU,GBR,10
2011,ECU,MEX,6
2011,ECU,NLD,5
2011,ECU,ROU,5
2011,ECU,SWE,17
2011,ECU,USA,807
2011,EGY,AUS,712
2011,EGY,AUT,124
2011,EGY,BEL,126
2011,EGY,BGR,8
2011,EGY,BRA,6
2011,EGY,CAN,155
2011,EGY,CHE,88
2011,EGY,CYP,307
2011,EGY,CZE,5
2011,EGY,DEU,195
2011,EGY,DNK,9
2011,EGY,ESP,16
2011,EGY,FIN,16
2011,EGY,FRA,303
2011,EGY,GBR,321
2011,EGY,GRC,306
2011,EGY,HKG,20
2011,EGY,HUN,20
2011,EGY,IDN,5
2011,EGY,IRL,34
2011,EGY,ISR,5
2011,EGY,ITA,308
2011,EGY,JOR,221
2011,EGY,KEN,10
2011,EGY,KOR,5
2011,EGY,LBN,38
2011,EGY,MDA,5
2011,EGY,MLT,16
2011,EGY,MYS,7
2011,EGY,NGA,5
2011,EGY,NLD,81
2011,EGY,NOR,49
2011,EGY,NZL,28
2011,EGY,PAK,7
2011,EGY,POL,10
2011,EGY,ROU,22
2011,EGY,RUS,10
2011,EGY,SVN,6
2011,EGY,SWE,248
2011,EGY,SYR,30
2011,EGY,THA,8
2011,EGY,TUN,21
2011,EGY,TUR,13
2011,EGY,UGA,5
2011,EGY,UKR,7
2011,EGY,USA,1136
2011,EGY,YEM,5
2011,EGY,ZAF,270
2011,ERI,AUS,11
2011,ERI,AUT,27
2011,ERI,BEL,71
2011,ERI,BEN,13
2011,ERI,BRA,6
2011,ERI,CAN,171
2011,ERI,CHE,3225
2011,ERI,CMR,5
2011,ERI,COL,7
2011,ERI,CZE,10
2011,ERI,DEU,649
2011,ERI,DJI,314
2011,ERI,DNK,20
2011,ERI,EGY,498
2011,ERI,ESP,12
2011,ERI,FIN,7
2011,ERI,FRA,932
2011,ERI,GBR,1066
2011,ERI,GRC,37
2011,ERI,HKG,5
2011,ERI,HRV,9
2011,ERI,HUN,5
2011,ERI,IND,10
2011,ERI,IRL,19
2011,ERI,ISR,75
2011,ERI,ITA,531
2011,ERI,JOR,6
2011,ERI,KEN,317
2011,ERI,LBN,5
2011,ERI,LBY,8
2011,ERI,LUX,14
2011,ERI,MAR,10
2011,ERI,MLT,329
2011,ERI,NGA,5
2011,ERI,NIC,6
2011,ERI,NLD,500
2011,ERI,NOR,1940
2011,ERI,PAN,10
2011,ERI,POL,12
2011,ERI,RUS,5
2011,ERI,SDN,8972
2011,ERI,SEN,5
2011,ERI,SLV,7
2011,ERI,SOM,5
2011,ERI,SRB,11
2011,ERI,SWE,1818
2011,ERI,SYR,15
2011,ERI,TUN,1049
2011,ERI,TUR,39
2011,ERI,TZA,13
2011,ERI,UGA,1275
2011,ERI,UKR,5
2011,ERI,USA,767
2011,ERI,YEM,295
2011,ERI,ZAF,375
2011,ERI,ZMB,5
2011,ESH,AGO,10
2011,ESH,CHE,7
2011,ESH,ECU,5
2011,ESH,ESP,131
2011,ESH,FRA,35
2011,ESH,SVN,5
2011,ESP,ARG,5
2011,ESP,AUS,5
2011,ESP,BEL,5
2011,ESP,CAN,55
2011,ESP,CHE,6
2011,ESP,NLD,5
2011,ESP,NOR,5
2011,ESP,SWE,5
2011,ESP,USA,24
2011,EST,CAN,18
2011,EST,DEU,9
2011,EST,SWE,14
2011,EST,USA,10
2011,ETH,AUS,50
2011,ETH,AUT,13
2011,ETH,BEL,52
2011,ETH,BWA,9
2011,ETH,CAN,187
2011,ETH,CHE,184
2011,ETH,CYP,21
2011,ETH,DEU,452
2011,ETH,DJI,1032
2011,ETH,DNK,5
2011,ETH,EGY,743
2011,ETH,ERI,5
2011,ETH,ESP,6
2011,ETH,FIN,28
2011,ETH,FRA,92
2011,ETH,GBR,183
2011,ETH,GRC,65
2011,ETH,IDN,11
2011,ETH,IND,7
2011,ETH,IRL,19
2011,ETH,ISL,10
2011,ETH,ISR,94
2011,ETH,ITA,226
2011,ETH,JPN,11
2011,ETH,KEN,4534
2011,ETH,KOR,6
2011,ETH,LBN,19
2011,ETH,LUX,6
2011,ETH,MLT,168
2011,ETH,MOZ,681
2011,ETH,MWI,5
2011,ETH,NLD,96
2011,ETH,NOR,753
2011,ETH,PAN,7
2011,ETH,PRT,5
2011,ETH,SDN,335
2011,ETH,SSD,206
2011,ETH,SWE,486
2011,ETH,SYR,29
2011,ETH,THA,5
2011,ETH,TUN,325
2011,ETH,TUR,45
2011,ETH,UGA,741
2011,ETH,USA,1066
2011,ETH,VEN,5
2011,ETH,YEM,4713
2011,ETH,ZAF,12670
2011,ETH,ZMB,20
2011,FIN,CAN,5
2011,FJI,AUS,513
2011,FJI,CAN,20
2011,FJI,NZL,45
2011,FJI,USA,27
2011,FRA,BEL,10
2011,FRA,CAN,42
2011,FRA,USA,19
2011,GAB,BEL,5
2011,GAB,CAN,7
2011,GAB,CHE,7
2011,GAB,FRA,18
2011,GAB,ITA,13
2011,GAB,USA,17
2011,GAB,ZAF,5
2011,GBR,AUS,12
2011,GBR,CAN,21
2011,GBR,DNK,5
2011,GBR,USA,26
2011,GEO,AUS,10
2011,GEO,AUT,261
2011,GEO,BEL,411
2011,GEO,BGR,7
2011,GEO,BLR,28
2011,GEO,CAN,56
2011,GEO,CHE,281
2011,GEO,CYP,37
2011,GEO,CZE,17
2011,GEO,DEU,527
2011,GEO,DNK,19
2011,GEO,ESP,12
2011,GEO,EST,6
2011,GEO,FIN,70
2011,GEO,FRA,1737
2011,GEO,GBR,68
2011,GEO,GRC,1121
2011,GEO,HUN,21
2011,GEO,IRL,60
2011,GEO,ISL,5
2011,GEO,ITA,29
2011,GEO,LTU,202
2011,GEO,LUX,16
2011,GEO,LVA,176
2011,GEO,MDA,5
2011,GEO,NLD,233
2011,GEO,NOR,93
2011,GEO,POL,1735
2011,GEO,PRT,5
2011,GEO,ROU,32
2011,GEO,RUS,626
2011,GEO,SVK,62
2011,GEO,SWE,412
2011,GEO,UKR,46
2011,GEO,USA,73
2011,GHA,ARG,10
2011,GHA,AUS,22
2011,GHA,AUT,32
2011,GHA,BEL,107
2011,GHA,BGR,5
2011,GHA,BRA,6
2011,GHA,CAN,81
2011,GHA,CHE,172
2011,GHA,CMR,10
2011,GHA,CYP,30
2011,GHA,CZE,5
2011,GHA,DEU,294
2011,GHA,DNK,14
2011,GHA,ESP,27
2011,GHA,FIN,34
2011,GHA,FRA,16
2011,GHA,GBR,255
2011,GHA,GRC,271
2011,GHA,HKG,5
2011,GHA,IRL,87
2011,GHA,ISR,148
2011,GHA,ITA,3648
2011,GHA,JPN,15
2011,GHA,KEN,5
2011,GHA,MAR,23
2011,GHA,MEX,14
2011,GHA,MLT,146
2011,GHA,NLD,36
2011,GHA,NOR,68
2011,GHA,NZL,5
2011,GHA,SWE,73
2011,GHA,TGO,5
2011,GHA,THA,5
2011,GHA,TTO,7
2011,GHA,TUN,11
2011,GHA,TUR,6
2011,GHA,USA,121
2011,GHA,ZAF,1221
2011,GIN,AGO,100
2011,GIN,ARG,5
2011,GIN,AUT,41
2011,GIN,BEL,2531
2011,GIN,BRA,12
2011,GIN,CAN,99
2011,GIN,CHE,295
2011,GIN,CMR,437
2011,GIN,CYP,50
2011,GIN,DEU,311
2011,GIN,DNK,7
2011,GIN,DZA,16
2011,GIN,ECU,5
2011,GIN,EGY,16
2011,GIN,ESP,150
2011,GIN,FIN,16
2011,GIN,FRA,2206
2011,GIN,GBR,107
2011,GIN,GRC,110
2011,GIN,HKG,5
2011,GIN,HUN,5
2011,GIN,IRL,15
2011,GIN,ISR,5
2011,GIN,ITA,609
2011,GIN,JPN,6
2011,GIN,KOR,8
2011,GIN,LBR,565
2011,GIN,LUX,5
2011,GIN,MAR,54
2011,GIN,MLT,5
2011,GIN,NGA,7
2011,GIN,NLD,251
2011,GIN,NOR,128
2011,GIN,PRT,46
2011,GIN,ROU,5
2011,GIN,SDN,21
2011,GIN,SEN,16
2011,GIN,SWE,81
2011,GIN,TCD,5
2011,GIN,THA,25
2011,GIN,TUR,30
2011,GIN,UKR,74
2011,GIN,USA,297
2011,GIN,ZAF,9
2011,GMB,ARG,5
2011,GMB,AUT,73
2011,GMB,BEL,68
2011,GMB,CAN,11
2011,GMB,CHE,295
2011,GMB,CMR,18
2011,GMB,DEU,162
2011,GMB,DNK,9
2011,GMB,ESP,53
2011,GMB,FIN,21
2011,GMB,FRA,61
2011,GMB,GBR,562
2011,GMB,GRC,54
2011,GMB,IDN,5
2011,GMB,ITA,366
2011,GMB,MAR,13
2011,GMB,MLT,8
2011,GMB,NLD,29
2011,GMB,NOR,108
2011,GMB,SEN,7
2011,GMB,SWE,84
2011,GMB,TUN,13
2011,GMB,USA,341
2011,GNB,AUT,24
2011,GNB,BEL,12
2011,GNB,BRA,104
2011,GNB,CAN,5
2011,GNB,CHE,203
2011,GNB,CMR,21
2011,GNB,DEU,10
2011,GNB,DNK,6
2011,GNB,ESP,5
2011,GNB,FRA,169
2011,GNB,GBR,5
2011,GNB,ITA,168
2011,GNB,NOR,13
2011,GNB,PRT,11
2011,GNB,SWE,6
2011,GNB,USA,10
2011,GNQ,CHE,5
2011,GNQ,CMR,10
2011,GNQ,ESP,11
2011,GNQ,FIN,5
2011,GNQ,GRC,5
2011,GNQ,IRL,5
2011,GNQ,ITA,5
2011,GNQ,USA,5
2011,GRC,CAN,25
2011,GRD,CAN,27
2011,GRD,GBR,13
2011,GRD,USA,25
2011,GTM,BLZ,8
2011,GTM,CAN,261
2011,GTM,CRI,16
2011,GTM,ESP,17
2011,GTM,FIN,5
2011,GTM,MEX,69
2011,GTM,NLD,5
2011,GTM,PAN,5
2011,GTM,SWE,8
2011,GTM,USA,3671
2011,GUY,CAN,63
2011,GUY,FRA,126
2011,GUY,GBR,13
2011,GUY,USA,55
2011,HKG,AUS,12
2011,HKG,JPN,5
2011,HKG,USA,10
2011,HND,ARG,8
2011,HND,CAN,299
2011,HND,CRI,47
2011,HND,DEU,21
2011,HND,ESP,45
2011,HND,GBR,5
2011,HND,ITA,6
2011,HND,MEX,168
2011,HND,NIC,5
2011,HND,SWE,12
2011,HND,USA,1559
2011,HRV,BEL,8
2011,HRV,CAN,473
2011,HRV,CHE,6
2011,HRV,DEU,19
2011,HRV,GBR,6
2011,HRV,IRL,5
2011,HRV,ITA,9
2011,HRV,NLD,13
2011,HRV,NOR,5
2011,HRV,SWE,35
2011,HRV,USA,20
2011,HTI,ARG,28
2011,HTI,BEL,6
2011,HTI,BRA,4000
2011,HTI,CAN,523
2011,HTI,CHE,5
2011,HTI,DEU,10
2011,HTI,DOM,25
2011,HTI,ECU,173
2011,HTI,FRA,2245
2011,HTI,ITA,9
2011,HTI,MEX,38
2011,HTI,PAN,8
2011,HTI,PER,176
2011,HTI,SEN,5
2011,HTI,USA,1377
2011,HUN,ARG,5
2011,HUN,BEL,5
2011,HUN,CAN,4423
2011,HUN,CHE,7
2011,HUN,NLD,5
2011,HUN,NOR,7
2011,HUN,NZL,15
2011,HUN,USA,47
2011,IDN,AUS,306
2011,IDN,CAN,26
2011,IDN,CYP,5
2011,IDN,GBR,24
2011,IDN,GRC,11
2011,IDN,HKG,307
2011,IDN,JPN,5
2011,IDN,MYS,78
2011,IDN,NLD,6
2011,IDN,SWE,10
2011,IDN,USA,345
2011,IND,ARG,13
2011,IND,AUS,1186
2011,IND,AUT,476
2011,IND,BEL,198
2011,IND,BRA,8
2011,IND,CAN,632
2011,IND,CHE,13
2011,IND,CYP,328
2011,IND,CZE,5
2011,IND,DEU,895
2011,IND,DNK,32
2011,IND,ECU,14
2011,IND,ESP,15
2011,IND,FIN,10
2011,IND,FRA,49
2011,IND,GBR,755
2011,IND,GRC,179
2011,IND,HKG,88
2011,IND,HUN,11
2011,IND,IDN,5
2011,IND,IRL,18
2011,IND,ISL,5
2011,IND,ITA,35
2011,IND,JOR,6
2011,IND,JPN,51
2011,IND,KOR,15
2011,IND,MAC,5
2011,IND,MDA,5
2011,IND,MEX,36
2011,IND,MKD,11
2011,IND,MLT,18
2011,IND,NLD,27
2011,IND,NOR,110
2011,IND,POL,8
2011,IND,QAT,5
2011,IND,ROU,26
2011,IND,SRB,27
2011,IND,SVK,24
2011,IND,SVN,5
2011,IND,SWE,92
2011,IND,TUR,7
2011,IND,UKR,16
2011,IND,USA,2477
2011,IND,ZAF,1159
2011,IRN,AFG,14
2011,IRN,ARM,22
2011,IRN,AUS,2250
2011,IRN,AUT,457
2011,IRN,AZE,28
2011,IRN,BEL,502
2011,IRN,BGR,37
2011,IRN,BIH,5
2011,IRN,BLR,5
2011,IRN,BRA,5
2011,IRN,CAN,318
2011,IRN,CHE,326
2011,IRN,CRI,5
2011,IRN,CYP,205
2011,IRN,CZE,7
2011,IRN,DEU,3774
2011,IRN,DNK,461
2011,IRN,DOM,5
2011,IRN,ECU,6
2011,IRN,ESP,62
2011,IRN,FIN,125
2011,IRN,FRA,205
2011,IRN,GBR,4307
2011,IRN,GEO,29
2011,IRN,GRC,247
2011,IRN,HRV,40
2011,IRN,HUN,33
2011,IRN,IDN,568
2011,IRN,IND,45
2011,IRN,IRL,48
2011,IRN,IRQ,596
2011,IRN,ISL,5
2011,IRN,ITA,233
2011,IRN,JPN,48
2011,IRN,KGZ,6
2011,IRN,KWT,31
2011,IRN,LBN,6
2011,IRN,LIE,5
2011,IRN,LUX,33
2011,IRN,LVA,16
2011,IRN,MEX,5
2011,IRN,MKD,10
2011,IRN,MLT,5
2011,IRN,MNE,7
2011,IRN,MYS,192
2011,IRN,NIC,5
2011,IRN,NLD,1182
2011,IRN,NOR,1122
2011,IRN,NZL,64
2011,IRN,PAK,9
2011,IRN,PHL,5
2011,IRN,POL,10
2011,IRN,PRT,11
2011,IRN,ROU,44
2011,IRN,RUS,13
2011,IRN,SRB,37
2011,IRN,SVK,13
2011,IRN,SVN,11
2011,IRN,SWE,1879
2011,IRN,SYR,90
2011,IRN,THA,33
2011,IRN,TUR,4318
2011,IRN,UKR,37
2011,IRN,USA,595
2011,IRN,VEN,5
2011,IRN,YEM,5
2011,IRQ,ARE,178
2011,IRQ,ARM,37
2011,IRQ,AUS,540
2011,IRQ,AUT,484
2011,IRQ,AZE,6
2011,IRQ,BEL,2228
2011,IRQ,BGR,344
2011,IRQ,BHR,132
2011,IRQ,BRA,11
2011,IRQ,CAN,143
2011,IRQ,CHE,378
2011,IRQ,CYP,186
2011,IRQ,CZE,9
2011,IRQ,DEU,6208
2011,IRQ,DJI,7
2011,IRQ,DNK,115
2011,IRQ,DZA,5
2011,IRQ,EGY,277
2011,IRQ,ESP,19
2011,IRQ,FIN,588
2011,IRQ,FJI,5
2011,IRQ,FRA,265
2011,IRQ,GBR,693
2011,IRQ,GIN,5
2011,IRQ,GRC,257
2011,IRQ,HRV,12
2011,IRQ,HUN,54
2011,IRQ,IDN,316
2011,IRQ,IND,42
2011,IRQ,IRL,50
2011,IRQ,ISL,5
2011,IRQ,ITA,353
2011,IRQ,JOR,1143
2011,IRQ,JPN,5
2011,IRQ,KGZ,7
2011,IRQ,KOR,5
2011,IRQ,KWT,131
2011,IRQ,LBN,784
2011,IRQ,LUX,41
2011,IRQ,LVA,5
2011,IRQ,MAR,15
2011,IRQ,MDA,5
2011,IRQ,MKD,13
2011,IRQ,MRT,5
2011,IRQ,MYS,193
2011,IRQ,NLD,2007
2011,IRQ,NOR,998
2011,IRQ,NZL,16
2011,IRQ,OMN,27
2011,IRQ,PHL,5
2011,IRQ,POL,30
2011,IRQ,PRT,5
2011,IRQ,QAT,49
2011,IRQ,ROU,69
2011,IRQ,RUS,19
2011,IRQ,SAU,7
2011,IRQ,SDN,11
2011,IRQ,SRB,16
2011,IRQ,SVK,8
2011,IRQ,SVN,8
2011,IRQ,SWE,2489
2011,IRQ,SYR,1574
2011,IRQ,THA,24
2011,IRQ,TUN,317
2011,IRQ,TUR,8010
2011,IRQ,UKR,51
2011,IRQ,USA,486
2011,IRQ,YEM,214
2011,ISR,AUS,10
2011,ISR,AUT,6
2011,ISR,BEL,10
2011,ISR,BRA,5
2011,ISR,CAN,168
2011,ISR,DEU,30
2011,ISR,ESP,5
2011,ISR,FIN,5
2011,ISR,GBR,5
2011,ISR,NLD,5
2011,ISR,NOR,21
2011,ISR,SWE,20
2011,ISR,USA,42
2011,ITA,AUS,8
2011,ITA,CAN,26
2011,ITA,CHE,9
2011,ITA,USA,5
2011,JAM,CAN,332
2011,JAM,DEU,8
2011,JAM,GBR,209
2011,JAM,NLD,24
2011,JAM,USA,398
2011,JOR,AUS,52
2011,JOR,AUT,8
2011,JOR,BEL,43
2011,JOR,CAN,78
2011,JOR,CHE,8
2011,JOR,CYP,30
2011,JOR,DEU,33
2011,JOR,DNK,5
